#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
odin_mk_i_desc;The "Odin" Cybernetic Eye is a DNI-based cybernetic implant originally developed for military field commanders to supplement their HUD. The Odin contains a standard optical camera that performs the same function as a natural eyeball, but is also equipped with sensors that automatically identify and highlight common camouflage patterns and known military vehicle profiles. Its primary feature, however, is the ability to rapidly analyze available battlefield data, a feature that has made it popular with higher-ranking military officers as well.;;;;;;;;;;;;x
odin_mk_ii;Odin Mk II;;;;;;;;;;;;x
odin_mk_ii_desc;The "Odin" Cybernetic Eye is a DNI-based cybernetic implant originally developed for military field commanders to supplement their HUD. The Odin contains a standard optical camera that performs the same function as a natural eyeball, but is also equipped with sensors that automatically identify and highlight common camouflage patterns and known military vehicle profiles. Its primary feature, however, is the ability to rapidly analyze available battlefield data, a feature that has made it popular with higher-ranking military officers as well.;;;;;;;;;;;;x
odin_mk_iii;Odin Mk III;;;;;;;;;;;;x
odin_mk_iii_desc;The "Odin" Cybernetic Eye is a DNI-based cybernetic implant originally developed for military field commanders to supplement their HUD. The Odin contains a standard optical camera that performs the same function as a natural eyeball, but is also equipped with sensors that automatically identify and highlight common camouflage patterns and known military vehicle profiles. Its primary feature, however, is the ability to rapidly analyze available battlefield data, a feature that has made it popular with higher-ranking military officers as well.;;;;;;;;;;;;x
odin_mk_iv;Odin Mk IV;;;;;;;;;;;;x
odin_mk_iv_desc;The "Odin" Cybernetic Eye is a DNI-based cybernetic implant originally developed for military field commanders to supplement their HUD. The Odin contains a standard optical camera that performs the same function as a natural eyeball, but is also equipped with sensors that automatically identify and highlight common camouflage patterns and known military vehicle profiles. Its primary feature, however, is the ability to rapidly analyze available battlefield data, a feature that has made it popular with higher-ranking military officers as well.;;;;;;;;;;;;x
odin_mk_v;Odin Mk V;;;;;;;;;;;;x
odin_mk_v_desc;The "Odin" Cybernetic Eye is a DNI-based cybernetic implant originally developed for military field commanders to supplement their HUD. The Odin contains a standard optical camera that performs the same function as a natural eyeball, but is also equipped with sensors that automatically identify and highlight common camouflage patterns and known military vehicle profiles. Its primary feature, however, is the ability to rapidly analyze available battlefield data, a feature that has made it popular with higher-ranking military officers as well.;;;;;;;;;;;;x
pci_mk_i;PCI Mk I;;;;;;;;;;;;x
pci_mk_i_desc;The Personal Calculation Implant is a DNI-based cybernetic implant designed for assisting its host in performing rapid mathematical calculations.;;;;;;;;;;;;x
pci_mk_ii;PCI Mk II;;;;;;;;;;;;x
pci_mk_ii_desc;The Personal Calculation Implant is a DNI-based cybernetic implant designed for assisting its host in performing rapid mathematical calculations.;;;;;;;;;;;;x
pci_mk_iii;PCI Mk III;;;;;;;;;;;;x
pci_mk_iii_desc;The Personal Calculation Implant is a DNI-based cybernetic implant designed for assisting its host in performing rapid mathematical calculations.;;;;;;;;;;;;x
pci_mk_iv;PCI Mk IV;;;;;;;;;;;;x
pci_mk_iv_desc;The Personal Calculation Implant is a DNI-based cybernetic implant designed for assisting its host in performing rapid mathematical calculations.;;;;;;;;;;;;x
pci_mk_v;PCI Mk V;;;;;;;;;;;;x
pci_mk_v_desc;The Personal Calculation Implant is a DNI-based cybernetic implant designed for assisting its host in performing rapid mathematical calculations.;;;;;;;;;;;;x
pluto_mk_i;Pluto Mk I;;;;;;;;;;;;x
pluto_mk_i_desc;The Pluto intelligence analysis implant is a DNI-based cybernetic implant designed to assist intelligence analysts. The Pluto contains a cryptographic analysis system designed for rapid brute force code-breaking and a sophisticated pattern analyzer that searches incoming data for potentially suspicious trends.;;;;;;;;;;;;x
pluto_mk_ii;Pluto Mk II;;;;;;;;;;;;x
pluto_mk_ii_desc;The Pluto intelligence analysis implant is a DNI-based cybernetic implant designed to assist intelligence analysts. The Pluto contains a cryptographic analysis system designed for rapid brute force code-breaking and a sophisticated pattern analyzer that searches incoming data for potentially suspicious trends.;;;;;;;;;;;;x
pluto_mk_iii;Pluto Mk III;;;;;;;;;;;;x
pluto_mk_iii_desc;The Pluto intelligence analysis implant is a DNI-based cybernetic implant designed to assist intelligence analysts. The Pluto contains a cryptographic analysis system designed for rapid brute force code-breaking and a sophisticated pattern analyzer that searches incoming data for potentially suspicious trends.;;;;;;;;;;;;x
pluto_mk_iv;Pluto Mk IV;;;;;;;;;;;;x
pluto_mk_iv_desc;The Pluto intelligence analysis implant is a DNI-based cybernetic implant designed to assist intelligence analysts. The Pluto contains a cryptographic analysis system designed for rapid brute force code-breaking and a sophisticated pattern analyzer that searches incoming data for potentially suspicious trends.;;;;;;;;;;;;x
pluto_mk_v;Pluto Mk V;;;;;;;;;;;;x
pluto_mk_v_desc;The Pluto intelligence analysis implant is a DNI-based cybernetic implant designed to assist intelligence analysts. The Pluto contains a cryptographic analysis system designed for rapid brute force code-breaking and a sophisticated pattern analyzer that searches incoming data for potentially suspicious trends.;;;;;;;;;;;;x
thoth_mk_i;Thoth Mk I;;;;;;;;;;;;x
thoth_mk_i_desc;The Thoth general-purpose information processor is a DNI-based cybernetic implant designed as a basic upgrade to the host's intellectual capacities. The Thoth provides an optimized and easily-searchable information database to extend the host's memory access and capacity, as well as a lightweight but flexible processing unit that helps to improve neural processing throughput.;;;;;;;;;;;;x
thoth_mk_ii;Thoth Mk II;;;;;;;;;;;;x
thoth_mk_ii_desc;The Thoth general-purpose information processor is a DNI-based cybernetic implant designed as a basic upgrade to the host's intellectual capacities. The Thoth provides an optimized and easily-searchable information database to extend the host's memory access and capacity, as well as a lightweight but flexible processing unit that helps to improve neural processing throughput.;;;;;;;;;;;;x
thoth_mk_iii;Thoth Mk III;;;;;;;;;;;;x
thoth_mk_iii_desc;The Thoth general-purpose information processor is a DNI-based cybernetic implant designed as a basic upgrade to the host's intellectual capacities. The Thoth provides an optimized and easily-searchable information database to extend the host's memory access and capacity, as well as a lightweight but flexible processing unit that helps to improve neural processing throughput.;;;;;;;;;;;;x
thoth_mk_iv;Thoth Mk IV;;;;;;;;;;;;x
thoth_mk_iv_desc;The Thoth general-purpose information processor is a DNI-based cybernetic implant designed as a basic upgrade to the host's intellectual capacities. The Thoth provides an optimized and easily-searchable information database to extend the host's memory access and capacity, as well as a lightweight but flexible processing unit that helps to improve neural processing throughput.;;;;;;;;;;;;x
thoth_mk_v;Thoth Mk V;;;;;;;;;;;;x
thoth_mk_v_desc;The Thoth general-purpose information processor is a DNI-based cybernetic implant designed as a basic upgrade to the host's intellectual capacities. The Thoth provides an optimized and easily-searchable information database to extend the host's memory access and capacity, as well as a lightweight but flexible processing unit that helps to improve neural processing throughput.;;;;;;;;;;;;x
cybernetic_limb;Cybernetic Arm;;;;;;;;;;;;x
cybernetic_limb_desc;One of this character's arms has been replaced with a cybernetic prosthetic.;;;;;;;;;;;;x
#cybernetic_limb;[CyberneticLimbName];;;;;;;;;;;;x
#cybernetic_limb_desc;[CyberneticLimbDesc];;;;;;;;;;;;x
String_cybernetic_limb;Cybernetic Limb;;;;;;;;;;;;x
String_cybernetic_limb_desc;This character possesses at least one cybernetic prosthetic limb.;;;;;;;;;;;;x
String_cybernetic_arm;Cybernetic Arm;;;;;;;;;;;;x
String_cybernetic_arm_desc;One of this character's arms has been replaced with a cybernetic prosthetic.;;;;;;;;;;;;x
cybernetic_leg;Cybernetic Leg;;;;;;;;;;;;x
cybernetic_leg_desc;One of this character's legs has been replaced with a cybernetic prosthetic.;;;;;;;;;;;;x
cybernetic_skeleton;Cybernetic Skeleton;;;;;;;;;;;;x
cybernetic_skeleton_desc;This character's entire skeletal system has been replaced with a reinforced cybernetic one.;;;;;;;;;;;;x
full_cybernetic_conversion;Full Cybernetic Conversion;;;;;;;;;;;;x
full_cybernetic_conversion_desc;This character's entire biological body has been replaced with an artificial one - neurological continuity has been maintained, but every element of the host body is now fully cybernetic. While this procedure is entirely possible with modern surgical and electronics technology, common opinions of it range from 'extremely creepy' to 'abominable desecration of the human form' - even most dedicated Cyberneticists find full-body conversions to be at least somewhat disturbing.;;;;;;;;;;;;x
hiver_implant;Hiver Implant;;;;;;;;;;;;x
hiver_implant_desc;This character has been implanted with a Hiver Implant, a variation on the Direct Neural Interface that acts a direct connection to a distributed interstellar wireless network known as the Hive. The Hive is supposedly a gestalt of the many individuals that make it up, but suffers from a critical design flaw - it is incapable of reconciling the vast diversity of contrasting personalities and identities of its drones, and as a direct result, it suffers from severe schizophrenia.;;;;;;;;;;;;x
ruler_cybernetics_good;Successful Augmentation;;;;;;;;;;;;x
ruler_cybernetics_bad;Desecration of the Holy Human Form;;;;;;;;;;;;x
cybernetics_bad;Desecration of the Holy Human Form;;;;;;;;;;;;x
cybernetics_bad_desc;This character has obtained mechanical cybernetics, desecrating their body by replacing its components with soulless machinery. This is frowned upon by the priests of their faith.;;;;;;;;;;;;x
cybernetics_very_bad;Soulless;;;;;;;;;;;;x
cybernetics_very_bad_desc;This character has completely replaced their body with machinery, which by the tenets of their religion means that they have removed their own soul, an unforgivable sin.;;;;;;;;;;;;x
cybernetics_good;Augmented;;;;;;;;;;;;x
cybernetics_good_desc;This character has begun improving their imperfect human body by augmenting it with cybernetics, something their transhumanst ideology looks favorably on.;;;;;;;;;;;;x
open_cybernetics_menu_decision;Open Cybernetics Menu;;;;;;;;;;;;x
open_cybernetics_menu_decision_desc;Access decisions related to purchasing cybernetic implants.;;;;;;;;;;;;x
close_cybernetics_menu_decision;Close Cybernetics Menu;;;;;;;;;;;;x
close_cybernetics_menu_decision_desc;Close the Cybernetics Menu to free up space in the decision list.;;;;;;;;;;;;x
get_dni_decision;Install Direct Neural Interface;;;;;;;;;;;;x
get_dni_decision_desc;The Direct Neural Interface (colloquially called the DNI or "skulltop") is the basic technology on which all other neurological cybernetic implants are built.;;;;;;;;;;;;x
get_iaei_mk_i_decision;Install IAEI Mk I;;;;;;;;;;;;x
get_iaei_mk_i_decision_desc;An optional add-on for the Direct Neural Interface, the Individual Analysis and Empathy Implant Mk I increases your Diplomacy by 2.;;;;;;;;;;;;x
get_iaei_mk_ii_decision;Install IAEI Mk II;;;;;;;;;;;;x
get_iaei_mk_ii_decision_desc;An optional add-on for the Direct Neural Interface, the Individual Analysis and Empathy Implant Mk II increases your Diplomacy by 4.;;;;;;;;;;;;x
get_iaei_mk_iii_decision;Install IAEI Mk III;;;;;;;;;;;;x
get_iaei_mk_iii_decision_desc;An optional add-on for the Direct Neural Interface, the Individual Analysis and Empathy Implant Mk III increases your Diplomacy by 6.;;;;;;;;;;;;x
get_iaei_mk_iv_decision;Install IAEI Mk IV;;;;;;;;;;;;x
get_iaei_mk_iv_decision_desc;An optional add-on for the Direct Neural Interface, the Individual Analysis and Empathy Implant Mk IV increases your Diplomacy by 8.;;;;;;;;;;;;x
get_iaei_mk_v_decision;Install IAEI Mk V;;;;;;;;;;;;x
get_iaei_mk_v_decision_desc;An optional add-on for the Direct Neural Interface, the Individual Analysis and Empathy Implant Mk V increases your Diplomacy by 10.;;;;;;;;;;;;x
get_odin_mk_i_decision;Install Odin Mk I;;;;;;;;;;;;x
get_odin_mk_i_decision_desc;An optional add-on for the Direct Neural Interface, the Odin Cybernetic Eye Mk I increases your Martial by 2.;;;;;;;;;;;;x
get_odin_mk_ii_decision;Install Odin Mk II;;;;;;;;;;;;x
get_odin_mk_ii_decision_desc;An optional add-on for the Direct Neural Interface, the Odin Cybernetic Eye Mk II increases your Martial by 4.;;;;;;;;;;;;x
get_odin_mk_iii_decision;Install Odin Mk III;;;;;;;;;;;;x
get_odin_mk_iii_decision_desc;An optional add-on for the Direct Neural Interface, the Odin Cybernetic Eye Mk III increases your Martial by 6.;;;;;;;;;;;;x
get_odin_mk_iv_decision;Install Odin Mk IV;;;;;;;;;;;;x
get_odin_mk_iv_decision_desc;An optional add-on for the Direct Neural Interface, the Odin Cybernetic Eye Mk IV increases your Martial by 8.;;;;;;;;;;;;x
get_odin_mk_v_decision;Install Odin Mk V;;;;;;;;;;;;x
get_odin_mk_v_decision_desc;An optional add-on for the Direct Neural Interface, the Odin Cybernetic Eye Mk V increases your Martial by 10.;;;;;;;;;;;;x
get_pci_mk_i_decision;Install PCI Mk I;;;;;;;;;;;;x
get_pci_mk_i_decision_desc;An optional add-on for the Direct Neural Interface, the Personal Calculation Implant Mk I increases your Stewardship by 2.;;;;;;;;;;;;x
get_pci_mk_ii_decision;Install PCI Mk II;;;;;;;;;;;;x
get_pci_mk_ii_decision_desc;An optional add-on for the Direct Neural Interface, the Personal Calculation Implant Mk II increases your Stewardship by 4.;;;;;;;;;;;;x
get_pci_mk_iii_decision;Install PCI Mk III;;;;;;;;;;;;x
get_pci_mk_iii_decision_desc;An optional add-on for the Direct Neural Interface, the Personal Calculation Implant Mk III increases your Stewardship by 6.;;;;;;;;;;;;x
get_pci_mk_iv_decision;Install PCI Mk IV;;;;;;;;;;;;x
get_pci_mk_iv_decision_desc;An optional add-on for the Direct Neural Interface, the Personal Calculation Implant Mk IV increases your Stewardship by 8.;;;;;;;;;;;;x
get_pci_mk_v_decision;Install PCI Mk V;;;;;;;;;;;;x
get_pci_mk_v_decision_desc;An optional add-on for the Direct Neural Interface, the Personal Calculation Implant Mk V increases your Stewardship by 10.;;;;;;;;;;;;x
get_pluto_mk_i_decision;Install Pluto Mk I;;;;;;;;;;;;x
get_pluto_mk_i_decision_desc;An optional add-on for the Direct Neural Interface, the Pluto Intelligence Analysis Implant Mk I increases your Intrigue by 2.;;;;;;;;;;;;x
get_pluto_mk_ii_decision;Install Pluto Mk II;;;;;;;;;;;;x
get_pluto_mk_ii_decision_desc;An optional add-on for the Direct Neural Interface, the Pluto Intelligence Analysis Implant Mk II increases your Intrigue by 4.;;;;;;;;;;;;x
get_pluto_mk_iii_decision;Install Pluto Mk III;;;;;;;;;;;;x
get_pluto_mk_iii_decision_desc;An optional add-on for the Direct Neural Interface, the Pluto Intelligence Analysis Implant Mk III increases your Intrigue by 6.;;;;;;;;;;;;x
get_pluto_mk_iv_decision;Install Pluto Mk IV;;;;;;;;;;;;x
get_pluto_mk_iv_decision_desc;An optional add-on for the Direct Neural Interface, the Pluto Intelligence Analysis Implant Mk IV increases your Intrigue by 8.;;;;;;;;;;;;x
get_pluto_mk_v_decision;Install Pluto Mk V;;;;;;;;;;;;x
get_pluto_mk_v_decision_desc;An optional add-on for the Direct Neural Interface, the Pluto Intelligence Analysis Implant Mk V increases your Intrigue by 10.;;;;;;;;;;;;x
get_thoth_mk_i_decision;Install Thoth Mk I;;;;;;;;;;;;x
get_thoth_mk_i_decision_desc;An optional add-on for the Direct Neural Interface, the Thoth General-Purpose Information Processor Mk I increases your Learning by 2.;;;;;;;;;;;;x
get_thoth_mk_ii_decision;Install Thoth Mk II;;;;;;;;;;;;x
get_thoth_mk_ii_decision_desc;An optional add-on for the Direct Neural Interface, the Thoth General-Purpose Information Processor Mk II increases your Learning by 4.;;;;;;;;;;;;x
get_thoth_mk_iii_decision;Install Thoth Mk III;;;;;;;;;;;;x
get_thoth_mk_iii_decision_desc;An optional add-on for the Direct Neural Interface, the Thoth General-Purpose Information Processor Mk III increases your Learning by 6.;;;;;;;;;;;;x
get_thoth_mk_iv_decision;Install Thoth Mk IV;;;;;;;;;;;;x
get_thoth_mk_iv_decision_desc;An optional add-on for the Direct Neural Interface, the Thoth General-Purpose Information Processor Mk IV increases your Learning by 8.;;;;;;;;;;;;x
get_thoth_mk_v_decision;Install Thoth Mk V;;;;;;;;;;;;x
get_thoth_mk_v_decision_desc;An optional add-on for the Direct Neural Interface, the Thoth General-Purpose Information Processor Mk V increases your Learning by 10.;;;;;;;;;;;;x
get_cybernetic_limb_decision;Install [CyberneticLimbName];;;;;;;;;;;;x
get_cybernetic_limb_decision_desc;Your injuries are severe, and your arm is beyond saving. You could arrange to have it replaced with a cybernetic prosthetic.;;;;;;;;;;;;x
get_cybernetic_leg_decision;Install Cybernetic Leg;;;;;;;;;;;;x
get_cybernetic_leg_decision_desc;Your injuries are severe, and your leg is beyond saving. You could arrange to have it replaced with a cybernetic prosthetic.;;;;;;;;;;;;x
get_cybernetic_skeleton_decision;Install Cybernetic Skeleton;;;;;;;;;;;;x
get_cybernetic_skeleton_decision_desc;Your body is mangled and crippled beyond recognition, well beyond the power of medical science to save. You may walk again, however, with the assistance of an artificial cybernetic skeletal system.;;;;;;;;;;;;x
get_relative_cybernetic_limb_decision;Get [Root.FirstName] a [CyberneticLimbName];;;;;;;;;;;;x
get_relative_cybernetic_limb_decision_desc;[Root.FullName] is badly wounded, and [Root.GetHerHis] arm is beyond the power of medical science to save. You could arrange to have it replaced with a cybernetic prosthetic.;;;;;;;;;;;;x
get_relative_cybernetic_leg_decision;Get [Root.FirstName] a Cybernetic Leg;;;;;;;;;;;;x
get_relative_cybernetic_leg_decision_desc;[Root.FullName] is badly wounded, and [Root.GetHerHis] leg is beyond the power of medical science to save. You could arrange to have it replaced with a cybernetic prosthetic.;;;;;;;;;;;;x
get_relative_cybernetic_skeleton_decision;Get [Root.FirstName] a Cybernetic Skeleton;;;;;;;;;;;;x
get_relative_cybernetic_skeleton_decision_desc;[Root.FullName] is badly wounded, [Root.GetHerHis] body crippled and mangled. [Root.GetSheHeCap] may walk again, however, with the aid of an artificial cybernetic skeletal system.;;;;;;;;;;;;x
get_full_cybernetic_conversion_decision;Get Full Cybernetic Conversion;;;;;;;;;;;;x
get_full_cybernetic_conversion_decision_desc;By having your body transferred completely into a cybernetic shell, you will grant yourself effective immortality, at the cost of your humanity.;;;;;;;;;;;;x
EVTDESCCYBERNETICS10000;Your implants are certainly convenient, but you're starting to wonder if maybe they're TOO convenient. You've come to rely on them more and more. Perhaps you should try using them more conservatively, to make sure you don't become too reliant?;;;;;;;;;;;;x
EVTOPTACYBERNETICS10000;Why bother?;;;;;;;;;;;;x
EVTOPTBCYBERNETICS10000;I could certainly use the exercise.;;;;;;;;;;;;x
EVTDESCCYBERNETICS10005;You've begun to grow tired of your routine lovemaking, and hit upon the idea of making a wireless connection between your brain and your partner's. You'd both experience each others' pleasure, simultaneously.;;;;;;;;;;;;x
EVTOPTACYBERNETICS10005;I just hope it won't get out of control.;;;;;;;;;;;;x
EVTDESCCYBERNETICS10006;Your nightly routine had started to get stale, before [From.GetFirstName] suggested you try leaving your implants connected. Feeling [From.GetHerHis] pleasure as well as your own was an amazing experience.;;;;;;;;;;;;x
EVTOPTACYBERNETICS10006;We need to do that again sometime.;;;;;;;;;;;;x
EVTDESCCYBERNETICS10007;Last night, [From.GetFirstName] suggested that the two of you spice up your usual nightly activities by leaving your implants on and connected. The idea was that you'd feel [From.GetHerHis] pleasure, while [From.GetSheHe]'d feel yours. It worked. Perhaps a little too well.;;;;;;;;;;;;x
EVTOPTACYBERNETICS10007;Who am I again?;;;;;;;;;;;;x
EVTDESCCYBERNETICS10011;You've made an important discovery. As part of your security duties, you hacked into [From.GetFullName]'s DNI, and discovered that [From.GetSheHe] is planning to [From.GetPlot]!;;;;;;;;;;;;x
EVTOPTACYBERNETICS10011;I'll need to do something about this.;;;;;;;;;;;;x
EVTDESCCYBERNETICS10015;You haven't been maintaining your cybernetic limb properly recently. The metal is starting to get rusty at the point where prosthetic meets flesh, and it's cutting into your skin.;;;;;;;;;;;;x
EVTOPTACYBERNETICS10015;Ow ow ow ow ow!;;;;;;;;;;;;x
EVTDESCCYBERNETICS10020;Each night, you lie in bed, thinking. It's strange, being half machine. The other children seem different now, more alien, as if you aren't human anymore. You're starting to wonder if you can ever get used to life like this.;;;;;;;;;;;;x
EVTOPTACYBERNETICS10020;Dad will know what to do!;;;;;;;;;;;;x
EVTOPTBCYBERNETICS10020;Mom will know what to do!;;;;;;;;;;;;x
EVTOPTCCYBERNETICS10020;[Root.Guardian.GetFirstName] will know what to do!;;;;;;;;;;;;x
EVTOPTDCYBERNETICS10020;I can handle it. I know I can!;;;;;;;;;;;;x
EVTDESCCYBERNETICS10021;Your [GetFromRelation] [From.GetFirstName] is full of anxious questions, lately. '...I don't feel... normal... anymore. What am I supposed to do with my metal parts? Am I a monster?';;;;;;;;;;;;x
EVTOPTACYBERNETICS10021;Ignore [From.GetHerHim];;;;;;;;;;;;x
EVTOPTBCYBERNETICS10021;Try to console [From.GetHerHim].;;;;;;;;;;;;x
EVTOPTCCYBERNETICS10021;Teach [From.GetHerHim] about being a cyborg.;;;;;;;;;;;;x
EVTOPTDCYBERNETICS10021;Yes! Yes, you ARE a monster!;;;;;;;;;;;;x
EVTDESCCYBERNETICS10022;You tried to talk to your [GetFromRelation] about how you've been feeling lately, but [From.GetSheHe] just ignored you!;;;;;;;;;;;;x
EVTOPTACYBERNETICS10022;I'll just have to deal with it on my own.;;;;;;;;;;;;x
EVTDESCCYBERNETICS10023;You asked your [GetFromRelation] about how you'd been feeling lately. [From.GetSheHeCap] didn't seem mad, but all [From.GetSheHe] could say was things like 'just be yourself' or 'being a cyborg doesn't matter.' [From.GetSheHeCap] had no idea what [From.GetSheHe] was talking about.;;;;;;;;;;;;x
EVTOPTACYBERNETICS10023;You're just lying to make me feel better!;;;;;;;;;;;;x
EVTDESCCYBERNETICS10024;Your [GetFromRelation] was kind and understanding. [From.GetSheHeCap] talked to you for a few hours about your new condition, and you feel like you might be able to handle it now.;;;;;;;;;;;;x
EVTOPTACYBERNETICS10024;Thank you!;;;;;;;;;;;;x
EVTDESCCYBERNETICS10025;Talking to your [GetFromRelation] was the right thing to do. [From.GetSheHeCap] took you aside for a few hours and told you that you don't need to ;;;;;;;;;;;;x
EVTDESCCYBERNETICS10030;You long to [Root.GetAmbition], but how can you possibly hope to compete with that THING that currently occupies the position? It can do in instants things that would take a real person months. The damn thing thinks it's BETTER than you.;;;;;;;;;;;;x
EVTOPTACYBERNETICS10030;Frakking wireheads.;;;;;;;;;;;;x
EVTOPTBCYBERNETICS10030;I'll show that thing what a real flesh-and-blood human can do!;;;;;;;;;;;;x
EVTDESCCYBERNETICS10035;You'd been vaguely aware that [From.GetFullName] was after your job for some time now, but after last night's general conference you think [From.GetSheHe] might be taking it just a bit too personally. The words 'toaster' and 'wirehead' were mentioned.;;;;;;;;;;;;x
EVTOPTACYBERNETICS10035;Small-minded fool.;;;;;;;;;;;;x
EVTDESCCYBERNETICS10041;It's just not fair! You try as hard as you can, work as hard as you can, but [From.GetFirstName] is always one step ahead of you. It's that stupid machine! Without one, how are you supposed to keep up?;;;;;;;;;;;;x
EVTOPTACYBERNETICS10041;I'm not playing with [From.GetHerHim] anymore.;;;;;;;;;;;;x
EVTOPTBCYBERNETICS10041;Maybe I should just ask [From.GetHerHim] to play fair.;;;;;;;;;;;;x
EVTOPTCCYBERNETICS10041;I should get a machine like that, too!;;;;;;;;;;;;x
EVTOPTDCYBERNETICS10041;I'll show that cheater who's boss!;;;;;;;;;;;;x
EVTTOOLTIPCYBERNETICS10042;will be very upset.;;;;;;;;;;;;x
EVTDESCCYBERNETICS10042;[From.GetFirstName] is such a jerk! [From.GetSheHeCap] won't play with you anymore, just because [From.GetSheHe]'s jealous of how much better you are than [From.GetHerHim]. [From.GetSheHeCap] says that using your implants is cheating.;;;;;;;;;;;;x
EVTOPTACYBERNETICS10042;Oh yeah? Is THIS cheating?;;;;;;;;;;;;x
EVTOPTBCYBERNETICS10042;No big loss.;;;;;;;;;;;;x
EVTDESCCYBERNETICS10043;When you told [From.GetFirstName] that you weren't going to play with [From.GetHerHim] anymore, [From.GetSheHe] got angry and punched you! A servo caught some of your skin and now you're bleeding. What a jerk!;;;;;;;;;;;;x
EVTOPTACYBERNETICS10043;Stupid toaster.;;;;;;;;;;;;x
EVTDESCCYBERNETICS10044;[From.GetFirstName] asked you if you could turn off your implants when you play games. [From.GetSheHeCap] said it's not fair to the kids without them.;;;;;;;;;;;;x
EVTOPTACYBERNETICS10044;I'm sorry, I had no idea!;;;;;;;;;;;;x
EVTOPTBCYBERNETICS10044;You're just jealous that I'm better than you.;;;;;;;;;;;;x
EVTTOOLTIPCYBERNETICS10045;is grateful;;;;;;;;;;;;x
EVTDESCCYBERNETICS10045;It looks like all you really had to do was ask. [From.GetFirstName] agreed that [From.GetHerHis] implants gave [From.GetHerHim] an unfair advantage, and [From.GetSheHe] promised [From.GetSheHe]'d keep them switched off in the future.;;;;;;;;;;;;x
EVTOPTACYBERNETICS10045;[From.GetSheHeCap]'s not so bad after all.;;;;;;;;;;;;x
EVTDESCCYBERNETICS10046;You're not really sure why you thought that would work. [From.GetFirstName] just laughed at you and accused you of being jealous.;;;;;;;;;;;;x
EVTOPTACYBERNETICS10046;What a jerk.;;;;;;;;;;;;x
EVTDESCCYBERNETICS10047;Your [GetFromRelation] [From.GetFirstName] wants you to buy [From.GetHerHim] a Direct Neural Interface. "[FromFrom.GetFirstName] has one!' [From.GetSheHe] says, 'and [FromFrom.GetSheHe]'s always beating me at everything. It's not fair! I should get one, too!";;;;;;;;;;;;x
EVTOPTACYBERNETICS10047;Well, I suppose it couldn't be that bad.;;;;;;;;;;;;x
