hmongism;Kev Dab Qhuas;;;;;;;;;;;;;x
hmongism_DESC;Kev Dab Qhuas, roughly translating to The Spirit of Praise is a folk religion practiced by the Hmong and Miao peoples of Southern China and Southeast Asia. It is a polytheistic and animistic faith, worshipping many different deities, such as Nplooj Lwg, the frog who created Heaven and Earth and Yaj Yuam, the Heavenly Archer. The chief deity role in the Hmong folk religion has eventually been overtaken by Txiv Yawg, commonly identified as Chiyou, whom they consider their king and liberator from the tyrannical rule of the Red and Yellow Emperors. Respect between people and spirits also plays a large role in Hmong theology, and as such they venerate many ancestral and nature spirits. Both before and after the Event, Hmong beliefs have been of a very syncretic nature, incorporating many beliefs from neighbouring religions, mainly Buddhism and Taoism. Today, the Hmong faith stands as a highly adaptable religion, with its adherents frequently adding foreign religious rituals to their own ancestral faith.;;;;;;;;;;;;;x
chinese_traditional_group_opinion;[chinese_traditional_group.GetName] Opinion;;;;;;;;;;;;;x
GOD_TXIV_YAWG;Txiv Yawg;;;;;;;;;;;;;x
GOD_RED_TYRANT;The Red Tyrant;;;;;;;;;;;;;x
GOD_YELLOW_TYRANT;The Yellow Tyrant;;;;;;;;;;;;;x
GOD_YWAM_SAUB;Ywam Saub;;;;;;;;;;;;;x
GOD_NPLOOJ_LWG;Nplooj Lwg;;;;;;;;;;;;;x
GOD_YAJ_YUAM;Yaj Yuam;;;;;;;;;;;;;x
GOD_NYUJ_VAJ_TUAM_TEEM;Nyuj Vaj Tuam Teem;;;;;;;;;;;;;x
GOD_NIAM_NKAUJ_KAB_YEEB;Niam Nkauj Kab;;;;;;;;;;;;;x
GOD_DAB_POG;Dab Pog;;;;;;;;;;;;;x
GOD_SAUL;Saul;;;;;;;;;;;;;x
ho_cult;Tu Tuong;;;;;;;;;;;;;x
GOD_HO;Heavenly Ho;;;;;;;;;;;;;x
GOD_HO_UNCLE;Bác Ho;;;;;;;;;;;;;x
GOD_CHI_MINH;Chí Minh;;;;;;;;;;;;;x
THE_THOUGHT;The Thought;;;;;;;;;;;;;x
ho_cult_DESC;Tu Tuong, also known as the Thought or the Cult of Ho is the spiritual descendant of the personality cult formed around Vietnam's legendary pre-Event leader, Uncle Ho, the Bringer of Light. They believe that before Ho's time, Vietnam was a dark, corrupt land, divided amongst itself and besieged by foreigners. However, Uncle Ho, a force of divinity, soon came to the land to banish the forces of darkness and imperialism, bringing liberty and light to the people of Vietnam. In retaliation, warlocks cursed the lands of Vietnam, seeping corruption into their soil and water for all eternity. Uncle Ho promised to watched over his people until his ascension into Heaven, leaving behind many teachings of justice, charity and progress to his followers.;;;;;;;;;;;;;x

#CAODAI SCHOOL DECISION
choose_caodai_way;Select Your Paths;;;;;;;;;x
choose_caodai_way_desc;Caodai is a religion with many paths destined before you, and now it is time to choose the path you will walk.;;;;;;;;;x
eacr1Desc;Caodai is a religion with many paths destined before you, and now it is time to choose the path you will walk.;;;;;;;;;x
EVTOPTA_eacr1;I shall devote my prayers to the Saints and their lord!;;;;;;;;;x
EVTOPTB_eacr1;I will become a Taoist.;;;;;;;;;x
EVTOPTC_eacr1;Our ancestors follow the words of Confucius.;;;;;;;;;x
EVTOPTD_eacr1;I shall strike a balance in search of everlasting peace.;;;;;;;;;x
way_saint;The Path of Saintly Providence;;;;;;;;;x
way_tao;The Path of Pure Souls;;;;;;;;;x
way_confucius;The Path of the Wise;;;;;;;;;x
way_buddha;The Path of Pure Land;;;;;;;;;x

way_saint_desc;The Path of Saintly Providence is the one most commonly practiced by the priests and clergy, They place emphasis on following the religious laws dictated by Giao-Tong and the teaching of The Canonical Codes. Walkers of this path often revere Abrahamic saintly figures such as Jesus and Mohammed.;;;;;;;;;x
way_tao_desc;The Path of Pure Souls attracts the Taoist elements of Caodaism, most of whom desire to uphold the Imperial laws despite not fully in agreement with them. They impose rigid and legalist laws upon themselves, believing that it will uphold their honor and dignity in the earthly realm. Their most revered Saint is Laozi.;;;;;;;;;x
way_confucius_desc;The Path of the Wise attracts those who seek to perfect themselves in either strength or skill, the follower of this path pays respect to the wise words of the elders. Their most prominent saints of choice are Guan Yu and Confucius.;;;;;;;;;x
way_buddha_desc;The Path of Pure Land is the most mystical path of the four, aiming for the happiness while refusing to partake in worldly pleasure, the followers of this path are known to be the least ambitious of all. They solely venerate Buddha, often interpreting him as the aspect of God.;;;;;;;;;x

dharmaraja;Dharmaraja;;;;;;;;;x
devaraja;Devaraja;;;;;;;;;x
maharaj;Maharaja;;;;;;;;;x
dharmaraja_desc;This character tries to emulate the pious and peaceful kings of old, they tend to be honorable and amicable in their dealing. The character of this school also tolerates other buddhist sects and seeks to learn their wisdom.;;;;;;;;;x
devaraja_desc;This character fanatically idolizes the royals of all dynasties, they often seek to follow the footstep of bold and daring ancient kings via martial feats. Their earthly desire to seek glory earned them the ire of other sects and the royalty themselves.;;;;;;;;;x
maharaj_desc;This character tries to emulate great and rich kings of old, they aim to restore the once prosperous kingdom by accumulating wealth and fostering trade in their domain. Unlike other schools, they do not commit themselves to a code of conduct and are willing to do anything that benefits the nation.;;;;;;;;;x

#Thammayut school
thaislam_choose_emul_trait;Emulate past dynasties;;;;;;;;;x
thaislam_choose_emul_trait_desc;Siam is the homeland of many Great Kings, while they don't live forever, their lessons can still be learned.;;;;;;;;;x
EVTDESCEACR101;The monarchs of the past have worked hard to see our nation succeed, now its up to you to judge which kind of rulers would be worth following.;;;;;;;;;x
EVTOPTAEACR101;I shall learn from pious monarchs of the past who upheld Buddhism.;;;;;;;;;x
EVTOPTBEACR101;I shall devote my life venerating the divine lineage of the Heavenly Overlord!;;;;;;;;;x
EVTOPTCEACR101;I will forge my own destiny like the great kings of old.;;;;;;;;;x
EVTOPTDEACR101;I can't decide right now.;;;;;;;;;x
