temple_county_katerinist;Djakstvo;;;;;;;;;;;;;x
temple_county_of_katerinist;Djakstvo of;;;;;;;;;;;;;x

temple_duke_katerinist;Arhierei;;;;;;;;;;;;;x
temple_duke_female_katerinist;Abbatisa;;;;;;;;;;;;;x
temple_duchy_katerinist;Arhiereistvo;;;;;;;;;;;;;x
temple_duchy_of_katerinist;Arhiereistvo of;;;;;;;;;;;;;x

temple_baron_petrist;Pop;;;;;;;;;;;;;x
temple_baron_female_petrist;Popadya;;;;;;;;;;;;;x
temple_barony_petrist;Spas;;;;;;;;;;;;;x
temple_barony_of_petrist;Spas of;;;;;;;;;;;;;x

temple_count_petrist;Djak;;;;;;;;;;;;;x
temple_count_female_petrist;Djachiha;;;;;;;;;;;;;x
temple_county_petrist;Djakstvo;;;;;;;;;;;;;x
temple_county_of_petrist;Djakstvo of;;;;;;;;;;;;;x

temple_duke_petrist;Arhierei;;;;;;;;;;;;;x
temple_duke_female_petrist;Abbatisa;;;;;;;;;;;;;x
temple_duchy_petrist;Arhiereistvo;;;;;;;;;;;;;x
temple_duchy_of_petrist;Arhiereistvo of;;;;;;;;;;;;;x

temple_baron_zarist;Pop;;;;;;;;;;;;;x
temple_baron_female_zarist;Popadya;;;;;;;;;;;;;x
temple_barony_zarist;Spas;;;;;;;;;;;;;x
temple_barony_of_zarist;Spas of;;;;;;;;;;;;;x

temple_count_zarist;Djak;;;;;;;;;;;;;x
temple_count_female_zarist;Djachiha;;;;;;;;;;;;;x
temple_county_zarist;Djakstvo;;;;;;;;;;;;;x
temple_county_of_zarist;Djakstvo of;;;;;;;;;;;;;x

temple_duke_zarist;Arhierei;;;;;;;;;;;;;x
temple_duke_female_zarist;Abbatisa;;;;;;;;;;;;;x
temple_duchy_zarist;Arhiereistvo;;;;;;;;;;;;;x
temple_duchy_of_zarist;Arhiereistvo of;;;;;;;;;;;;;x

temple_baron_jacobinist;Tribune;;;;;;;;;x
temple_baron_female_jacobinist;Tribune;;;;;;;;;x
temple_barony_jacobinist;Tribunal of ;;;;;;;;;x
temple_barony_of_jacobinist;Tribunal of ;;;;;;;;;x

temple_count_jacobinist;Municipal Tribune;;;;;;;;;x
temple_count_female_jacobinist;Munici­pale Tribune;;;;;;;;;x
temple_county_jacobinist;Municipal Tribunal of ;;;;;;;;;x
temple_county_of_jacobinist;Municipal Tribunal of ;;;;;;;;;x

temple_duke_jacobinist;Regional Tribune;;;;;;;;;x
temple_duke_female_jacobinist;Regionale Tribune;;;;;;;;;x
temple_duchy_jacobinist;Regional Tribunal of ;;;;;;;;;x
temple_duchy_of_jacobinist;Regional Tribunal of ;;;;;;;;;x

temple_king_jacobinist;Judge en Chef;;;;;;;;;x
temple_king_female_jacobinist;Judge en Chef;;;;;;;;;x
temple_kingdom_jacobinist;Republique of ;;;;;;;;;x
temple_kingdom_of_jacobinist;Republique of ;;;;;;;;;x

temple_emperor_jacobinist;Judge en Chef;;;;;;;;;x
temple_emperor_female_jacobinist;Judge en Chef;;;;;;;;;x
temple_empire_jacobinist;Confederation of ;;;;;;;;;x
temple_empire_of_jacobinist;Confederation of ;;;;;;;;;x

temple_baron_nobelian;Board Member;;;;;;;;;x
temple_baron_female_nobelian;Board Member;;;;;;;;;x
temple_barony_nobelian;Board of ;;;;;;;;;x
temple_barony_of_nobelian;Board of ;;;;;;;;;x

temple_baron_maoist;Party Congressman;;;;;;;;;x
temple_baron_female_maoist;Party Congresswoman;;;;;;;;;x
temple_barony_maoist;Party Congress of ;;;;;;;;;x
temple_barony_of_maoist;Party Congress of ;;;;;;;;;x

temple_count_maoist;Party Official;;;;;;;;;x
temple_count_female_maoist;Party Official;;;;;;;;;x
temple_county_maoist;Party Committee of ;;;;;;;;;x
temple_county_of_maoist;Party Committee of ;;;;;;;;;x

temple_duke_maoist;Party Official;;;;;;;;;x
temple_duke_female_maoist;Party Official;;;;;;;;;x
temple_duchy_maoist;Standing Committee of ;;;;;;;;;x
temple_duchy_of_maoist;Standing Committee of ;;;;;;;;;x'

temple_baron_red_cult;Party Congressman;;;;;;;;;x
temple_baron_female_red_cult;Party Congresswoman;;;;;;;;;x
temple_barony_red_cult;Party Congress of ;;;;;;;;;x
temple_barony_of_red_cult;Party Congress of ;;;;;;;;;x

temple_count_red_cult;Party Official;;;;;;;;;x
temple_count_female_red_cult;Party Official;;;;;;;;;x
temple_county_red_cult;Party Committee of ;;;;;;;;;x
temple_county_of_red_cult;Party Committee of ;;;;;;;;;x

temple_duke_red_cult;Party Official;;;;;;;;;x
temple_duke_female_red_cult;Party Official;;;;;;;;;x
temple_duchy_red_cult;Standing Committee of ;;;;;;;;;x
temple_duchy_of_red_cult;Standing Committee of ;;;;;;;;;x

temple_baron_jugoslavist;Imam;;;;;;;;;;;;;x
temple_baron_female_jugoslavist;Imam;;;;;;;;;;;;;x

temple_count_jugoslavist;Primam;;;;;;;;;;;;;x
temple_count_female_jugoslavist;Primam;;;;;;;;;;;;;x

temple_duke_jugoslavist;Arch-Imam;;;;;;;;;;;;;x
temple_duke_female_jugoslavist;Arch-Imam;;;;;;;;;;;;;x

temple_kingdom_jugoslavist;Grand Imam;;;;;;;;;;;;;x
temple_kingdom_female_jugoslavist;Grand Imam;;;;;;;;;;;;;x

temple_baron_orthodox_jewish;Rabbi;;;;;;;;;;;;;x

temple_baron_jewish;Rav;;;;;;;;;;;;;x
temple_baron_mikraist;Rabbi;;;;;;;;;;;;;x
temple_baron_maaravi;Rabbi;;;;;;;;;;;;;x
temple_baron_hasidic;Rabbi;;;;;;;;;;;;;x
temple_baron_haymanot;Kahen;;;;;;;;;;;;;x
temple_baron_congregationist;Rabbi;;;;;;;;;;;;;x
temple_baron_federationist;Rabbi;;;;;;;;;;;;;x

temple_baron_thelemic;Mage;;;;;;;;;;;;;x
temple_barony_thelemic;Lodge;;;;;;;;;;;;;x
temple_barony_of_thelemic;Lodge of;;;;;;;;;;;;;x

temple_baron_thelemic_reformed;Mage;;;;;;;;;;;;;x
temple_barony_thelemic_reformed;Lodge;;;;;;;;;;;;;x
temple_barony_of_thelemic_reformed;Lodge of;;;;;;;;;;;;;x

temple_baron_parabrahmanist;Pujari;;;;;;;;;;;;;x
temple_barony_of_parabrahmanist;Mandir of ;;;;;;;;;;;;;x
temple_baron_shaivasiddhanta;Pujari;;;;;;;;;;;;;x
temple_barony_of_shaivasiddhanta;Mandir of ;;;;;;;;;;;;;x

temple_count_parabrahmanist;Pujari;;;;;;;;;;;;;x
temple_count_shaivasiddhanta;Pujari;;;;;;;;;;;;;x

temple_county_of_parabrahmanist;Temple of ;;;;;;;;;;;;;x
temple_duke_parabrahmanist;Pujari;;;;;;;;;;;;;x
temple_duchy_of_parabrahmanist;Theocracy of ;;;;;;;;;;;;;x
temple_county_of_shaivasiddhanta;Temple of ;;;;;;;;;;;;;x
temple_duke_shaivasiddhanta;Pujari;;;;;;;;;;;;;x
temple_duchy_of_shaivasiddhanta;Theocracy of ;;;;;;;;;;;;;x

temple_king_parabrahmanist;Pujari;;;;;;;;;;;;;x
temple_kingdom_of_parabrahmanist;Theocracy of ;;;;;;;;;;;;;x
temple_king_shaivasiddhanta;Pujari;;;;;;;;;;;;;x
temple_kingdom_of_shaivasiddhanta;Theocracy of ;;;;;;;;;;;;;x
MAHAPANDIT;Shankaracharya;;;;;;;;;;;;;x
MAHAPANDIT_female;Shankaracharya;;;;;;;;;;;;;x
WITCHER;Vedmak;;;;;;;;;;;;;x
POMESHCHIK;Pomeshchik;;;;;;;;;;;;;x
POP;Pop;;;;;;;;;;;;;x
PRIEST_RAV;Rav;;;;;;;;;;;;;x
PRIEST_COHEN;Cohen;;;;;;;;;;;;;x
MUFTI;Mufti;;;;;;;;;;;;;x
POPADYA;Popadya;;;;;;;;;;;;;x
PROCLAMATOR;Proclamator;;;;;;;;;;;;;x
BOARD_MEMBER;Board Member;;;;;;;;;;;;;x
PARTY_OFFICIAL;Party Official;;;;;;;;;;;;;x
PREACHER;Preacher;;;;;;;;;;;;;x
MAGE;Mage;;;;;;;;;;;;;x
COSMONAUT;Cosmonaut;;;;;;;;;;;;;x
THE_ASTRONOMICAN;Astronomican;;;;;;;;;;;;;x
HEAD_POSLANNIK;Poslannik;;;;;;;;;;;;;x
GREAT_MOONFALL;Great Moonfall;;;;;;;;;;;;;x
ARCHBISHOP;Archbishop;Archbishop;Archbishop;;Archbishop;;;;;;;;;x
ARCHBISHOP_female;Archbishop;Archbishop;Archbishop;;Archbishop;;;;;;;;;x
THE_LUTHER;Luther;Luther;Luther;;Luther;;;;;;;;;x
THE_LUTHER_female;Lutherin;Lutherin;Lutherin;;Lutherin;;;;;;;;;x
FIRST_HIERARCH;First Hierarch;First Hierarch;First Hierarch;;First Hierarch;;;;;;;;;x
LATIN_PATRIARCH;Latin Patriarch;Latin Patriarch;Latin Patriarch;;Latin Patriarch;;;;;;;;;x
CHIEF_RABBI_BRITAIN;Chief Rabbi of the Hebrew Congregations;Chief Rabbi of the Hebrew Congregations;Chief Rabbi of the Hebrew Congregations;;Chief Rabbi of the Hebrew Congregations;;;;;;;;;x
AV_BEIS_DIN;Av Beis Din;Av Beis Din;Av Beis Din;;Av Beis Din;;;;;;;;;x
