#Brytwysher
opinion_of_hunter;Opinion of Hunter;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x
opinion_of_strategist_EXPLANATION; (opinion of Strategist); (opinion sur 'Luxure'); (Meinung von lüstern);; (opinión de lujurioso);;;;;;;;;x
opinion_of_strategist;Opinion of Strategist;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x
opinion_of_duelist_EXPLANATION; (opinion of Duelist); (opinion sur 'Luxure'); (Meinung von lüstern);; (opinión de lujurioso);;;;;;;;;x
opinion_of_duelist;Opinion of Duelist;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x
opinion_of_hedonist_EXPLANATION; (opinion of Hedonist); (opinion sur 'Luxure'); (Meinung von lüstern);; (opinión de lujurioso);;;;;;;;;x
opinion_of_hedonist;Opinion of Hedonist;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x
opinion_of_drunkard_EXPLANATION; (opinion of Drunkard); (opinion sur 'Luxure'); (Meinung von lüstern);; (opinión de lujurioso);;;;;;;;;x
opinion_of_drunkard;Opinion of Drunkard;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x
opinion_of_poet_EXPLANATION; (opinion of Poet); (opinion sur 'Luxure'); (Meinung von lüstern);; (opinión de lujurioso);;;;;;;;;x
opinion_of_poet;Opinion of Poet;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x
opinion_of_architect_EXPLANATION; (opinion of Architect); (opinion sur 'Luxure'); (Meinung von lüstern);; (opinión de lujurioso);;;;;;;;;x
opinion_of_architect;Opinion of Architect;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x
opinion_of_seducer_EXPLANATION; (opinion of Master Seducer); (opinion sur 'Luxure'); (Meinung von lüstern);; (opinión de lujurioso);;;;;;;;;x
opinion_of_seducer;Opinion of Master Seducer;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x
opinion_of_seductress_EXPLANATION; (opinion of Master Seductress); (opinion sur 'Luxure'); (Meinung von lüstern);; (opinión de lujurioso);;;;;;;;;x
opinion_of_seductress;Opinion of Master Seductress;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x
opinion_of_mystic_EXPLANATION; (opinion of Mystic); (opinion sur 'Luxure'); (Meinung von lüstern);; (opinión de lujurioso);;;;;;;;;x
opinion_of_mystic;Opinion of Mystic;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x
opinion_of_deceitful_EXPLANATION; (opinion of Deceitful); (opinion sur 'Luxure'); (Meinung von lüstern);; (opinión de lujurioso);;;;;;;;;x
opinion_of_deceitful;Opinion of Deceitful;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x
opinion_of_lunatic_EXPLANATION; (opinion of Lunatic); (opinion sur 'Luxure'); (Meinung von lüstern);; (opinión de lujurioso);;;;;;;;;x
opinion_of_lunatic;Opinion of Lunatic;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x
opinion_of_greedy_EXPLANATION; (opinion of Greedy); (opinion sur 'Luxure'); (Meinung von lüstern);; (opinión de lujurioso);;;;;;;;;x
opinion_of_greedy;Opinion of Greedy;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x
opinion_of_bisexual_EXPLANATION; (opinion of Bisexual); (opinion sur 'Luxure'); (Meinung von lüstern);; (opinión de lujurioso);;;;;;;;;x
opinion_of_bisexual;Opinion of Bisexual;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x
opinion_of_homosexual_EXPLANATION; (opinion of Homosexual); (opinion sur 'Luxure'); (Meinung von lüstern);; (opinión de lujurioso);;;;;;;;;x
opinion_of_homosexual;Opinion of Homosexual;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x
opinion_of_physician_EXPLANATION; (opinion of Physician); (opinion sur 'Luxure'); (Meinung von lüstern);; (opinión de lujurioso);;;;;;;;;x
opinion_of_physician;Opinion of Physician;Opinion sur le trait 'Luxure';Meinung von lüstern;;Opinión de lujurioso;;;;;;;;;x

gov_eastern_feudalism;Eastern Bureaucracy;;;;;;;;;x
eastern_feudal;Eastern Bureaucratic;;;;;;;;;x
eastern_feudal_desc;This style of government is mainly practiced by the cultures of the far east, which mixes Confucian legalism, regional autonomy and a strong emphasis on meritocracy. Over the years, this system degraded to a point where it almost resembles Feudalism, especially in the far flung frontiers of China.;;;;;;;;;x
###ingame historical desc
regular_no_wikipedia;This character has no Wikipedia BRUH;;;;;;;;;;;;;x
pyotr_i_zvetun;I don't drink cock only penis;;;;;;;;;;;;;x

title_guilottine_sharpener;Guillotine Sharpener;;;;;;;;;;;;;x
title_guilottine_sharpener_desc;The Guillotine Sharpener is responsible for designing, overseeing and maintaining the many sacred Guillotines of the realm.;;;;;;;;;;;;;x

title_court_bard;Court Bard;;;;;;;;;;;;;x
title_court_bard_desc;The Court Bard is an entertainer and scholar within the court regaling them with tales of mighty heroes and songs from the antediluvian past.;;;;;;;;;;;;;x
GOD_KOLCHAK;Kolchak;;;;;;;;;;;;;x
GOD_LETOV;Letov;;;;;;;;;;;;;x

title_court_astrologist;Court Astrologist;;;;;;;;;;;;;x
title_court_astrologist_desc;The Court Astrologist is tasked with seeking knowledge about human affairs and terrestrial events by studying the movements and relative positions of celestial objects.;;;;;;;;;;;;;x

title_fan_bearer;Fan-Bearer;;;;;;;;;;;;;x
title_fan_bearer_desc;The Fan-bearer must be always on the right side of the ruler. This gives the title's holder a very close personal or official relationship with their liege.;;;;;;;;;;;;;x
title_family_head;Family Head;;;;;;;;;;;;;x
title_family_head_desc;This character is the head of one of the leading families within the transnistrian empire;;;;;;;;;;;;;x
title_hatya;Haty-a;;;;;;;;;;;;;x
title_hatya_desc;The Haty-a are high-ranking officials in the realm. They are often also the head of local religious matters.;;;;;;;;;;;;;x

title_irypat;Iry-pat;;;;;;;;;;;;;x
title_irypat_desc;The Iry-pat is a title announcing a high position in the hierarchy of the country. Iry-pat is indeed nearly the highest ranking title at the royal court, and only the most important officials could bear this title.;;;;;;;;;;;;;x

title_horny_guardian;Gentleman of the Bedchamber;;;;;;;;;;;;;x
title_horny_guardian_desc;The Gentleman of the Bedchamber is an important title, as the regular access to the monarch which the role brought is the most valuable commodity of the courtier. The duties of the office involve waiting on the King when he ate in private, helping him to dress, guarding the bedchamber and water closet, and providing companionship.;;;;;;;;;;;;;x

title_keeper_of_cats;Keeper of Cats;;;;;;;;;;;;;x
title_keeper_of_cats_desc;The Keeper of Cats is responsible for keeping the cats belonging to various courtiers healthy, groomed, entertained, clean and well-fed. As cats are considered sacred animals by the various Thelema sects, this is considered a rather prestigious occupation.;;;;;;;;;;;;;x

title_royal_driver;Royal Chauffeur;;;;;;;;;;;;;x
title_royal_driver_desc;The Royal Chauffer is the courtier responsible for driving a ruler's personal chariot. Since during most battles they stay by the ruler's side, this is considered a rather prestigious occupation.;;;;;;;;;;;;;x

title_court_sparrow;Court Sparrow;;;;;;;;;;;;;x
title_court_sparrow_desc;The Court Sparrow is kept as a deterrent. It shows what happens when someone messes with the balance of the world. It's one of the most dishonourable titles.;;;;;;;;;;;;;x

title_peoples_artist;People's Artist;;;;;;;;;;;;;x
title_peoples_artist_desc;People's Artist is a honorary title, awarded for exceptional achievements in visual arts.;;;;;;;;;;;;;x

title_mother_heroine;Mother Heroine;;;;;;;;;;;;;x
title_mother_heroine_desc;Mother Heroine is an honorary title awarded for bearing and raising a large family. The intent was not only to honor such large families but also to increase financial assistance for mothers of large families.;;;;;;;;;;;;;x

title_hero_of_labor;Hero of Labor;;;;;;;;;;;;;x
title_hero_of_labor_desc;The Hero of Labor is the highest degree of distinction for exceptional achievements in national economy and culture.;;;;;;;;;;;;;x

title_chief_of_gendarmes;Chief of Gendarmes;;;;;;;;;;;;;x
title_chief_of_gendarmes_desc;The Chief is in charge of the Gendermerie, whose role is the execution of court orders, pursuit of fugitives, riot control, and detainment of "unusual" criminals.;;;;;;;;;;;;;x

DEATH_BEN_STROKE;Destroyed by Facts and Logic;;;;;;;;;;;;;x
DEATH_DATE_BEN_STROKE;Destroyed by Facts and Logic on;;;;;;;;;;;;;x
DEATH_BEN_STROKE_NO_KILLER;Destroyed by Facts and Logic;;;;;;;;;;;;;x

pacific_route;Pacific Road;;;;;;;;;;;;;x
south_pacific_road;South Pacific Road;;;;;;;;;;;;;x
palawan_way;Palawan Way;;;;;;;;;;;;;x
borneo_trade;Borneo Path;;;;;;;;;;;;;x
ivory_route;Ivory Route;;;;;;;;;;;;;x
tiger_road;Tiger Road;;;;;;;;;;;;;x
naga_route;Naga Route;;;;;;;;;;;;;x
peacock_trail;Peacock Trail;;;;;;;;;;;;;x
formosa_route;Formosan Route;;;;;;;;;;;;;x
suns_toll;Sun's Toll;;;;;;;;;;;;;x
trans_artic_trade_route;Trans-Artic Trade Route;;;;;;;;;;;;;x
rising_sun_way;Way of the Rising Sun;;;;;;;;;;;;;x
korean_route;Korean Route;;;;;;;;;;;;;x
manchu_way;Manchurian Way;;;;;;;;;;;;;x
han_road;Han Road;;;;;;;;;;;;;x
central_china_coastway;Central China Coastway;;;;;;;;;;;;;x
yangtze_way;Yangtze Way;;;;;;;;;;;;;x
guangxi_road;Guangxi Road;;;;;;;;;;;;;x
south_china_road;South China Road;;;;;;;;;;;;;x
south_china_coastway;South China Coastway;;;;;;;;;;;;;x
eastern_trans_siberian;Eastern Trans-Siberian Trade;;;;;;;;;;;;;x

become_dhammaraja;Become the Dharma-Raja;;;;;;;;;;;;;x
become_dhammaraja_desc;If you can drive out the Siamese and restore Ariya Meitrei rule over the entirety of the Mekong, you may declare yourself to be The Dhammaraja – the rightful heir of the red prince.;;;;;;;;;;;;;x
EVTDESC_ariyamaitre_6003;"Mekong has been a bastion of Siamese Hegemony ever since Laos fell to the Thai invasions but now, in what can only be described as a miraculous recovery, the land has been united under Zoroastrian rule once more. Under the leadership of [From.GetTitledFirstName], the Siamese suzerianty over Mekong had come to an end,"" driven out or sworn fealty to Ariya Meitrei faithfuls.\n\nBuddhists everywhere now hail [From.GetFirstName] as the """"Dhammaraja"","" the sacred king who fredd them from the tyrant like The Red Prince himself done thousands of years ago. Is this the beginning of a new Meitreiya golden age, or is it, as some believe, a sign of the Coming Era of Chaos?";;;;;;;;;;;;;x
EVTOPTA_ariyamaitre_6003;Praised be the Dharma-Raja!;;;;;;;;;;;;;x
EVTOPTB_ariyamaitre_6003;Any man who must says "I am the king" is no true king;;;;;;;;;;;;;x
EVTNAME_ariyamaitre_6000;The Dhammaraja;;;;;;;;;;;;;x
EVTDESC_ariyamaitre_6000;Ever since the Ivory locusts sucked Mekong dry, We has suffered under the yoke of Cakravartin. The last remnants of the Sangha retreated north into the secluded citadel of Laos but now, at long last, Ariya Meitrei rule over Mekong has been restored.\n\nThis miraculous recovery can be attributed to your brilliant leadership, and there are many amongst the sangha who have decreed you to be the Dhammaraja – the savior of the world that Red Prince himself mantled centuries ago. After embracing this role, you are now revered as a holy icon by Ariya Meitrei everywhere.;;;;;;;;;;;;;x
EVTOPTA_ariyamaitre_6000;I shall bring peace to all.;;;;;;;;;;;;;x
nick_the_dhammaraja;the Dharma-Raja;;;;;;;;;;;;;x
dhammaraja;Dharma-Raja;;;;;;;;;;;;;x
dhammaraja_desc;This character is the Dharma-Raja, the role model of all rulers and a paragon of virtues according to the Buddhist belief.;;;;;;;;;;;;;x
