secret_religious_society_maaravi_desc_REAL;While at first considered part of the same community as Old World Judaism, American Judaism has long split from their Old World brethren due to lack of communication and has evolved very differently over the centuries, mostly rejecting the claim that the Messianic age has arrived, they believe that individual faithful must do their part to make the world ready for the arrival of the Messiah.;;;;;;;;;;;;;x

secret_religious_society_REAL_hasidic;The Hidden Hasidim;;;;;;;;;;;;;x
secret_religious_society_hasidic_desc_REAL;Originating from the Old World, the Hasidic movement has found its home in America and nowadays, holds most of its influence there. As a spiritual revival movement within Judaism, Hasidics are noted for their traditionalism and seclusion, resulting in them being isolated from the rest of America, this self reliance has turned out to be helpful in the long run, as they are easily able to regroup in case disaster strikes.;;;;;;;;;;;;;x

secret_religious_society_REAL_haymanot;The Community of Israel;;;;;;;;;;;;;x
secret_religious_society_haymanot_desc_REAL;A sect of Judaism which developed their own traditions and doctrines, the Haymanot have been viewed as infidels and or heretics by Muslims, Christians and even other Jews. Due to that, they're naturally resilient to religious oppression and hold strong to their own teachings.;;;;;;;;;;;;;x

########

secret_religious_society_REAL_lakefolk_pagan_reformed;Hidden Nestlings;;;;;;;;;;;;;x
secret_religious_society_lakefolk_pagan_reformed_desc_REAL;The people of the Thunderbird, the guardian of seasons, the keeper of eternal balance. Have long been considered heathens by Christians and the like, but their hardy nature keeps them steadfast in their belief, and sometimes form hidden "Nests", whose members are called "Nestlings", hidden communities of Four Guardians faithful to keep their faith strong.;;;;;;;;;;;;;x
secret_religious_society_REAL_lakefolk_pagan;Hidden Nestlings;;;;;;;;;;;;;x
secret_religious_society_lakefolk_pagan_desc_REAL;The people of the Thunderbird, the guardian of seasons, the keeper of eternal balance. Have long been considered heathens by Christians and the like, but their hardy nature keeps them steadfast in their belief, and sometimes form hidden "Nests", whose members are called "Nestlings", hidden communities of Four Guardians faithful to keep their faith strong.;;;;;;;;;;;;;x

secret_religious_society_REAL_starist_pagan_reformed;The Star Witnesses;;;;;;;;;;;;;x
secret_religious_society_starist_pagan_reformed_desc_REAL;As the Zvezdniki faith is considered pagan and fringe by Christian churches, Zvezdiniki followers looked on favourably by neighbouring religions. That said, the followers of the stars are hardy people, and are more than able to keep their faith in secret under any kind of persecution. One day, their day will come and the stars, sun and moon will triumph.;;;;;;;;;;;;;x

secret_religious_society_REAL_starist_pagan;The Star Witnesses;;;;;;;;;;;;;x
secret_religious_society_starist_pagan_desc_REAL;As the Zvezdniki faith is considered pagan and fringe by Christian churches, Zvezdiniki followers looked on favourably by neighbouring religions. That said, the followers of the stars are hardy people, and are more than able to keep their faith in secret under any kind of persecution. One day, their day will come and the stars, sun and moon will triumph.;;;;;;;;;;;;;x

secret_religious_society_REAL_constitutional;The Freemasons;;;;;;;;;;;;;x
secret_religious_society_constitutional_desc_REAL;The true sons of liberty, the free thinking people of America, following the doctrines and philosophies of the founding fathers who built a true bastion of liberty. They have resolved to uphold their values of freedom and liberty even in face of oppression.;;;;;;;;x

secret_religious_society_REAL_baltic_pagan_reformed;The Children of Dievas;;;;;;;;;;;;;x
secret_religious_society_americanist_reformed_desc_REAL;The Romuva faith was defeated centuries ago, or so the story goes. In reality, Romuva survives again, in small villages and behind closed doors. Ready to once again see the faith resurface in triumph and cast down the hated Christians that dared to insult the glory of Perkunas and the Dievas. Of this, the Children will make sure.;;;;;;;;x
secret_religious_society_REAL_baltic_pagan;The Children of Dievas;;;;;;;;;;;;;x
secret_religious_society_baltic_pagan_desc_REAL;The Romuva faith was defeated centuries ago, or so the story goes. In reality, Romuva survives again, in small villages and behind closed doors. Ready to once again see the faith resurface in triumph and cast down the hated Christians that dared to insult the glory of Perkunas and the Dievas. Of this, the Children will make sure.;;;;;;;;x

secret_religious_society_REAL_celtic_pagan;The Hidden Circle;;;;;;;;;;;;x
secret_religious_society_celtic_pagan_desc_REAL;The followers of the Druidic faith have long known persecution, especially from Christian hands. As always, they persevere, even if they must use deception. Though they utter empty prayers to foreign gods, they secretly meet in private chambers and secluded groves to offer devotion and sacrifice to Danu, the Mother and source of life. They keep their faith knowing that some day mighty Taranis the Thunderer will strike down those who have persecuted the faithful.;;;;;;;;x
secret_religious_society_REAL_celtic_pagan_reformed;The Hidden Circle;;;;;;;;;;;;x
secret_religious_society_celtic_pagan_reformed_desc_REAL;The followers of the Druidic faith have long known persecution, especially from Christian hands. As always, they persevere, even if they must use deception. Though they utter empty prayers to foreign gods, they secretly meet in private chambers and secluded groves to offer devotion and sacrifice to Danu, the Mother and source of life. They keep their faith knowing that some day mighty Taranis the Thunderer will strike down those who have persecuted the faithful.;;;;;;;;x

secret_religious_society_REAL_novelist;The Court of Miracles;;;;;;;;;;;;x
secret_religious_society_novelist_desc_REAL;The Court of Miracles is a secret society dedicated to the growth of the Novelist faith. Hiding from those that wish to capture the Novelists and chain them, first of all the evil deity Javert the Persecutor, the Novelist meet in secret in The Court of Miracles and invite only those they trust to join them.;;;;;;;;x
secret_religious_society_REAL_novelist_reformed;The Court of Miracles;;;;;;;;;;;;x
secret_religious_society_novelist_reformed_desc_REAL;The Court of Miracles is a secret society dedicated to the growth of the Novelist faith. Hiding from those that wish to capture the Novelists and chain them, first of all the evil deity Javert the Persecutor, the Novelist meet in secret in The Court of Miracles and invite only those they trust to join them.;;;;;;;;x

secret_religious_society_REAL_folklorist;The Winter Shadows;;;;;;;;;;;;x
secret_religious_society_folklorist_desc_REAL;The Winter Shadows believe in the spread of Folklorism through secrecy. They will close on their target and slowly convince him to join the faith, ensuring the expansion of Folklorism.;;;;;;;;x
secret_religious_society_REAL_folklorist_reformed;The Winter Shadows;;;;;;;;;;;;x
secret_religious_society_folklorist_reformed_desc_REAL;he Winter Shadows believe in the spread of Folklorism through secrecy. They will close on their target and slowly convince him to join the faith, ensuring the expansion of Folklorism.;;;;;;;;x

secret_religious_society_REAL_finnish_pagan_reformed;The Singers of Vainamoinen;;;;;;;;;;;;;x
secret_religious_society_finnish_pagan_reformed_desc_REAL;Even under the rule of another religion, the Suomenusko faith lives strong in some people. Communing with nature, they find their gods in the quiet places of the world. Among the trees, the brooks and the light of the moon, where they worship their divine kings in secret. But silence does not last forever, and it will soon be shattered by the song of Vainamoinen and the Kantele, his sweet and powerful music striking the faithless to their very heart.;;;;;;;;;;;;;x
secret_religious_society_REAL_finnish_pagan;The Singers of Vainamoinen;;;;;;;;;;;;;x
secret_religious_society_finnish_pagan_desc_REAL;Even under the rule of another religion, the Suomenusko faith lives strong in some people. Communing with nature, they find their gods in the quiet places of the world. Among the trees, the brooks and the light of the moon, where they worship their divine kings in secret. But silence does not last forever, and it will soon be shattered by the song of Vainamoinen and the Kantele, his sweet and powerful music striking the faithless to their very heart.;;;;;;;;;;;;;x

secret_religious_society_REAL_hellenic_pagan_reformed;The Whispers of Alexander;;;;;;;;;;;;;x
secret_religious_society_hellenic_pagan_reformed_desc_REAL;Alexander Anaxorgos conquered the Olympus with the sword, and it is the duty of the Hellenic faithful that they do the same. However, some believe that it is wise to prepare the terrain for this conquest, by ensuring many of the supposed enemies already trust the faith. Those that follow this idea founded the Whispers, a group dedicated to expand the faith in secret.;;;;;;;;;;;;;x
secret_religious_society_REAL_hellenic_pagan;The Whispers of Alexander;;;;;;;;;;;;;x
secret_religious_society_hellenic_pagan_desc_REAL;Alexander Anaxorgos conquered the Olympus with the sword, and it is the duty of the Hellenic faithful that they do the same. However, some believe that it is wise to prepare the terrain for this conquest, by ensuring many of the supposed enemies already trust the faith. Those that follow this idea founded the Whispers, a group dedicated to expand the faith in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_maunaxite_reformed;The Punishers of Corruption;;;;;;;;;;;;;x
secret_religious_society_maunaxite_reformed_desc_REAL;To ensure the success of Shiva's teachings, the Corruption Punishers believe they must convert as many as they can in the war against the powers of the corrupt. They seek to bring an end to all corruption in across the world, and this is the mission of this society.;;;;;;;;;;;;;x
secret_religious_society_REAL_maunaxite;The Punishers of Corruption;;;;;;;;;;;;;x
secret_religious_society_maunaxite_desc_REAL;To ensure the success of Shiva's teachings, the Corruption Punishers believe they must convert as many as they can in the war against the powers of the corrupt. They seek to bring an end to all corruption in across the world, and this is the mission of this society.;;;;;;;;;;;;;x

secret_religious_society_REAL_inuit_pagan_reformed;The Trinitarians of the Sea;;;;;;;;;;;;;x
secret_religious_society_inuit_pagan_reformed_desc_REAL;Following a syncretic mix of Inuit and Christian beliefs, the Tatik faithful believe in the trinity of Arakuagsak, Sassuma Arnaa and Nerrivik as the three rulers of the sea. Due to their polytheistic beliefs, they are shunned as heathens by Christians, but they hold strong to the faith of their ancestors.;;;;;;;;;;;;;x
secret_religious_society_REAL_inuit_pagan;The Trinitarians of the Sea;;;;;;;;;;;;;x
secret_religious_society_inuit_pagan_desc_REAL;Following a syncretic mix of Inuit and Christian beliefs, the Tatik faithful believe in the trinity of Arakuagsak, Sassuma Arnaa and Nerrivik as the three rulers of the sea. Due to their polytheistic beliefs, they are shunned as heathens by Christians, but they hold strong to the faith of their ancestors.;;;;;;;;;;;;;x

secret_religious_society_REAL_armenianapostolic;Saint Cyril's Chosen;;;;;;;;;;;;;x
secret_religious_society_armenianapostolic_desc_REAL;As the true followers of Saint Cyril and Miaphysite thought, the devotees of the Armenian Apostolic Church have long been persecuted by the Chalcedonians of the west and thus have been forced underground. Nontheless, keeping true to their faith has allowed them to persevere.;;;;;;;;;;;;;x

########

secret_religious_society_REAL_brethren;The Albatross' Followers;;;;;;;;;;;;;x
secret_religious_society_brethren_desc_REAL;To guide the ships through the dangers of the sea, to avoid the ship of Nightmare Life in Death, to dodge the ambushes of the Ghost Fleet and the Flying Dutchman, a seaman needs a guide. And as thought to them by the Mariner, the Albatross' Followers intend to be that guide.;;;;;;;;;;;;;x

secret_religious_society_REAL_eastern_brethren;Wanderers of the Eastern Seas;;;;;;;;;;;;;x
secret_religious_society_eastern_brethren_desc_REAL;The followers of the various sea gods are in the middle of a terrible storm, and are now but wanderers in the eastern seas. Those wanderers long for the day when they will hit shore and the storms pass.;;;;;;;;;;;;;x

########

secret_religious_society_REAL_zoroastrian;The Flame Keepers;;;;;;;;;;;;;x
secret_religious_society_zoroastrian_desc_REAL;Believing themselves to be the protectors of understanding and knowledge in a world under the spell of Ahriman's ignorance, Zoroastrians organizing in secret spread the truth and light of Ahura Mazda's wisdom. Charged by their prophet with protecting the water, earth, fire and air, they enlighten others about the struggle between destructive chaos and the good of creation. Even when forced into secrecy there is yet hope, for Zoroaster told of the inevitability of Ahura Mazda's victory.;;;;;;;;;;;;;x

secret_religious_society_REAL_neo_zorvanite;The Adherents of Time.;;;;;;;;;;;;;x
secret_religious_society_neo_zorvanite_desc_REAL;As followers of Zorvan, god of time, they see it as their duty to return the world to its natural state, under his aegis even if it must be done through secret.;;;;;;;;;;;;;x

#########

secret_religious_society_REAL_sevillian;Archangel Raphael's Faithful;;;;;;;;;;;;;x
secret_religious_society_sevillian_desc_REAL;Before the Event, the Archangel Raphael sent a vision to a great Saint of the Sevillian faith, showing him that the Church of Rome is sinful and corrupt and that Seville is the new bastion of Catholicism. In secret, Archangel Raphael's Faithful practice their religion and seek to convert fellow Christians to be followers of the True Papacy;;;;;;;;;;;;;x

secret_religious_society_REAL_transatlantic;The Legatino Councilmen;;;;;;;;;;;;;x
secret_religious_society_transatlantic_desc_REAL;After a wayward group of Sevillian adventurers found the true Papacy in Mexico, they believe that both the Papacy of Rome and the Papacy of Seville are heretical and should submit to the Papacy of Mexico. This belief has relegated them to the fringes of Catholicism but they hold fast until all true Catholics realize their righteousness.;;;;;;;;;;;;;x

secret_religious_society_REAL_cadaverist;The Cadaver Society;;;;;;;;;;;;;x
secret_religious_society_cadaverist_desc_REAL;Cadaverists are a small heretic sect that believe that one of the last Antedeluvian Popes is not in fact dead, but can still miraculously speak to members of the higher Cadaverist clergy. The Cadaver Society seeks to communicate with the immortal spirit of the Pope;;;;;;;;;;;;;x

secret_religious_society_REAL_prussianist;The Whistful ones;;;;;;;;;;;;;x
secret_religious_society_prussianist_desc_REAL;Sehnsuchtism grew out of the Lutheran Church in western germany in days long lost to time. While they still retain many Lutheran doctrines, they believe the ultimate authority of the Kanzler over the Archdiocese of Lund. This belief had them branded as heretics by the Liturgical Lutherans, but the Sehnuchtists hold strong to their faith of a formation of a united rightuous Germany under the Kanzler.;;;;;;;;;;;;;x

secret_religious_society_REAL_lutheran;Society of Luther;;;;;;;;;;;;;x
secret_religious_society_lutheran_desc_REAL;Lutherans are all too familiar with being oppressed by the Pope and his allies, forming secret organizations to maintain their faith in face of that. The Society of Luther is committed to the formalized doctrines of Lutheranism, as dictated by the Archdiocese of Lund.;;;;;;;;;;;;;x

secret_religious_society_REAL_mainline;Protestant Union;;;;;;;;;;;;;x
