#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
promethean.411.desc;Long has the ancient Pythagorean Academy at Crotone lain in ruins. But no more! You have invested significant resources into restoring this once great center of learning. From the ruins will arise a new Crotone Academy to bring enlightenment to the Western Mediterranean and spread the light of Prometheus' wisdom to all the world!;;;;;;;;;;;;;x
promethean.411.a;It will be the greatest Academy yet!;;;;;;;;;;;;;x
promethean.412.title;Crotone Academy of...?;;;;;;;;;;;;;x
promethean.412.desc;Your architects report that the work on Crotone is coming along famously, the foundations are solid and most of the support structures are complete. However, they wish to know what sort of Academy Crotone will be. This will determine what sort of facilities they will need to build, and it will determine what kind of students will come out of the school.\nWhat are your orders?;;;;;;;;;;;;;x
promethean.412.a;It will be a school of the arts!;;;;;;;;;;;;;x
promethean.412.b;It shall be a school of engineering!;;;;;;;;;;;;;x
promethean.412.c;It shall be a school of war!;;;;;;;;;;;;;x
promethean.413.title;Crotone Restored;;;;;;;;;;;;;x
promethean.413.desc;The Academy of Crotone is complete! Standing within the Shrine of the Brothers, you look out across the campus. Glittering marble and granite buildings arrayed in perfect geometry, carefully manicured lawns and shrubbery. Truly, this is form and function as one. As you light the Holy Fires of Prometheus in the shrine, opening the school for enrollment, the crowd cheers. This is a glorious day for Prometheans everywhere!;;;;;;;;;;;;;x
promethean.413.a;Let the enlightenment begin!;;;;;;;;;;;;;x
promethean.414.title;Academy Restored;;;;;;;;;;;;;x
promethean.414.desc;Word has reached you that the Ancient Academy of Crotone, located on a Sicilian peninsula, ruined for centuries, has been rebuilt by [From.GetTitledName]. Resplendent in polished marble and granite, it's buildings can be seen for miles. The campus itself is so massive as to practically be a city unto itself, and can support ten thousand students. This shining beacon of Promethean ideals will no doubt strengthen their grip on the Mediterranean.;;;;;;;;;;;;;x
promethean.414.a;Glory to the Brothers!;;;;;;;;;;;;;x
promethean.414.b;This is troubling...;;;;;;;;;;;;;x
# Unbinding Festival Events ;;;;;;;;;;;;;;x
promethean.450.desc;The Unbinding Festival is a time for all Prometheans to come together and celebrate their shared philosophy. To put aside their differences and celebrate the release of Prometheus, the Enlightened One. Soon people from all across [Root.PrimaryTitle.GetBaseName] will be traveling to the capitol for your festival.;;;;;;;;;;;;;x
promethean.450.a;We must begin preperations at once!;;;;;;;;;;;;;x
promethean.451.desc;The first decision you must make is how much to spend on the opening ceremony? Obviously, the more expensive the ceremony the more prestigious it will be for you.;;;;;;;;;;;;;x
promethean.451.a;Lets not waste, simply rent a theatre.;;;;;;;;;;;;;x
promethean.451.b;Build a nice stage in the city square.;;;;;;;;;;;;;x
promethean.451.c;Prometheus was chained to a mountain, I want a mountain!;;;;;;;;;;;;;x
promethean.452.desc;While the opening ceremony is the main event, the bulk of the Unbinding Festival is the festival itself. Firedancers and actors perform for the crowds while sculptors and painters create works of art in honor of our gods, and orators tell the stories of our past so we do not repeat our mistakes. Better performers will cost more coin. How much should we spend on the festivities?;;;;;;;;;;;;;x
promethean.452.a;Lets keep it simple, don't empty the treasury.;;;;;;;;;;;;;x
promethean.452.b;We don't want to be cheap, but lets not overdo it...;;;;;;;;;;;;;x
promethean.452.c;This will be a festival to remember!;;;;;;;;;;;;;x
promethean.453.desc;It is the ruler's place to decide who will play the parts of Prometheus and Heracles during the opening ceremony. Traditionally the role of Prometheus is filled by the [Root.job_spiritual.GetJobTitle], but you may choose yourself, someone of exceptional [Root.Religion.GetPietyName], or anyone at all to fill the role.;;;;;;;;;;;;;x
promethean.453.a;I shall take the role of Prometheus.;;;;;;;;;;;;;x
promethean.453.b;[Root.job_spiritual.GetTitledFirstName] shall perform this task.;;;;;;;;;;;;;x
promethean.453.c;I will choose someone of great [Root.Religion.GetPietyName] for this.;;;;;;;;;;;;;x
promethean.453.d;I don't really care... how about you?;;;;;;;;;;;;;x
promethean.454.desc;Now you must decide who shall play the role of Heracles. Traditionally this would be your [Root.job_marshal.GetJobTitle], but you can choose anyone you like.;;;;;;;;;;;;;x
promethean.454.a;I shall be mighty Heracles this time.;;;;;;;;;;;;;x
promethean.454.b;[Root.job_marshal.GetTitledFirstName] will do their duty.;;;;;;;;;;;;;x
promethean.454.c;I will choose someone prestigous...;;;;;;;;;;;;;x
promethean.454.d;I don't care, how about that one over there?;;;;;;;;;;;;;x
ancrel.unbinding_prometheus;The Unbinding of Prometheus;;;;;;;;;;;;;x
promethean.455.desc.prometheus;You lie on the false Mount Kazbek, chained to a stone. A puppet eagle is above you, its beak covered in gore. You hear the twang of a bow, and there at the edge of the stage is [festival_heracles.GetFirstName] as Heracles, wielding a bow and wearing a lions pelt. [festival_heracles.GetSheHeCap] recites the lines, "I have come to free you from your bondage, Enlightened One. Even Zeus can see now that your light can not be hidden forever." Heracles lifts his sword and breaks the chains.\nYou recite your lines, "Thank you Heracles, your name shall be honored for all time! Your labors have destroyed barbarism around the world, civilization owes you a great debt!";;;;;;;;;;;;;x
promethean.455.desc.heracles;You step onto the stage and see [festival_prometheus.GetFirstName] as Prometheus bound to the false mountain, the puppet eagle perched above with crimson beak. You fire your empty bow, and the bird drops to the ground at the sound of its twang.\nYou speak, "I have come to free you from your bondage, Enlightened One. Even Zeus can see now that your light can not be hidden forever." You lift your sword and break the chains. Prometheus recites [festival_prometheus.GetHerHis] lines, "Thank you Heracles, your name shall be honored for all time! Your labors have destroyed barbarism around the world, civilization owes you a great debt!" The crowds roar with cheering and applause!;;;;;;;;;;;;;x
promethean.455.desc.other;You watch as [festival_prometheus.GetFullName] lies chained to the false mountain, an eagle with bloodstained beak perches above. You hear a twang, and the eagle falls to the ground. From behind a rock appears [festival_heracles.GetFullName], dressed in a lion's pelt and holding a bow. [festival_heracles.GetSheHeCap] strides forward and speaks, "I have come to free you from your bondage, Enlightened One. Even Zeus can see now that your light can not be hidden forever." With one swing of their sword, the chains are broken.\n[festival_prometheus.GetFirstName] speaks, "Thank you Heracles, your name shall be honored for all time! Your labors have destroyed barbarism around the world, civilization owes you a great debt!" The crowd roars with applause, and you cannot help but be caught up in the excitement!;;;;;;;;;;;;;x
promethean.455.a;Wonderful!;;;;;;;;;;;;;x
promethean.456.a;A grand ceremony!;;;;;;;;;;;;;x
promethean.457.a;Prometheus smiles on me...;;;;;;;;;;;;;x
promethean.458.a;I look good in fur...;;;;;;;;;;;;;x
promethean.459.desc;It seems one of the firedancers you hired for the ceremony accidentally set fire to a building in the city! By the time the fires were put out the damage had been done, the structure is a smoking ruin. Thankfully, no one was hurt.;;;;;;;;;;;;;x
promethean.459.a;Clumsy bastards!;;;;;;;;;;;;;x
promethean.460.desc;You stand with a crowd, watching as firedancers perform in one of the city streets. The firedance is mesmerizing, and the crowd is nearly silent for the whole act. After what seems to have been minutes, or maybe hours, the dancers take a bow and the crowd cheers. One of your vassals, whom you hadn't noticed standing there, tells you how pleased they are with the firedancers this year.;;;;;;;;;;;;;x
promethean.460.a;They were quite good, weren't they?;;;;;;;;;;;;;x
promethean.461.desc;You are walking through the streets when [From.GetTitledFirstName] catches your eye. [From.GetSheHe] is standing near an ongoing firedance, the light of the dancer's implements illuminating their face in a very captivating way. You feel your heart pump harder, desire filling your veins.;;;;;;;;;;;;;x
promethean.461.a;I must have [From.GetHerHim]!;;;;;;;;;;;;;x
promethean.461.b;I'll just admire [From.GetHerHim] from afar.;;;;;;;;;;;;;x
promethean.461.c;Lust is for corporeal things, I must be more enlightened.;;;;;;;;;;;;;x
promethean.464.desc;While watching a firedance, one of the performers gets too close and a gobbet of flaming paste hits you! You survive, but the damage is extensive.\nWhat will you do with the firedancer responsible?;;;;;;;;;;;;;x
promethean.464.a;Execute them all!;;;;;;;;;;;;;x
promethean.464.b;They are a menace! Throw them into the dungeons!;;;;;;;;;;;;;x
promethean.464.c;The show must go on!;;;;;;;;;;;;;x
promethean.465.desc;While watching one of the firedancer performances at [Root.Liege.GetTitledFirstName]'s festival, a firedancer gets too close to the crowd and you are struck by their flaming instrument! You do not have the authority to decide punishment for the offenders, but you can make a recommendation to your liege...;;;;;;;;;;;;;x
promethean.465.a;I demand that they be punished!;;;;;;;;;;;;;x
promethean.465.a.tt;Your liege hears your request...;;;;;;;;;;;;;x
promethean.465.b;Accidents happen. I shall request leniency.;;;;;;;;;;;;;x
promethean.465.b.tt;Your liege hears your request;;;;;;;;;;;;;x
promethean.466.desc;Your vassal, [From.GetTitledName], was involved in an accident with some firedancers and has been maimed! [From.GetSheHe] demands they be punished!;;;;;;;;;;;;;x
promethean.466.a;Execute all of the firedancers!;;;;;;;;;;;;;x
promethean.466.b;Remove the firedancers from the city, we can't have accidents like this.;;;;;;;;;;;;;x
promethean.466.c;You're overreacting, it was just an accident.;;;;;;;;;;;;;x
promethean.467.desc;One of your vassals, [From.GetTitledName], was maimed by a firedancer during an act. It appears to be an accident, and [From.GetFirstName] is requesting that you show leniency in light of this fact.;;;;;;;;;;;;;x
promethean.467.a;Leniency? Nonesense! Execute them all!;;;;;;;;;;;;;x
promethean.467.b;Fine, I will merely imprison them.;;;;;;;;;;;;;x
promethean.467.c;Agreed, accidents happen.;;;;;;;;;;;;;x
ancrel.remove_firedancers;This decision will mean that we will have no firedancers for the rest of this festival. It may upset the commoners, who are fond of the spectacle.\n;;;;;;;;;;;;;x
promethean.470.desc;A troup of actors are performing the story of Prometheus and Epimetheus creating the worlds creatures from clay. The narrator is explaining how the nature of these first people, that of clay, meant they could only excel at manual labors when you hear [cynic.GetTitledFirstName] shout "That's absurd!" It seems [cynic.GetTitledFirstName]'s is arguing with [zealot.GetTitledFirstName] over the literal interpretation of the story. They both look to you to resolve the argument.;;;;;;;;;;;;;x
promethean.470.a;It's clearly a metaphor, to teach school children.;;;;;;;;;;;;;x
promethean.470.b;It was Plato, I think, who once said...;;;;;;;;;;;;;x
promethean.470.c;Um, I... gotta go!;;;;;;;;;;;;;x
promethean.470.d;Of course it's literal!;;;;;;;;;;;;;x
promethean.471.desc;You are watching a rather poor re-enactment of Prometheus' binding when the actor playing Prometheus begins to wail and beg for his freedom. This grave insult to their god, and terrible acting, whips the crowd into a fury. They can barely be kept from charging the stage. They pour into the streets and begin a small riot!;;;;;;;;;;;;;x
promethean.471.a;[Root.Religion.GetRandomGodName] protect us...;;;;;;;;;;;;;x
promethean.472.desc;A troup of actors are doing a re-enactment of Duecalion's Flood, and it's wonderful. While no one actor truly stood out, the troup as a whole performed amazingly. You can really feel the deep sadness of Duecalion and Pyrrha over the loss of their people and everything they knew, and the great joy of landfall and the creation of a new race of men. The crowds applause is deafening when the actors take their bows. The whole realm will be talking about this for months!;;;;;;;;;;;;;x
promethean.472.a;Amazing! Truly wonderful!;;;;;;;;;;;;;x
promethean.473.desc;During the entire festival you have heard rumors about a particularly brilliant actor, one with exceptional people skills and a disturbing knack for deception. Such an individual could be very useful in your court.;;;;;;;;;;;;;x
promethean.473.a;Better they work for me than someone else.;;;;;;;;;;;;;x
promethean.473.b;I have no need for professional liars in my court.;;;;;;;;;;;;;x
promethean.474.desc;You are watching a play when, during a break before a pivotal scene, the lead gets on stage and requests that you perform his role in the next scene. The crowd is clapping and shouting encouragements. What do you do?;;;;;;;;;;;;;x
promethean.474.a;What? I can't get on stage, what if I make a fool of myself!?;;;;;;;;;;;;;x
promethean.474.b;Well, why not? I think I know the lines...;;;;;;;;;;;;;x
promethean.474.b.tt;You get on stage and attempt to recite the lines from the play.\n;;;;;;;;;;;;;x
promethean.474.c;I think I have an idea...;;;;;;;;;;;;;x
promethean.474.c.tt;You get on stage and improvise. This could go very well, or very poorly...\n;;;;;;;;;;;;;x
promethean.474.d;Ah, but you are doing so well!;;;;;;;;;;;;;x
promethean.475.desc;You remembered the lines perfectly and acted well, the crowd gives you a hearty applause!;;;;;;;;;;;;;x
promethean.475.a;I was good, wasn't I?;;;;;;;;;;;;;x
promethean.476.desc;You got a line wrong, and your acting was so-so. Not everyone can be a star, it seems.;;;;;;;;;;;;;x
promethean.476.a;Guess I shouldn't quit my day job...;;;;;;;;;;;;;x
promethean.477.desc;You skip several lines and speak two of them out of order, your acting is rather bad. The crowd seems like it would boo at you if it wasn't so embarrassed.;;;;;;;;;;;;;x
promethean.477.a;Oh, the shame!;;;;;;;;;;;;;x
promethean.478.desc;Your improvised lines meet with booing and the ocassional piece of produce. The lead gently suggests you retire to the dressing rooms so he can take over.;;;;;;;;;;;;;x
promethean.478.a;Uncultured heathens!;;;;;;;;;;;;;x
promethean.479.desc;Your improvised lines meet with roaring applause! The actors all fall into your new performance as if it were planned, and the lot of you craft an entire new scene on stage. Afterwards the only thing anyone can talk about is your amazing performance!;;;;;;;;;;;;;x
promethean.479.a;I was born for the stage!;;;;;;;;;;;;;x
promethean.480.desc;A [Root.Religion.GetPriestTitle] tells of Pandora and the Jar. Prometheus gave Pandora curiosity, a laudable trait. But Zeus was glad, for he knew that no one had given her Caution. So he gave Pandora a jar which held all the troubles man now suffers. Curiosity overcame Pandora, and she opened the jar. Epimetheus helped her understand her mistake, giving her Caution. Epimetheus' gift is the ability to learn from our mistakes and grow beyond what the gods give us.;;;;;;;;;;;;;x
promethean.480.a;A wonderous gift, to be sure.;;;;;;;;;;;;;x
promethean.480.b;A useless gift, for I have no flaws.;;;;;;;;;;;;;x
promethean.481.desc;While roaming the square, you find a [Root.Religion.GetPriestTitle] reciting the tale of Duecalion's Flood, they are nearly finished. "And they did as his father Prometheus instructed and cast stones over their shoulders. Duecalion's sprouted into men, and Pyrrha's into women. It is from these, and from Prometheus-born Duecalion and Epimetheus-born Pyrrha, that we all descend. And the metal ore in those stones gave us our talents and determine our castes.;;;;;;;;;;;;;x
promethean.481.a;I always liked that story...;;;;;;;;;;;;;x
promethean.482.desc;As you wander through the fair you come upon a [Root.Religion.GetPriestTitle] speaking of Enlightenment. They talk of moving beyond the shadow of this world and finding Oneness, true enlightenment where this world will seem as real as a child's drawing does to us.;;;;;;;;;;;;;x
promethean.482.a;I hope to reach CHIM someday...;;;;;;;;;;;;;x
promethean.482.b;What a bunch of nonesense!;;;;;;;;;;;;;x
promethean.483.desc;During the festival you've heard talk of a brilliant speaker and philosopher. Apparently they've bested many of your own [Root.Religion.GetPriestTitle] in matters of philosophy and won their grudging respect. Several of them are strongly encouraging you to invite this philosopher to your court.;;;;;;;;;;;;;x
promethean.483.a;Bring this great philosopher to me.;;;;;;;;;;;;;x
promethean.483.b;I have no need for know-it-alls in my court!;;;;;;;;;;;;;x
promethean.484.desc;An artist from a distant realm has taken to making unflattering portraits of you with exaggerated features. They are quite popular.;;;;;;;;;;;;;x
promethean.484.a;I've got four already!;;;;;;;;;;;;;x
promethean.484.b;They look nothing like me!;;;;;;;;;;;;;x
promethean.484.c;I will not be made a fool of! Imprison this charlatan!;;;;;;;;;;;;;x
promethean.485.desc;A sculptor has crafted a masterful statue of Prometheus giving fire to humanity. Crowds have gathered to marvel at it, and several nobles are already starting a bidding war. Such a statue would look quite impressive in a courtyard or entrance hall...;;;;;;;;;;;;;x
promethean.485.a;It's marvelous, but I have the realm to look after.;;;;;;;;;;;;;x
promethean.485.b;It is but a cheap immitation of the real thing.;;;;;;;;;;;;;x
promethean.485.c;Shut up and take my ducats!;;;;;;;;;;;;;x
promethean.487.desc;You are discussing the weather with [From.GetTitledFirstName] when you notice the sculptor behind [From.GetHerHim] has lost their balance and knocked their statue over. It is about to fall on you both!;;;;;;;;;;;;;x
promethean.487.a;"Get out of the way [From.GetFirstName]!";;;;;;;;;;;;;x
promethean.487.a.tt;You warn [From.GetFirstName] before diving out of the way.\n;;;;;;;;;;;;;x
promethean.487.b;Ahhhhhh!;;;;;;;;;;;;;x
promethean.487.b.tt;You save your own skin.\n;;;;;;;;;;;;;x
promethean.487.c;"I'll save you!";;;;;;;;;;;;;x
promethean.487.c.tt;You heroically save [From.GetFirstName], endangering yourself.\n;;;;;;;;;;;;;x
promethean.488.desc;As you are discussing the weather with [From.GetTitledFirstName] you hear a grinding sound behind you. In that moment, [From.GetFirstName] shouts "Get out of the way!" and points behind you before diving away!;;;;;;;;;;;;;x
promethean.488.a;By [Root.Religion.GetRandomGodName]!;;;;;;;;;;;;;x
promethean.489.desc;You were discussing the weather with [From.GetTitledFirstName] when you heard the sound of stone grinding on stone. The last thing you remember before a statue falls upon you is [From.GetFirstName] fleeing in terror...;;;;;;;;;;;;;x
promethean.489.a;That coward!;;;;;;;;;;;;;x
promethean.490.desc;You were discussing the weather with [From.GetTitledFirstName] when you heard a strange grinding behind you. The next thing you know, [From.GetFirstName] has thrown you to the ground out of harms way, and the statue has collapsed onto [From.GetHerHim]!;;;;;;;;;;;;;x
promethean.490.a;[From.GetSheHe]'s a hero!;;;;;;;;;;;;;x
promethean.491.desc;An artist from a foreign land has just finished a mural and is revealing it for the first time. The gathered crowd is buzzing with excitement... at least until the cover is removed. The quality is excellent, but liberties were taken. The mural depicts Promethia and Epimethia, and he calls it "The Sisters." The crowd is, to put it lightly, incensed.;;;;;;;;;;;;;x
promethean.492.desc;As you stand in the city square watching a firedance, the light of the performance barely illuminating the dark corner of the plaza, [From.GetTitledFirstName], your liege, whispers something... carnal, into your ear. [From.GetSheHeCap] is attempting to seduce you!;;;;;;;;;;;;;x
promethean.541.desc;Due to the ongoing conflict, [From.GetTitledFirstName] must cancel the Unbinding Festival.;;;;;;;;;;;;;x
promethean.542.desc;Due to the ongoing conflict, you must cancel the Unbinding Festival.;;;;;;;;;;;;;x
promethean.543.desc;[From.GetTitledFirstName] has defied tradition and named [festival_heracles.GetTitledFirstName] as the Festival Heracles.;;;;;;;;;;;;;x
promethean.544.desc;[From.GetTitledFirstName] has named [From.GetHerHim]self as the Festival Heracles.;;;;;;;;;;;;;x
promethean.545.desc;In accordance with tradition, [From.GetTitledFirstName] has named you Festival Heracles for [From.GetHerHis] upcoming Unbinding Festival.;;;;;;;;;;;;;x
promethean.545.desc_alt;Defying tradition, [From.GetTitledFirstName] has chosen you to play Festival Heracles, over [From.GetMarshalName] [From.job_marshal.GetFullName] or even [From.GetHerHim]self.;;;;;;;;;;;;;x
promethean.546.desc;[From.GetTitledFirstName] has defied tradition and named [festival_prometheus.GetTitledFirstName] as the Festival Prometheus.;;;;;;;;;;;;;x
promethean.547.desc;[From.GetTitledFirstName] has named [From.GetHerHim]self as the Festival Prometheus.;;;;;;;;;;;;;x
promethean.548.desc;In accordance with tradition, [From.GetTitledFirstName] has named you Festival Prometheus for [From.GetHerHis] upcoming Unbinding Festival.;;;;;;;;;;;;;x
promethean.548.desc_alt;Defying tradition, [From.GetTitledFirstName] has chosen you to play Festival Prometheus, over [From.GetLordSpiritualName] [From.job_spiritual.GetFullName] or even [From.GetHerHim]self.;;;;;;;;;;;;;x
promethean.549.desc;The exhibitioners are packing up their gear, and the stage for the opening ceremony is being dismantled. The Festival is over.;;;;;;;;;;;;;x
promethean.549.a;Now, to begin planning for the next one in three years...;;;;;;;;;;;;;x
# Men of Steel Events ;;;;;;;;;;;;;;x
promethean.550.title;Men of Steel;;;;;;;;;;;;;x
promethean.550.desc;In response to a growing need to defend Promethean interests against the 'un-enlightened', [From.GetTitledName] has created an elite fighting force, the Men of Steel. In Promethean society, the military caste is known as the 'Men of Iron', the Men of Steel are formed from the elite members of the Iron caste. Forged in the heat of battle, these warriors of Prometheus will face any foe that threatens their ways with cunning and bravery.;;;;;;;;;;;;;x
promethean.550.a;Make our Father proud...;;;;;;;;;;;;;x
promethean.550.b;Englightenment cannot be stopped!;;;;;;;;;;;;;x
promethean.550.c;Thats not good...;;;;;;;;;;;;;x
CHRONICLE_STEEL;On this day, [Root.GetTitledFirstName] established the Men of Steel and charged them with keeping safe the holy fires of Prometheus.;;;;;;;;;;;;;x
CHRONICLE_CROTONE;On this day, [Root.GetTitledFirstName] dedicated the rebuilt Academy of Crotone to The Brothers and their divine light. May it's fire never be extinguished again.;;;;;;;;;;;;;x
