wine_right_1;Fragrant Wine;;;;;;;;;;;;x
wine_right_2;Heady Wine;;;;;;;;;;;;x
wine_right_3;Tart Wine;;;;;;;;;;;;x
wine_right_4;Potent Wine;;;;;;;;;;;;x
wine_right_5;Spirited Wine;;;;;;;;;;;;x
oil_left_0;Poisoned Oil;;;;;;;;;;;;x
oil_left_1;Annointing Oil;;;;;;;;;;;;x
oil_left_2;Cleansing Oil;;;;;;;;;;;;x
oil_left_3;Perfumed Oil;;;;;;;;;;;;x
oil_left_4;Delicate Oil;;;;;;;;;;;;x
oil_left_5;Pheromone Oil;;;;;;;;;;;;x
oil_right_0;Rancid Oil;;;;;;;;;;;;x
oil_right_1;Musky Oil;;;;;;;;;;;;x
oil_right_2;Floral Oil;;;;;;;;;;;;x
oil_right_3;Woody Oil;;;;;;;;;;;;x
oil_right_4;Fruity Oil;;;;;;;;;;;;x
oil_right_5;Rich Oil;;;;;;;;;;;;x
