#Bhutanese titles;;;;;;;;;;;;;;
organize_the_five_great_armies_desc;We can organise the 5 great armies to secure the rest of china now that we have destroyed Vladivostok.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
baron_bhutanese;Dzongpon;;;;;;;;;;;;;x
baron_female_bhutanese;Dzongpon;;;;;;;;;;;;;x
count_bhutanese;Dungpa;;;;;;;;;;;;;x
count_female_bhutanese;Dungpa;;;;;;;;;;;;;x
duke_bhutanese;Dzongdag;;;;;;;;;;;;;x
duke_female_bhutanese;Dzongdag;;;;;;;;;;;;;x
king_bhutanese;Penlop;;;;;;;;;;;;;x
king_female_bhutanese;Penlop;;;;;;;;;;;;;x
emperor_title_consort_bhutanese;Druk Gyalpo;;;;;;;;;;;;;x
emperor_title_consort_female_bhutanese;Druk Gyalpo;;;;;;;;;;;;;x
title_prince_bhutanese;Dasho Khesar;;;;;;;;;;;;x
title_prince_female_bhutanese;Ashi;;;;;;;;;;;;;x
barony_of_bhutanese;Dzong of;;;;;;;;;;;;;x
county_of_bhutanese;Dzongkhag of;;;;;;;;;;;;;x
duchy_of_bhutanese;Dzongdey of;;;;;;;;;;;;;x
kingdom_of_bhutanese;Yul of;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
baron_low_bhutanese;Dzongpon;;;;;;;;;;;;;x
baron_female_low_bhutanese;Dzongpon;;;;;;;;;;;;;x
count_low_bhutanese;Dungpa;;;;;;;;;;;;;x
count_female_low_bhutanese;Dungpa;;;;;;;;;;;;;x
duke_low_bhutanese;Dzongdag;;;;;;;;;;;;;x
duke_female_low_bhutanese;Dzongdag;;;;;;;;;;;;;x
king_low_bhutanese;Penlop;;;;;;;;;;;;;x
king_female_low_bhutanese;Penlop;;;;;;;;;;;;;x
emperor_title_consort_low_bhutanese;Druk Gyalpo;;;;;;;;;;;;;x
emperor_title_consort_female_low_bhutanese;Druk Gyalpo;;;;;;;;;;;;;x
title_prince_low_bhutanese;Dasho Khesar;;;;;;;;;;;;x
title_prince_female_low_bhutanese;Ashi;;;;;;;;;;;;;x
barony_of_low_bhutanese;Dzong of;;;;;;;;;;;;;x
county_of_low_bhutanese;Dzongkhag of;;;;;;;;;;;;;x
duchy_of_low_bhutanese;Dzongdey of;;;;;;;;;;;;;x
kingdom_of_low_bhutanese;Yul of;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
order_government_kingdom_of;State of;;;;;;;;;;;;;x
order_government_king;Grandmaster;;;;;;;;;;;;;x
order_government_king_female;Grandmistress;;;;;;;;;;;;;x
order_government_king_title_consort;Grandmistress;;;;;;;;;;;;;x
order_government_king_title_consort_female;Grandmaster;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
canarian;Canario;;;;;;;;;;;;;x
#Oligarchy Titles;;;;;;;;;;;;;;
oligarchic_republic_baron;Mayor;;;;;;;;;;;;;x
oligarchic_republic_baron_female;Mayoress;;;;;;;;;;;;;x
oligarchic_republic_count;Mayor;;;;;;;;;;;;;x
oligarchic_republic_count_female;Mayoress;;;;;;;;;;;;;x
oligarchic_republic_duke;Archon;;;;;;;;;;;;;x
oligarchic_republic_duke_female;Archon;;;;;;;;;;;;;x
oligarchic_republic_king;Premier;;;;;;;;;;;;;x
oligarchic_republic_king_female;Premier;;;;;;;;;;;;;x
oligarchic_republic_emperor;Grand Premier;;;;;;;;;;x
oligarchic_republic_emperor_female;Grand Premier;;;;;;;;;;x
oligarchic_republic_barony_of;City of;;;;;;;;;;;;;x
oligarchic_republic_county_of;City State of;;;;;;;;;;;;;x
oligarchic_republic_duchy_of;Grandiose City State of;;;;;;;;;;;;;x
oligarchic_republic_kingdom_of;League of;;;;;;;;;;;;;x
DRUKCAPTAIN;Wyvern Commander;;;;;;;;;;;;;x
DRUKCAPTAIN_FOA;Commander;;;;;;;;;;;;;x
DRUKCAPTAIN_FEMALE;Wyvern Commandess;;;;;;;;;;;;;x
EVTNAME_AOTG_1;The Legatian Guard;;;;;;;;;x
EVTDESC_AOTG_1;The Hellenes from south of the Black Sea have proven themselves to be formidable warriors. You have managed to recruit a great many of their number into a personal guard loyal only to the [Root.GetTitle].\n\nThis new Legatian Guard will not only form a powerful shock force against the Empire's many enemies, but their foreign roots should also preclude them from becoming too entangled in the palace intrigue and power struggles that are so commonplace in [Root.Capital.GetName].;;;;;;;;;;x
EVTOPTA_AOTG_1;They shall serve me well.;;;;;;;;;;x
EVTNAME_AOTG_11;[From.GetFirstName], the great king of the Transnistrians, is distraught over the poor mettle of his countrymen. Knowing well our skill in battle, he has decided to form a bodyguard consisting solely of Hellenic warriors.\n\nThose who serve him in the great city of Megapoli are generously rewarded, and even now many of our young men, eager for riches and adventure, have departed for Transnistria to pick up his banner.;;;;;;;;;;;x
EVTOPTA_AOTG_11;May they find the excitement they yearn.;;;;;;;;;;x
EVTDESC_AOTG_11_A;[From.GetFirstName], the great [From.GetKingQueen] of the Transnistrians, is distraught over the poor mettle of [From.GetHerHis] countrymen. Knowing well our skill in battle, [From.GetSheHe] has decided to form a bodyguard consisting solely of Hellenic warriors.\n\nThose who serve [From.GetHerHim] in the great city of Megapoli are generously rewarded, and even now many of our young men, eager for riches and adventure, have departed for Transnistria to pick up [From.GetHerHis] banner.;;;;;;;;;;;x
EVTDESC_AOTG_11_B;[From.GetFirstName], the great [From.GetKingQueen] of the Transnistrians, is distraught over the poor mettle of [From.GetHerHis] countrymen. Knowing well our skill in battle, [From.GetSheHe] has decided to form a bodyguard consisting solely of Hellenic warriors.\n\nThose who serve [From.GetHerHim] in the great city of Megapoli are generously rewarded, and even now many of our young men and women, eager for riches and adventure, have departed for Transnistria to pick up [From.GetHerHis] banner.;;;;;;;;;;;x
EVTDESC_AOTG_11_C;[From.GetFirstName], the great [From.GetKingQueen] of the Transnistrians, is distraught over the poor mettle of [From.GetHerHis] countrymen. Knowing well our skill in battle, [From.GetSheHe] has decided to form a bodyguard consisting solely of Hellenic warriors.\n\nThose who serve [From.GetHerHim] in the great city of Megapoli are generously rewarded, and even now many of our young women, eager for riches and adventure, have departed for Transnistria to pick up [From.GetHerHis] banner.;;;;;;;;;;;x
legatian;Legatian;;;;;;;;;;x
legatian_desc;This person is a member of the Legatian Guard, protectors of the transnistrian emperors and known as skilled warriors throughout europe.;;;;;;;;;;x
drukian;Drukian;;;;;;;;;;x
drukian_desc;This person is a member of the Drukian Guard, protectors of the Thunder Dragon and known as skilled warriors throughout the east.;;;;;;;;;;x
d_druk_guard;Drukian Guard;;;;;;;;;;x
d_druk_guard_adj;Drukian;;;;;;;;;;x
d_legata_guard;Legatian Guard;;;;;;;;;;x
d_legata_guard_adj;Legatian;;;;;;;;;;x
organize_legata_guard;Form the Legatian Guard;;;;;;;;;;x
organize_legata_guard_desc;We will gather as many hellenic warriors as possible and organise them into a Guard to protect the emperor;;;;;;;;;;x
promoted_drukian_TT;A Drukian arrives at the court of the emperor to serve.;;;;;;;;;;;x
employ_drukian;Promote a Drukian to Commandership;;;;;;;;;;x
employ_drukian_desc;Promote a talented member of the imperial guard to commandership;;;;;;;;;;;x
invite_local;Invite local man;;;;;;;;;x
invite_local_desc;Let's invite a local man who belongs to the [Root.Location.Culture.GetName] culture and follows the [Root.Location.Religion.GetName] religion.;;;;;;;;;x
invite_local_woman;Invite local woman;;;;;;;;;x
invite_local_woman_desc;Let's invite a local woman who belongs to the [Root.Location.Culture.GetName] culture and follows the [Root.Location.Religion.GetName] religion.;;;;;;;;;x
invite_local_official;Invite local official;;;;;;;;;x
invite_local_official_desc;Let's invite a local official who belongs to the [Root.Location.Culture.GetName] culture and follows our religion.;;;;;;;;;x
invite_local_official_woman;Invite local female official;;;;;;;;;x
invite_local_official_woman_desc;Let's invite a local female official to court who belongs to the [Root.Location.Culture.GetName] culture and follows our religion.;;;;;;;;;x
;;;;;;;;;;;;;;
vice_royalty_duke_bhutanese;Protector;;;;;;;;;x
vice_royalty_king_bhutanese;Governor;;;;;;;;;x
vice_royalty_duke_female_bhutanese;Protector;;;;;;;;;x
vice_royalty_king_female_bhutanese;Governoress;;;;;;;;;x
vice_royalty_duchy_of_bhutanese;Canton of;;;;;;;;;x
vice_royalty_kingdom_of_bhutanese;Governate of;;;;;;;;;x
;;;;;;;;;;;;;;
vice_royalty_duke_low_bhutanese;Protector;;;;;;;;;x
vice_royalty_king_low_bhutanese;Governor;;;;;;;;;x
vice_royalty_duke_female_low_bhutanese;Protector;;;;;;;;;x
vice_royalty_king_female_low_bhutanese;Governoress;;;;;;;;;x
vice_royalty_duchy_of_low_bhutanese;Canton of;;;;;;;;;x
vice_royalty_kingdom_of_low_bhutanese;Governate of;;;;;;;;;x
;;;;;;;;;;;;;;
vice_royalty_duke_romanian;Vicerege;;;;;;;;;x
vice_royalty_king_romanian;Guvernator;;;;;;;;;x
vice_royalty_duke_female_romanian;Vicerege;;;;;;;;;x
vice_royalty_king_female_romanian;Guvernator;;;;;;;;;x
vice_royalty_duchy_of_romanian;Viceregat of;;;;;;;;;x
vice_royalty_kingdom_of_romanian;Guvernoratul of;;;;;;;;;x
;;;;;;;;;;;;;;
vice_royalty_duke_moldavian;Vicerege;;;;;;;;;x
vice_royalty_king_moldavian;Guvernator;;;;;;;;;x
vice_royalty_duke_female_moldavian;Vicerege;;;;;;;;;x
vice_royalty_king_female_moldavian;Guvernator;;;;;;;;;x
vice_royalty_duchy_of_moldavian;Viceregat of;;;;;;;;;x
vice_royalty_kingdom_of_moldavian;Guvernoratul of;;;;;;;;;x
;;;;;;;;;;;;;;
vice_royalty_duke_adessite;Vicerege;;;;;;;;;x
vice_royalty_king_adessite;Guvernator;;;;;;;;;x
vice_royalty_duke_female_adessite;Vicerege;;;;;;;;;x
vice_royalty_king_female_adessite;Guvernator;;;;;;;;;x
vice_royalty_duchy_of_adessite;Viceregat of;;;;;;;;;x
vice_royalty_kingdom_of_adessite;Guvernoratul of;;;;;;;;;x
;;;;;;;;;;;;;;
vice_royalty_duke_sazzac;Vicerege;;;;;;;;;x
vice_royalty_king_sazzac;Guvernator;;;;;;;;;x
vice_royalty_duke_female_sazzac;Vicerege;;;;;;;;;x
vice_royalty_king_female_sazzac;Guvernator;;;;;;;;;x
vice_royalty_duchy_of_sazzac;Viceregat of;;;;;;;;;x
vice_royalty_kingdom_of_sazzac;Guvernoratul of;;;;;;;;;x
;;;;;;;;;;;;;;
vice_royalty_duke_ukrainer;Namesnyk;;;;;;;;;x
vice_royalty_king_ukrainer;Hubernator;;;;;;;;;x
vice_royalty_duke_female_ukrainer;Namesnyk;;;;;;;;;x
vice_royalty_king_female_ukrainer;Hubernator;;;;;;;;;x
vice_royalty_duchy_of_ukrainer;Vitse of;;;;;;;;;x
vice_royalty_kingdom_of_ukrainer;Hubernatorstvo of;;;;;;;;;x
;;;;;;;;;;;;;;
nomadic_king_cossack;Otaman;;;;;;;;;;;;;x
nomadic_king_female_cossack;Otamaness;;;;;;;;;;;;;x
nomadic_emperor_cossack;Hetman;;;;;;;;;;;;;x
nomadic_emperor_female_cossack;Hetmaness;;;;;;;;;;;;;x
nomadic_empire_cossack;Hetmanate;;;;;;;;;;;;;x
nomadic_empire_of_cossack;Hetmanate of;;;;;;;;;;;;;x
nomadic_kingdom_cossack;Host;;;;;;;;;;;;;x
nomadic_kingdom_of_cossack;Host of;;;;;;;;;;;;;x
nomadic_king_ukrainer;Otaman;;;;;;;;;;;;;x
nomadic_king_female_ukrainer;Otamaness;;;;;;;;;;;;;x
nomadic_emperor_ukrainer;Hetman;;;;;;;;;;;;;x
nomadic_emperor_female_ukrainer;Hetmaness;;;;;;;;;;;;;x
nomadic_empire_ukrainer;Hetmanate;;;;;;;;;;;;;x
nomadic_empire_of_ukrainer;Hetmanate of;;;;;;;;;;;;;x
nomadic_kingdom_ukrainer;Host;;;;;;;;;;;;;x
nomadic_kingdom_of_ukrainer;Host of;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
vice_royalty_duke_cossack;Namesnyk;;;;;;;;;x
vice_royalty_king_cossack;Hubernator;;;;;;;;;x
vice_royalty_duke_female_cossack;Namesnyk;;;;;;;;;x
vice_royalty_king_female_cossack;Hubernator;;;;;;;;;x
vice_royalty_duchy_of_cossack;Vitse of;;;;;;;;;x
vice_royalty_kingdom_of_cossack;Hubernatorstvo of;;;;;;;;;x
;;;;;;;;;;;;;;
vice_royalty_duke_klynian;Namesnyk;;;;;;;;;x
vice_royalty_king_klynian;Hubernator;;;;;;;;;x
vice_royalty_duke_female_klynian;Namesnyk;;;;;;;;;x
vice_royalty_king_female_klynian;Hubernator;;;;;;;;;x
vice_royalty_duchy_of_klynian;Vitse of;;;;;;;;;x
vice_royalty_kingdom_of_klynian;Hubernatorstvo of;;;;;;;;;x
;;;;;;;;;;;;;;
vice_royalty_duke_british;Fiseroy;;;;;;;;;x
vice_royalty_king_british;Governwr;;;;;;;;;x
vice_royalty_duke_female_british;Fiseroy;;;;;;;;;x
vice_royalty_king_female_british;Governwr;;;;;;;;;x
vice_royalty_duchy_of_british;Fiseroyaly o;;;;;;;;;x
vice_royalty_kingdom_of_british;Governwrate o;;;;;;;;;x
;;;;;;;;;;;;;;
SUPREME_GRAND_MASTER_FOA;Your Holiness;;;;;;;;;;;;;x
SUPREME_GRAND_MASTER;Supreme Grand Master;;;;;;;;;;;;;x
SUPREME_GRAND_MISTRESS;Supreme Grand Mistress;;;;;;;;;;;;;x
PRESIDENT_FOA;Your Excellency;;;;;;;;;;;;;x
PRESIDENT;President;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
vice_royalty_duke_greek;Dioikitís;;;;;;;;;;;;;
vice_royalty_king_greek;Kyvernítis;;;;;;;;;;;;;
vice_royalty_duke_female_greek;Dioikítria;;;;;;;;;;;;;
vice_royalty_king_female_greek;Kyvernítria;;;;;;;;;;;;;
vice_royalty_duchy_of_greek;Dioíkisi;;;;;;;;;;;;;
vice_royalty_kingdom_of_greek;Kyvérnisi;;;;;;;;;;;;;
;;;;;;;;;;;;;;
vice_royalty_duke_aigionoi;Dioikitís;;;;;;;;;;;;;
vice_royalty_king_aigionoi;Kyvernítis;;;;;;;;;;;;;
vice_royalty_duke_female_aigionoi;Dioikítria;;;;;;;;;;;;;
vice_royalty_king_female_aigionoi;Kyvernítria;;;;;;;;;;;;;
vice_royalty_duchy_of_aigionoi;Dioíkisi;;;;;;;;;;;;;
vice_royalty_kingdom_of_aigionoi;Kyvérnisi;;;;;;;;;;;;;
;;;;;;;;;;;;;;
vice_royalty_duke_macedonian;Dioikitís;;;;;;;;;;;;;
vice_royalty_king_macedonian;Kyvernítis;;;;;;;;;;;;;
vice_royalty_duke_female_macedonian;Dioikítria;;;;;;;;;;;;;
vice_royalty_king_female_macedonian;Kyvernítria;;;;;;;;;;;;;
vice_royalty_duchy_of_macedonian;Dioíkisi;;;;;;;;;;;;;
vice_royalty_kingdom_of_macedonian;Kyvérnisi;;;;;;;;;;;;;
;;;;;;;;;;;;;;
vice_royalty_duke_makedonas;Dioikitís;;;;;;;;;;;;;
vice_royalty_king_makedonas;Kyvernítis;;;;;;;;;;;;;
vice_royalty_duke_female_makedonas;Dioikítria;;;;;;;;;;;;;
vice_royalty_king_female_makedonas;Kyvernítria;;;;;;;;;;;;;
vice_royalty_duchy_of_makedonas;Dioíkisi;;;;;;;;;;;;;
vice_royalty_kingdom_of_makedonas;Kyvérnisi;;;;;;;;;;;;;
;;;;;;;;;;;;;;
vice_royalty_duke_pontian;Dioiketés;;;;;;;;;;;;;
vice_royalty_king_pontian;Kyvernétes;;;;;;;;;;;;;
vice_royalty_duke_female_pontian;Dioikétria;;;;;;;;;;;;;
vice_royalty_king_female_pontian;Kyvernétria;;;;;;;;;;;;;
vice_royalty_duchy_of_pontian;Dioíkese;;;;;;;;;;;;;
vice_royalty_kingdom_of_pontian;Kyvérnese;;;;;;;;;;;;;
;;;;;;;;;;;;;;
vice_royalty_duke_rumca;Dioikitís;;;;;;;;;;;;;
vice_royalty_king_rumca;Kyvernítis;;;;;;;;;;;;;
vice_royalty_duke_female_rumca;Dioikítria;;;;;;;;;;;;;
vice_royalty_king_female_rumca;Kyvernítria;;;;;;;;;;;;;
vice_royalty_duchy_of_rumca;Dioíkisi;;;;;;;;;;;;;
vice_royalty_kingdom_of_rumca;Kyvérnisi;;;;;;;;;;;;;
;;;;;;;;;;;;;;
vice_royalty_duke_griko;Dioikitís;;;;;;;;;;;;;
vice_royalty_king_griko;Kyvernítis;;;;;;;;;;;;;
vice_royalty_duke_female_griko;Dioikítria;;;;;;;;;;;;;
vice_royalty_king_female_griko;Kyvernítria;;;;;;;;;;;;;
vice_royalty_duchy_of_griko;Dioíkisi;;;;;;;;;;;;;
vice_royalty_kingdom_of_griko;Kyvérnisi;;;;;;;;;;;;;
;;;;;;;;;;;;;;
vice_royalty_duke_yoonaanee;Dioikitís;;;;;;;;;;;;;
vice_royalty_king_yoonaanee;Kyvernítis;;;;;;;;;;;;;
vice_royalty_duke_female_yoonaanee;Dioikítria;;;;;;;;;;;;;
vice_royalty_king_female_yoonaanee;Kyvernítria;;;;;;;;;;;;;
vice_royalty_duchy_of_yoonaanee;Dioíkisi;;;;;;;;;;;;;
vice_royalty_kingdom_of_yoonaanee;Kyvérnisi;;;;;;;;;;;;;
;;;;;;;;;;;;;;
vice_royalty_duke_atlantian;Dioikitís;;;;;;;;;;;;;
vice_royalty_king_atlantian;Kyvernítis;;;;;;;;;;;;;
vice_royalty_duke_female_atlantian;Dioikítria;;;;;;;;;;;;;
vice_royalty_king_female_atlantian;Kyvernítria;;;;;;;;;;;;;
vice_royalty_duchy_of_atlantian;Dioíkisi;;;;;;;;;;;;;
vice_royalty_kingdom_of_atlantian;Kyvérnisi;;;;;;;;;;;;;
;;;;;;;;;;;;;;
vice_royalty_duke_grekter;Dioikitís;;;;;;;;;;;;;
vice_royalty_king_grekter;Kyvernítis;;;;;;;;;;;;;
vice_royalty_duke_female_grekter;Dioikítria;;;;;;;;;;;;;
vice_royalty_king_female_grekter;Kyvernítria;;;;;;;;;;;;;
vice_royalty_duchy_of_grekter;Dioíkisi;;;;;;;;;;;;;
vice_royalty_kingdom_of_grekter;Kyvérnisi;;;;;;;;;;;;;
;;;;;;;;;;;;;;
vice_royalty_duke_arvanitika;Dioikitís;;;;;;;;;;;;;
vice_royalty_king_arvanitika;Kyvernítis;;;;;;;;;;;;;
vice_royalty_duke_female_arvanitika;Dioikítria;;;;;;;;;;;;;
vice_royalty_king_female_arvanitika;Kyvernítria;;;;;;;;;;;;;
vice_royalty_duchy_of_arvanitika;Dioíkisi;;;;;;;;;;;;;
vice_royalty_kingdom_of_arvanitika;Kyvérnisi;;;;;;;;;;;;;

nomadic_king_saharan;Sheikh;;;;;;;;;;;;;x
nomadic_king_female_saharan;Sheikha;;;;;;;;;;;;;x
nomadic_emperor_saharan;Malik;;;;;;;;;;;;;x
nomadic_emperor_female_saharan;Malika;;;;;;;;;;;;;x
nomadic_empire_saharan;Malikate;;;;;;;;;;;;;x
nomadic_empire_of_saharan;Malikate of;;;;;;;;;;;;;x
nomadic_kingdom_saharan;Sheikhdom;;;;;;;;;;;;;x
nomadic_kingdom_of_saharan;Sheikhdom of;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
count_voro;Krahv;Krahv;Krahv;;Krahv;;;;;;;;;x
count_female_voro;Krahvinna;Krahvinna;Krahvinna;;Krahvinna;;;;;;;;;x
duke_voro;Hertsog;Hertsog;Hertsog;;Hertsog;;;;;;;;;x
duke_female_voro;Hertsoginna;Hertsoginna;Hertsoginna;;Hertsoginna;;;;;;;;;x
king_voro;Kuningas;Kuningas;Kuningas;;Kuningas;;;;;;;;;x
king_female_voro;Kuninganna;Kuninganna;Kuninganna;;Kuninganna;;;;;;;;;x
emperor_voro;Keiser;Keiser;Keiser;;Keiser;;;;;;;;;x
emperor_female_voro;Keisrinna;Keisrinna;Keisrinna;;Keisrinna;;;;;;;;;x
county_of_voro;Krahvkond of;;;;;;;;;;x
duchy_of_voro;Hertsogiriik of;;;;;;;;;;x
kingdom_of_voro;Kuningriik of;;;;;;;;;;x
empire_of_voro;Impeerium of;;;;;;;;;;x
voro;Võro;;;;;;;;;;x
d_sukhotai;Sukhotai;;;;;;;;;;;;;x
d_sukhotai_adj;Sukhotai;;;;;;;;;;;;;x
d_tak;Tak;;;;;;;;;;;;;x
d_tak_adj;Takai;;;;;;;;;;;;;x
c_sorsogon;Sorsogon;;;;;;;;;;;;;x
c_sorsogon_adj;Sorsogonian;;;;;;;;;;;;;x
b_mao_2;Mao;;;;;;;;;;;;;x
b_tawa_2;Tawa;;;;;;;;;;;;;x
c_dawu_2;Dawa;;;;;;;;;;;;;x
b_ngawaa;Ngawaa;;;;;;;;;;;;;x
b_banan_2;Banan;;;;;;;;;;;;;x
b_aingma2;Aingma;;;;;;;;;;;;x
b_aingma3;Aingma;;;;;;;;;;;;x
;;;;;;;;;;;;;;
