patriarchs_request_new_celtpatriarch;Request a new Celtic Patriarch;;;;;;;;;;;;;x
patriarchs_request_new_celtpatriarch_desc;Request that the Pope appoint your dynasty member as the new Celtic Patriarch;;;;;;;;;;;;;x
patriarchs_request_new_iberianpatriarch;Request a new Iberian Patriarch;;;;;;;;;;;;;x
patriarchs_request_new_iberianpatriarch_desc;Request that the Pope appoint your dynasty member as the new Iberian Patriarch;;;;;;;;;;;;;x
patriarchs_request_new_byzantinepatriarch;Request a new Byzantine Patriarch;;;;;;;;;;;;;x
patriarchs_request_new_byzantinepatriarch_desc;Request that the Pope appoint your dynasty member as the new Byzantine Patriarch;;;;;;;;;;;;;x
patriarchs_request_new_jerusalempatriarch;Request a new Eastern Patriarch;;;;;;;;;;;;;x
patriarchs_request_new_jerusalempatriarch_desc;Request that the Pope appoint your dynasty member as the new Eastern Patriarch;;;;;;;;;;;;;x
convert_to_catholicism_from_branch;Convert to Catholicism from Branch;;;;;;;;;;;;;x
convert_to_catholicism_from_branch_desc;Now that my capital is in Europe, it makes no sense for me to remain a member of a branch from Catholicism when the Holy Father is on my doorstep.;;;;;;;;;;;;;x

cleanup.300Desc;The Vatican has dispatched the requested Swiss Guard Commander to your court, the Holy Father hopes you use him well.;;;;;;;;;;;;;x
EVTOPTA_cleanup.300;Excellent;;;;;;;;;;;;;x
cleanup.301Desc;The Vatican has dispatched the requested Priest to your court, the Holy Father hopes you use him well.;;;;;;;;;;;;;x
EVTOPTA_cleanup.301;Excellent;;;;;;;;;;;;;x
cleanup.302Desc;The Vatican has dispatched the requested Monetary Gift to your court, the Holy Father hopes you use it well.;;;;;;;;;;;;;x
EVTOPTA_cleanup.302;Excellent;;;;;;;;;;;;;x
cleanup.303Desc;The Vatican has dispatched a detachment of Swiss Guard to your capital, the Holy Father hopes you use them well.;;;;;;;;;;;;;x
EVTOPTA_cleanup.303;Excellent;;;;;;;;;;;;;x
cleanup.304Desc;Your court priest has been appointed a cardinal at direct request of the Holy Father.;;;;;;;;;;;;;x
EVTOPTA_cleanup.304;Excellent;;;;;;;;;;;;;x
cleanup.305Desc;Your request to go to war in the name of God has been endorsed by the Holy Father.;;;;;;;;;;;;;x
EVTOPTA_cleanup.305;Excellent;;;;;;;;;;;;;x
cleanup.306Desc;The Vatican has dispatched the requested relic to your court, the Holy Father hopes you use it well.;;;;;;;;;;;;;x
EVTOPTA_cleanup.306;Excellent;;;;;;;;;;;;;x
cleanup.307Desc;The Vatican has appointed your relative as the new Patriarch, the Holy Father hopes he remains righteous in his duties.;;;;;;;;;;;;;x
EVTOPTA_cleanup.307;Excellent;;;;;;;;;;;;;x
cleanup.308Desc;The new Pope thanks you for assisting him in his rise to the Holy See.;;;;;;;;;;;;;x
EVTOPTA_cleanup.308;Excellent;;;;;;;;;;;;;x
cleanup.309Desc;You have seized the assets of the Church within your realm under the authority of the Anti-Pope.;;;;;;;;;;;;;x
EVTOPTA_cleanup.309;Excellent;;;;;;;;;;;;;x
cleanup.310Desc;You have seized the relics of the Church within your realm under the authority of the Anti-Pope.;;;;;;;;;;;;;x
EVTOPTA_cleanup.310;Excellent;;;;;;;;;;;;;x
offmap_member_of_benedictine;Member of the Benedictines;;;;;;;;;;;;;x
offmap_member_of_dominican;Member of the Dominicans;;;;;;;;;;;;;x
offmap_protector_of_dublin;Protector of Dublin;;;;;;;;;;;;;x
offmap_protector_of_jerusalem;Protector of Jerusalem;;;;;;;;;;;;;x
offmap_protector_of_constantinople;Protector of Constantinople;;;;;;;;;;;;;x
offmap_protector_of_lisbon;Protector of Lisbon;;;;;;;;;;;;;x
EVTDESC_SOA_10162;My liege, the Order of Saint Lazarus - the Knights Hospitaller - stands ready to serve you in defense of Christianity and the Holy Land! Pax Christi,\n\nGrand Master [From.GetFirstName];;;;;;;;;;x
vassalize_lazareans;Vassalize the Knights of Saint Lazarus;;;;;;;;;x
vassalize_lazareans_desc;As a favoured Catholic Monarch, it is within my power to vassalize the powerful Knights of Saint Lazarus at the cost of 500 gold and much devotion.;;;;;;;;;x
has_an_anti_pope_vassal;Has an Anti-Pope as Vassal;;;;;;;;;;;;;x




rules_rome;Rules Rome;;;;;;;;;;;;;x
rules_dublin;Rules Dublin;;;;;;;;;;;;;x
rules_lisbon;Rules Lisbon;;;;;;;;;;;;;x
rules_constantinople;Rules Constantinople;;;;;;;;;;;;;x
rules_jerusalem;Rules Jerusalem;;;;;;;;;;;;;x
ruler_excommunicated;Excommunicated;;;;;;;;;;;;;x
d_byzantine_patriarch;Byzantine Patriarchate;;;;;;;;;;;;;x
d_byzantine_patriarch_adj;Byzantine;;;;;;;;;;;;;x
d_jerusalem_patriarch;Eastern Patriarchate;;;;;;;;;;;;;x
d_jerusalem_patriarch_adj;Eastern Patriarch;;;;;;;;;;;;;x

OFFMAP_PATRIACHS_PATRIARCH_BYZANTINE;The Byzantine Patriarch;;;;;;;;x
OFFMAP_PATRIACHS_PATRIARCH_BYZANTINE_DESC;If the Byzantine Patriarch owns Haghia Sophia, this window will fill with its glass and Catholicism will get several minor bonuses;;;;;;;;x
OFFMAP_BYZANTINE_PATRIARCH;Byzantine;;;;;;;;x

OFFMAP_PATRIACHS_PATRIARCH_JERUSALEM;The Eastern Patriarch;;;;;;;;x
OFFMAP_PATRIACHS_PATRIARCH_JERUSALEM_DESC;If the Eastern Patriarch owns Jerusalem, this window will fill with its glass and Catholicism will get several minor bonuses;;;;;;;;x
OFFMAP_JERUSALEM_PATRIARCH;Eastern;;;;;;;;x
will_leave_for_rome_tt;§Y[This.GetTitledName]§! will leave [This.GetHerHis] current life behind and make a new one for [This.GetHerselfHimself] in Rome.\n;;;;;;;;;;;;;x
DEATH_WENT_TO_ROME_NO_KILLER;left their old life behind to travel to Rome;;;;;;;;;;;;;x
DEATH_WENT_TO_ROME;left their old life behind to travel to Rome, on the order of $KILLER$;;;;;;;;;;;;;x
monthly_devotion;Monthly Devotion;;;;;;;;;;;;;x
restore_patriarch_celtic;Restore Celtic Patriarch;;;;;;;;;;;;;x
restore_patriarch_celtic_desc;Restore the Celtic Patriarch to Dublin;;;;;;;;;;;;;x
restore_patriarch_iberian;Restore Iberian Patriarch;;;;;;;;;;;;;x
restore_patriarch_iberian_desc;Restore the Iberian Patriarch to Lisbon;;;;;;;;;;;;;x
restore_patriarch_byzantine;Restore Byzantine Patriarch;;;;;;;;;;;;;x
restore_patriarch_byzantine_desc;Restore the Byzantine Patriarch to Constantinople;;;;;;;;;;;;;x
restore_patriarch_jerusalem;Restore Eastern Patriarch;;;;;;;;;;;;;x
restore_patriarch_jerusalem_desc;Restore the Eastern Patriarch to Jerusalem;;;;;;;;;;;;;x
sword_papal;Papal Sword;;;;;;;;;;;;;x
sword_papal_desc;A sword comissioned and granted directly by the Holy Father himself;;;;;;;;;;;;;x
armor_papal;Papal Armour;;;;;;;;;;;;;x
armor_papal_desc;A Suit of armour comissioned and granted directly by the Holy Father himself;;;;;;;;;;;;;x

patriarch_clear_holy_war_timer;Sanctioned Holy War;;;;;;;;;;;;;x
patriarch_clear_holy_war_timer_desc;Request the Pope to sanction a holy war sooner than would usually be permitted;;;;;;;;;;;;;x
patriarch_artifact;Request a Gift;;;;;;;;;;;;;x
patriarch_artifact_desc;Request a gift of a relic or artifact from the Holy Father;;;;;;;;;;;;;x
patriarchs_send_donation;Send a donation to the church;;;;;;;;;;;;;x
patriarchs_send_donation_desc;Send a donation to the church;;;;;;;;;;;;;x

patriarch_holds_jerusalem;Patriarch Holds Jerusalem;;;;;;;;;;;;;x
patriarch_holds_dublin;Patriarch Holds Dublin;;;;;;;;;;;;;x
patriarch_holds_haghia_sophia;Patriarch Holds Haghia Sophia;;;;;;;;;;;;;x
patriarch_holds_fatima;Patriarch Holds Fatima;;;;;;;;;;;;;x
pope_holds_rome;Pope Holds Rome;;;;;;;;;;;;;x
patriarchs_send_priest;Send Priest to Rome;;;;;;;;;;;;;x
patriarchs_send_priest_desc;Send Priest to Rome;;;;;;;;;;;;;x
patriarch_appoint_court_priest_cardinal;Appoint Court Priest as Cardinal;;;;;;;;;;;;;x
patriarch_appoint_court_priest_cardinal_desc;Appoint your Court Priest as a Cardinal;;;;;;;;;;;;;x
patriarch_send_swiss_guard_detachment;Request Swiss Guard Detachment;;;;;;;;;;;;;x
patriarch_send_swiss_guard_detachment_desc;Request Swiss Guard Detachment be dispatched to assist you in your wars;;;;;;;;;;;;;x
patriarch_swiss_commander;Request a Swiss Guard Commander;;;;;;;;;;;;;x
patriarch_swiss_commander_desc;Request a Swiss Guard Commander to lead your Armies;;;;;;;;;;;;;x
patriarch_monetary_gift;Request a Monetary Gift;;;;;;;;;;;;;x
patriarch_monetary_gift_desc;Request a Monetary Gift from the holy father to develop your realm;;;;;;;;;;;;;x
patriarch_vatican_priest;Request a Vatican Priest;;;;;;;;;;;;;x
patriarch_vatican_priest_desc;Request a priest trained in the Vatican;;;;;;;;;;;;;x
jd_china_boon_cd;Boon Cooldown;;;;;;;;;;;;;x

patriarchs_offer_commander;Send Commander to Swiss Guard;;;;;;;;;;;;;x
patriarchs_offer_commander_desc;Send Commander to Swiss Guard;;;;;;;;;;;;;x

patriarchs_offer_artifact;Send Artifact for the Vatican Museum;;;;;;;;;;;;;x
patriarchs_offer_artifact_desc;Send Artifact for the Vatican Museum;;;;;;;;;;;;;x

OFFMAP_PATRIARCH_GIFTS;§YSend Donation§!;;;;;;;;;;;;;x
OFFMAP_PATRIARCH_GIFTS_DESC;If the §YPapacy§! is amenable to foreign relations you can send an envoy to provide the Papacy with a token of your piety. Donating will increase your §YDevotion§!.;;;;;;;;;x
OFFMAP_PATRIARCH_BOONS;§YAsk for Gift§!;;;;;;;;;;;;;x
OFFMAP_PATRIARCH_BOONS_DESC;If the §YPapacy§! is amenable to foreign relations, and you have not yet had your appeals heard in the past year, you can send an envoy to request any one of a variety of blessings the Papacy might deem you worthy of. Asking for gifts costs §YDevotion§!.;;;;;;;;;x


offmap_wrathful;Wrathful;;;;;;;;x
offmap_envious;Envious;;;;;;;;x
offmap_prideful;Prideful;;;;;;;;x
offmap_slothful;Slothful;;;;;;;;x
offmap_greedy;Greedy;;;;;;;;x
offmap_gluttonous;Gluttonous;;;;;;;;x
offmap_lustful;Lustful;;;;;;;;x
offmap_chaste;Chaste;;;;;;;;x
offmap_temperate;Temperate;;;;;;;;x
offmap_charitable;Charitable;;;;;;;;x
offmap_diligent;Diligent;;;;;;;;x
offmap_patient;Patient;;;;;;;;x
offmap_kind;Kind;;;;;;;;x
offmap_humble;Humble;;;;;;;;x
