#;;;;;;;;;;;;;;x
#§
###############
## DECISIONS ##
###############
lmmiwp_reason_content;I am satisfied with my current situation;;;;;;;;;;;;;x
lmmiwp_reason_promised_to_press_claim;Promised to press my claim on §Y[From.lmmiwp_promised_title_to_press_claim.GetFullName]§!;;;;;;;;;;;;;x
lmmiwp_reason_ambitious;I like power;;;;;;;;;;;;;x
lmmiwp_reason_greedy;I want power;;;;;;;;;;;;;x
lmmiwp_reason_paranoid;I am afraid of new places;;;;;;;;;;;;;x
lmmiwp_reason_trusting;I trust §Y[From.GetTitledFirstName]§!;;;;;;;;;;;;;x
lmmiwp_reason_inviter_is_honest;§Y[From.GetTitledFirstName]§! is Honest;;;;;;;;;;;;;x
lmmiwp_reason_promised_council_position;I would like to be on §Y[From.GetTitledFirstName]§!'s council;;;;;;;;;;;;;x
lmmiwp_reason_promised_council_position_higher_tier;I would like to be on a higher tier council;;;;;;;;;;;;;x
lmmiwp_reason_promised_commander;Promised to make commander;;;;;;;;;;;;;x
lmmiwp_reason_wants_to_be_commander;I want to lead an army;;;;;;;;;;;;;x
lmmiwp_reason_already_heir;I am already heir to something better;;;;;;;;;;;;;x
lmmiwp_reason_promised_counties;Promised Counties;;;;;;;;;;;;;x
lmmiwp_reason_promised_duchies;Promised Duchies;;;;;;;;;;;;;x
lmmiwp_reason_promised_kingdoms;Promised Kingdoms;;;;;;;;;;;;;x
lmmiwp_reason_promised_empires;Promised Empires;;;;;;;;;;;;;x
lmmiwp_reason_promise_breaker;§Y[From.GetTitledFirstName]§! is a known promise breaker;;;;;;;;;;;;;x
lmmiwp_reason_backstabber;§Y[From.GetTitledFirstName]§! is a known backstabber;;;;;;;;;;;;;x
lmmiwp_reason_opinion_of_inviter;Opinion of §Y[From.GetTitledFirstName]§!;;;;;;;;;;;;;x
lmmiwp_reason_opinion_of_liege;Opinion of §Y[Root.Liege.GetTitledFirstName]§!;;;;;;;;;;;;;x
############
## EVENTS ##
############
EVTDESC_invitation_received;[lmmiwp_inviter.GetTitledName] has invited me to [lmmiwp_inviter.GetHerHis] court with promises.;;;;;;;;;;;;;x
EVTDESC_accepted_invitation;To the [GetFromRootCompliment] [lmmiwp_inviter.GetFirstName],\n\nI have accepted your invitation and have left the court of my old liege to join yours. I hereby request that you honor your word and fulfill the promises you made to me!\n\nRegards,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESC_remind_about_promises;To the [GetFromRootCompliment] [lmmiwp_inviter.GetFirstName],\n\nIt has been [local_lmmiwp_years_waited.GetValue] [lmmiwp_get_year_or_years] since I have been waiting for you to fulfill the promises you made to me. I request that you honor your word and fulfill them now!\n\nRegards,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESC_cannot_fulfill_promises;To [lmmiwp_inviter.GetTitledFirstName],\n\n[lmmiwp_get_patiently_waited_or_came_all_the_way]. However, in light of the current circumstances, the promises you made to me can no longer be fulfilled. As such, I will consider your word broken!\n\nRegards,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESC_already_fulfilled;To the [GetFromRootCompliment] [lmmiwp_inviter.GetFirstName],\n\nDuring the time I have stayed at your court you have fulfilled all the promises you made to me when you first invited me. I expected nothing less from a [lmmiwp_inviter.GetLordLady] of your stature. Thank you!\n\nRegards,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPT_fulfill_promises;Fulfill promises;;;;;;;;;;;;;x
EVTOPT_delayed_fulfillment;Ask [From.GetHerHim] to have a little patience;;;;;;;;;;;;;x
EVTOPT_delayed_fulfillment_repeat;Ask [From.GetHerHim] to wait a little more;;;;;;;;;;;;;x
EVTOPT_break_promises;Break promises;;;;;;;;;;;;;x
EVTOPT_break_promises_and_imprison;Break promises and imprison;;;;;;;;;;;;;x
EVTDESC_accepted_to_be_patient;To the [GetFromRootCompliment] [lmmiwp_inviter.GetFirstName],\n\nWhat you ask is most reasonable. I shall be patient and not bother you with my requests for another year.\n\nRegards,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESC_did_not_accept_to_be_patient;To [lmmiwp_inviter.GetTitledFirstName],\n\nI do not know your true intentions, but I did not come all this way to be put aside, forgotten or perhaps manipulated. If you do not fulfill your promises immediately, I will consider your word broken!\n\nRegards,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESC_will_not_wait_any_longer;To the [GetFromRootCompliment] [lmmiwp_inviter.GetFirstName],\n\nI have already waited for [local_lmmiwp_years_waited.GetValue] [lmmiwp_get_year_or_years] and my patience has run out. If you are not willing to fulfill your promises immediately, I will consider your word broken!\n\nRegards,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESC_view_promises_made;I am finding it hard to remember the promises I made to [lmmiwp_invitee.GetTitledName] when I invited [lmmiwp_invitee.GetHerHim] to my court. Perhaps I should consult my records...;;;;;;;;;;;;;x
EVTOPT_view_promises_made;View promises;;;;;;;;;;;;;x
EVTOPT_good;Good;;;;;;;;;;;;;x
EVTDESC_adjust_other_promises;I have to think carefully about what other promises do I want to make to my next invitee.;;;;;;;;;;;;;x
EVTOPT_adjust_promises_council_only;Grant Council Position;;;;;;;;;;;;;x
EVTOPT_adjust_promises_commander_only;Make Commander;;;;;;;;;;;;;x
EVTOPT_adjust_promises_council_and_commander;Both Grant Council Position and Make Commander;;;;;;;;;;;;;x
EVTOPT_adjust_promises_none;None;;;;;;;;;;;;;x

lmmiwp_ctt_already_broken_promise_so_cant_fulfill;§Y[Root.GetTitledFirstName]§! has already broken [Root.GetHerHis] word by taking hostile actions against §Y[From.GetTitledName]§!. Hence, the promises can §Rno longer be fulfilled§!.;;;;;;;;;;;;;x
lmmiwp_ctt_current_war_will_end;§Y[Root.GetTitledFirstName]§!'s any current primary war against §Y[lmmiwp_title_to_press_claim.Holder.TopLiege.GetTitledFirstName]§! §Rwill end§! inconclusively!;;;;;;;;;;;;;x
lmmiwp_ctt_will_declare_claim_war;§Y[Root.GetTitledName]§! declares war on §Y[lmmiwp_title_to_press_claim.Holder.TopLiege.GetTitledName]§! for §Y[lmmiwp_invitee.GetTitledName]§!'s claim on §Y[lmmiwp_title_to_press_claim.GetFullName]§!.;;;;;;;;;;;;;x
lmmiwp_ctt_we_are_already_pressing_claim;The Press Claim promise is considered §Gfulfilled§! as §Y[Root.GetTitledFirstName]§! is already pressing §Y[From.GetTitledName]§!'s claim on §Y[lmmiwp_title_to_press_claim.GetFullName]§!.;;;;;;;;;;;;;x
lmmiwp_ctt_we_are_defending_against_press_claim_target;As §Y[Root.GetTitledFirstName]§! is currently defending in a war against §Y[lmmiwp_title_to_press_claim.Holder.TopLiege.GetTitledName]§! hence [Root.GetSheHe] cannot press the promised claim yet but can ask §Y[From.GetTitledName]§! to give [Root.GetHerHim] some more time.;;;;;;;;;;;;;x
lmmiwp_ctt_accepts_to_be_patient;§Y[From.GetTitledName]§! accepts and waits for 1 more year.;;;;;;;;;;;;;x
lmmiwp_ctt_all_de_jure_vassals_will_be_transferred;All of our direct vassals who will be §Gde jure vassals§! of §Y[From.GetTitledName]§! will be transferred to [From.GetHerHim].;;;;;;;;;;;;;x
lmmiwp_ctt_will_be_granted_council_position;§Y[From.GetTitledName]§! will be granted an appropriate §Gcouncil position§! based on [From.GetHerHis] skills.;;;;;;;;;;;;;x
lmmiwp_ctt_will_be_made_commander;§Y[From.GetTitledName]§! will be appointed as a §Gcommander§! of §Y[Root.PrimaryTitle.GetName]§! skills.;;;;;;;;;;;;;x

lmmiwp_ctt_view_promises_council_position;(§G*§!) Grant a council position.;;;;;;;;;;;;;x
lmmiwp_ctt_view_promises_commander;(§G*§!) Make commander.;;;;;;;;;;;;;x
lmmiwp_ctt_view_promises_press_claim;(§G*§!) Press claim on §Y[lmmiwp_invitee.lmmiwp_title_promised_to_press_claim_by_inviter.GetFullName]§!;;;;;;;;;;;;;x
lmmiwp_ctt_view_promises_grant_titles;(§G*§!) Grant the following titles:;;;;;;;;;;;;;x


#######################
## OPINION MODIFIERS ##
#######################
lmmiwp_invited_with_promises_opinion;Invited with Promises;;;;;;;;;;;;;x
lmmiwp_fulfilled_promises_immediately_opinion;Fulfilled Promises;;;;;;;;;;;;;x
lmmiwp_fulfilled_promises_opinion;Fulfilled Promises;;;;;;;;;;;;;x
lmmiwp_broken_promises_opinion;Broken Promises;;;;;;;;;;;;;x
lmmiwp_backstabbed_opinion;Backstabbed;;;;;;;;;;;;;x
lmmiwp_promised_to_press_claim_against_me_opinion;Promised to press a claim against me;;;;;;;;;;;;;x
###############
## MODIFIERS ##
###############
lmmiwp_promise_breaker;Promise Breaker;;;;;;;;;;;;;x
lmmiwp_promise_breaker_desc;This character is known to have broken promises [Root.GetSheHe] made to invite someone to [Root.GetHerHis] court.;;;;;;;;;;;;;x
lmmiwp_backstabber;Backstabber;;;;;;;;;;;;;x
lmmiwp_backstabber_desc;This character coaxed someone to join [Root.GetHerHis] court but proceeded to either imprison or kill that person.;;;;;;;;;;;;;x
lmmiwp_quick_to_fulfill_promises;Quick to Fulfill Promises;;;;;;;;;;;;;x
lmmiwp_quick_to_fulfill_promises_desc;This character invited someone to [Root.GetHerHis] court and proceeded to immediately fulfill all promises made to that person.;;;;;;;;;;;;;x
################
## GAME RULES ##
################
lmmiwp_rules_group_name;Invite With Promises;;;;;;;;;;;;;x
lmmiwp_rule_invitee_patience_name;§ZInvite With Promises§!: Invitee Patience;;;;;;;;;;;;;x
lmmiwp_rule_option_dynamic_name;Dynamic (Default);;;;;;;;;;;;;x
lmmiwp_rule_option_dynamic_desc;Invited characters may accept or reject requests to wait additional years for the promises to be fulfilled based on their traits, the inviter's traits, time already waited and other factors.;;;;;;;;;;;;;x
lmmiwp_rule_option_patient_name;Patient;;;;;;;;;;;;;x
lmmiwp_rule_option_patient_desc;Invited characters will always accept the request to wait additional years.;;;;;;;;;;;;;x
lmmiwp_rule_option_impatient_name;Impatient;;;;;;;;;;;;;x
lmmiwp_rule_option_impatient_desc;Promises will have to be fulfilled immediately after inviting a character. The character cannot be asked to wait additional years.;;;;;;;;;;;;;x

################
## CUSTOM LOC ##
################
lmmiwp_other_promises_none_label;Other Promises: None;;;;;;;;;;;;;x
lmmiwp_other_promises_council_position_label;Other Promises: §GCouncil§!;;;;;;;;;;;;;x
lmmiwp_other_promises_commander_label;Other Promises: §GCommander§!;;;;;;;;;;;;;x
lmmiwp_other_promises_council_position_and_commander_label;Other Promises: §GBoth§!;;;;;;;;;;;;;x
lmmiwp_currently_promised_to; (Currently promised to §Y[lmmiwp_this_title_is_promised_to.GetTitledName]§!).;;;;;;;;;;;;;x
lmmiwp_patiently_waited_for_x_years;I have waited patiently for [local_lmmiwp_years_waited.GetValue] [lmmiwp_get_year_or_years] for you to honor your word;;;;;;;;;;;;;x
lmmiwp_came_all_the_way;I trusted your word came all the way to your court.;;;;;;;;;;;;;x
lmmiwp_empty_string; ;;;;;;;;;;;;;x
lmmiwp_dot_string;.;;;;;;;;;;;;;x
lmmiwp_year_string;year;;;;;;;;;;;;;x
lmmiwp_years_string;years;;;;;;;;;;;;;x

# Debug
lmmiwp_option_debug;Title is [lmmiwp_title_to_clear_flags.GetName]. Root is [Root.GetTitledName];;;;;;;;;;;;;x
lmmiwp_option_debug_desc;Title is [lmmiwp_title_to_clear_flags.GetName]. Root is [Root.GetTitledName];;;;;;;;;;;;;x
