b_huyuliang;Huyuliang;;;;;;;;;x
b_chaglagam;Chaglagam;;;;;;;;;x
b_goiliang;Goiliang;;;;;;;;;x
b_manchal;Manchal;;;;;;;;;x
b_chipra;Chipra;;;;;;;;;x
b_walong;Walong;;;;;;;;;x
b_kibithoo;Kibithoo;;;;;;;;;x
PROV2613;Kameng;;;;;;;;;x
c_kameng_adj;Kamengan;;;;;;;;;x
b_dirang;Dirang;;;;;;;;;x
b_rupa;Rupa;;;;;;;;;x
b_kalaktang;Kalaktang;;;;;;;;;x
b_balemu;Balemu;;;;;;;;;x
b_bhalukpong;Bhalukpong;;;;;;;;;x
b_jameri;Jameri;;;;;;;;;x
b_singchung;Singchung;;;;;;;;;x
PROV2614;Sonitpur;;;;;;;;;x
c_sonitpur_adj;Sonitpurian;;;;;;;;;x
b_tezpur;Tezpur;;;;;;;;;x
b_missamari;Missamari;;;;;;;;;x
b_pabhoi;Pabhoi;;;;;;;;;x
b_rangapara;Rangapara;;;;;;;;;x
b_mazbat;Mazbat;;;;;;;;;x
b_kopati;Kopati;;;;;;;;;x
b_rowta;Rowta;;;;;;;;;x
PROV2615;Garo;;;;;;;;;x
c_garo_adj;Garoan;;;;;;;;;x
b_resubelpara;Resubelpara;;;;;;;;;x
b_williamnagar;Williamnagar;;;;;;;;;x
b_baghmara;Baghmara;;;;;;;;;x
b_tura_2;Tura;;;;;;;;;x
b_ampati;Ampati;;;;;;;;;x
b_nongstoin;Nongstoin;;;;;;;;;x
b_mawkyrwat;Mawkyrwat;;;;;;;;;x
PROV2616;Kisa;;;;;;;;;x
c_kisa_adj;Kisan;;;;;;;;;x
b_jowai;Jowai;;;;;;;;;x
b_khliehriat;Khliehriat;;;;;;;;;x
b_shillong;Shillong;;;;;;;;;x
b_mairang;Mairang;;;;;;;;;x
b_nongpoh;Nongpoh;;;;;;;;;x
b_mutong;Mutong;;;;;;;;;x
b_sutriga;Sutriga;;;;;;;;;x
PROV2617;Sahebganj;;;;;x
c_sahebganj_adj;Sahebganjan;;;;;;;;;x
b_sahebganj;Sahebganj;;;;;;;;;x
b_mandro;Mandro;;;;;;;;;x
b_borio;Borio;;;;;;;;;x
b_barhait;Barhait;;;;;;;;;x
b_taljhari;Taljhari;;;;;;;;;x
b_udhwa;Udhwa;;;;;;;;;x
b_pathna;Pathna;;;;;;;;;x
PROV2618;Deoghar;;;;;x
c_deoghar_adj;Deogharan;;;;;;;;;x
b_deoghar;Deoghar;;;;;;;;;x
b_karon;Karon;;;;;;;;;x
b_madhupur2;Madhupur;;;;;;;;;x
b_mohanpur;Mohanpur;;;;;;;;;x
b_palojori;Palojori;;;;;;;;;x
b_sarath;Sarath;;;;;;;;;x
b_devipur;Devipur;;;;;;;;;x
PROV2619;Latehar;;;;;;;;;x
c_latehar_adj;Lateharan;;;;;;;;;x
b_latehar;Latehar;;;;;;;;;x
b_patratu;Petratu;;;;;;;;;x
b_manika;Manika;;;;;;;;;x
b_serak;Serak;;;;;;;;;x
b_rol;Rol;;;;;;;;;x
b_bijira;Bijira;;;;;;;;;x
b_jotang;Jotang;;;;;;;;;x
PROV2620;Garhwa;;;;;;;;;x
c_garhwa_adj;Garhwan;;;;;;;;;x
b_garhwa;Garhwa;;;;;;;;;x
b_siho;Siho;;;;;;;;;x
b_tenar;Tenar;;;;;;;;;x
b_lagma;Lagma;;;;;;;;;x
b_meral;Meral;;;;;;;;;x
b_karke;Karke;;;;;;;;;x
b_ramna;Ramna;;;;;;;;;x
PROV2621;Chandpur;;;;;;;;;x
PROV2622;Bandarban;;;;;;;;;x
PROV2623;Rangamati;;;;;;;;;x
d_chandpur;Chandpur;;;;;;;;;x
d_chandpur_adj;Chandpuran;;;;;;;;;x
c_chandpur_adj;Chandpuran;;;;;;;;;x
b_chandpur;Chandpur;;;;;;;;;x
b_baghadi;Baghadi;;;;;;;;;x
b_aitpata;Aitpata;;;;;;;;;x
b_chandra;Chandra;;;;;;;;;x
b_ramganj;Ramganj;;;;;;;;;x
b_haziganj;Haziganj;;;;;;;;;x
b_kachua;Kachua;;;;;;;;;x
c_bandarban_adj;Bandarbani;;;;;;;;;x
b_bandarban;Bandarban;;;;;;;;;x
b_dhopachari;Dhopachari;;;;;;;;;x
b_rowangchhari;Rowangchhari;;;;;;;;;x
b_bajalia;Bajalia;;;;;;;;;x
b_moneyabad;Moneyabad;;;;;;;;;x
b_satkania;Satkania;;;;;;;;;x
b_dohazari;Dohazari;;;;;;;;;x
d_gaya;Gaya;;;;;;;;;x
d_gaya_adj;Gayan;;;;;;;;;x
k_jharkand;Jharkand;;;;;;;;;x
k_jharkand_adj;Jharkander;;;;;;;;;x
PROV2624;Sundargarh;;;;;;;;;x
c_sundargarh_adj;Sundargarhan;;;;;;;;;x
b_sundargarh;Sundargarh;;;;;;;;;x
b_ujalpur;Ujalpur;;;;;;;;;x
b_lephripara;Lephripara;;;;;;;;;x
b_duduka;Duduka;;;;;;;;;x
b_dhutra;Dhutra;;;;;;;;;x
b_bamra;Bamra;;;;;;;;;x
b_jajpur;Jajpur;;;;;;;;;x
PROV2625;Subarnapur;;;;;;;;;x
c_subarnapur_adj;Subarnapuran;;;;;;;;;x
b_subarnapur;Subarnapur;;;;;;;;;x
b_hikudi;Hikudi;;;;;;;;;x
b_ulunda;Ulunda;;;;;;;;;x
b_binka;Binka;;;;;;;;;x
b_birmaharajpur;Birmaharajpur;;;;;;;;;x
b_baunsuni;Baunsuni;;;;;;;;;x
b_tarbha;Tarbha;;;;;;;;;x
PROV2626;Rayagada;;;;;;;;;x
c_rayagada_adj;Rayagadan;;;;;;;;;x
b_rayagada2;Rayagada;;;;;;;;;x
b_jaykaypur;Jaykaypur;;;;;;;;;x
b_bheja;Bheja;;;;;;;;;x
b_dengasarqi;Dengasarqi;;;;;;;;;x
b_kolnara;Kolnara;;;;;;;;;x
b_sikarpao;Sikarpao;;;;;;;;;x
b_kodesu;Kodesu;;;;;;;;;x
PROV2627;Koraput;;;;;;;;;x
c_koraput_adj;Koraputi;;;;;;;;;x
b_koraput_2;Koraput;;;;;;;;;x
b_jeypore_2;Jeypore;;;;;;;;;x
b_nora_2;Nora;;;;;;;;;x
b_kendar;Kendar;;;;;;;;;x
b_malkangiri;Malkangiri;;;;;;;;;x
b_ambaguda;Ambaguda;;;;;;;;;x
b_lamtaput;Lamtaput;;;;;;;;;x
b_sunabeda;Sunabeda;;;;;;;;;x
PROV2628;Bilaspur;;;;;;;;;x
c_bilaspur_adj;Bilaspuri;;;;;;;;;x
b_bilaspur;Bilaspur;;;;;;;;;x
b_uslapur;Uslapur;;;;;;;;;x
b_lalkhadan;Lalkhadan;;;;;;;;;x
b_masturi;Masturi;;;;;;;;;x
b_chakarbhatha;Chakarbhatha;;;;;;;;;x
b_birkona;Birkona;;;;;;;;;x
b_sipat;Sipat;;;;;;;;;x
d_pune;Pune;;;;;;;;;x
d_pune_adj;Punee;;;;;;;;;x
PROV2629;Kurnool;;;;;;;;;x
c_kurnool_adj;Kurnoolan;;;;;;;;;x
b_kurnool;Kurnool;;;;;;;;;x
b_gudur;Gudur;;;;;;;;;x
b_dupadu;Dupadu;;;;;;;;;x
b_pullur;Pullur;;;;;;;;;x
b_nannur;Nannur;;;;;;;;;x
b_manopad;Manopad;;;;;;;;;x
b_orvakai;Orvaki;;;;;;;;;x
PROV2630;Chikkalballapura;;;;;;;;;x
c_chikkalballapura_adj;Chikkalballapuran;;;;;;;;;x
b_chikkalballapura;Chikkalballapura;;;;;;;;;x
b_gudibanda;Gudibanda;;;;;;;;;x
b_bagepalli;Bagepalli;;;;;;;;;x
b_chintamani;Chintamani;;;;;;;;;x
b_hoskote;Hoskote;;;;;;;;;x
b_hindupuram;Hindupuram;;;;;;;;;x
b_gorantia;Gorantia;;;;;;;;;x
PROV2631;Kodagu;;;;;;;;;x
c_kodagu_adj;Kodaguan;;;;;;;;;x
b_madikeri;Madikeri;;;;;;;;;x
b_napoklu;Napoklu;;;;;;;;;x
b_sampaje;Sampaje;;;;;;;;;x
b_somwarpet;Somwarpet;;;;;;;;;x
b_siddapura;Siddapura;;;;;;;;;x
b_virajpet;Virajpet;;;;;;;;;x
b_gonikoppa;Gonikoppa;;;;;;;;;x
PROV2632;Gadag;;;;;;;;;x
c_gadag_adj;Gadagan;;;;;;;;;x
b_gadag;Gadag;;;;;;;;;x
b_hulkoti;Hulkoti;;;;;;;;;x
b_hombal;Hombal;;;;;;;;;x
b_lakkundi_2;Lakkundi;;;;;;;;;x
b_huilgol;Huilgol;;;;;;;;;x
b_doni;Doni;;;;;;;;;x
b_kurtakoti;Kurtakoti;;;;;;;;;x
PROV2633;Pune;;;;;;;;;x
c_pune_adj;Punee;;;;;;;;;x
b_pune;Pune;;;;;;;;;x
b_kurali;Kurali;;;;;;;;;x
b_nasrapur;Nasrapur;;;;;;;;;x
b_saswad;Saswad;;;;;;;;;x
b_pabal;Pabal;;;;;;;;;x
b_shikrapur;Shikrapur;;;;;;;;;x
b_yavat;Yavat;;;;;;;;;x
PROV2634;Yavatmal;;;;;;;;;x
c_yavatmal_adj;Yavatmali;;;;;;;;;x
b_yavatmal_2;Yavatmal;;;;;;;;;x
b_waghapur;Waghapur;;;;;;;;;x
b_kinhi;Kinhi;;;;;;;;;x
b_bhosa;Bhosa;;;;;;;;;x
b_moha;Moha;;;;;;;;;x
b_talegaon;Talegaon;;;;;;;;;x
b_sawar;Sawar;;;;;;;;;x
PROV2635;Akola;;;;;;;;;x
c_akola_adj;Akolan;;;;;;;;;x
b_akola;Akola;;;;;;;;;x
b_kapshi;Kapshi;;;;;;;;;x
b_ridhora;Ridhora;;;;;;;;;x
b_nimba;Nimba;;;;;;;;;x
b_chohatta;Chohatta;;;;;;;;;x
b_pinjar;Pinjar;;;;;;;;;x
b_telhara;Telhara;;;;;;;;;x
k_chhattisgarh;Chhattisgarh;;;;;;;;;x
k_chhattisgarh_adj;Chhattisgarhi;;;;;;;;;x
d_tripuri;Tripuri;;;;;;;;;x
d_tripuri_adj;Tripuri;;;;;;;;;x
PROV2636;Hoshangabad;;;;;;;;;x
c_hoshangabad_adj;Hoshangabadi;;;;;;;;;x
b_narmadapuram;narmadapuram;;;;;;;;;x
b_itarsi;Itarsi;;;;;;;;;x
b_babai;Babai;;;;;;;;;x
b_janwasa;Janwasa;;;;;;;;;x
b_bayan_2;Bayan;;;;;;;;;x
b_managaon;Managaon;;;;;;;;;x
b_saikanpur;Saikanpur;;;;;;;;;x
PROV2637;Sagar;;;;;;;;;x
c_sagar_adj;Sagari;;;;;;;;;x
b_sagar2;Sagar;;;;;;;;;x
b_lahdara;Lahdara;;;;;;;;;x
b_bhapel;Bhapel;;;;;;;;;x
b_kerbana;Kerbana;;;;;;;;;x
b_amet;Amet;;;;;;;;;x
b_mehar;Mehar;;;;;;;;;x
b_bandri;Bandri;;;;;;;;;x
PROV2638;Guna;;;;;;;;;x
c_guna_adj;Gunan;;;;;;;;;x
b_guna_2;Guna;;;;;;;;;x
b_mawan;Mawan;;;;;;;;;x
b_khejra;Khejra;;;;;;;;;x
b_dholwaj;Dholwaj;;;;;;;;;x
b_motipura;Motipura;;;;;;;;;x
b_tajpur;Tajpur;;;;;;;;;x
b_karod;Karod;;;;;;;;;x
PROV2639;Nagaur;;;;;;;;;x
c_nagaur_adj;Nagauri;;;;;;;;;x
b_nagaur;Nagaur;;;;;;;;;x
b_amurpura;Amurpura;;;;;;;;;x
b_sukhwasi;Sukhwasi;;;;;;;;;x
b_alai;Alai;;;;;;;;;x
b_kuchera;Kuchera;;;;;;;;;x
b_tankia;Tankia;;;;;;;;;x
b_akla;Akla;;;;;;;;;x
PROV2640;Jhunjhunun;;;;;;;;;x
c_jhunjhunun_adj;Jhunjhununi
b_jhunjhunu1;Jhunjhunu;;;;;;;;;x
b_bagar_2;Bagar;;;;;;;;;x
b_luttu;Luttu;;;;;;;;;x
b_lalpur_2;lalpur;;;;;;;;;x
b_lamba;Lamba;;;;;;;;;x
b_indali;Indali;;;;;;;;;x
b_bakara;Bakara;;;;;;;;;x
PROV2641;Fatehabad;;;;;;;;;x
c_fatehabad_adj;Fatehabadi;;;;;;;;;x
b_fatehabad;Fatehabad;;;;;;;;;x
b_bighar;Bighar;;;;;;;;;x
b_daryapur;Daryapur;;;;;;;;;x
b_majra;Majra;;;;;;;;;x
b_haroli;Haroli;;;;;;;;;x
b_aherwan;Aherwan;;;;;;;;;x
b_dhangar;Dhangar;;;;;;;;;x
d_bushehr;Bushehr;;;;;;;;;x
d_bushehr_adj;Bushehri;;;;;;;;;x
PROV2642;Bushehr;x
c_bushehr_adj;Bushehri;;;;;;;;;x
b_bushehr;Bushehr;;;;;;;;;x
b_borazjan;Borazjan;;;;;;;;;x
b_bandar_ganaveh;Bandar Ganaveh;;;;;;;;;x
b_ahram;Ahram;;;;;;;;;x
b_bandar_deylam;Bandar Deylam;;;;;;;;;x
b_ali_shahr;Ali Shahr;;;;;;;;;x
b_choghadak;Choghadak;;;;;;;;;x
PROV2643;Darab;x
c_darab_adj;Darabi;;;;;;;;;x
b_darab_2;Darab;;;;;;;;;x
b_hajjiabad;Hajjiabad;;;;;;;;;x
b_jannat_shahr;Jannat Shahr;;;;;;;;;x
b_dobiran;Dobiran;;;;;;;;;x
b_fadami;Fadami;;;;;;;;;x
b_shahr_e_pir;Shahr e Pir;;;;;;;;;x
b_do_borji;Do Borji;;;;;;;;;x
k_sudan_adj;Sudani;;;;;;;;;x
c_dahlak_adj;Dahlaki;;;;;;;;;x
c_masirah_adj;Masirahi;;;;;;;;;x
c_farasan_adj;Farasani;;;;;;;;;x
c_al_balqa_adj;Balqi;;;;;;;;;x
d_zurichgau_adj;Zurichgauan;;;;;;;;;x
c_flevoland_adj;Flevolander;;;;;;;;;x
k_bihar_adj;Bihari;;;;;;;;;x
k_kamarupa_adj;Kamarupan;;;;;;;;;x
c_rangamati_adj;Rangamati;;;;;;;;;x
b_basanta;Basanta;;;;;;;;;x
b_kaptai;Kaptai;;;;;;;;;x
b_betbunia;Betbunia;;;;;;;;;x
b_burighat;Burighat;;;;;;;;;x
b_kawkhali;Kawkhali;;;;;;;;;x
b_manikchari;Manikchari;;;;;;;;;x
b_rangamati;Rangamati;;;;;;;;;x
k_delhi_adj;Delhian;;;;;;;;;x
c_zangasso_adj;Zangassoan;;;;;;;;;x
c_niantanso_adj;Niantansoan;;;;;;;;;x
c_balea_adj;Balean;;;;;;;;;x
c_saladou_adj;Saladouan;;;;;;;;;x
c_lochaber_adj;Lochaberan;;;;;;;;;x
c_bekes_adj;Bekesan;;;;;;;;;x
d_west_armenia_adj;Western Armenian;;;;;;;;;x
b_kantara_1;Kantara;;;;;;;;;x
d_misau_adj;Misauan;;;;;;;;;x
k_agadesz_adj;Agadeszan;;;;;;;;;x
d_saint_basil_adj;Basilian;;;;;;;;;x
c_karpathos_adj;Karpathian;;;;;;;;;x
c_gavdos_adj;Gavdosian;;;;;;;;;x
b_kastri_1;Kastri;;;;;;;;;x
b_karpathos_1;Karpathos;;;;;;;;;x
PROV2644;Anbarabad;x
c_anbarabad_adj;Anbarabadi;;;;;;;;;x
b_anbarabad_2;Anbarabad;;;;;;;;;x
b_rudbar_2;Rudbar;;;;;;;;;x
b_kahnuj;Kahnuj;;;;;;;;;x
b_towhan;Towhan;;;;;;;;;x
b_kolaabad;Kolaabad;;;;;;;;;x
b_parvand;Parvand;;;;;;;;;x
b_narju;Narju;;;;;;;;;x
PROV2645;Rafsanjan;x
d_hormozgan;Hormozgan;;;;;;;;;x
d_hormozgan_adj;Hormozgani;;;;;;;;;x
c_rafsanjan_adj;Rafsanjani;;;;;;;;;x
b_rafsanjan;Rafsanjan;;;;;;;;;x
b_shahr_e_babak;Shahr e Babak;;;;;;;;;x
b_anar;Anar;;;;;;;;;x
b_mes_e_sarcheshmeh;Mes e Sarcheshmeh;;;;;;;;;x
b_jowzam;Jowzam;;;;;;;;;x
b_aminshahr;Aminshahr;;;;;;;;;x
b_koshkuiyeh;Koshkuiyeh;;;;;;;;;x
PROV2646;Ardestan;x
c_ardestan_adj;Ardestani;;;;;;;;;x
b_ardestan_2;Ardestan;;;;;;;;;x
b_zavereh;Zavereh;;;;;;;;;x
b_mahabad_2;Mahabad;;;;;;;;;x
b_avanj;Avanj;;;;;;;;;x
b_amirabad;Amirabad;;;;;;;;;x
b_bolhur;Bolhur;;;;;;;;;x
b_badroud;Badroud;;;;;;;;;x
PROV2647;Kashan;x
c_kashan_adj;Kashani;;;;;;;;;x
b_kashan_1;Kashan;;;;;;;;;x
b_aran_o_bigdol;Aran O Bigdol;;;;;;;;;x
b_natanz;Natanz;;;;;;;;;x
b_jowsheqan_va_kamu;Jowsheqan va Kamu;;;;;;;;;x
b_nushabad;Nashabad;;;;;;;;;x
b_badrud;Badrud;;;;;;;;;x
b_meshkat;Meshkat;;;;;;;;;x
d_tehran;Tehran;;;;;;;;;x
d_tehran_adj;Tehrani;;;;;;;;;x
PROV2648;Sabzevar;x
c_sabzevar_adj;Sabzevar;;;;;;;;;x
b_sabzevar_2;Sabzevar;;;;;;;;;x
b_bardaskan_2;Bardaskan;;;;;;;;;x
b_neqab;Neqab;;;;;;;;;x
b_joghatai;Joghatai;;;;;;;;;x
b_soltanabad;Soltanabad;;;;;;;;;x
b_davarzan;Davarzan;;;;;;;;;x
b_rud_ab;Rub Ab;;;;;;;;;x
PROV2649;Lakki Marwat;x
c_lakki_marwat_adj;Lakki Marwati;;;;;;;;;x
b_lakki_marwat;Lakki Marwat;;;;;;;;;x
b_bannu_2;Bannu;;;;;;;;;x
b_pahar_khel;Pahar Khel;;;;;;;;;x
b_landiwas;Landiwas;;;;;;;;;x
b_tajori;tajori;;;;;;;;;x
b_pezu;Pezu;;;;;;;;;x
b_abba_khel;Abba Khel;;;;;;;;;x
