c_aqiangxiang_adj;Aqiangxiangan;;;;;;;;;x
b_aqiangxiang;Aqiangxiang;;;;;;;;;x
b_tamu_bagele;Tamu Bagele;;;;;;;;;x
b_la_yisu;La Yisu;;;;;;;;;x
b_lekapu;Lekapu;;;;;;;;;x
b_a_ketuizi;A Ketuizi;;;;;;;;;x
b_kapa;Kapa;;;;;;;;;x
b_dunbage;Dunbage;;;;;;;;;x
d_qiahaxiang;Qiahaxiang;;;;;;;;;x
d_qiahaxiang_adj;Qiahaxiangan;;;;;;;;;x
c_qiahaxiang_adj;Qiahaxiangan;;;;;;;;;x
b_qiahaxiang;Qiahaxiang;;;;;;;;;x
b_tuzilukecun;Tuzilukecun;;;;;;;;;x
b_tongu_ziluke;Tongu Ziluke;;;;;;;;;x
b_kumate;Kumate;;;;;;;;;x
b_kashitashixiang;Kashitashixiang;;;;;;;;;x
b_kutiqi;Kutiqi;;;;;;;;;x
b_aqima;Aqima;;;;;;;;;x
c_kagatuzicun_adj;Kagatuzicuni;;;;;;;;;x
b_kagatuzicun;Kagatuzicun;;;;;;;;;x
b_gazongcun;Gazongcun;;;;;;;;;x
b_simawaticun;Simawaticun;;;;;;;;;x
b_qinacun;Qinacun;;;;;;;;;x
b_yingikai;Yingikai;;;;;;;;;x
b_qianlasikui;Qianlasikui;;;;;;;;;x
b_tawakulexiang;Tawakulexiang;;;;;;;;;x
b_malye_derbety;Malye Derbety;;;;;;;;;x
d_povolzhye;Povolzhye;;;;;;;;;x
d_povolzhye;Povolzhyian;;;;;;;;;x
c_astrakhan_adj;Astrakhanian;;;;;;;;;x
b_astrakhan;Astrakhan;;;;;;;;;x
b_kamyzyak;Kamyzyak;;;;;;;;;x
b_volodarskiy;Volodarskiy;;;;;;;;;x
b_makovo;Makovo;;;;;;;;;x
b_karalat;Karalat;;;;;;;;;x
b_kirovskiy;Kirovskiy;;;;;;;;;x
b_utery;Utery;;;;;;;;;x
b_dashin;Dashin;;;;;;;;;x
d_circassia;Circassia;;;;;;;;;x
d_circassia_adj;Circassian;;;;;;;;;x
c_circassia_adj;Circassian;;;;;;;;;x
b_arkhyz;Arkhyz;;;;;;;;;x
b_solenoye;Solenoye;;;;;;;;;x
b_psebai;Psebai;;;;;;;;;x
b_psemen;Psemen;;;;;;;;;x
b_rozhkao;Rozhkao;;;;;;;;;x
b_nikitino;Nikitino;;;;;;;;;x
b_urup;Urup;;;;;;;;;x
b_dausuz;Dausuz;;;;;;;;;x
c_balkaria_adj;Balkarian;;;;;;;;;x
b_nalchik;Nalchik;;;;;;;;;x
b_nartkala;Nartkala;;;;;;;;;x
b_chegem;Chegem;;;;;;;;;x
b_baksan;Baksan;;;;;;;;;x
b_anzorey;Anzorey;;;;;;;;;x
b_bylym;Bylym;;;;;;;;;x
b_tyrnyauz;Tyrnyauz;;;;;;;;;x
b_eltyubyu;Eltyubyu;;;;;;;;;x
c_mozdok_adj;Mozdokian;;;;;;;;;x
b_mozdok;Mozdok;;;;;;;;;x
b_vinogradnoye;Vinogradnoye;;;;;;;;;x
b_bratskoye;Bratskoye;;;;;;;;;x
b_znamenskoye;Znamenskoye;;;;;;;;;x
b_russkoye;Russkoye;;;;;;;;;x
b_kiziyar;Kiziyar;;;;;;;;;x
b_vezhariy;Vezhariy;;;;;;;;;x
b_arik;Arik;;;;;;;;;x
c_khunzakh_adj;Khunzakhan;;;;;;;;;x
b_khunzakh;Khunzakh;;;;;;;;;x
b_bakdab;Bakdab;;;;;;;;;x
b_karata;Karata;;;;;;;;;x
b_botlkh;Botlkh;;;;;;;;;x
b_agvali;Agvali;;;;;;;;;x
b_tindi;Tindi;;;;;;;;;x
b_mokok;Mokok;;;;;;;;;x
b_chayry;Chayry;;;;;;;;;x
c_akhty_adj;Akhtyan;;;;;;;;;x
b_akhty;Akhty;;;;;;;;;x
b_rutul;Rutul;;;;;;;;;x
b_usukhchay;Usukhchay;;;;;;;;;x
b_tpig;Tpig;;;;;;;;;x
b_zukhul;Zukhul;;;;;;;;;x
b_ashar;Ashar;;;;;;;;;x
b_shinaz;Shinaz;;;;;;;;;x
b_usug;Usug;;;;;;;;;x
b_chikola;Chikola;;;;;;;;;x
c_upper_chechnya;Upper Chechnya;;;;;;;;;x
c_upper_chechnya_adj;Upper Chechnyan;;;;;;;;;x
b_armkhi;Armkhi;;;;;;;;;x
b_dariali;Dariali;;;;;;;;;x
b_galachozh;Galachozh;;;;;;;;;x
b_shatoy;Shatoy;;;;;;;;;x
b_shundi;Shundi;;;;;;;;;x
b_alkun;Alkun;;;;;;;;;x
b_muzhichi;Muzhichi;;;;;;;;;x
b_galashki;Galashki;;;;;;;;;x
d_beqaa;Beqaa;;;;;;;;;x
d_beqaa_adj;Beqaai;;;;;;;;;x
c_al-qusayr_adj;Qusayri;;;;;;;;;x
b_al-qusayr;al-Qusayr;;;;;;;;;x
b_rablah;Rablah;;;;;;;;;x
b_qasr;Qasr;;;;;;;;;x
b_dijabijja;Dijabijja;;;;;;;;;x
b_qaa;Qaa;;;;;;;;;x
b_arjoun;Arjoun;;;;;;;;;x
b_fessani;Fessani;;;;;;;;;x
b_nasriyeh;nasriyeh;;;;;;;;;x
b_kouakh;Kouakh;;;;;;;;;x
c_saidnaya_adj;Saidnayan;;;;;;;;;x
b_maaloula;Maaloula;;;;;;;;;x
b_jubbadin;Jubbadin;;;;;;;;;x
b_al-sarkha;al-Sarkha;;;;;;;;;x
b_madaya;Madaya;;;;;;;;;x
b_ham;Ham;;;;;;;;;x
b_nabi_sbat;Nabi Sbat;;;;;;;;;x
b_khodor;Khodor;;;;;;;;;x
b_ayn_dara;Ayn Dara;;;;;;;;;x
b_tifail;Tifail;;;;;;;;;x
b_hizzine;Hizzine;;;;;;;;;x
b_kfar_dan;Kfar Dan;;;;;;;;;x
b_bodai;Bodai;;;;;;;;;x
b_toufiqiyeh;Toufiqiyeh;;;;;;;;;x
b_raiit;raiit;;;;;;;;;x
b_saaideh;saaideh;;;;;;;;;x
b_riyaq;riyaq;;;;;;;;;x
b_bechouat;bechouat;;;;;;;;;x
SEIGNEUR;Seigneur;;;;;;;;;x
DAME;Dame;;;;;;;;;x
b_sark;Sark;;;;;;;;;x
k_dorwinion;Dorwinion;;;;;;;;;x
k_dorwinion_adj;Dorwinian;;;;;;;;;x
k_provance_history;Provance;;;;;;;;;x
k_provance_history_adj;Provancal;;;;;;;;;x
k_provance;Provance;;;;;;;;;x
k_provance_adj;Provancal;;;;;;;;;x
d_knights_of_thaddeus;Knights of Saint Thaddeus;;;;;;;;;x
d_knights_of_thaddeus_adj;Thaddean;;;;;;;;;x
e_misty_mountains;Hithaeglir;;;;;;;;;x
e_misty_mountains_adj;Mountaineer;;;;;;;;;x
e_alps_history;Alpireich;;;;;;;;;x
e_alps_history_adj;Alpian;;;;;;;;;x
k_harondor;Harondor;;;;;;;;;x
k_harondor_adj;Harondorian;;;;;;;;;x
k_aedirn;Aedirn;;;;;;;;;x
k_aedirn_adj;Aedirnian;;;;;;;;;x
k_castille_history;Castillian;;;;;;;;;x
k_castille_history_adj;Castillian;;;;;;;;;x
k_cintra;Cintra;;;;;;;;;x
k_cintra_adj;Cintran;;;;;;;;;x
k_andalusia_history;Andalusia;;;;;;;;;x
k_andalusia_history_adj;Andalusian;;;;;;;;;x
k_umbar;Umbar;;;;;;;;;x
k_umbar_adj;Umbaran;;;;;;;;;x
k_portugal_history;Portugal;;;;;;;;;x
k_portugal_history_adj;Portuguese;;;;;;;;;x
k_breeland;Bree-Land;;;;;;;;;x
k_breeland_adj;Breelandian;;;;;;;;;x
k_belgium_history;Belgium;;;;;;;;;x
k_belgium_history_adj;Belgian;;;;;;;;;x
k_pelargir;Pelargir;;;;;;;;;x
k_pelargir_adj;Pelargirian;;;;;;;;;x
k_holland_history;Netherlands;;;;;;;;;x
k_holland_history_adj;Dutch;;;;;;;;;x
k_esgaroth;Esgaroth;;;;;;;;;x
k_esgaroth_adj;Esgarothian;;;;;;;;;x
k_luxemburg_history;Luxemburg;;;;;;;;;x
k_luxemburg_history_adj;Luxemburgian;;;;;;;;;x
e_enedwaith;Enedwaith;;;;;;;;;x
e_enedwaith_adj;Enedwaithian;;;;;;;;;x
e_benelux_history;Benelux;;;;;;;;;x
e_benelux_history_adj;Beneluxian;;;;;;;;;x
k_ered_liun;Ered Liun;;;;;;;;;x
k_ered_liun_adj;Ered Liuni;;;;;;;;;x
k_galicia_y_asturias_history;Galicia y Asturias;;;;;;;;;x
k_galicia_y_asturias_history_adj;Galician;;;;;;;;;x
k_catalunia_history;Catalonia;;;;;;;;;x
k_catalunia_history_adj;Catalonian;;;;;;;;;x
k_underland;Underland;;;;;;;;;x
k_underland_adj;Underlander;;;;;;;;;x
k_basque_history;Basque Kingdom;;;;;;;;;x
k_basque_history_adj;Basque;;;;;;;;;x
k_andorra_history;Andorra;;;;;;;;;x
k_andorra_history_adj;Andorran;;;;;;;;;x
k_minas_ithil;Minas Ithil;;;;;;;;;x
k_minas_ithil_adj;Minas Ithilian;;;;;;;;;x
k_sardinia_history;Sardinia;;;;;;;;;x
k_sardinia_history_adj;Sardinian;;;;;;;;;x
k_ofir;Ofir;;;;;;;;;x
k_ofir_adj;Ofirian;;;;;;;;;x
k_two_siciles_history;Sicily;;;;;;;;;x
k_two_siciles_history_adj;Sicilian;;;;;;;;;x
k_etolia;Etolia;;;;;;;;;x
k_etolia_adj;Etolian;;;;;;;;;x
k_nilfgaardia;Nilfgaardia;;;;;;;;;x
k_nilfgaardia_adj;Nilfgaardian;;;;;;;;;x
k_latium_history;Latium;;;;;;;;;x
k_latium_history_adj;Latin;;;;;;;;;x
k_kaedwen;Kaedwen;;;;;;;;;x
k_kaedwen_adj;Kaedwenese;;;;;;;;;x
k_san_marino_history;San Marino;;;;;;;;;x
k_san_marino_history_adj;San Marinese;;;;;;;;;x
k_redania;Redania;;;;;;;;;x
k_redania_adj;Redanian;;;;;;;;;x
k_tuscany_history;Tuscany;;;;;;;;;x
k_tuscany_history_adj;Tuscan;;;;;;;;;x
k_lombardo-veneto_history;Lombardo-Veneto;;;;;;;;;x
k_lombardo-veneto_history_adj;Lombardo-Venetian;;;;;;;;;x
k_kovir_povis;Kovir-Poviss;;;;;;;;;x
k_kovir_povis_adj;Kovir-Povissian;;;;;;;;;x
k_italy_history;Piedmont;;;;;;;;;x
k_italy_historyadj;Piedmontese;;;;;;;;;x
k_toussaint;Toussaint;;;;;;;;;x
k_toussaint_adj;Toussaintois;;;;;;;;;x
k_algeria_history;Algeria;;;;;;;;;x
k_algeria_history_adj;Algerian;;;;;;;;;x
e_italy_history;Italy;;;;;;;;;x
e_italy_history_adj;Italian;;;;;;;;;x
e_france_history;France;;;;;;;;;x
