RETTYPE_CUL_BYZ2;Hoplite;;;;;;;;;;;;;x
RETTYPE_CUL_BYZ3;Macedonian Phalanx;;;;;;;;;;;;;x
RETTYPE_CUL_IRISH;Gallowglass;Galloglaigh;Gallowglass;;Gallowglass;;;;;;;;;x
RETTYPE_CUL_IRISH2;Irish Infantry;;;;;;;;;;;;;x
RETTYPE_CUL_ETHIO;[Root.Culture.GetName] Skirmishers;
RETTYPE_CUL_W_AFR;Free Warrior;Guerrier libre;Krieger ohne Gefolgschaft;;Guerrero libre;;;;;;;;;x
RETTYPE_CUL_ORIGINAIRES;Originaire Tirailleurs;;;;;;;;;;;;;x
RETTYPE_CUL_BEUR;Zouave Infantry;;;;;;;;;;;;;x
RETTYPE_CUL_SOUTH_SLA;Gusar;Gusar;Gusaren;;Gúsar;;;;;;;;;x
RETTYPE_CUL_DUTCH;Goedendag Militia;Milice à godendart;Goedendag-Miliz;;Milicia de Goedendag;;;;;;;;;x
RETTYPE_CUL_ARM;Armenian Firespewers;;;;;;;;;x
RETTYPE_CUL_ROMAN;Latin Pikes;Prétorien;Prätorianisch;;Pretoriano;;;;;;;;;x
RETTYPE_CUL_COPTIC;[Root.Culture.GetName] Matoei;Matoei [Root.Culture.GetName];[Root.Culture.GetName]e Matoei;;Matoei [Root.Culture.GetName];;;;;;;;;x
RETTYPE_CUL_ASSYRIAN;Assyrian Charioteers;;;;;;;;;;;;;x
RETTYPE_CUL_LIBERIAN;Presidential Bows;;;;;;;;;;;;;x
RETTYPE_CUL_SOMALI;Cushitic Skirmishers;Tirailleurs [Root.Culture.GetName];[Root.Culture.GetName]e Plänkler;;Escaramuzadores [Root.Culture.GetName];;;;;;;;;x
RETTYPE_CUL_NIGERIAN;Nigerian Brigade of Guards;;;;;;;;;;;;;x
RETTYPE_CUL_IGBO;Igbo Skirmishers;;;;;;;;;;;;;x
RETTYPE_CUL_HAUSA;Dawaki Cavalry;;;;;;;;;;;;;x
RETTYPE_CUL_PRUSS;Brandenburger Ritters;;;;;;;;;;;;;x
RETTYPE_CUL_JANISS;Janissaries;;;;;;;;;;;;;x
RETTYPE_CUL_FRA;Paladins;;;;;;;;;;;;;x
RETTYPE_CUL_SWE;Life Guards;;;;;;;;;;;;;x
RETTYPE_CUL_LOM;Armata Ducale;;;;;;;;;;;;;x
RETTYPE_CUL_OLDWELSH;Red Dragon Raiders;;;;;;;;;;;;;x
RETTYPE_CUL_BHUTANESE;Dragon Guard Retinue;;;;;;;;;x
RETTYPE_CUL_BHUTANESE_DESC;The Dragon Guard are an elite unit of Bhutanese Troops, serving as both the Dragon Emperor's Honor Guard and the Bhutanese Secret Police force.;;;;;;;;;x
RETTYPE_CUL_CHINA;Chinese Hangonners;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_JURCHEN;Tie-Futu;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recently_invited_st_george_knight;Recently Invited a Knight of Saint George;;;;;;;;;x
st_george_just_war;Recently enacted a Just War;;;;;;;;;x
k_kimberlian_confederacy;Kimberlian Confederacy;;;;;;;;;x
k_kimberlian_confederacy_adj;Aboriginal;;;;;;;;;x
RETTYPE_CUL_AUSSIE;Topender Light Horse Brigade;;;;;;;;;x
RETTYPE_CUL_BEIJING;Guardians of the Heavenly Ruby;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_MANCHU;Manzhou Banners;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_GANSU;Gansu Guardians;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_GAOSHAN;Gaoshan Enforcers;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_SHANXII;Shanxii Chariots;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_DONGBEI;Dongbei Defenders;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_HUANGHE;Huang-He Hosts;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_SHANDONG;Shandong Shock-Troops;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_XINAN;Xinan Pikemen;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_TAIWAN;Sons of Sapphire;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_MTAIWAN;Men-of-Mountain;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_HUIZI;Huizi Servicemen;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_MINYUE;Minyue Marines;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_XIANG;Xiang Soldiers;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_WU;Wu Watchmen;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_GAN;Gan Guardians;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_HK;Houyi's Honor;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_MACAO;Macanese Knights;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

RETTYPE_CUL_TIBET;Himalayan Ghourkas;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETTYPE_CUL_SAR;[sardinian.GetName] Birrudo;Birrudo [sardinian.GetName];[sardinian.GetName]e Birrudo;;Birrudo [sardinian.GetName];;;;;x
RETTYPE_CUL_INDIAN;Steel Bow Infantry;Infanterie à arc d'acier;Stahlbogen-Infanterie;;Infantería de arco de acero;;;;;;;;;x
RETTYPE_CUL_OUTREMER;Outremer Knight;Chevalier d'Outremer;Ritter der Kreuzfahrerstaaten;;Caballero de Ultramar;;;;;;;;;x
RETTYPE_CUL_ARBERIAN;Arberian Stratiotet;Estradiot arbérien;Arberischer Stratiot;;Estradiote arberio;;;;;;;;;x
RETTYPE_CUL_BERBER;Berber Cavalry;Cavalerie berbère;Berber-Kavallerie;;Caballería Bereber;;;;;;;;;x
RETTYPE_CUL_SWISS;Gebirgsjäger;;;;;;;;;;;;;x
RETTYPE_CUL_OLDANGLO;Camelotian Knights;;;;;;;;;;;;;x
RETTYPE_CUL_BRETON;Gauls' Resistence;;;;;;;;;;;;;x
RETTYPE_CUL_KURD;Kurdish Firethrowers;;;;;;;;;;;;;x
RETTYPE_CUL_SLOVAK;Slovak Flamespitters;;;;;;;;;;;;;x
RETTYPE_CUL_UYGHUR;Uyghur Firespitters;;;;;;;;;;;;;x
RETTYPE_TECTONIC_FIRE;Tectonic Flamethrowers;;;;;;;;;;;;;x
RETTYPE_CUL_BRITISH;Royal Grenadiers;;;;;;;;;;;;;x
RETTYPE_TECTONIC;Tectonic Knights;;;;;;;;;;;;x
RETTYPE_CUL_WOODLANDS;Woodlands Warriors;;;;;;;;;;;;;x
RETTYPE_CUL_PIEMONT;Savoiard Army;;;;;;;;;;;;;x
RETTYPE_CUL_CORSU;Napoleonic Frontline;;;;;;;;;;;;;x
RETTYPE_CUL_TUSCANIAN;Granduchy's Forces;;;;;;;;;;;;;x
RETTYPE_CUL_EMILIAN;Emilian Riders;;;;;;;;;;;;;x
RETTYPE_CUL_VENETIAN;Guards of the Serenissima;;;;;;;;;;;;;x
RETTYPE_CUL_SANMARIN;Titan Watchers;;;;;;;;;;;;;x
RETTYPE_CUL_SARD;Coast Guards;;;;;;;;;;;;;x
RETTYPE_CUL_SICILIAN;Sicilians' Defenders;;;;;;;;;;;;;x
RETTYPE_CUL_NEAPOLITAN;Neapolitan Pikemen;;;;;;;;;;;;;x
RETTYPE_CUL_PUGLIESE;Tavogliere Riders;;;;;;;;;;;;;x
RETTYPE_CUL_MALTESE;Maltese Knights;;;;;;;;;;;;;x
RETTYPE_CUL_BALTIC;Teuton Warriors;;;;;;;;;;;;;x
RETTYPE_CUL_BASQUE;Pyrenees Hunters;;;;;;;;;;;;;x
RETTYPE_CUL_BRAZILIAN;Independence Dragoon;;;;;;;;;;;;;x
RETTYPE_CUL_BAIANO;Cangaçeiro;;;;;;;;;;;;;x
RETTYPE_CUL_KUHJUNGS;Kuhjung Skirmishers;;;;;;;;;x
RETTYPE_CUL_NORF;Norfer Drummers;;;;;;;;;x
RETTYPE_CUL_KODAVA;Kodava Gunmen;;;;;;;;;x
RETTYPE_GENERIC_GUNMEN_EARLY;Handcannon Skirmishers;;;;;;;;;x
RETTYPE_GENERIC_GUNMEN;Primitive Pike-and-Shot;;;;;;;;;x
RETTYPE_GENERIC_GUNMEN_LATE;Early Pike-and-Shot;;;;;;;;;x
RETTYPE_ADVANCED_GUNMEN;Experimental Flint-lock Pike-and-Shot;;;;;;;;;x
RETTYPE_CUL_KYUSHU;Tanegashima Gunmen;;;;;;;;;x
RETTYPE_CUL_SHIKOKU;Genpei Warriors;;;;;;;;;x
RETTYPE_CUL_WEST_HONSHU;Kyoto Protectors;;;;;;;;;x
RETTYPE_CUL_EAST_HONSHU;Tokyo Defense Force;;;;;;;;;x
RETTYPE_CUL_TOHOKU;Matagi Rangers;;;;;;;;;x
RETTYPE_CUL_HOKKAIDO;Wenkamui Hunters;;;;;;;;;x
RETTYPE_CUL_RYUKYU;Coastal Patrols;;;;;;;;;x
RETTYPE_CUL_ABORIGINAL;Aboriginal Hunters;;;;;;;;;x
RETTYPE_CUL_ITELMEN;Itelmen Harpooners;;;;;;;;;x
RETTYPE_CUL_NIVKH;Nivkh Hunters;;;;;;;;;x

RETTYPE_CUL_AUSTRONESIAN;Arnis Infantry;;;;;;;;;;;;;x
RETTYPE_CUL_MUSLIMPH;Kris Swordsmen;;;;;;;;;;;;;x
RETTYPE_CUL_CORDILLERA;Cordillera Spearmen;;;;;;;;;;;;;x
RETTYPE_CUL_CHAVACANO;Eskrima Infantry;;;;;;;;;;;;;x
RETTYPE_CUL_AMERIKANO;Balikatenyo Glavemen;;;;;;;;;;;;;x
RETTYPE_CUL_TAGLISH;Taglish Knights;;;;;;;;;;;;;x
RETTYPE_CUL_TIMOR;Cavalieros do Azul;;;;;;;;;;;;;x
RETTYPE_CUL_PAPUA;Papuan Spearmen;;;;;;;;;;;;;x
RETTYPE_CUL_MALUKU;Malukic Marines;;;;;;;;;;;;;x
RETTYPE_CUL_CELEBIC;Celebic Marines;;;;;;;;;;;;;x
RETTYPE_CUL_SULAWESIC;Sulawesic Swordsmen;;;;;;;;;;;;;x
RETTYPE_CUL_BANDANIC;Bandanic Swordsmen;;;;;;;;;;;;;x
RETTYPE_CUL_POLYNESIAN;Polynesian Warriors;;;;;;;;;;;;;x

# Synthetic Dawn
RETTYPE_SYNTH_CONTINGENCY1;Alien Drone Defectors;;;;;;;;;;;;;x
RETTYPE_SYNTH_CONTINGENCY2;Contingency Warframes;;;;;;;;;;;;;x
RETTYPE_SYNTH_CYBREX1;Alien Drone Volunteers;;;;;;;;;;;;;x
RETTYPE_SYNTH_CYBREX2;Cybrex Warframes;;;;;;;;;;;;;x
RETTYPE_SYNTH_TITAN;Giant Warform;;;;;;;;;;;;;x

# Animal World
RETTYPE_CUL_HORSE;Horse;Cheval;Pferd;;Caballo;;;;;;;;;x
RETTYPE_CUL_CAT;Fearless Feline;Félin intrépide;Furchtlose Katze;;Felino intrépido;;;;;;;;;x
RETTYPE_CUL_BEAR;Bear;Ours;Bär;;Oso;;;;;;;;;x
RETTYPE_CUL_HEDGEHOG;Quillguard;Garde-piquant;Stachelwache;;Guardia púa;;;;;;;;;x
RETTYPE_CUL_DUCK;Warduck;Canard de guerre;Kriegsente;;Pato de guerra;;;;;;;;;x
RETTYPE_CUL_DOG;Good Boy;Bon chien;Guter Junge;;Buen chico;;;;;;;;;x
RETTYPE_CUL_ELEPHANT;Elephant;Éléphant;Elephant;;Elefante;;;;;;;;;x
RETTYPE_CUL_DRAGON;Dragon;Dragon;Drache;;Dragón;;;;;;;;;x
