zarist_emulated_ivan;Emulated Ivan the Formidable;;;;;;;;;;;;x
zarist_emulated_catherine;Emulated Catherine the Tsarina;;;;;;;;;;;;x
zarist_emulated_alexander;Emulated Alexander the Liberator;;;;;;;;;;;;x
zarist_emulated_alexis;Emulated Alexis the Quietest;;;;;;;;;;;;x
emulation_failed;Failed Emulation;;;;;;;;;;;;x
zarist_emulated_peter_desc;This character successfully emulated Peter the Greatest.;;;;;;;;;;;;x
zarist_emulated_nicholas_desc;This character successfully emulated Nicholas the Passion-Bearer.;;;;;;;;;;;;x
zarist_emulated_ivan_desc;This character successfully emulated Ivan the Formidable.;;;;;;;;;;;;x
zarist_emulated_catherine_desc;This character successfully emulated Catherine the Tsarina.;;;;;;;;;;;;x
zarist_emulated_alexander_desc;This character successfully emulated Alexander the Liberator.;;;;;;;;;;;;x
zarist_emulated_alexis_desc;This character successfully emulated Alexis the Quietest.;;;;;;;;;;;;x
emulation_failed_desc;This character terribly failed to change [This.GetHerHis] life to the better.;;;;;;;;;;;;x
zarist_emulate_tt;Gained a trait of the emulated tzar or lost its opposite.;;;;;;;;;;;;x

obj_lutheran_exodus_title;Emulate Exodus 20:3;;;;;;;;;;;;x
obj_lutheran_luke_title;Emulate Luke 6:35;;;;;;;;;;;;x
obj_lutheran_ephesians_title;Emulate Ephesians 6:11;;;;;;;;;;;;x
obj_lutheran_corinthians_title;Emulate 1 Corinthians 6:19;;;;;;;;;;;;x
obj_lutheran_galatians_title;Emulate Galatians 6:9;;;;;;;;;;;;x
obj_lutheran_hebrews_title;Emulate Hebrews 4:12;;;;;;;;;;;;x
obj_lutheran_psalm_title;Emulate Psalm 72;;;;;;;;;;;;x
obj_lutheran_exodus;Emulate Exodus 20:3;;;;;;;;;;;;x
obj_lutheran_luke;Emulate Luke 6:35;;;;;;;;;;;;x
obj_lutheran_ephesians;Emulate Ephesians 6:11;;;;;;;;;;;;x
obj_lutheran_corinthians;Emulate 1 Corinthians 6:19;;;;;;;;;;;;x
obj_lutheran_galatians;Emulate Galatians 6:9;;;;;;;;;;;;x
obj_lutheran_hebrews;Emulate Hebrews 4:12;;;;;;;;;;;;x
obj_lutheran_psalm;Emulate Psalm 72;;;;;;;;;;;;x
obj_lutheran_exodus_desc;"Thou Shalt Have No Other Gods Before Me"\n[This.GetTitledFirstName] tries to live according to this passages. [This.GetSheHeCap] focuses on becoming §YZealous§! and §YHumble§!, while avoiding their opposites.;;;;;;;;;;;;x
obj_lutheran_luke_desc;"But love your enemies, do good to them, and lend to them without expecting to get anything back. Then your reward will be great, and you will be children of the Most High, because he is kind to the ungrateful and wicked."\n[This.GetTitledFirstName] tries to live according to this passages. [This.GetSheHeCap] focuses on becoming §YKind§! and §YCharitable§!, while avoiding their opposites.;;;;;;;;;;;;x
obj_lutheran_ephesians_desc;"Put on the full armor of God, so that you can take your stand against the devil's schemes"\n[This.GetTitledFirstName] tries to live according to this passages. [This.GetSheHeCap] focuses on becoming §YHonest§! and §YBrave§!, while avoiding their opposites.;;;;;;;;;;;;x
obj_lutheran_corinthians_desc;"Or do you not know that your body is a temple of the Holy Spirit who is in you, whom you have from God, and that you are not your own?"\n[This.GetTitledFirstName] tries to live according to this passages. [This.GetSheHeCap] focuses on becoming §YChaste§! and §YTemperate§!, while avoiding their opposites.;;;;;;;;;;;;x
obj_lutheran_galatians_desc;"Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up."\n[This.GetTitledFirstName] tries to live according to this passages. [This.GetSheHeCap] focuses on becoming §YDiligent§! and §YPatient§!, while avoiding their opposites.;;;;;;;;;;;;x
obj_lutheran_hebrews_desc;"For the word of God is quick, and powerful, and sharper than any two edged sword, piercing even to the dividing asunder of soul and spirit, and of the joints and marrow, and a discerner of the thoughts and intents of the heart."\n[This.GetTitledFirstName] tries to live according to this passages. [This.GetSheHeCap] focuses on becoming §YErudite§! and §YZealous§!, while avoiding their opposites.;;;;;;;;;;;;x
obj_lutheran_psalm_desc;"O God, give the King your justice, and the king's son your righteousness, so that he may judge your people with righteousness, and your oppressed people with Justice."\n[This.GetTitledFirstName] tries to live according to this passages. [This.GetSheHeCap] focuses on becoming §YJust§! and §YContent§!, while avoiding their opposites.;;;;;;;;;;;;x
lutheran_emulated_exodus;Emulated Exodus 20:3;;;;;;;;;;;;x
lutheran_emulated_luke;Emulated Luke 6:35;;;;;;;;;;;;x
lutheran_emulated_ephesians;Emulated Ephesians 6:11;;;;;;;;;;;;x
lutheran_emulated_corinthians;Emulated 1 Corinthians 6:19;;;;;;;;;;;;x
lutheran_emulated_galatians;Emulated Galatians 6:9;;;;;;;;;;;;x
lutheran_emulated_hebrews;Emulated Hebrews 4:12;;;;;;;;;;;;x
lutheran_emulated_psalm;Emulated Psalm 72;;;;;;;;;;;;x
lutheran_emulated_exodus_desc;This character successfully emulated Exodus 20:3.;;;;;;;;;;;;x
lutheran_emulated_luke_desc;This character successfully emulated Luke 6:35.;;;;;;;;;;;;x
lutheran_emulated_ephesians_desc;This character successfully emulated Ephesians 6:11.;;;;;;;;;;;;x
lutheran_emulated_corinthians_desc;This character successfully emulated 1 Corinthians 6:19.;;;;;;;;;;;;x
lutheran_emulated_galatians_desc;This character successfully emulated Galatians 6:9.;;;;;;;;;;;;x
lutheran_emulated_hebrews_desc;This character successfully emulated Hebrews 4:12.;;;;;;;;;;;;x
lutheran_emulated_psalm_desc;This character successfully emulated Psalm 72.;;;;;;;;;;;;x
lutheran_emulate_tt;Gained a trait of the emulated passage or lost its opposite.;;;;;;;;;;;;x

EVTDESCZARIST200;You have been in the library more and more often. You can't stop reading books about how to become a better [Root.Religion.GetName]. But this happens to reduce the time you spend with other important issues.;;;;;;;;;;;;x
EVTOPTAZARIST200;Knowledge is the only thing that matters.;;;;;;;;;;;;x
EVTOPTBZARIST200;I will take a break.;;;;;;;;;;;;x
EVTDESCZARIST205;You have already tried many strange things to improve yourself as a [Root.Religion.GetName]. None of them helped. Today someone mentioned another one. You could wear a cilice.;;;;;;;;;;;;x
EVTOPTAZARIST205;Painful, but effective.;;;;;;;;;;;;x
EVTOPTBZARIST205;This torture is for the fools.;;;;;;;;;;;;x
EVTDESCZARIST201;Your reccent decision to [Root.GetEmulationAction] wasn't left unnoticed. [emulation_likes.GetTitledFirstName] complimented your behavior multiple times.;;;;;;;;;;;;x
EVTOPTAZARIST201;We could speak more.;;;;;;;;;;;;x
EVTOPTBZARIST201;I'm doing this for the faith.;;;;;;;;;;;;x
EVTDESCZARIST202;Your reccent decision to [Root.GetEmulationAction] wasn't left unnoticed. [emulation_dislikes.GetTitledFirstName] told many of the other courtiers that this isn't the right behavior for a [Root.GetTitle].;;;;;;;;;;;;x
EVTOPTAZARIST202;[emulation_dislikes.GetSheHeCap] should stop.;;;;;;;;;;;;x
EVTOPTBZARIST202;I won't embarrass myself like this.;;;;;;;;;;;;x
wears_cilice;Wears Cilice;;;;;;;;;;;;x
wears_cilice_desc;This character follows a trully hurtful religious practice.;;;;;;;;;;;;x
emulation_studies_a_lot;Spends time studying;;;;;;;;;;;;x
emulation_studies_a_lot_desc;This person spends a bit too much time in the library.;;;;;;;;;;;;x
helps_emulating_tzar;Getting better results during the §YEmulate [From.GetEmulatedTsar]§! ambition.;;;;;;;;;;;;x

EVTDESCZARIST210;Today an old man requested visit from you. He explained that he was a truely religious person, but also a poor one. He wants to sell you a portrait of [Root.GetEmulatedTsar] that is his only possession.;;;;;;;;;;;;x
EVTOPTAZARIST210;I will buy it for myself.;;;;;;;;;;;;x
EVTOPTBZARIST210;I will buy it for the local church.;;;;;;;;;;;;x
EVTOPTCZARIST210;Nobody have seen him coming in, right?;;;;;;;;;;;;x
EVTOPTDZARIST210;I have to decline.;;;;;;;;;;;;x

EVTDESCZARIST215;On a [Root.GetWeatherAdjective] day, while you were thinking about your [Root.GetMatterOfImportance], [Root.GetAReligiousFigure] visits you. He [Root.GetDreamAction] then reminds you about [Root.GetEmulatedTsarOrPassage]. Then you wake up.;;;;;;;;;;;;x
EVTOPTAZARIST215;This is my destiny!;;;;;;;;;;;;x
EVTOPTBZARIST215;These are just dreams.;;;;;;;;;;;;x
emulation_is_destinity;Emulation is destiny;;;;;;;;;;;;x
emulation_is_destinity_desc;This character thinks this emulation is their destiny.;;;;;;;;;;;;x

zarist_painting_peter;Portrait of Peter the Greatest;;;;;;;;;;;;x
zarist_painting_nicholas;Portrait of Nicholas the Passion-Bearer;;;;;;;;;;;;x
zarist_painting_ivan;Portrait of Ivan the Formidable;;;;;;;;;;;;x
zarist_painting_catherine;Portrait of Catherine the Tsarina;;;;;;;;;;;;x
zarist_painting_alexander;Portrait of Alexander the Liberator;;;;;;;;;;;;x
zarist_painting_alexis;Portrait of Alexis the Quietest;;;;;;;;;;;;x
zarist_painting_peter_desc;This is a finely made religious portrait of Peter the Greatest.;;;;;;;;;;;;x
zarist_painting_nicholas_desc;This is a finely made religious portrait of Nicholas the Passion-Bearer.;;;;;;;;;;;;x
zarist_painting_ivan_desc;This is a finely made religious portrait of Ivan the Formidable.;;;;;;;;;;;;x
zarist_painting_catherine_desc;This is a finely made religious portrait of Catherine the Tsarina.;;;;;;;;;;;;x
zarist_painting_alexander_desc;This is a finely made religious portrait of Alexander the Liberator.;;;;;;;;;;;;x
zarist_painting_alexis_desc;This is a finely made religious portrait of Alexis the Quietest.;;;;;;;;;;;;x
