PROV2129;Pantelleria;x
PROV2130;Korcula;x
PROV2131;Hvar;x
PROV2132;Krk;x
PROV2133;Goidheo;x
PROV2134;Faodhippolhu;x
PROV2135;Ari;x
PROV2136;Male';x
PROV2137;Oleron;x
PROV2138;Belle Ile;x
PROV2139;Scilly;x
PROV2140;Aran Islands;x
PROV2141;Romo;x
PROV2142;Fano;x
PROV2143;Arran Island;x
PROV2144;Islay;x
PROV2145;Uist;x
PROV2146;Outer Hebrides;x
PROV2147;Suduroy;x
PROV2148;Gozo;x
PROV1215;Colombo;x 
PROV1279;Moneragala;x 
PROV1195;Mannar;x
PROV1414;Batticaloa;x
PROV1194;Jaffna;x
PROV2151;Nagaland;x
PROV2152;Eysturoy;x
PROV2153;Vagar;x
PROV2154;Sandoy;x
PROV653;Qatar;x
PROV1531;Bahrain;x
PROV2155;North Ossetia;x
PROV2156;South Ossetia;x
PROV2157;Riyadh;x
PROV2158;Hatiya;x
PROV2159;Sandwip;x
PROV2160;Vorarlberg;x
PROV2161;Upper Lake Nasser;x
PROV2162;Middle Lake Nasser;x
PROV2163;Lower Lake Nasser;x
PROV2164;Nile;x
PROV2165;Buthidaung;x
PROV2166;Paletwa;x
PROV2167;Hakha;x
PROV2168;Matupi;x
PROV2169;Tedim;x
PROV2170;Tamu;x
PROV2171;Mawlaik;x
PROV2172;Homalin;x
PROV2173;Putao;x
PROV2174;The Deadlands;x
PROV2175;Icelandic Glaciers;x
PROV2176;Keflavik;x
PROV2177;Saudakrokur;x
PROV2178;Isafjordur;x
PROV387;Varzuga;x
PROV2179;Apatity;x
PROV2180;Ostrovnoy;x
PROV2181;Murmansk;x
PROV2182;Inari;x
PROV2183;Sodankyla;x
PROV2184;Posio;x
PROV2185;Kittila;x
PROV382;Turku;x
PROV383;Hameenlinna;x
PROV384;Pori;x
PROV2186;Gordbole;x
PROV2187;Parkano;x
PROV2188;Sastamala;x
PROV2189;Hameenkoski;x
PROV2190;Heinola;x
PROV2191;Salo;x
PROV299;Mahirood;x
PROV632;Bojnurd;x
PROV2192;Meshed;x
PROV2193;Qaen;x
PROV2194;Kashmar;x
PROV2195;Ferdous;x
PROV2196;Bardaskan;x
PROV2197;Bargaz;x
PROV2198;Farah;x
PROV2199;Zabol;x
PROV2200;Shuru;x
PROV2201;Gwadar;x
PROV2202;Iranshahr;x
PROV2203;Khash;x
PROV2204;Sirkan;x
PROV2205;Nayband;x
PROV2206;Shendi;x
PROV2207;Hamashkoraib;x
PROV2208;Oleb;x
PROV2209;Laasqoray;x
PROV2210;Raas Xaafuun;x
PROV2211;Bandar Beyla;x
PROV2212;Garoowe;x
PROV2213;Bokh;x
PROV2214;Salahley;x
PROV2215;Degehabur;x
PROV2216;Fiq;x
PROV2217;Bir Tawil;x
PROV2218;Razgrad;x
PROV2219;Astrakhan;x
PROV2220;Gagauzia;x
PROV2221;Briancon;x
PROV2222;Aran;x
PROV2223;Gorizia;x
PROV2224;Debrecen;x
PROV2225;Bekes;x
PROV2226;Rhone;x
PROV2227;Rhone;x
PROV2228;Po;x
PROV2229;Po;x
PROV2230;Oder;x
PROV2231;Oder;x
PROV2232;Oder;x
PROV2233;Neman;x
PROV2234;Neman;x
PROV2235;Neman;x
PROV2236;Tigris and Euphrates;x
PROV2237;Tigris;x
PROV2238;Tigris;x
PROV2239;Tigris;x
PROV2240;Euphrates;x
PROV2241;Euphrates;x
PROV2242;Euphrates;x
PROV2243;Euphrates;x
PROV2244;Euphrates;x
PROV2245;Lusatia;x
PROV2246;Kaszuby;x
PROV2247;Chojnice;x
PROV2248;Ostrow;x
PROV2249;Wroclaw;x
PROV2250;Opole;x
PROV2251;Lubliniec;x
PROV2252;Katowice;x
PROV2253;Goralszczyzna;x
PROV433;Rybnik;x
PROV427;Masuria;x
PROV370;Warmia;x
PROV369;Powisle;x
PROV435;Jelenia Gora;x
PROV1765;Kantor;x
PROV2254;Kerewan;x
PROV2255;Charmen;x
PROV2256;Basse Santa Su;x
PROV2257;Mamud Fana;x
PROV2258;Soulabali;x
PROV2259;Tankon;x
PROV2260;Bignona;x
PROV2261;Banjul;x
PROV1765;Karantaba;x
PROV2262;Dakar;x
PROV2263;Thies;x
PROV2264;Kebemer;x
PROV2265;Saint Louis;x
PROV2266;Makhana;x
PROV2267;Touba;x
PROV2268;Kaolack;x
PROV2269;Toubakouta;x
PROV2270;Tieole;x
PROV2271;Haere Lao;x
PROV2272;Boulel;x
PROV2273;Velingara;x
PROV2274;Kelkome;x
PROV2275;Thilogne;x
PROV2276;Mboune;x
PROV2277;Koumpentoum;x
PROV2278;Tambacounda;x
PROV2279;Gouloumbou;x
PROV2280;Ballou;x
PROV2281;Wassadougou;x
PROV2282;Bankou;x
PROV2283;Salemata;x
PROV2284;Sanela;x
PROV2285;Keniekenieba;x
PROV2286;Santa Cruz;x
PROV2287;Valle Gran Rey;x
PROV2288;La Frontera;x
PROV2289;La Palma;x
PROV926;Goudiri;x
PROV2290;Coast of Medeira;x
PROV2291;Coast of the Azores;x
PROV2292;Salalah;x#empty
PROV2293;Jazan;x#empty
PROV2294;Hajjah;x#empty
PROV2295;Saharan Coast;x
PROV2296;Sahel Coast;x
PROV2297;Senegalese Coast;x
PROV2298;Sengal Estuary;x
PROV2299;Senegalese Coast;x
PROV2300;Senegalese Coast;x
PROV2301;Guinean Coast;x
PROV2302;Atlantic Ocean;x
PROV2303;Atlantic Ocean;x
PROV2304;Verdean Coast;x
PROV2305;Verdean Coast;x
PROV2306;Lake Balaton;x
PROV2307;Madeira;x
PROV2308;Santa Maria;x
PROV2309;Sao Miguel;x
PROV2310;Terceira;x
PROV2311;Graciosa;x
PROV2312;Sao Jorge;x
PROV2313;Pico;x
PROV2314;Faial;x
PROV2315;Flores;x
PROV2316;Maio;x
PROV2317;Praia;x
PROV2318;Fogo;x
PROV2319;Brava;x
PROV2320;Boa Vista;x
PROV2321;Sal;x
PROV2322;Ribeira Brava;x
PROV2323;Santa Luzia;x
PROV2324;Sao Vicente;x
PROV2325;Santo Antao;x
PROV2326;Bissau;x
PROV2327;Buba;x
PROV2328;Boke;x
PROV2329;Conakry;x
PROV2330;Guinea Islands;x
PROV2331;Gambia;x
PROV2332;Gambia;x
PROV2333;Senegal;x
PROV2334;Senegal;x
PROV2335;Senegal;x
PROV2336;Senegal;x
PROV2337;Telimele;x
PROV2338;Tougue;x
PROV2339;Kindia;x
PROV2340;Kamakwie;x
PROV2341;Mamou;x
PROV2342;Kalia;x
PROV2343;Keur Macene;x
PROV2344;Nouakchott;x
PROV2345;Tekane;x
PROV2346;Bu Tilimit;x
PROV2347;Akjoujt;x
PROV2348;Iouik;x
PROV2349;Bughi;x
PROV2350;Alak;x
PROV2351;Aujift;x
PROV2352;Atar;x
PROV2353;Kaedi;x
PROV2354;Barkijul;x
PROV2355;Kifa;x
PROV2356;Zemzem;x
PROV2357;Sankrafa;x
PROV2358;Tijikja;x
PROV2359;Jraif;x
PROV2360;Reguibat;x
PROV2361;Oulad Delim;x
PROV2362;Larossien;x
PROV2363;Oulad Tidrarin;x
PROV2364;Tekna;x
PROV2365;Kaltat Zammur;x
PROV2366;Kangare;x
PROV2367;Bougouni;x
PROV2368;Diema;x
PROV2369;Mahina;x
PROV2370;Kayes;x
PROV1763;Bamako;x
PROV1761;Balea;x
PROV1760;Niantanso;x
PROV1764;Sandare;x
PROV925;Saladou;x
PROV2371;Gogui;x
PROV2372;Ujun-al-Atrus;x
PROV2373;Tishit;x
PROV2374;Walata;x
PROV2375;Timbadgha;x
PROV2376;Nouadhibou;x
PROV912;Tidjikja;x
PROV913;Abu Kadum;x
PROV1758;Gaoua;x
PROV1880;Korhogo;x
PROV2377;Odienne;x
PROV2378;Bobo Dioulasso;x
PROV2379;Dedougou;x
PROV2380;Koudougou;x
PROV2381;Wa;x
PROV2382;Ouahigouya;x
PROV2383;Tamale;x
PROV2384;Yawgu;x
PROV2385;Djougou;x
PROV2386;Tambiga;x
PROV2387;Kaya;x
PROV1757;Yako;x
PROV1756;Markoye;x
PROV928;Kantchari;x
PROV2388;Sikasso;x
PROV2389;Zangasso;x
PROV2390;Dioila;x
PROV2391;Koutiala;x
PROV2392;Yangasso;x
PROV2393;Bandiagara;x
PROV2394;Niono;x
PROV2395;Banamba;x
PROV2396;Nara;x
PROV2397;Mopti;x
PROV2398;Hombori;x
PROV2399;Bourem;x
PROV1768;Gargando;x
PROV915;Diabaly;x
PROV911;Timbuktu;x
PROV2400;Tera;x
PROV2401;Ouallam;x
PROV2402;Filingue;x
PROV2403;Dosso;x
PROV2404;Sanam;x
PROV2405;Dogondoutchi;x
PROV2406;Tilia;x
PROV2407;Tasara;x
PROV2408;Abalak;x
PROV1754;Niamey;x
PROV1755;Koure;x
PROV927;Luma;x
PROV1736;Maliari;x
PROV1737;Fachi;x
PROV1738;Dannet;x
PROV1743;Maiduguri;x
PROV1744;Chetimari;x
PROV1745;Darazo;x
PROV1746;Kaduna;x
PROV1747;Kano;x
PROV1748;Sakke;x
PROV1750;Buruku;x
PROV1751;Zaria;x
PROV1752;Yelwa;x
PROV1753;Gesheru;x
PROV2409;Agadez;x
PROV2410;Tanout;x
PROV2411;Bermo;x
PROV2412;Maradi;x
PROV2413;Garazou;x
PROV2414;Kelle;x
PROV2415;Keling;x
PROV2416;Djibri;x
PROV2417;Zinder;x
PROV2418;Zermou;x
PROV2419;Matsena;x
PROV2420;Assamaka;x
PROV2421;Logobou;x
PROV2422;Borogourou;x
PROV2423;Kandi;x
PROV2424;Guene;x
PROV2425;Shanga;x
PROV2426;Sokoto;x
PROV2427;Gusau;x
PROV2428;Katsina;x
PROV2429;Daura;x
PROV2430;Misau;x
PROV2431;Potiskum;x
PROV2432;Gamawa;x
PROV2433;Gombe;x
PROV2434;Fika;x
PROV2435;Mabaraka;x
PROV2436;Ngourti;x
PROV2437;Jega;x
PROV2438;Maroua;x
PROV2439;Bol;x
PROV2440;Tipsi;x
PROV2441;Kaouda;x
PROV2442;Nokou;x
PROV2443;Melfi;x
PROV2444;Abou Deia;x
PROV2445;Moussoro;x
PROV2446;Salal;x
PROV2447;Faya;x
PROV2448;Koro Toro;x
PROV2449;Salma;x
PROV2450;Am Timan;x
PROV2451;Goz Beida;x
PROV2452;Adre;x
PROV2453;Marmana;x
PROV2454;Oum Hadjer;x
PROV2455;Ati;x
PROV2456;Djedaa;x
PROV2457;Biltine;x
PROV2458;Guereda;x
PROV2459;Lotour;x
PROV2460;Iriba;x
PROV2461;Ounianga;x
PROV2462;Zouar;x
PROV1769;Bokoro;x
PROV1770;Al Kaba;x
PROV1739;Oudrou;x
PROV1740;Massenya;x
PROV1741;Ndjamena;x
PROV1742;Garoua;x
PROV1772;El Daein;x
PROV2463;Birao;x
PROV2464;Um Dafuq;x
PROV2465;Gereida;x
PROV2466;Nyala;x
PROV2467;Zalinje;x
PROV2468;Geneina;x
PROV2469;Karnoi;x
PROV2470;Al Fashir;x
PROV2471;Babanusa;x
PROV2472;Badr;x
PROV2473;An Nuhud;x
PROV2474;Kadukli;x
PROV2475;El Obeid;x
PROV2476;Qadisiyah;x
PROV2477;Magrur;x
PROV2478;Ruwaba;x
PROV2479;Fadwa;x
PROV2480;Habos;x
PROV2481;Malakal;x
PROV2482;Ghaat;x
PROV2483;Saloum;x
PROV2484;Ratnapura;x
PROV2485;Puttalam;x
PROV2486;Badulla;x
PROV2487;Trincomalee;x
PROV2488;Almalyk;x
PROV2489;Batken;x
PROV2490;Kiel Canal;x
PROV2491;Athos;x
PROV2492;Elba;x
PROV2493;Eolie;x
PROV2494;Dzhankoi;x
PROV2498;Sakaka;x
PROV2499;Al-Anbad;x
PROV2500;Bal'ama;x
PROV2501;Punakha;x
PROV2502;Zhemgang;x
PROV2503;Arcadia;x
PROV2504;Rethymnon;x
PROV2505;Lassithi;x
PROV2506;Larnaca;x
PROV2507;Laghouat;x
PROV2508;The Auvergnes;x
PROV2509;Haifa;x
PROV2510;Jezreel;x
PROV2511;Al Balqa;x
PROV2512;The Pyrenees;x
PROV2513;Ydreoer;x
PROV2514;Dogger Sea;x
PROV2517;Doggerland Coast;x
PROV2518;Doggerland Coast;x
PROV2521;The Apennines;x
PROV2522;Malakand;x
PROV2523;Gegyaiii;x
PROV2524;Saidnaya;x
PROV2525;al-Qusayr;x
PROV2526;Akhty;x
PROV2527;Khunzakh;x
PROV2528;Upper Chechnya;x
PROV2529;Mozdok;x
PROV2530;Balkaria;x
PROV2531;Circassia;x
PROV2532;Volga;x
PROV2533;Guernsey;x
PROV2534;Sark;x
PROV2535;Aulderney;x
PROV2536;Kagatuzicun;x
PROV2537;Qiahaxiang;x
PROV2538;Aqiangxiang;x
PROV2539;Palakkad;x
PROV2540;Idukki;x
PROV2541;Kanniyakumari;x
PROV2542;Coimbatore;x
PROV2543;Virudhunagar;x
PROV2544;Ariyalu;x
PROV2545;Cuddalore;x
PROV2546;Raigad;x
PROV2547;Valsad;x
PROV2548;Narmada;x
PROV2549;Alirajpur;x
PROV2550;Barwani;x
PROV2551;Garganagar;x
PROV2552;Khargone;x
PROV2553;Rajgarh;x
PROV2554;Thar Desert;x
PROV2555;Iranian Deserts;x
PROV2556;Thar Desert;x
PROV2557;Thar Desert;x
PROV2558;Zuiderzee;x
PROV2559;New York;x
PROV2560;Rio De Janeiro;x
PROV2561;The Alps;x
PROV2562;The Alps;x
PROV2563;The Alps;x
PROV2564;Banat;x
PROV2565;The Alps;x
PROV2566;The Alps;x
PROV2567;The Alps;x
PROV2568;Orense;x
PROV2569;Alto Aragon;x
PROV2570;Hanko;x
PROV2571;Derien;x
PROV2572;The Alps;x
PROV2573;Stockholm;x
PROV2574;The Alps;x
PROV2575;The Alps;x
PROV2576;Gounzoureye;x
PROV2577;Vaasa;x
PROV2578;Mures;x
PROV2579;Sibiu;x
PROV2580;The Alps;x
PROV2581;The Alps;x
PROV2582;The Alps;x
PROV2583;Lofoten;x
PROV2584;Tsakonia;x
PROV2585;The Auvergnes;x
PROV2586;Toledo;x
PROV2587;The Auvergnes;x
PROV2588;The Keel;x
PROV2589;The Pyrenees;x
PROV2590;Ararat;x
PROV2591;The Madonies;x
PROV2592;The Apennines;x
PROV2593;The Apennines;x
PROV2594;The Apennines;x
PROV2595;Iranian Deserts;x
PROV2596;Iranian Deserts;x
PROV2597;Ganges;x
PROV2598;Ganges;x
PROV2599;Ganges;x
PROV2600;Khulna;x
PROV2651;Rayong;x
PROV2652;Trat;x
PROV2653;Chantaburi;x
PROV2654;Nakhon Pathom;x
PROV2655;Suphanburi;x
PROV2656;Sam Chuk;x
PROV2657;Prachuap Khiri Khan;x
PROV2658;Phetchaburi;x
PROV2659;Ratchaburi;x
PROV2660;Kanchanaburi;x
PROV2661;Suratthani ;x
PROV2662;Chaiya ;x
PROV2663;Chumphon;x
PROV2664;Sai Thong;x
PROV2665;Phuket;x
PROV2666;Phangnga;x
PROV2667;Ranong;x
PROV2668;Trang;x
PROV2669;Phatthalung;x
PROV2670;Krabi;x
PROV2671;Songkhla;x
PROV2672;Nakhon Si Thammarat;x
PROV2673;Hsiheng;x
PROV2674;Taunggyi;x
PROV2675;Kyaukme;x
PROV2676;Langkho;x
PROV2677;Mongton;x
PROV2678;Tachileik;x
PROV2679;Keng Tung;x
PROV2680;Tangyan;x
PROV2681;Muse;x
PROV2682;Lashio;x
PROV2683;Mabein;x
PROV2684;Lom Raet;x
PROV2685;Lampang;x
PROV2686;Phayao;x
PROV2687;Phrae;x
PROV2688;Nan;x
PROV2689;Bo Luang;x
PROV2690;Chiang Mai;x
PROV2691;Lamphun;x
PROV2692;Chiang Rai;x
PROV2693;Yuam;x
PROV2694;Mae Hong Son;x
PROV2695;Pai;x
PROV2696;Takeo;x
PROV2697;Phnom Penh;x
PROV2698;Prey Veng;x
PROV2699;Phu Quoc;x
PROV2700;Kampot;x
PROV2701;Preah Sihanouk;x
PROV2702;Pursat;x
PROV2703;Battambang;x
PROV2704;Banteay Meanchey;x
PROV2705;Siem Reap;x
PROV2706;Oddar Meanchey;x
PROV2707;Preah Vihear;x
PROV2708;Kampong Speu;x
PROV2709;Kampong Chnang;x
PROV2710;Kampong Thom;x
PROV2711;Kampong Cham;x
PROV2712;Tboung Khmum;x
PROV2713;Kratie;x
PROV2714;Mondulkiri;x
PROV2715;Steung Treng;x
PROV2716;Ratanakiri;x
PROV2717;Taipei;x
PROV2718;Hisnchu;x
PROV2719;Magong;x
PROV2720;Taichung;x
PROV2721;Heping;x
PROV2722;Miaoli;x
PROV2723;Kaohsiung;x
PROV2724;Tainan;x
PROV2725;Shanlin;x
PROV2726;Yilan;x
PROV2727;Hualien;x
PROV2728;Taitung;x
PROV2729;Pingtung;x
PROV2730;Yakushima;Yakushima;Yakushima;x
PROV2731;Kagoshima;Kagoshima;Kagoshima;x
PROV2732;Miyazaki;Miyazaki;Miyazaki;x
PROV2733;Kumamoto;Kumamoto;Kumamoto;x
PROV2734;Oita;Oita;Oita;x
PROV2735;Fukuoka;Fukuoka;Fukuoka;x
PROV2736;Saga;Saga;Saga;x
PROV2737;Nagasaki;Nagasaki;Nagasaki;x
PROV2738;Hirado;Hirado;Hirado;x
PROV2739;Shinkamigoto;Shinkamigoto;Shinkamigoto;x
PROV2740;Kochi;Kochi;Kochi;x
PROV2741;Ehime;Ehime;Ehime;x
PROV2742;Takamatsu;Takamatsu;Takamatsu;x
PROV2743;Tokushima;Tokushima;Tokushima;x
PROV2744;Sumoto;Sumoto;Sumoto;x
PROV2745;Nagato;Nagato;Nagato;x
PROV2746;Shunan;Shunan;Shunan;x
PROV2747;Hamada;Hamada;Hamada;x
PROV2748;Hiroshima;Hiroshima;Hiroshima;x
PROV2749;Mihara;Mihara;Mihara;x
PROV2750;Fukuyama;Fukuyama;Fukuyama;x
PROV2751;Okayama;Okayama;Okayama;x
PROV2752;Okinoshima;Okinoshima;Okinoshima;x
PROV2753;Matsue;Matsue;Matsue;x
PROV2754;Kurayoshi;Kurayoshi;Kurayoshi;x
PROV2755;Tottori;Tottori;Tottori;x
PROV2756;Himeji;Himeji;Himeji;x
PROV2757;Kobe;Kobe;Kobe;x
PROV2758;Fukuchiyama;Fukuchiyama;Fukuchiyama;x
PROV2759;Miyazu;Miyazu;Miyazu;x
PROV2760;Osaka;Osaka;Osaka;x
PROV2761;Tanabe;Tanabe;Tanabe;x
PROV2762;Owase;Owase;Owase;x
PROV2763;Matsusaka;Matsusaka;Matsusaka;x
PROV2764;Kyoto;Kyoto;Kyoto;x
PROV2765;Shiga;Shiga;Shiga;x
PROV2766;Iga;Iga;Iga;x
PROV2767;Tsuruga;Tsuruga;Tsuruga;x
PROV2768;Fukui;Fukui;Fukui;x
PROV2769;Ono;Ono;Ono;x
PROV2770;Nagoya;Nagoya;Nagoya;x
PROV2771;Minokamo;Minokamo;Minokamo;x
PROV2772;Toyohashi;Toyohashi;Toyohashi;x
PROV2773;Shitara;Shitara;Shitara;x
PROV2774;Hamamatsu;Hamamatsu;Hamamatsu;x
PROV2775;Shizuoka;Shizuoka;Shizuoka;x
PROV2776;Numazu;Numazu;Numazu;x
PROV2777;Yokohama;Yokohama;Yokohama;x
PROV2778;Tokyo;Tokyo;Tokyo;x
PROV2779;Nanao;Nanao;Nanao;x
PROV2780;Toyama;Toyama;Toyama;x
PROV2781;Kanazawa;Kanazawa;Kanazawa;x
PROV2782;Nanto;Nanto;Nanto;x
PROV2783;Hokuto;Hokuto;Hokuto;x
PROV2784;Saku;Saku;Saku;x
PROV2785;Chichibu;Chichibu;Chichibu;x
PROV2786;Karuizawa;Karuizawa;Karuizawa;x
PROV2787;Oshima;Oshima;Oshima;x
PROV2788;Tateyama;Tateyama;Tateyama;x
PROV2789;Chiba;Chiba;Chiba;x
PROV2790;Sado;Sado;Sado;x
PROV2791;Nagaoka;Nagaoka;Nagaoka;x
PROV2792;Niigata;Niigata;Niigata;x
PROV2793;Aizuwakamatsu;Aizuwakamatsu;Aizuwakamatsu;x
PROV2794;Shibata;Shibata;Shibata;x
PROV2795;Hitachi;Hitachi;Hitachi;x
PROV2796;Nasushiobara;Nasushiobara;Nasushiobara;x
PROV2797;Iwaki;Iwaki;Iwaki;x
PROV2798;Fukushima;Fukushima;Fukushima;x
PROV2799;Sendai;Sendai;Sendai;x
PROV2800;Kesennuma;Kesennuma;Kesennuma;x
PROV2801;Morioka;Morioka;Morioka;x
PROV2802;Murakami;Murakami;Murakami;x
PROV2803;Sakata;Sakata;Sakata;x
PROV2804;Oga;Oga;Oga;x
PROV2805;Aomori;Aomori;Aomori;x
PROV2806;Hakodate;Hakodate;Hakodate;x
PROV2807;Kutchan;Kutchan;Kutchan;x
PROV2808;Muroran;Muroran;Muroran;x
PROV2809;Sapporo;Sapporo;Sapporo;x
PROV2810;Erimo;Erimo;Erimo;x
PROV2811;Obihiro;Obihiro;Obihiro;x
PROV2812;Kushiro;Kushiro;Kushiro;x
PROV2813;Nemuro;Nemuro;Nemuro;x
PROV2814;Mombetsu;Mombetsu;Mombetsu;x
PROV2815;Asahikawa;Asahikawa;Asahikawa;x
PROV2816;Wakkanai;Wakkanai;Wakkanai;x
PROV2817;Rumoi;Rumoi;Rumoi;x
PROV2818;Furano;Furano;Furano;x
PROV2819;An Giang;An Giang;An Giang;x
PROV2820;Ca Mau;Ca Mau;Ca Mau;x
PROV2821;Bac Lieu;Bac Lieu;Bac Lieu;x
PROV2822;My Thuan;My Thuan;My Thuan;x
PROV2823;Soc Trang;Soc Trang;Soc Trang;x
PROV2824;Can Tho;Can Tho;Can Tho;x
PROV2825;Ho Chi Minh;x
PROV2826;Tra Vinh;Tra Vinh;Tra Vinh;x
PROV2827;Vinh Long;Vinh Long;Vinh Long;x
PROV2828;Dong Thap;Dong Thap;Dong Thap;x
PROV2829;Ben Tre;Ben Tre;Ben Tre;x
PROV2830;Tien Giang;Tien Giang;Tien Giang;x
PROV2831;Long An;Long An;Long An;x
PROV2832;Tay Ninh;Tay Ninh;Tay Ninh;x
PROV2833;Binh Duong;Binh Duong;Binh Duong;x
PROV2834;Dong Nai;Dong Nai;Dong Nai;x
PROV2835;Binh Phuoc;Binh Phuoc;Binh Phuoc;x
PROV2836;Ba Ria;Ba Ria;Ba Ria;x
PROV2837;Binh Thuan;Binh Thuan;Binh Thuan;x
PROV2838;Lam Dong;Lam Dong;Lam Dong;x
PROV2839;Dak Nong;Dak Nong;Dak Nong;x
PROV2840;Ninh Thuan;Ninh Thuan;Ninh Thuan;x
PROV2841;Kanh Hoa;Kanh Hoa;Kanh Hoa;x
PROV2842;Dak Lak;Dak Lak;Dak Lak;x
PROV2843;Phu Yen;Phu Yen;Phu Yen;x
PROV2844;Gia Lai;Gia Lai;Gia Lai;x
PROV2845;Binh Dinh;Binh Dinh;Binh Dinh;x
PROV2846;Quang Ngai;Quang Ngai;Quang Ngai;x
PROV2847;Quang Nam;Quang Nam;Quang Nam;x
PROV2848;Hoa Vang;Hoa Vang;Hoa Vang;x
PROV2849;Thura Thien Hue;Thura Thien Hue;Thura Thien Hue;x
PROV2850;Quang Tri;Quang Tri;Quang Tri;x
PROV2851;Quang Binh;Quang Binh;Quang Binh;x
PROV2852;Ha Tinh;Ha Tinh;Ha Tinh;x
PROV2853;Nghe An;Nghe An;Nghe An;x
PROV2854;Thanh Hoa;Thanh Hoa;Thanh Hoa;x
PROV2855;Son La;Son La;Son La;x
PROV2856;Hoa Binh;Hoa Binh;Hoa Binh;x
PROV2857;Kim Son;Kim Son;Kim Son;x
PROV2858;Nho Quan;Nho Quan;Nho Quan;x
