EVTDESC_CU_56;The minority Cina population of your province has moved elsewhere, they may some day ask to return.;;;;;;;;;;x
EVTOPTACU56;Okay.;;;;;;;;;;x
invite_local_cina;Invite local Cina Man;;;;;;;;;;x
invite_local_cina_woman;Invite local Cina woman;;;;;;;;;;x
invite_local_cina_desc;Invite a Cina man from your local Cina community.;;;;;;;;;;x
invite_local_cina_woman_desc;Invite a Cina woman from your local Cina community.;;;;;;;;;;x
cina_minority;Cina Minority;;;;;;;;;;x
###########################################
likes_byzantines;Hellenistics;;;;;;;;;;x
stone_highways_modifier;Stone Highways;;;;;;;;;;x
stone_roads_modifier;Stone Roads;;;;;;;;;;x
dirt_roads_modifier;Dirt roads;;;;;;;;;;x
central_slavic_opinion;[central_slavic.GetGroupName] Opinion;;;;;;;;;;x
title_sebastokrator_desc;The title of Sebastokrator was created as an even higher honor than that of 'Caesar'. It can only be granted to close relatives of the Emperor.;Le titre de Sébastokrator a été créé à des fins encore plus honorifique que celui de 'César'. Il est réservé aux proches parents de l'empereur.;Der Titel Sebastokrator war mit noch höherer Ehre als der eines "Cäsar" verbunden. Er kann nur engen Verwandten des Kaisers verliehen werden.;;El título de sebastocrátor tenía aún más honor que el de césar. Solo puede otorgarse a los familiares cercanos del emperador.;;;;;;;;;x
orange_nassau_restored_tt;The Orange Nassau dynasty is restored to the throne;;;;;;;;;;x
viking;Pirate;;;;;;;;;;x
pirate;Pirate;;;;;;;;;;x
acre_reclaimed;Acre Reclaimed;;;;;;;;;;;x
leninov;Leninov;;;;;;;;;;;x
leninov_desc;This character claims to either be Lenin reborn or descended from the reincarnated Lenin;;;;;;;;;;;x
hispanophone_opinion;[hispanophone.GetGroupName] Opinion;;;;;;;;;;;x
lusophone_opinion;[lusophone.GetGroupName] Opinion;;;;;;;;;x
occitanophone_opinion;[occitanophone.GetGroupName] Opinion;;;;;;;;;x
gagauz_opinion;[gagauz.GetName] Opinion;;;;;;;;;x
donated_clergy;Donations to the Clergy;;;;;;;;x
all_relevant_titles_must_be_owned_or_owned_by_vassals_tt;All relevant titles must be owned or owned by vassals to be integrated;;;;;;;;x
b_kelle3;Kelle;;;;;;;;x
b_terek_os;Terek;;;;;;;;x
#Tooltip For Terrain Modifiers
fake_movement_cost;Movement Cost;;;;;;;;;;;;;x
fake_defence;Defence;;;;;;;;;;;;;x
fake_max_attrition;Maximum Attrition;;;;;;;;;;;;;x
fake_supply_limit;Supply Limit;;;;;;;;;;;;;x
fake_bottleneck_chance;Bottleneck Chance;;;;;;;;;;;;;x
fake_local_build_time_modifier;Build Time;;;;;;;;;;;;;x
fake_local_build_cost_modifier;Build Cost;;;;;;;;;;;;;x
fake_tax_income;Tax Income;;;;;;;;;;;;;x
fake_fort_level;Fort Level;;;;;;;;;;;;;x
fake_military_techpoints;§RMilitary§! Techpoints;;;;;;;;;;;;;x
fake_economy_techpoints;§MSocial§! Techpoints;;;;;;;;;;;;;x
fake_culture_techpoints;§BScience§! Techpoints;;;;;;;;;;;;;x
fake_local_tax_modifier;Province Tax Generation;;;;;;;;;;;;;x
fake_local_revolt_risk;Revolt Risk;;;;;;;;;;;;;x
expected_next_title_gelugpa_candidate;Next Lotus Robed;;;;;;;;;x
nigerian_imperial_backing;The Nigerian Emperor Follows this faith.;;;;;;;;;x
weak_nigerian_imperial_backing;The Nigerian Emperor Follows this faith, but that matters little.;;;;;;;;;x
calvinist_opinion;[calvinist.GetName] Opinion;;;;;;;;;x
albanian_opinion;[albanian.GetGroupName] Opinion;;;;;;;;;x
koptic_opinion;[koptic.GetName] Opinion;;;;;;;;;x
brittannic_opinion;[brittannic.GetGroupName] Opinion;;;;;;;;;x
borrowed_from_jews_america;Borrowed Money from American Jews;;;;;;;;;x
FAMILY_ATTR_RELIGION;Family is Sacred;;;;;;;;;x
religion_pronatal;Large Families;;;;;;;;;x
tooltip_religion_feature_fertility_bonus;§GFertility Bonus§!;;;;;;;;;x
tooltip_religion_feature_dynasty_bonus;§GFamily members think better of each other§!;;;;;;;;;x
tooltip_religion_feature_improve_children;§GCan influence younger §YClose Relatives§!§!;;;;;;;;;x
tooltip_religion_feature_love_likely;Spouses more likely to fall in love;;;;;;;;;x
religion_pronatal_desc;There is nothing more sacred than the bond between man and wife, or the bond between parents and children. As the gods form one harmonious family, so should our families be peaceful, plentiful, and harmonious.;;;;;;;;;x
chinese_traditional_group_opinion;[chinese_traditional_group.GetGroupName] Opinion;;;;;;;;;x
esoteric_opinion;[esoteric.GetGroupName] Opinion;;;;;;;;;x
thelemic_reformed_opinion;[thelemic_reformed.GetName] Opinion;;;;;;;;;x
summer_queen_opinion;[summer_queen.GetName] Opinion;;;;;;;;;x
thelemic_opinion;[thelemic.GetName] Opinion;;;;;;;;;x
orange_king_opinion;[orange_king.GetName] Opinion;;;;;;;;;x
trotskyite_opinion;[trotskyite.GetName] Opinion;;;;;;;;;x
austrian_opinion;[austrian.GetName] Opinion;;;;;;;;;x
old_world_cultist_group_opinion;[old_world_cultist.GetGroupName] Opinion;;;;;;;;;x
eastlander_opinion;[eastlander.GetName] Opinion;;;;;;;;;x
westlander_opinion;[westlander.GetName] Opinion;;;;;;;;;x
northlander_opinion;[northlander.GetName] Opinion;;;;;;;;;x
anglican_opinion;[anglican.GetName] Opinion;;;;;;;;;x
novelist_reformed_opinion;[novelist_reformed.GetName] Opinion;;;;;;;;;x
danish_opinion;[danish.GetName] Opinion;;;;;;;;;x
claim_dragon_throne;Claim Dragon Throne;;;;;;;;;x
claim_dragon_throne_desc;As a relative of the House Wangchuk who holds my own significant power is it not right and just for I to rule the Thunder Dragon Empire as its Emperor?;;;;;;;;;x
siam_scion;Ratchasakun;;;;;;;;;x
siam_scion_desc;This person is distantly related to one of the Ancient Siamese royal houses and as such are respected by the people of Siam, they are also respected by Thammayut Sangha for their ancestor's patronage;;;;;;;;;x
,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;
tham_ksat_opinion;[tham_ksat.GetName] Opinion;;;;;;;;;x
custom_czech_buddhist_region;Czech Buddhist region;;;;;;;;;x
swedish_opinion;[swedish.GetName] Opinion;;;;;;;;;x
gothic_opinion;[gothic.GetName] Opinion;;;;;;;;;;x
clean_religious_practices;Clean Religious Practices;;;;;;;;;;;;;x
ca_culture_brazilian_1;Independence Dragoon Riding Ground;;;;;;;;;;;;;x
ca_culture_brazilian_2;Independence Dragoon Riding Ground;;;;;;;;;;;;;x
ca_culture_brazilian_3;Independence Dragoon Riding Ground;;;;;;;;;;;;;x
ca_culture_brazilian_4;Independence Dragoon Riding Ground;;;;;;;;;;;;;x
ca_culture_brazilian_1_desc;Most Brazilian cavalry units can trace their history directly back to the dragoon regiments of the pre-Event Empire of Brazil. The Independence Dragoons are known for their rigid discipline and striking uniforms.;;;;;;;;;;;;;x
ca_culture_baiano_1;Cangaço Camp;;;;;;;;;;;;;x
ca_culture_baiano_2;Cangaço Camp;;;;;;;;;;;;;x
ca_culture_baiano_3;Cangaço Camp;;;;;;;;;;;;;x
ca_culture_baiano_4;Cangaço Camp;;;;;;;;;;;;;x
ca_culture_baiano_1_desc;Cangaceiros from northeastern Brazil reside here. Using whatever weapons they can get their hands on, these nomadic bandits are feared for their guerrilla tactics and brutality towards their enemies.;;;;;;;;;;;;;x
#Nobelian Event Scripted Loc,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;
EVTOPTA_nobelian16;Excellent;;;;;;;;;x
scrapKey;Your team has returned with a handful of Old World scrap - the rusted out but still somewhat remarkable metallic building materials of the Ancients.;;;;;;;;;x
glassKey;Your team has returned with a piece of Old World glass. Though it is merely a fragment,it is far clearer and stronger than anything modern smiths can reproduce.;;;;;;;;;x
spectaclesKey;Your team has returned with a mangled tangle of metallic wire with two circular hoops on the front. Legends say that these machines helped the Ancients restore their sight, but it's never been entirely clear how.;;;;;;;;;x
chemicalKey;Your team has returned with a box full of chemicals and reagents from an Old World stockpile. Though you're not entirely sure how to make best use of them, they'll surely be of some use.;;;;;;;;;x
fragmentKey;Your team has returned with a few sheaves of paper from a disintegrated Old World text. If only you could decipher it, what wisdom might be contained within?;;;;;;;;;x
machineKey;Your team has returned with a piece of fantastic Old World machinery - though completely broken and defunct, of course.;;;;;;;;;x
does_not_hold_special_empire;Does not hold any special title;;;;;;;;;x
cslewis;Allows conversion to the Novelist religion\nIncreases conversion speed of Novelist provinces to your religion \n Increase conversion speed of provinces to Novelist;;;;;;;;;x
lion_witch_wardrobe;The Tale of the Lion and the Witch;;;;;;;;;x
lion_witch_wardrobe_desc;This ancient tome appears to be a lost Novelist tale. While some of its elements correspond to parts of The Novel, it also contains many elements foreign to the sacred canon. Novelists are divided on whether this counts as a lost revelation or a devious heresy.;;;;;;;;;x
lewis_conversion;Convert to Novelism;;;;;;;;;x
lewis_conversion_desc;The Book that I carry with me tells such a fantastic and wonderful story. Is this really what the Novelists believe? Perhaps their religion is more noble than I had ever thought..?;;;;;;;;;x
guillotines_for_a_humane_society;On The Revolution;;;;;;;;;x
guillotines_for_a_humane_society_desc;This book describes the secret teachings of the Jacobinist sect. Passed down from generation to generation, only the Dictator Himself is supposed to read it.;;;;;;;;;x
jacobinist_conversion_book;Accept the Ideals of the Revolutions;;;;;;;;;x
jacobinist_conversion_book_desc;The secret doctrine of the Jacobinists seethes through my mind. I am convinced it must be true! I must set to work at once.;;;;;;;;;x
the_jungle_book;The Trials of Rikki-Tikki-Tavi and The Gods of the Copybook Headings;;;;;;;;;x
the_jungle_book_desc;This book, written by an ancient British holy man, details the adventures of the British in India. Though not regarded as scriptural, it is respected nearly as much as the canonical Thelemic texts.;;;;;;;;;x
kipling_morality_book;Learn Virtue;;;;;;;;;x
kipling_morality_book_desc;The tome that I possess enthralls me with its depiction of the ruin caused by immorality and the glory of virtue. I ought to study it more carefully, so as to become a better person.;;;;;;;;;x
the_divine_comedy;The Divine Comedy;;;;;;;;;x
the_divine_comedy_desc;Beloved for over a thousand years, this work illustrates Christian theology by imagining the author's journey through Hell, Purgatory, and then Heaven.;;;;;;;;;x
dante_morality_book;Lessons of Dante;;;;;;;;;x
dante_morality_book_desc;The Divine Comedy contains many revealing descriptions of the punishment of sin and the reward of virtue. Perhaps a deep reading of it will inspire me to a higher moral life.;;;;;;;;;x
plato;The Essential Plato;;;;;;;;;x
plato_desc;This massive collection of essays and Socratic dialogues contains the philosophy and thought of Plato, one of the greatest philosophers of history, believed by many Hellenics to have been a god.;;;;;;;;;x
penicillin;Panacea;;;;;;;;;x
penicillin_desc;Created by the Ancient Laureates, this recipe tells how to create medicines that can cure nearly any disease. Whoever rediscovered this is truly a great scholar, worthy of becoming a Laureate themselves.;;;;;;;;;x
take_penicillin;Take Panacea;;;;;;;;;x
take_penicillin_desc;The wondrous powers of the Panacea may well cure my disease - but it isn't guaranteed to work.;;;;;;;;;x
nitroglycerine;Peddler's Fire;;;;;;;;;x
nitroglycerine_desc;Peddler's Fire, spoken of in hushed and terrified whispers, is the very tool of the Merchant of Death Himself. This recipe tells how to create that ancient and deadly reagent, capable of blasting man and stone alike to tiny pieces with but a small flame.;;;;;;;;;x
morphine;Aelixir Vitae;;;;;;;;;x
morphine_desc;This legendary elixir, when ingested, has the power to make a man nearly immune to pain, and can increase his hardiness of body, alertness of mind, and shrewdness of judgment. Yet beware - every legend that mentions the Elixir inevitably ends with its user destroying himself through addiction.;;;;;;;;;x
take_morphine;Ingest The Elixir;;;;;;;;;x
take_morphine_desc;The Elixir will give me power - I just need to be wary of the risks...;;;;;;;;;x
morphine_active;Aelixir;;;;;;;;;x
morphine_safety_timer;Aelixir safety timer;;;;;;;;;x
morphine_safety_timer_desc;If you take the Aelixir before this modifier expires, there will be consequences...;;;;;;;;;x
morphine_overdose;Aelixir Overdose;;;;;;;;;x
morphine_addiction;Aelixir Addiction;;;;;;;;;x
mystic_insight;Mystical Insight;;;;;;;;;x
mystic_insight_desc;This is the written recollection of my mystical experiences.;;;;;;;;;x
mystic_tome;Mystical Tome;;;;;;;;;x
mystic_tome_desc;This is a compilation of mystical experiences, written down on sheepskin and preserved for posterity.;;;;;;;;;x
scrap;Ancient Scrap;;;;;;;;;x
scrap_desc;The flotsam and jetsam of the Ancients. Much of this was at one point part of the buildings and engines of the Old World.;;;;;;;;;x
spectacles;Eyeglasses;;;;;;;;;x
spectacles_desc;This device allows those with malfunctioning eyes to see more clearly.;;;;;;;;;x
glass;Piece of Glass;;;;;;;;;x
glass_desc;A fragment of glass from the Old World. Though the art of glassblowing is still practised, modern artisans cannot produce anything of equal quality, clarity, or durability.;;;;;;;;;x
broken_machine;Broken Machine;;;;;;;;;x
broken_machine_desc;A shattered, non-functional piece of Old World machinery. A subject of intense interest to scholars. If only it could be made to work again...;;;;;;;;;x
repaired_machine;Repaired Machine;;;;;;;;;x
repaired_machine_desc;Extensive effort has managed to get this machine to move again. Unfortunately, it doesn't actually do anything useful. Oh well, at least it's impressive!;;;;;;;;;x
ancient_chemicals;Chemicals;;;;;;;;;x
ancient_chemicals_desc;Chemicals, either collected from an Old World laboratory or created from natural ingredients following ancient recipes.;;;;;;;;;x
manuscript_fragment;Manuscript Fragment;;;;;;;;;x
manuscript_fragment_desc;A fragment from an Ancient tome. Piecing together enough of these might allow you to create something of value. If you're very lucky, it might even be the original text of a single book!;;;;;;;;;x
instructions;Blue Print;;;;;;;;;x
instructions_desc;These plans, written under mystical influence on paper painstakingly coated with expensive blue paint, hold the plans to an Old World design or theorem of some kind. Probably.;;;;;;;;;x
partial_manuscript;Partial Manuscript;;;;;;;;;x
partial_manuscript_desc;The beginnings of a manuscript - a few scattered pages here and there. Perhaps several of these together could form a coherent whole?;;;;;;;;;x
totem_2;Military Gewgaw;;;;;;;;;x
totem_2_desc;A mish-mash of Old World gun fragments, bullet casings, and symbols of war. This mystic totem is believed to increase its bearer's prowess in the art of war.;;;;;;;;;x
totem_1;Glass-Screen Gewgaw;;;;;;;;;x
totem_1_desc;This mystic totem is created from Old World technology. The strange, boxes with glass screens have always puzzled us, but it is believed that they helped Ancient Man to speak well, and it is also believed that this magic rubs off on the wielder of this totem.;;;;;;;;;x
totem_3;Mathematical Gewgaw;;;;;;;;;x
totem_3_desc;This mystic totem is created from the remains of an Old World adding device. It is widely believed that it helps the wearer do arithmetic in their head more quickly.;;;;;;;;;x
totem_4;Sinister Totem;;;;;;;;;x
totem_4_desc;This mystic totem is created from Old World wreckage and detritus. It is believed to make the user wiser and more devious.;;;;;;;;;x
theorem;Arcane Speculation;;;;;;;;;x
theorem_desc;This work describes a mystical conjecture, created while under the effects of an otherworldly experience.;;;;;;;;;x
germ_theory;On The Invisible World, Book One;;;;;;;;;x
germ_theory_desc;This legendary work, created while under direct inspiration from Nobel himself, describes the invisible demons that cause disease and decay, as well as the rituals capable of banishing them.;;;;;;;;;x
atomic_theory;On The Invisible World, Book Two;;;;;;;;;x
atomic_theory_desc;This legendary work, created while under direct inspiration from Nobel himself, describes the occult forces that lurk within the natural world, who can be tapped into to gain nearly limitless power - though there is always a risk of them slipping their bonds and killing their summoners.;;;;;;;;;x
electrical_theory;On The Invisible World, Book Three;;;;;;;;;x
electrical_theory_desc;This legendary work, created while under direct inspiration from Nobel himself, tells of the secret spirits that create lightning, as well as telling much of how the Ancients trapped them to light and power their civilisation.;;;;;;;;;x
teapot;Ornate Teapot;;;;;;;;;x
teapot_desc;What a beautiful example of ancient British artisanship. What did they use it for, though?;;;;;;;;;x
teacup;Ornate Teacup;;;;;;;;;x
teacup_desc;This frail and elegant cup seems to be used by the British aristocracy for some drinking ritual or other.;;;;;;;;;x
teaset;Ornate Tea Set;;;;;;;;;x
teaset_desc;This beautiful and very expensive teaset is the envy of every noble family in the British Isles.;;;;;;;;;x
beer_recipe_fragment;Beer Recipe Fragment;;;;;;;;;x
beer_recipe_fragment_desc;This scrap of paper contains a small piece of an ancient German recipe for a beer far superior to any that modern techniques can produce.;;;;;;;;;x
beer_recipe:Antique Lager Recipe;;;;;;;;;x
beer_recipe_desc;This ancient recipe allows you to create beer far superior to anything modern brewers are capable of. Guard it with your life.;;;;;;;;;x
artillery_book_fragment;Piece of an Ancient Ballistic Manual;;;;;;;;;x
artillery_book_fragment_desc;This is a small scrap of an ancient manual describing how to make siege engines and explosives.;;;;;;;;;x
artillery_book;On The Arte and Skill of Bomb-Making;;;;;;;;;x
artiller_book;This ancient manual explains in great detail how to create powerful bombs and siege engines. Unfortunately, much of its advice is difficult to understand, but at least some of it can be made use of.;;;;;;;;;x
