# Empire of Italy;;;;;;;;;;;;;;
b_larnaca;Larnaca;;;;;;;;;x
b_mazotos;Mazotos;;;;;;;;;x
b_lympia;Lympia;;;;;;;;;x
b_skarinou;Skarinou;;;;;;;;;x
b_kiti;Kiti;;;;;;;;;x
b_oroklini;Oroklini;;;;;;;;;x
b_pyrga;Pyrga;;;;;;;;;x
b_anafotia;Anafotia;;;;;;;;;x
c_lassithi_adj;lassithian;;;;;;;;;x
b_lassithi;Lassithi;;;;;;;;;x
b_ierapetra;Ierapetra;;;;;;;;;x
b_agios_nikoloas;Agios Nikoloas;;;;;;;;;x
b_myrtos;Myrtos;;;;;;;;;x
b_elounda;Elounda;;;;;;;;;x
b_kalydon;Kalydon;;;;;;;;;x
b_kavousi;Kavousi;;;;;;;;;x
b_itanos;Ithanos;;;;;;;;;x
b_kofinas;Kofinas;;;;;;;;;x
b_tympaki;Tympaki;;;;;;;;;x
b_zaros;Zaros;;;;;;;;;x
c_rethymnon_adj;Rethymnonan;;;;;;;;;x
b_rethimno;Rethimno;;;;;;;;;x
b_gerani;Gerani;;;;;;;;;x
b_spili;Spili;;;;;;;;;x
b_lappa;Lappa;;;;;;;;;x
b_piakias;Piakia;;;;;;;;;x
b_syvritos;Syvritos;;;;;;;;;x
b_akoumia;Akoumia;;;;;;;;;x
b_sfakaki;Sfakaki;;;;;;;;;x
b_stavros;Stavros;;;;;;;;;x
c_arcadia_adj;Arcadian;;;;;;;;;x
b_tripoli_greek;Tripoli;;;;;;;;;x
b_astros;Astros;;;;;;;;;x
b_lagkadia;Lagkadia;;;;;;;;;x
b_karytaina;Karytaina;;;;;;;;;x
b_vytina;Vytina;;;;;;;;;x
b_dimitsana;Dimitsana;;;;;;;;;x
b_mantineia;Mantineia;;;;;;;;;x
b_poulithra;Poulithra;;;;;;;;;x
b_krini;Krini;;;;;;;;;x
k_montenegro;Montenegro;;;;;;;;;x
k_montenegro_adj;Montenegrin;;;;;;;;;x
d_paro;Paro;;;;;;;;;x
d_bumthang;Bumthang;;;;;;;;;x
d_paro_adj;Paroi;;;;;;;;;x
d_bumthang_adj;Bumthangese;;;;;;;;;x
d_goralea;Goralea;;;;;;;;;x
d_goralea_adj;Goralean;;;;;;;;;x
b_kerma_n_sud;Kerma;;;;;;;;;x
b_karin_som;Karin;;;;;;;;;x
k_alania;Dagestan;;;;;;;;;x
k_alania_adj;Dagestani;;;;;;;;;x
d_caspian_steppe;Kalmykia;;;;;;;;;x
d_caspian_steppe_adj;Kalmyk;;;;;;;;;x
d_derbent;Dagestan;;;;;;;;;x
d_marmara;Istambul;;;;;;;;;x
d_marmara_adj;Istambulan;;;;;;;;;x
d_strymon;North Macedonia;;;;;;;;;x
d_strymon_adj;North Macedonian;;;;;;;;;x
d_derbent_adj;Dagestani;;;;;;;;;x
d_brandenburgia;Berlin;;;;;;;;;x
d_brandenburgia_adj;Berliner;;;;;;;;;x
c_durdzukia;Chechnya;;;;;;;;;x
c_durdzukia_adj;Chechen;;;;;;;;;x
e_germany;Germany;;;;;;;;;x
e_germany_adj;German;;;;;;;;;x
k_epirus;Albania;;;;;;;;;x
k_epirus_adj;Albanian;;;;;;;;;x
d_dyrrachion;Albania;;;;;;;;;x
d_dyrrachion_adj;Albanian;;;;;;;;;x
d_ohrid;West Macedonia;;;;;;;;;x
d_ohrid_adj;West Macedonian;;;;;;;;;x
d_adrianopolis;Thrace;;;;;;;;;x
d_adrianopolis_adj;Thracian;;;;;;;;;x
k_holland;The Netherlands;;;;;;;;;x
k_holland_adj;Netherlander;;;;;;;;;x
k_daylam;Turkmenistan;;;;;;;;;x
k_daylam_adj;Turkmenistani;;;;;;;;;x
d_pamir;Tajik Lowlands;;;;;;;;;x
d_pamir_adj;Lowlander;;;;;;;;;x
d_khuttal;Tajik Highlands;;;;;;;;;x
d_khuttal_adj;Highlander;;;;;;;;;x
d_ferghana;Kyrgyzstan;;;;;;;;;x
d_ferghana_adj;Kyrgyzstani;;;;;;;;;x
k_khiva;Uzbekistan;;;;;;;;;x
k_khiva_adj;Uzbekistani;;;;;;;;;x
k_khotan;Xinjiang;;;;;;;;;x
k_khotan_adj;Xinjiang;;;;;;;;;x
c_kuma;Kalmykia;;;;;;;;;x
c_kuma_adj;Kalmyk;;;;;;;;;x
c_finland;Turku;;;;;;;;;x
c_finland_adj;Turkuian;;;;;;;;;x
c_siuntio;Helsinki;;;;;;;;;x
c_siuntio_adj;Helsinkian;;;;;;;;;x
c_brandenburg;Berlin;;;;;;;;;x
c_brandenburg_adj;Berliner;;;;;;;;;x
c_sieradzko-leczyckie;Warszawa;;;;;;;;;x
c_sieradzko-leczyckie;Warsawian;;;;;;;;;x
k_switzerland;Switzerland;;;;;;;;;x
k_switzerland_adj;Swiss;;;;;;;;;x
d_bulgar;Volgar;;;;;;;;;x
d_bulgar_adj;Volgar;;;;;;;;;x
d_oultrejourdain;Transjordan;;;;;;;;;x
d_oultrejourdain_adj;Transjordanian;;;;;;;;;x
b_knightslot;Knight's Lot;;;;;;;;;x
b_knightslot_adj;Knight's Lot;;;;;;;;;x
c_lastva;Lastva;;;;;;;;;x
c_lastva_adj;Lastvan;;;;;;;;;x
b_klobuk;Klobuk;;;;;;;;;x
b_zupa;Zupa;;;;;;;;;x
b_konjsko;Konjsko;;;;;;;;;x
b_kraj;Kraj;;;;;;;;;x
b_seraing;Seraing;;;;;;;;;x
b_flemalle;Flemalle;;;;;;;;;x
b_englis;Englis;;;;;;;;;x
b_saint-hubert;Saint-Hubert;;;;;;;;;x
c_saint-hubert;Saint-Hubert;;;;;;;;;x
c_saint-hubert_adj;Saint-Hubertan;;;;;;;;;x
c_punakha_adj;Punakhan;;;;;;;;;x
b_punakha;Punakha;;;;;;;;;x
b_khuruthang;Khuruthang;;;;;;;;;x
b_pajo;Pajo;;;;;;;;;x
b_yuwak;Yuwak;;;;;;;;;x
b_baylangdra;Baylangdra;;;;;;;;;x
b_kencho;Kencho;;;;;;;;;x
b_thanza;Thanza;;;;;;;;;x
c_zhemgang_adj;Zhemgangan;;;;;;;;;x
b_zhemgang;Zhemgang;;;;;;;;;x
b_nimgong;Nimgong;;;;;;;;;x
b_pantang;Pantang;;;;;;;;;x
b_panbang;Panbang;;;;;;;;;x
b_dechheling;Dechheling;;;;;;;;;x
b_chimong;Chimong;;;;;;;;;x
b_yurung;Yurung;;;;;;;;;x
KINGDOM_ITA;Great Kingdom of;;;;;;;;;x
KING_ITA;Great King;;;;;;;;;x
QUEEN_ITA;Great Queen;;;;;;;;;x
ITA_FOA;Your Majesty;;;;;;;;;x
k_africa;Tunisia;;;;;;;;;x
k_africa_adj;Tunisian;;;;;;;;;x
e_india;Bharata;;;;;;;;;x
e_india_adj;Indian;;;;;;;;;x
e_china_west_governor;Northern Protectorate;;;;;;;;;x
e_china_west_governor_adj;Nigerian;;;;;;;;;x
WESTERN_GOVERNOR_TITLE_FOA;Your presidency;;;;;;;;;x
WESTERN_GOVERNOR_MALE;President-Commander;;;;;;;;;x
WESTERN_GOVERNOR_FEMALE;President-Commander;;;;;;;;;x
e_russia;Little Russia;;;;;;;;;x
e_russia_adj;Russian;;;;;;;;;x
b_shankaracharya;Dharamsala;;;;;;;;;x
b_gongon_lhakhang;Tashi Lunpo;;;;;;;;;x
b_tribandapura;Amritsar;;;;;;;;;x
b_jaintpuri;Amritsar;;;;;;;;;x
PROV3;Donegal;;;;;;;;;;x
PROV5;Antrim;;;;;;;;;x
PROV7;Armagh;;;;;;;;;x
PROV8;Sligo;;;;;;;;;x
PROV9;Galway;;;;;;;;;x
PROV12;Kilkenny;;;;;;;;;x
PROV14;Cork;;;;;;;;;x
PROV15;Waterford;;;;;;;;;x
PROV16;Wexford;;;;;;;;;x
PROV13;Limerick;;;;;;;;;x
PROV1955;Roscommon;;;;;;;x
PROV1954;Mayo;;;;;;;x
PROV2495;Leitrim;;;;;;;x
PROV2496;Derry;;;;;;;x
PROV2497;Down;;;;;;;x
c_leitrim_adj;Leitrimian;;;;;;;x
c_derry_adj;Derryan;;;;;;;x
c_down_adj;Downian;;;;;;;x
b_leitrim;Leitrim;;;;;;;x
b_ballinamore;Ballinamore;;;;;;;x
b_cloone;Cloone;;;;;;;x
b_cavan;Cavan;;;;;;;x
b_mohill;Mohill;;;;;;;x
b_elphin;Elphin;;;;;;;x
b_tulsk;Tulsk;;;;;;;x
b_boyle;Boyle;;;;;;;x
b_downpatrick;Downpatrick;;;;;;;x
b_easky;Easky;;;;;;;x
b_enniscrone;Enniscrone;;;;;;;x
b_newcastle_ie;Newcastle;;;;;;;x
b_ardglass;Ardglass;;;;;;;x
b_ballywalter;Ballywalter;;;;;;;x
b_castlewellan;Castlewellan;;;;;;;x
b_annalong;Annalong;;;;;;;x
b_kilkeel;Kilkeel;;;;;;;x
b_portavogie;Portavofie;;;;;;;x
b_newry;Newry;;;;;;;x
b_kesh;Kesh;;;;;;;x
b_ardmore;Ardmore;;;;;;;x
b_cross;Cross;;;;;;;x
b_ballykelly;Ballykelly;;;;;;;x
b_donemana;Donemana;;;;;;;x
b_feeny;Feeny;;;;;;;x
b_artikelly;Artikelly;;;;;;;x
b_sperrin;Sperrin;;;;;;;x
c_limerick_adj;Limerickian;;;;;;;;;x
c_wexford_adj;Wexfordian;;;;;;;;;x
c_galway_adj;Galwayan;;;;;;;;;x
c_galway;Galway;;;;;;;;;x
c_roscommon;Roscommon;;;;;;;;;x
c_roscommon_adj;Roscommonian;;;;;x
c_waterford_adj;Waterforder;;;;;;;;;x
c_cork_adj;Corker;;;;;;;;;x
c_antrim;Antrim;;;;;;;;;x
c_antrim_adj;Antrimian;;;;;;;;;x
c_donegal;Donegal;;;;;;;;;x
c_donegal_adj;Donegalian;;;;;;;;;x
c_armagh;Armagh;;;;;;;;;x
c_armagh_adj;Armaghian;;;;;;;;;x
c_kilkenny_adj;Kilkennian;;;;;;;;x
c_sligo;Sligo;;;;;;;;;x
c_sligo_adj;Sligoan;;;;;;;;;x
c_leix;Laois;;;;;;;;;x
c_leix_adj;Laoisan;;;;;;;;;x
c_thomond;Limerick;;;;;;;;;x
c_thomond_adj;limerickian;;;;;;;;;x
c_leinster;Wexford;;;;;;;;;x
c_leinster_adj;Wexfordan;;;;;;;;;x
c_ossory;Kilkenny;;;;;;;;;x
c_ossory_adj;Kilkennian;;;;;;;;;x
c_ormond;Waterford;;;;;;;;;x
c_ormond_adj;Waterfordan;;;;;;;;;x
c_desmond;Cork;;;;;;;;;x
c_desmond_adj;Corker;;;;;;;;;x
c_iarmond;Kerry;;;;;;;;;x
c_iarmond_adj;Kerryan;;;;;;;;;x
c_leinster;Wexford;;;;;;;;;x
c_leinster_adj;Wexfordan;;;;;;;;;x
c_ossory;Kilkenny;;;;;;;;;x
c_ossory_adj;Kilkennian;;;;;;;;;x
c_ormond;Waterford;;;;;;;;;x
c_ormond_adj;Waterfordan;;;;;;;;;x
c_desmond;Cork;;;;;;;;;x
c_desmond_adj;Corker;;;;;;;;;x
c_leinster;Wexford;;;;;;;;;x
c_leinster_adj;Wexfordan;;;;;;;;;x
c_ossory;Kilkenny;;;;;;;;;x
c_ossory_adj;Kilkennian;;;;;;;;;x
c_ormond;Waterford;;;;;;;;;x
c_ormond_adj;Waterfordan;;;;;;;;;x
c_desmond;Cork;;;;;;;;;x
c_desmond_adj;Corker;;;;;;;;;x
c_iarmond;Kerry;;;;;;;;;x
c_iarmond_adj;Kerryan;;;;;;;;;x
d_nikaea;Bursa;;;;;;;;;x
c_iarmond_adj;Bursan;;;;;;;;;x
d_zealots;Tsahal;;;;;;;;;x
d_zealots_adj;Tsahali;;;;;;;;;x
b_lucan;Lucan;;;;;;;;;x
b_naas;Naas;;;;;;;;;x
b_new_ross;New Ross;;;;;;;;;x
b_gorey;Gorey;;;;;;;;;x
b_ballycanew;Ballycanew;;;;;;;;;x
b_sligo;Sligo;;;;;;;;;x
b_dowra;Dowra;;;;;;;;;x
b_crossmaglen;Crossmaglen;;;;;;;;;x
c_louth;Louth;;;;;;;;;x
c_louth_adj;Louther;;;;;;;;;x
b_earlsfort;Earlsfort;;;;;;;;;x
b_dundalk;Dundalk;;;;;;;;;x
b_ravensdale;Ravensdale;;;;;;;;;x
b_greenore;Greenore;;;;;;;;;x
b_blackrock;Blackrock;;;;;;;;;x
b_ardee;Ardee;;;;;;;;;x
b_louth;Louth;;;;;;;;;x
b_tallanstown;Tallanstown;;;;;;;;;x
b_castlebellingham;Castlebellingham;;;;;;;;;x
c_longford;Longford;;;;;;;;;x
c_longford_adj;Longforder;;;;;;;;;x
b_longford;Longford;;;;;;;;;x
b_lanesborough;Lanesborough;;;;;;;;;x
b_edgeworthstown;Edgeworthstown;;;;;;;;;x
b_granard;Granard;;;;;;;;;x
b_clonfin;Clonfin;;;;;;;;;x
b_ballinalee;Ballinalee;;;;;;;;;x
b_termonbarry;Termonbarry;;;;;;;;;x
b_cloondara;Cloondara;;;;;;;;;x
b_drumlish;Drumlish;;;;;;;;;x
c_offaly;Offaly;;;;;;;;;x
c_offaly_adj;Offalyan;;;;;;;;;x
b_tullamore;Tullamore;;;;;;;;;x
b_birr;Birr;;;;;;;;;x
b_edenderry;Edenderry;;;;;;;;;x
b_daingean;Daingean;;;;;;;;;x
b_croghan;Croghan;;;;;;;;;x
b_blue_ball;Blue Ball;;;;;;;;;x
b_kilcormac;Kilcormac;;;;;;;;;x
b_shannonbridge;Shannonbridge;;;;;;;;;x
b_clonmacnoise;Clonmacnoise;;;;;;;;;x
c_wicklow;Wicklow;;;;;;;;;x
c_wicklow_adj;Wicklower;;;;;;;;;x
b_wicklow;Wicklow;;;;;;;;;x
b_kilcoole;Kilcoole;;;;;;;;;x
b_glendalough;Glendalough;;;;;;;;;x
b_hollywood;Hollywood;;;;;;;;;x
b_ballinaclash;Ballinaclash;;;;;;;;;x
b_moyne;Moyne;;;;;;;;;x
b_avoca;Avoca;;;;;;;;;x
b_barndarrig;Barndarrig;;;;;;;;;x
b_rathdrum;Rathdrum;;;;;;;;;x
c_reval;Harjumaa;;;;;;;;;;;;;x
c_reval_adj;Harjumaan;;;;;;;;;;;;;x
b_kalevan;Vanalinn;;;;;;;;;;;;;x
b_toompea;Tallinn;;;;;;;;;;;;;x
b_hapsal;Paldiski;;;;;;;;;;;;;x
b_leal;Saku;;;;;;;;;;;;;x
b_borpeal;Saue;;;;;;;;;;;;;x
b_laane;Jüri;;;;;;;;;;;;;x
b_narva;Narva;;;;;;;;;;;;;x
#####;;;;;;;;;;;;;;
k_ramal;Ramal;;;;;;;;;;;;;x
k_ramal_adj;Ramali;;;;;;;;;;;;;x
d_ash_sham;Ash Sham;;;;;;;;;;;;;x
d_ash_sham_adj;Ash Shami;;;;;;;;;;;;;x
c_sakaka_adj;Sakakan;;;;;;;;;;;;;x
b_sakakah_2;Sakaka;;;;;;;;;;;;;x
b_fashab;Fashab;;;;;;;;;;;;;x
b_dozah;Dozah;;;;;;;;;;;;;x
b_jalayla;Jalayla;;;;;;;;;;;;;x
b_yarihij;Yarihij;;;;;;;;;;;;;x
b_gharah;Gharah;;;;;;;;;;;;;x
b_bogaca;Bogaca;;;;;;;;;;;;;x
b_agissu;Agissu;;;;;;;;;;;;;x
c_al_anbad_adj;Anbadi;;;;;;;;;;;;;x
b_rutba;Rutba;;;;;;;;;;;;;x
b_al_kasrah;Al-Kasrah;;;;;;;;;;;;;x
b_ruwaished;Ruwaished;;;;;;;;;;;;;x
b_wadi_el_murbah;Wadi el-Murbah;;;;;;;;;;;;;x
b_rawah;Rawah;;;;;;;;;;;;;x
b_anah;Anah;;;;;;;;;;;;;x
b_thihan;Thihan;;;;;;;;;;;;;x
b_baila;Baila;;;;;;;;;;;;;x
c_bal'ama_adj;Bal'ami;;;;;;;;;;;;;x
b_bal'ama;Bal'ama;;;;;;;;;;;;;x
b_irhab;Irhab;;;;;;;;;;;;;x
b_manshiyah;Manshiyah;;;;;;;;;;;;;x
b_sabha;Sabha;;;;;;;;;;;;;x
b_um_al_jemal;Um Al-Jemal;;;;;;;;;;;;;x
b_dair_al_kahf;Dair Al-Kahf;;;;;;;;;;;;;x
b_acasler;Acasler;;;;;;;;;;;;;x
b_konha;Konha;;;;;;;;;;;;;x
