#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
,,,,,,
mansifid_desc;A mighty warrior and staunch defender of Islam, he defeated the armies of three Hindu Kings at once, saving Bengal from the heathen hordes.;;;;;;;;;x
purandara_bloodline;Blood of The Unifier;;;;;;;;;;;;;x
laskandar_bloodline;Blood of Arin;;;;;;;;;;;;;x
gangaraja_bloodline;Blood of the Divine Emperor;;;;;;;;;;;;;x
purandara_bloodline_desc;A minor king who subjugated the warring states of Southern India and united the chaotic region under one massive empire.;;;;;;;;;;;;;x
laskandar_bloodline_desc;The great conqueror who established a realm stretching from Maharashtra to the Indus River.;;;;;;;;;;;;;x
gangaraja_bloodline_desc;The greatest ruler of the Sharma dynasty that once dominated north India. His reign is widely regarded as a golden age that brought stability and prosperity to the realm.;;;;;;;;;;;;;x
,,,,,,
,,,,,,
,,,,,,
yoonaanee_opinion;Yunani Opinion;;;;;;;;;;;;;x
successor_opinion;Arin's Successor Opinion;;;;;;;;;;;;;x
rajput_opinion;Rajasthani Opinion;;;;;;;;;;;;;x
hindustani_opinion;Hindustani Opinion;;;;;;;;;;;;;x
gujurati_opinion;Gujarati Opinion;;;;;;;;;;;;;x
marathi_opinion;Marathi Opinion;;;;;;;;;;;;;x
konkani_opinion;Konkani Opinion;;;;;;;;;;;;;x
mumbaikar_opinion;Mumbaikar Opinion;;;;;;;;;;;;;x
tamil_opinion;Tamil Opinion;;;;;;;;;;;;;x
emulate_bhagavanist_ruler_timer_tooltip;Has not picked a ruler in 10 years;;;;;;;;;;;;;x
emulate_bhagavanist_ruler_tooltip;Can emulate a ruler;;;;;;;;;;;;;x
,,,,,,
,,,,,,
,,,,,,
GANGES_EMPEROR_TITLE;Devaputra;;;;;;;;;;;;;x
GANGES_EMPEROR_TITLE_FEMALE;Devaputri;;;;;;;;;;;;;x
ADMIRAL_TITLE;Admiral;;;;;;;;;;;;;x
ADMIRAL_FOA;Great Ruler of the Seas;;;;;;;;;;;;;x
nick_the_human;The Human;;;;;;;;;;;;;x
nick_the_magician;The Magician;;;;;;;;;;;;;x
nick_the_deathbringer;Deathbringer;;;;;;;;;;;;;x
nick_breaker_of_chains;Breaker of Bondage;;;;;;;;;;;;;x
,,,,,,
,,,,,,
,,,,,,
#CASSUS BELLI,,,,,,
CB_NAME_BRITISH_INVASION;British Invasion;;;;;;;;;;;;;x
WAR_NAME_BRITISH_INVASION;British Invasion;;;;;;;;;;;;;x
british_invasion_desc;We can wage a war to bring the Indian lands under the Queen's authority;;;;;;;;;;;;;x
,,,,,,
#CULTURES,,,,,,

,,,,,,
###DE_JURE_TITLES,,,,,,
,,,,,,
unite_the_ganges;Unite the Northern Realms;;;;;;;;;;;;;x
unite_the_ganges_desc;Reform the ancient empire of the Sharma dynasty, centered around the Ganges river.;;;;;;;;;;;;;x
form_himalayas;Form Himalayan Empire;;;;;;;;;;;;;x
form_himalayas_desc;Become the emperor of the mountains.;;;;;;;;;;;;;x
expand_mughalstan;Mughal Restoration;;;;;;;;;;;;;x
expand_mughalstan_desc;It is said that the emperors of ancient Mughalstan ruled a realm stretching from the Indus in the west to Bengal in the east. By controlling these regions,the newly-reestablished empire of Mughalstan can claim sovereignty over these lands.;;;;;;;;;;;;;x
unite_the_ganges_TOOLTIP;Control the entirety of de-jure Gangavarta;;;;;;;;;;;;;x
form_laskandar_empire;Reunite Arin's Empire;;;;;;;;;;;;;x
form_laskandar_empire_desc;Reunite the lands once conquered by Arin.;;;;;;;;;;;;;x
form_laskandar_empire_tt;To be recognized as a true successor of Arin, you must unite Rajasthan, Gujarat and the Samudra under your rule before 2640.;;;;;;;;;;;;;x
emulate_bhagavanist_ruler;Emulate a Ruler;;;;;;;;;;;;;x
emulate_bhagavanist_ruler_desc;Bhagavanists can choose to emulate great bhagavanist rulers of the past.;;;;;;;;;;;;;x
,,,,,,
EVTDESC_cricket_game_start;The stadium has been prepared and the players have been summoned. It is time for the cricket match to begin!;;;;;;;;;;;;;x
EVTOPTA_cricket_game_start;I will cheer my team on from the stands!;;;;;;;;;;;;;x
TXT_EVTOPTA_cricket_game_start;The game begins...;;;;;;;;;;;;;x
EVTOPTB_cricket_game_start;You know what? I'm going to join them on the pitch!;;;;;;;;;;;;;x
TXT_EVTOPTB_cricket_game_start;You descend from the stands and join the game.;;;;;;;;;;;;;x
EVTDESC_cricket_game_win;After several long and brutal overs, my team finally emerges victorious. As my section of the stands erupts into cheers, I cannot help but join in.;;;;;;;;;;;;;x
EVTOPTA_cricket_game_win;I knew I was right to support them!;;;;;;;;;;;;;x
EVTDESC_cricket_game_lose;After several long and brutal overs, my team has been soundly defeated. As I hear the other section of the stands cheer in celebration, I bury my head in my hands.;;;;;;;;;;;;;x
EVTOPTA_cricket_game_lose;Amateurs...;;;;;;;;;;;;;x
EVTDESC_cricket_game_personal_win;After a particularly vicious match, my team finally emerges victorious! My hips are bruised purple, but the cheering from the stands makes the pain evaporate.;;;;;;;;;;;;;x
EVTOPTA_cricket_game_personal_win;Good game!;;;;;;;;;;;;;x
EVTDESC_cricket_game_personal_lose;Despite trying my absolute hardest to win, my team has been soundly defeated. I collapse onto the floor, holding my head in anguish, as the crowd cheers for my opponents.;;;;;;;;;;;;;x
EVTOPTA_cricket_game_personal_lose;That was a horrible idea...;;;;;;;;;;;;;x
EVTDESC_cricket_game_conclusion;The game has finally concluded, and the attendees begin to return home. The people must surely have been pleased, and it is thanks in large part to my own wealth and diligence.;;;;;;;;;;;;;x
EVTOPTA_cricket_game_conclusion;Until next time!;;;;;;;;;;;;;x
recent_cricket_game;Recent Cricket Game;;;;;;;;;;;;;x
recent_cricket_game_desc;This character has recently held a game of cricket;;;;;;;;;;;;;x
organize_cricket_match;Organize Cricket Match;;;;;;;;;;;;;x
organize_cricket_match_desc;Organize a game of cricket,a prestigious sport beloved of the masses;;;;;;;;;;;;;x
cricketer;Cricketer;;;;;;;;;;;;;x
cricketer_desc;This character is an experienced cricket player;;;;;;;;;;;;;x
,,,,,,
parabrahmanist5Desc;Which Ishta Devata will I choose?;;;;;;;;;;;;;x
EVTOPTA_parabrahmanist5;Ganesha;;;;;;;;;;;;;x
EVTOPTB_parabrahmanist5;Shiva;;;;;;;;;;;;;x
EVTOPTA_parabrahmanist6;Surya;;;;;;;;;;;;;x
EVTOPTB_parabrahmanist6;Vishnu;;;;;;;;;;;;;x
EVTOPTC_parabrahmanist6;Shakti;;;;;;;;;;;;;x
parabrahmanist6Desc;Which Ishta Devata will I choose?;;;;;;;;;;;;;x
neoved1Desc;Which aspect of Krishna shall I follow?;;;;;;;;;;;;;x
EVTOPTA_neoved1;Bala-Krishna;;;;;;;;;;;;;x
EVTOPTB_neoved1;Gopala-Krishna;;;;;;;;;;;;;x
EVTOPTC_neoved1;Vasudeva-Krishna;;;;;;;;;;;;;x
EVTOPTA_neoved2;Bhagavan-Krishna;;;;;;;;;;;;;x
EVTOPTB_neoved2;Radha-Krishna;;;;;;;;;;;;;x
EVTOPT_more;Something else perhaps?;;;;;;;;;;;;;x
,,,,,,
aryasamajist_hindu;Arya Samaji;;;;;;;;x
aryasamajist_hindu_desc;The Arya samajists are an almost monotheistic school of thought which emphasizes the importance of worshipping the Para Brahman, whom they refer to as "Aum". They are deeply committed to the cause of uniting India religiously, and are hence famous for their proselytism and missionary work.\n\n§GIncreases province conversion speed§!;;;;;;;;x
savarkari_hindu;Shrauta;;;;;;;;x
savarkari_hindu_desc;The Shrauta are a group of Hindu thinkers who hold the "Shruti" religious texts such as the Vedas and the Upanishads with the highest regard, and are known for studying them deeply in order to further their understanding of them and to apply the principles outlined within them in their daily lives.;;;;;;;;x
barata_ganda_hindu;Bharata-Gandhian;;;;;;;;x
barata_ganda_hindu_desc; The Bharata-Gandhian school reveres legendary Indian monarchs, such as King Bharata, who slayed the demon Ghazni, and Gandhi, who expelled the demon Angrezi from the subcontinent. They are the most belligerent of all Bharatvists.;;;;;;;;x
vaishna_ganda_hindu;Follower of Bala-Krishna;;;;;;;;x
vaishna_ganda_hindu_desc;This character worships Bala-Krishna, the divine child form of Svayam Bhagavan.\n\n§GTolerates Abrahamic religions, Buddhists and Pagans.§!;;;;;;;;x
ramakrishna_hindu;Follower of Vasudeva-Krishna;;;;;;;;x
ramakrishna_hindu_desc;This character worships Vasudeva-Krishna, the warrior aspect of Svayam Bhagavan.\n\n§GIncreases province conversion speed§! ;;;;;;;;x
brahamo_hindu;Follower of Gopala-Krishna;;;;;;;;x
brahamo_hindu_desc;This character worships Gopala-Krishna, the cowherd form of Svayam Bhagavan. ;;;;;;;;x

shaktist_hindu;Follower of Radha-Krishna;;;;;;;;x
smartist_hindu;Follower of Bhagavan-Krishna;;;;;;;;x
shaivist_hindu_desc;The Shaiva worship Shiva, the three-eyed lord, the destroyer, and the diety of dieties.;;;;;;;;x
shaktist_hindu_desc;This character worships Radha-Krishna, the combined forms of the masculine and feminine realities of God and the divine couple of love.;;;;;;;;x
smartist_hindu_desc;This character worships Bhagavan-Krishna, the universal Para Brahman form of Krishna.;;;;;;;;x

bhagavanist_gandhi;Ganesha Follower;;;;;;;;x
bhagavanist_shivaji;Shiva Follower;;;;;;;;x
####bhagavanist_rama;Follower of Ramachandra;;;;;;;;x
bhagavanist_akbar;Surya Follower;;;;;;;;x
bhagavanist_jagadisha;Vishnu Follower;;;;;;;;x
bhagavanist_rajaraja;Shakti Follower;;;;;;;;x

bhagavanist_gandhi_desc;This character's ishta devata is Ganesha, the elephant-headed god of wisdom and patron of science and art.;;;;;;;;x
bhagavanist_shivaji_desc;This character's ishta devata is Shiva, the Destroyer.;;;;;;;;x
###bhagavanist_rama_desc;This character admires the divine king Rama of Kosala, and wishes to emulate him.;;;;;;;;x
bhagavanist_akbar_desc;This character's ishta devata is Surya, the Hindu god of the Sun.\n\n§GTolerates Abrahamic religions, Buddhists and Pagans.§!;;;;;;;;x
bhagavanist_jagadisha_desc;This character's ishta devata is Vishnu, the Preserver.;;;;;;;;x
bhagavanist_rajaraja_desc;This character's ishta devata is Shakti, the female principle of divine energy.;;;;;;;;x
,,,,,,
,,,,,,
,,,,,,
GOD_SHAKTI;Shakti;;;;;;;;;;;;;x
GOD_BHAGAVAN;Bhagavan;;;;;;;;;;;;;x
GOD_VISHNU;Vishnu;;;;;;;;;;;;;x
GOD_TRIMURTI;The Trimurti;;;;;;;;;;;;;x
GOD_ASURAS;The Asuras;;;;;;;;;;;;;x
GOD_JAGANNATH;Jagannath;;;;;;;;;;;;;x
,,,,,,
,,,,,,
,,,,,,
,,,,,,

,,,,,,
,,,,,,
,,,,,,
,,,,,,
#Decisions and Events
form_delhi;Form Delhi;;;;;;;;;;;;;x
form_delhi_desc;Establish the Delhi sultanate.;;;;;;;;;;;;;x
e_delhi;Delhi;;;;;;;;;;;;;x
,,,,,,
e_indian_empire;Indian Empire;;;;;;;;;;;;;x
form_indian_empire;Establish an Indian Empire;;;;;;;;;;;;;x
form_indian_empire_desc;Unite the vast lands of India under your rule;;;;;;;;;;;;;x
,,,,,,
TITLE_laskandar_restoration;Arin's Empire;;;;;;;;;;;;;x
EVTDESC_laskandar_restoration;Originally a minor ruler in Maharashtra, Arin of Bandra found inspiration in the tales of a certain pre-event emperor called Shivaji, whose empire is said to have stretched from sea to sea. At a relatively young age, he managed to subjugate the lands of western Maharashtra, Gujarat, and Rajasthan. As time wore on, parts of his realm gradually broke away until only Rajasthan remained, and that too was gone upon his death. It seemed unlikely that anyone would become worthy of the title "Chhatrapati" again. Nevertheless, you have remade Arin's shattered realm, and it is said that rulers across the subcontinent regard you  with fear and awe. It is clear now that Arin lives on in the blood of his descendants.;;;;;;;;;;;;;x
OPT_A_laskandar_restoration;Arin's Empire is back.;;;;;;;;;;;;;x
,,,,,,
TITLE_mumbai_triumphant;Mumbai, Triumphant;;;;;;;;;;;;;x
EVTDESC_mumbai_triumphant;Ever since the coast of Maharashtra was conquered by Yunaneshwar Desai, Mumbai has remained in a desperate situation. The nobles that still remained after the war with the king fled to the city, and elected a new ruler to be their protector against further incursions. Partly due to its location in the middle of a major trade route, the ruling class soon turned to more mercantile pursuits, and Mumbai grew rich. Of course, the newly crowned Desai king, son of the conquering Yunaneshwar and a victor in a brief civil war, thought that this wealth would be better off in his hands. The protector of Mumbai was out of options, so he negotiated an annual tribute to the King in return for leaving them alone. But now, everything has changed. Mumbai has come to rule its old lands, and it can finally claim to be a worthy successor to the old kingdom of the Samudra.;;;;;;;;;;;;;x
OPT_A_mumbai_triumphant;Good!;;;;;;;;;;;;;x
,,,,,,
TOOLTIP_indian_feudal_coronation;Coronation ceremony begins;;;;;;;;;;;;;x
indian_feudal_coronation;Hold Coronation Ceremony;;;;;;;;;;;;;x
indian_feudal_coronation_desc;Legitimize your authority as monarch by lawfully crowning yourself.;;;;;;;;;;;;;x
,,,,,,
TITLE_indian_feudal_coronation;The Coronation;;;;;;;;;;;;;x
EVTDESC_indian_feudal_coronation;Sitting on a throne atop a raised platform, you see a large crowd gathered before you. You watch on as each person in the crowd writes your name on a slip of paper and puts it in a large box. The slips will be counted afterwards. The process takes hours, but when it finally ends, an announcer proclaims the number of votes you have received to the waiting crowd. The exact number of votes doesn't matter: what does is the fact that you were lawfully chosen by the people to govern them.\n\nOnce the crowd has dispersed, you turn to face your vassals gathered before you. You swear an oath affirming your duty towards the realm, and they collectively swear an oath of loyalty to you. Finally, an official places a golden crown on your head.;;;;;;;;;;;;;x
OPT_A_indian_feudal_coronation;I will fulfill my duties as a monarch;;;;;;;;;;;;;x
