k_bosnai_adj;Bosnian;Bosniaien;Bosniaier;;Bosniaiano;;;;;;;;;x
k_britannia;Britain;Britain;Britain;;Britain;;;;;;;;;x
k_britannia_adj;British;British;British;;British;;;;;;;;;x
k_rhineland;Rhineland;Rhineland;Rhineland;;Rhineland;;;;;;;;;x
k_rhineland_adj;Rhinelandian;Rhinelandien;Rhinelandier;;Rhinelandiano;;;;;;;;;x
k_bavarja;Bavaria;Bavaria;Bavaria;;Bavaria;;;;;;;;;x
k_bavarja_adj;Bavarian;Bavariaien;Bavariaier;;Bavariaiano;;;;;;;;;x
k_prussia;Prussia;Prussia;Prussia;;Prussia;;;;;;;;;x
k_prussia_adj;Prussian;Prussiaien;Prussiaier;;Prussiaiano;;;;;;;;;x
k_bohemia;Czechia;Czechia;Czechia;;Czechia;;;;;;;;;x
k_bohemia_adj;Czech;Czechiaien;Czechiaier;;Czechiaiano;;;;;;;;;x
k_sevillian_pope;Sevillian Papacy;;;;;;;;;x
k_sevillian_pope_adj;Sevillian;;;;;;;;;x
k_serbia_triumvirate;Triumvirate;;;;;;;;;x
k_serbia_triumvirate_adj;triumviratan;;;;;;;;;x

k_lebanon;Lebanon;Lebanon;Lebanon;;Lebanon;;;;;;;;;x
k_lebanon_adj;Lebanese;;;;;;;;;x
d_british_france;French Expedition;;;;;;;;;x
d_british_france_adj;British;;;;;;;;;x
LORD_GENERAL;Lord General;;;;;;;;;x
THE;The;;;;;;;;;x
d_portugal;Portugal;Portugal;Portugal;;Portugal;;;;;;;;;x
d_portugal_adj;Portugalian;Portugalien;Portugalier;;Portugaliano;;;;;;;;;x
d_basque;Basque;Basque;Basque;;Basque;;;;;;;;;x
d_basque_adj;Basqan;Basqueien;Basqueier;;Basqueiano;;;;;;;;;x
d_hauts-de-france;Hauts de France;Hauts de France;Hauts de France;;Hauts de France;;;;;;;;;x
d_hauts-de-france_adj;Hauts de France;Hauts de Fracne;Hauts de France;;Hauts de France;;;;;;;;;x
d_grand_est;Grand Est;Grand Est;Grand Est;;Grand Est;;;;;;;;;x
d_grand_est_adj;Grand Est;Grand Est;Grand Est;;Grand Est;;;;;;;;;x
d_toulouse;Ascitonia;;;;;;;;;x
d_toulouse_adj;Ascitonian;;;;;;;;;x
d_aquitaine;Aquitaine;;;;;;;;;x
d_aquitaine_adj;Aquitainian;;;;;;;;;x
d_lichtenstein;Lichtenstein;Lichtenstein;Lichtenstein;;Lichtenstein;;;;;;;;;x
d_lichtenstein_adj;Lichtensteinian;Lichtensteinien;Lichtensteinier;;Lichtensteiniano;;;;;;;;;x
c_schwyz;Vaduz;Vaduz;Vaduz;;Vaduz;;;;;;;;;x
c_schwyz_adj;Vaduzian;Vaduzien;Vaduzier;;Vaduziano;;;;;;;;;x
d_loen;Leon;Leon;Leon;;Leon;;;;;;;;;x
d_loen_adj;Leonian;Leonien;Leonier;;Leoniano;;;;;;;;;x
d_arturias;Asturias;Asturias;Asturias;;Asturias;;;;;;;;;x
d_arturias_adj;Asturiasian;Asturiasien;Asturiasier;;Asturiasiano;;;;;;;;;x
d_extremadura;Extremadura;Extremadura;Extremadura;;Extremadura;;;;;;;;;x
d_extremadura_adj;Extremaduraian;Extremaduraien;Extremaduraier;;Extremaduraiano;;;;;;;;;x
d_mallorka;Mallorca;Mallorca;Mallorca;;Mallorca;;;;;;;;;x
d_mallorka_adj;Mallorcan;Mallorcaien;Mallorcaier;;Mallorcaiano;;;;;;;;;x
d_savoia;Savoia;Savoia;Savoia;;Savoia;;;;;;;;;x
d_savoia_adj;Savoian;Savoian;Savoian;;Savoian;;;;;;;;;x
d_dauphin;Dauphin;Dauphin;Dauphin;;Dauphin;;;;;;;;;x
d_dauphin_adj;Dauphinian;Dauphinian;Dauphinian;;Dauphinian;;;;;;;;;x
d_french_comte;French Comte;;French Comte;;French Comte;;;French Comte;;;;;;;;;x
d_french_comte_adj;Comte French;Comte French;Comte French;;Comte French;;;;;;;;;x
d_upper_switzerland;Upper Switzerland;Upper Switzerland;Upper Switzerland;;Upper Switzerland;;;;;;;;;x
d_upper_switzerland_adj;Upper Swiss;Upper Swiss;Upper Swiss;;Upper Swiss;;;;;;;;;x
d_provance;Provance;Provance;Provance;;Provance;;;;;;;;;x
d_provance_adj;Provancian;Provanceien;Provanceier;;Provanceiano;;;;;;;;;x
d_flander;Flanders;Flanders;Flanders;;Flanders;;;;;;;;;x
d_flander_adj;Flandersian;Flandersien;Flandersier;;Flandersiano;;;;;;;;;x
d_trabant;Wallonia;;;;;;;;;x
d_trabant_adj;Wallonian;;;;;;;;;x
d_holand;Holland;Holland;Holland;;Holland;;;;;;;;;x
d_holand_adj;Dutch;Dutchien;Dutchier;;Dutchiano;;;;;;;;;x
d_gellre;Gelre;Gelre;Gelre;;Gelre;;;;;;;;;x
d_gellre_adj;Gelreian;Gelreien;Gelreier;;Gelreiano;;;;;;;;;x
d_new_luxemburg;New Luxemburg;New Luxemburg;New Luxemburg;;New Luxemburg;;;;;;;;;x
d_new_luxemburg_adj;New Luxemburgian;New Luxemburgien;New Luxemburgier;;New Luxemburgiano;;;;;;;;;x
d_luxemburg_proper;Luxemburg Proper;Luxemburg Proper;Luxemburg Proper;;Luxemburg Proper;;;;;;;;;x
d_luxemburg_proper_adj;Luxemburgian;Luxemburgien;Luxemburgier;;Luxemburgiano;;;;;;;;;x
d_grand_est;Grand Est;Grand Est;Grand Est;;Grand Est;;;;;;;;;x
d_grand_est_adj;Grand Est;Grand Est;Grand Est;;Grand Est;;;;;;;;;x
d_orleanais;Orleanais;Orleanais;Orleanais;;Orleanais;;;;;;;;;x
d_orleanais_adj;Orleanais;Orleanais;Orleanais;;Orleanais;;;;;;;;;x
d_hauts-de-france;Pas-de-Calais;HPas-de-Calais;Pas-de-Calais;;Pas-de-Calais;;;;;;;;;x
d_hauts-de-france_adj;Pas-de-Calais;Pas-de-Calais;Pas-de-Calais;;Pas-de-Calais;;;;;;;;;x
d_poitiers;Poitiers;Poitiers;Poitiers;;Poitiers;;;;;;;;;x
d_poitiers_adj;Poitiers;Poitiers;Poitiers;;Poitiers;;;;;;;;;x
d_schwaben;Swabia;Swabia;Swabia;;Swabia;;;;;;;;;x
d_schwaben_adj;Swabia;Swabia;Swabia;;Swabia;;;;;;;;;x
c_schwaben_adj;Schwaben;;;;;;;;;x
d_allgau;Allgau;;;;;;;;;x
d_allgau_adj;Allgauan;;;;;;;;;x
d_bremenn;Bremenland;;;;;;;;;x
d_bremenn_adj;Bremenland;;;;;;;;;x
d_radyobandits;Radyorazboyniki;;;;;;;;;x
d_radyobandits_adj;Radyorazboyniki;;;;;;;;;x
d_babyagan;Babyagan;;;;;;;;;x
d_babyagan_adj;Babyagan;;;;;;;;;x
HIGH_KING;High King;;;;;;;;;x
HIGH_QUEEN;High Queen;;;;;;;;;x
HIGH_KING_FOA;Your Magnificence;;;;;;;;;x
HIGH_KINGDOM_OF;Kingdom of;;;;;;;;;x
JACOBINIST_REVOLUTION;The Revolution;;;;;;;;;x
d_defenders_of_the_people;Defenders of the People;;;;;;;;;x
d_defenders_of_the_people_adj;Communist;;;;;;;;;x
CITIZEN;Comrade;;;;;;;;;x
d_sudtirol;South Tyrol;;;;;;;;;x
d_haskovo;Haskovo;;;;;;;;;x
c_flevoland;Flevoland;;;;;;;;;x
b_almere;Almere;;;;;;;;;x
b_dronten;Dronten;;;;;;;;;x
b_lelystad;Lelystad;;;;;;;;;x
b_zeewolde;Zeewolde;;;;;;;;;x
e_bhutan;Thunder Dragon Empire;;;;;;;;;x
e_bhutan_adj;Thunder Dragon;;;;;;;;;x
k_bhutan;Bhutan;;;;;;;;;x
k_bhutan_adj;Bhutanese;;;;;;;;;x
k_kyrgyzstan;Kyrgyzia;;;;;;;;;x
k_kyrgyzstan_adj;Kyrgyz;;;;;;;;;x
k_tajikistan;Tajikistan;;;;;;;;;x
k_tajikistan_adj;Tajikistani;;;;;;;;;x
d_kannada_coast;Chalyukas;;;;;;;;;x
d_kannada_coast_adj;Kannadan;;;;;;;;;x
k_marathas;Maratahas;;;;;;;;;x
k_marathas_adj;Marathan;;;;;;;;;x
d_north_bengal;North Bengal;;;;;;;;;x
d_north_bengal_adj;North Bengali;;;;;;;;;x
d_qusntina;Qusntina;;;;;;;;;x
d_qusntina_adj;Qusntina;;;;;;;;;x
d_al_wadi;Al-Wadi;;;;;;;;;x
d_al_wadi_adj;Al-Wadi;;;;;;;;;x
d_al_masila;Al-Masila;;;;;;;;;x
d_al_masila_adj;Al-Masila;;;;;;;;;x
d_bashshar;Bashshar;;;;;;;;;x
d_bashshar_adj;Bashshar;;;;;;;;;x
e_steppes;Steppes;;;;;;;;;x
e_steppes_adj;Steppe;;;;;;;;;x
e_turkestan;Huaxi;;;;;;;;;x
e_turkestan_adj;Huaxi;;;;;;;;;x
d_peloponnese;Peloponnese;;;;;;;;;x
d_peloponnese_adj;Peloponnese;;;;;;;;;x
d_attika;Attika;;;;;;;;;x
d_attika_adj;Attikan;;;;;;;;;x
d_novelist_reformed;White Council;;;;;;;;;x
d_novelist_reformed_adj;White Council;;;;;;;;;x
d_folklorist_reformed;Mirogrod;;;;;;;;;x
d_folklorist_reformed_adj;Mirogrodan;;;;;;;;;x
ISTAR;Istar;;;;;;;;;x
BYLINIK;Bylinik;;;;;;;;;x
BYLINIKA;Bylinika;;;;;;;;;x
d_maan;Ma'an;;;;;;;;;x
d_maan_adj;Ma'an;;;;;;;;;x
d_jorden;Jordan;;;;;;;;;x
d_jorden_adj;Jordanian;;;;;;;;;x
k_jorden;Jordan;;;;;;;;;x
k_jorden_adj;Jordanian;;;;;;;;;x
d_negev;Negev;;;;;;;;;x
d_negev_adj;Negev;;;;;;;;;x
d_beirut;Beirut;;;;;;;;;x
d_beirut_adj;Beirut;;;;;;;;;x
k_palestine;Palestine;;;;;;;;;x
k_palestine_adj;Palestinian;;;;;;;;;x
c_lastva_adj;Kotoran;;;;;;;;;x
b_klobuk;Klobuk;;;;;;;;;x
b_zupa;Zupa;;;;;;;;;x
b_konjsko;Konjsko;;;;;;;;;x
b_kraj;Kraj;;;;;;;;;x
d_british_indian_expedition;Indian Expedition;;;;;;;;;x
d_british_indian_expedition_adj:British-Indian;;;;;;;;;x
GOVERNWRGEN;Governor-General;;;;;;;;;x
GOVERNWRGEN_FEMALE;Governess-General;;;;;;;;;x
e_british_india;British Raj;;;;;;;;;x
e_british_adj;Anglo-Indian;;;;;;;;;x
d_maliki;Malikite Caliphate;;;;;;;;;x
d_maliki_adj;Maliki;;;;;;;;;x
d_sufi;Tijani Path;;;;;;;;;x
d_sufi_adj;Tijani;;;;;;;;;x
MURSHID;Murshid;;;;;;;;;x
d_tijani_order;Tijani Order;;;;;;;;;x
d_tijani_order_adj;Tijani;;;;;;;;;x
d_naqshbandi;Naqshbandi Order;;;;;;;;;x
d_naqshbandi_adj;Naqshbandi;;;;;;;;;x
k_tuscany;Toscana;;;;;;;;;x
GRANDDUKE;Grand Duke;;;;;;;;;x
GRANDDUCHESS;Grand Duchess;;;;;;;;;x
GRANDDUKE_FOA;Your Highness;;;;;;;;;x
GRAND_DUCHY;Grand Duchy of;;;;;;;;;x
e_siberian_invaders;Siberian Empire;;;;;;;;;x
e_siberian_invaders_adj;Siberian;;;;;;;;;x
e_chinese_invaders;Chinese Empire;;;;;;;;;x
e_chinese_invaders_adj;Chinese;;;;;;;;;x
e_siamese_invaders;New Siam;;;;;;;;;x
e_siamese_invaders_adj;Siamese;;;;;;;;;x
k_algeria;Algeria;;;;;;;;;x
k_algeria_adj;Algerian;;;;;;;;;x
k_libya;Libya;;;;;;;;;x
k_libya_adj;Libyan;;;;;;;;;x
c_mumbai;Mumbai;;;;;;;;;x
b_mumbai;Mumbai;;;;;;;;;x
b_thane;Thane;;;;;;;;;x
b_colaba;Colaba;;;;;;;;;x
b_powai;Powai;;;;;;;;;x
b_dadar;Dadar;;;;;;;;;x
b_juhu;Juhu;;;;;;;;;x
b_bandra;Bandra;;;;;;;;;x
k_irish_rebels;Free Ireland;;;;;;;;;x
k_irish_rebels_adj;Irish;;;;;;;;;x
e_redcoats;Redcoat Dominion;;;;;;;;;x
e_redcoats_adj;Redcoat;;;;;;;;;x
e_yankee_invaders;Old England;;;;;;;;;x
e_yankee_invaders_adj;Occultist;;;;;;;;;x
e_americanist_invaders;Overseas Territory;;;;;;;;;x
e_americanist_invaders_adj;American;;;;;;;;;x
e_appalachian_invaders;American Confederation;;;;;;;;;x
e_appalachian_invaders_adj;American;;;;;;;;;x
e_dixie_invaders;Golden Circle;;;;;;;;;x
e_dixie_invaders_adj;Confederate;;;;;;;;;x
e_hudsonian_invaders;New Hudsonia;;;;;;;;;x
e_hudsonian_invaders;Hudsonian;;;;;;;;;x
e_canadian_invaders;New Canada;;;;;;;;;x
e_canadian_invaders_adj;Canadian;;;;;;;;;x
e_ursuline_invaders;Outremer;;;;;;;;;x
e_ursuline_invaders_adj;Outremer;;;;;;;;;x
e_siberia;Siberia;;;;;;;;;x
e_siberia_adj;Siberian;;;;;;;;;x
e_high_seas;High Seas Kingdom;;;;;;;;;x
e_high_seas_adj;Pirate;;;;;;;;;x
k_uralia;Uralia;;;;;;;;;x
k_uralia_adj;Uralian;;;;;;;;;x
d_south_komia;South Komia;;;;;;;;;x
d_south_komia_adj;Komian;;;;;;;;;x
c_troitsko;Troitsko;;;;;;;;;x
c_troitsko_adj;Troitskoan;;;;;;;;;x
b_timsher;Timsher;;;;;;;;;x
b_pozcheg;Pozcheg;;;;;;;;;x
b_yaksha;Yaksha;;;;;;;;;x
b_yugyd_yag;Yugyd'Yag;;;;;;;;;x
b_pomozdino;Pomozdino;;;;;;;;;x
b_vol_dino;Vol'dino;;;;;;;;;x
b_puzla;Puzla;;;;;;;;;x
c_zheshart;Zheshart;;;;;;;;;x
c_zheshart_adj;Zheshartan;;;;;;;;;x
b_mikun;Mikun;;;;;;;;;x
b_pazhga;Pazhga;;;;;;;;;x
b_yb;Yb;;;;;;;;;x
b_mordino;Mordino;;;;;;;;;x
b_kuratovo;Kuratovo;;;;;;;;;x
b_zimovka;Zimovka;;;;;;;;;x
b_namsk;Namsk;;;;;;;;;x
c_kortkerosskiy;Kortkerosskiy;;;;;;;;;x
c_kortkerosskiy_adj;Kortkerosskiyan;;;;;;;;;x
b_storozhevsk;Storozhevsk;;;;;;;;;x
b_pod_yel_sk;Pod'Yel'Sk;;;;;;;;;x
b_anyb;Anyb;;;;;;;;;x
b_bogorodsk;Bogorodsk;;;;;;;;;x
b_rakpas;Rakpas;;;;;;;;;x
b_trakt;Trakt;;;;;;;;;x
b_yemva;Yemva;;;;;;;;;x
c_vuktyl;Vuktyl;;;;;;;;;x
c_vuktyl_adj;Vuktylan;;;;;;;;;x
b_vuktyl;Vuktyl;;;;;;;;;x
b_ukhta;Ukhta;;;;;;;;;x
b_dutovo;Dutovo;;;;;;;;;x
b_kyrta;Kyrta;;;;;;;;;x
b_lemtybozh;Lemtybozh;;;;;;;;;x
b_talyy;Talyy;;;;;;;;;x
b_irayol;Irayol;;;;;;;;;x
d_north_komia;North Komia;;;;;;;;;x
d_north_komia_adj;Komian;;;;;;;;;x
c_knyazhpogostskiy;Knyazhpogostskiy;;;;;;;;;x
c_knyazhpogostskiy_adj;Knyazhpogostskiyan;;;;;;;;;x
b_knyazhpogostskiy;Knyazhpogostskiy;;;;;;;;;x
b_glotovo;Glotovo;;;;;;;;;x
b_koslan;koslan;;;;;;;;;x
b_chim;Chim;;;;;;;;;x
b_yodva;Yodva;;;;;;;;;x
b_mozyndor;Mozyndor;;;;;;;;;x
b_vazhgort;Vazhgort;;;;;;;;;x
c_sosnogorskiy;Sosnogorskiy;;;;;;;;;x
c_sosnogorskiy_adj;Sosnogorskiyan;;;;;;;;;x
b_pechora;Pechora;;;;;;;;;x
b_shchel;Shchel;;;;;;;;;x
b_kartayol;Kartayol;;;;;;;;;x
b_akim;Akim;;;;;;;;;x
b_chikshino;Chikshino;;;;;;;;;x
b_izhma;Izhma;;;;;;;;;x
b_byzovaya;Byzovaya;;;;;;;;;x
c_usinskiy;Usinskiy;;;;;;;;;x
c_usinskiy_adj;Usinskiyan;;;;;;;;;x
b_novy_bor;Novy'Bor;;;;;;;;;x
b_uyeg;Uyeg;;;;;;;;;x
b_byk;Byk;;;;;;;;;x
b_kipiyevo;Kipiyevo;;;;;;;;;x
b_charkabozh;Charkabozh;;;;;;;;;x
b_mutnyy_materik;Mutnyy'Materik;;;;;;;;;x
b_zakharvan;Zakharvan;;;;;;;;;x
c_inta;Inta;;;;;;;;;x
c_inta_adj;Intan;;;;;;;;;x
b_vorkuta;Vorkuta;;;;;;;;;x
b_yeletskiy;Yeletskiy;;;;;;;;;x
b_khanovey;Khanovey;;;;;;;;;x
b_sivomaskinskiy;Sivomaskinskiy;;;;;;;;;x
b_zapolyarnyy;Zapolyarnyy;;;;;;;;;x
b_vorgashor;Vorgashor;;;;;;;;;x
b_yurshor;Yurshor;;;;;;;;;x
d_nenetia;Nenetia;;;;;;;;;x
d_nenetia_adj;Nenetian;;;;;;;;;x
c_timanskiy;Timanskiy;;;;;;;;;x
c_timanskiy_adj;Timanskiyan;;;;;;;;;x
b_timanskiy;Timanskiy;;;;;;;;;x
b_shchelino;Schelino;;;;;;;;;x
b_labozhskoye;Labozhskoye;;;;;;;;;x
b_velikovisochnoye;Velikovisochnoye;;;;;;;;;x
b_pylemets;Pylemets;;;;;;;;;x
b_khongurey;Khongurey;;;;;;;;;x
b_oksino;Oksino;;;;;;;;;x
c_mezenskiy;Mezenskiy;;;;;;;;;x
c_mezenskiy_adj;Mezenskiyan;;;;;;;;;x
b_mezenskiy;Mezenskiy;;;;;;;;;x
b_kotkino;Kotkino;;;;;;;;;x
b_ozero;Ozero;;;;;;;;;x
b_indiga;Indiga;;;;;;;;;x
b_vyucheyskiy;Vyucheyskiy;;;;;;;;;x
b_volonga;Volonga;;;;;;;;;x
b_oma;Oma;;;;;;;;;x
c_bolshezemelskiy;Bolshezemelskiy;;;;;;;;;x
c_bolshezemelskiy_adj;Bolshezemelskiyan;;;;;;;;;x
b_bolshezemelskiy;Bolshezemelskiy;;;;;;;;;x
b_pustozyorsk;Pustozyorsk;;;;;;;;;x
b_ustye;Ustye;;;;;;;;;x
b_makarovo;Makarovo;;;;;;;;;x
b_kuya;Kuya;;;;;;;;;x
b_krasnoye;Krasnoye;;;;;;;;;x
b_andeg;Andeg;;;;;;;;;x
c_amderminskiy;Amderminskiy;;;;;;;;;x
c_amderminskiy_adj;Amderminskiyan;;;;;;;;;x
b_amderma;Amderma;;;;;;;;;x
b_chornaya;Chornaya;;;;;;;;;x
b_varandey;Varandey;;;;;;;;;x
b_karatayka;Karatayka;;;;;;;;;x
b_varnek;Varnek;;;;;;;;;x
b_ustkara;Ustkara;;;;;;;;;x
b_yary;Yary;;;;;;;;;x
e_german_confederation;German Confederation;;;;;;;;;x
e_german_confederation_adj;German;;;;;;;;;x
k_cyprus_league;Cypriot League;;;;;;;;;x
k_cyprus_league_adj;Cypriot;;;;;;;;;x
e_aegean;Aegean League;;;;;;;;;x
e_aegean_adj;Aegean;;;;;;;;;x
d_dios_world;Dio's World;;;;;;;;;x
d_dios_world_adj;Dio's;;;;;;;;;x
k_caspia;Batystan;;;;;;;;;x
k_tian_shan;Tenrostan;;;;;;;;;x
k_caspia_adj;Batystani;;;;;;;;;x
k_tian_shan_adj;Tenrostani;;;;;;;;;x
d_ahmadiyya;Ahmadiyya Caliphate;;;;;;;;;x,,,
d_ahmadiyya_adj;Ahmadiyya;;;;;;;;;x,,,
e_roman_republic;Roman Republic;;;;;;;;;x,,,
e_roman_republic_adj;Roman;;;;;;;;;x,,,
e_atlantis;Atlantis;;;;;;;;;x,,,
e_atlantis_adj;Atlantian;;;;;;;;;x,,,
d_occultist_reformed_adj;Occultist;;;;;;;;;;;;;x
d_occultist_reformed;Supreme Orient;;;;;;;;;;;;;x
b_bassee;Bassée;;;;;;;;;x,,,
b_bassee_adj;Basséean;;;;;;;;;x,,,
b_poggersdorf;Poggersdorf;;;;;;;;;x,,,
b_poggersdorf_adj;Poggers;;;;;;;;;x,,,
b_fucking;Fucking;;;;;;;;;x,,,
b_fucking_adj;Fucking;;;;;;;;;x,,,

d_nasrini;Nasrani Church;;;;;;;;;x,,,
d_nasrini_adj;Nasrani;;;;;;;;;x,,,
