#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_hereford_adj_english;Herefordian;herefordienne;Herefordisch;;Herefordiana;;;;;;;;;x
d_norfolk_adj_norman;Norfolkian;norfolkienne;Norfolkisch;;Norfolkiana;;;;;;;;;x
d_norfolk_adj_english;Norfolkian;norfolkienne;Norfolkisch;;Norfolkiana;;;;;;;;;x
d_gloucester_adj_norman;Gloucesterian;gloucesterienne;Gloucesterisch;;Gloucesteriana;;;;;;;;;x
d_gloucester_adj_english;Gloucesterian;gloucesterienne;Gloucesterisch;;Gloucesteriana;;;;;;;;;x
d_lancaster_adj_welsh;Rhegedian;rhegedienne;Rhegedisch;;Rhegediano;;;;;;;;;x
title_patrician_heir;Designated Heir;Héritier désigné;Ernannter Nachfolger;;Heredero designado;;;;;;;;;x
title_patrician_heir_desc;This character has been chosen to succeed a Patrician in running the family business.;Ce personnage a été choisi pour succéder au Patricien et prendre en mains les affaires de la famille.;Dieser Charakter wurde auserwählt, die Familiengeschäfte eines Patriziers zu erben. ;;Este personaje ha sido elegido para suceder a un patricio en la gestión del negocio familiar.;;;;;;;;;x
ANY_TRADE_POST_STARTS;Any Trade Post;N'importe quel comptoir;Beliebiger Handelsposten;;Cualquier Puesto Comercial;;;;;;;;;x
religious_cb_succ_tip;§Y[Root.GetTitledFirstName]§! vassalizes lords of [Root.GetPossPronoun] religion and takes all other titles in the §Y[This.GetFullBaseName]§!.\n;[Root.Get_Le_TitledFirstNameJ] vassalise les seigneurs de sa religion et acquiert tous les autres titres de §Y[This.GetFullBaseName]§!.\n;§Y[Root.GetTitledFirstName]§! unterwirft die Herrscher der [Root.GetPossPronoun]en Religion und übernimmt alle anderen Titel in §Y[This.GetFullBaseName]§!.\n;;§Y[Root.GetTitledFirstName]§! somete a los señores de [Root.GetPossPronoun] religión y toma todos los demás títulos del §Y[This.GetFullBaseName]§!.\n;;;;;;;;;x
ultimogeniture;Ultimogeniture;Ultimogéniture;Ultimogenitur;;Ultimogenitura;;;;;;;;;x
succ_ultimogeniture;Ultimogeniture;Ultimogéniture;Ultimogenitur;;Ultimogenitura;;;;;;;;;x
succ_ultimogeniture_desc;This succession law is the opposite of the far more common Primogeniture. With Ultimogeniture, the youngest child inherits.;Cette règle de succession est l'inverse de la primogéniture si commune. Dans le cas de l'ultimogéniture, c'est le plus jeune enfant qui devient l'héritier.;Dieses Erbfolgerecht ist das Gegenteil der Primogenitur. Bei der Ultimogenitur erbt das jüngste Kind.;;Esta ley de sucesión se opone a la mucho más frecuente primogenitura. En la ultimogenitura, el heredero es el hijo más joven.;;;;;;;;;x
tanistry;Tanistry;Tanistrie;Thanwahl;;Tanistría;;;;;;;;;x
succ_tanistry;Tanistry;Tanistrie;Thanwahl;;Tanistría;;;;;;;;;x
succ_tanistry_desc;The ruler and all vassals at one and two ranks below can nominate an heir - the Tanist - from among the members of the ruler's dynasty. Vassals will tend to favor older members from other branches of the family, especially claimants.;Le seigneur et tous ses vassaux (à deux rangs en dessous de lui) peuvent nommer un héritier, le taniste, parmi les membres de la dynastie du seigneur. Les vassaux auront tendance à favoriser des membres plus âgés issus d'autres branches de la famille, et plus particulièrement les prétendants.;Der Herrscher und alle Vasallen ein oder zwei Ränge darunter können einen Erben - den Than - aus den Mitgliedern der Dynastie des Herrschers nominieren. Vasallen bevorzugen ältere Mitglieder aus entfernten Zweigen der Dynastie, vor allem wenn ein Anspruch besteht.;;El gobernante y todos los vasallos de uno o dos rangos inferiores pueden nombrar un heredero -el tanista- entre los miembros de la dinastía del gobernante. Los vasallos tenderán a favorecer a miembros más ancianos de otras ramas de la familia, especialmente a los pretendientes. ;;;;;;;;;x
title_tanist;Tanist;Taniste;Than;;Tanista;;;;;;;;;x
TRIGGER_ULTIMOGENITURE_HEIR;The Ultimogeniture Heir;L'héritier par l'ultimogéniture;Der ultimogene Erbe;;El heredero ultimogénito;;;;;;;;;x
PATRICIAN_WEALTH_PRESTIGE;Patrician Treasury: $GOLD$;Trésorerie patricienne : $GOLD$;Patrizische Schatzkammer: $GOLD$;;Tesoro patricio: $GOLD$;;;;;;;;;x
CANT_BUILD_TRADEPOST_HOSTILE;Is not Hostile to $WHO$;N'est pas hostile envers $WHO$;Keine Feindschaft gegenüber $WHO$;;No es hostil a $WHO$;;;;;;;;;x
ca_con_wall_6;Ruined Theodosian Walls;;;;;;;;;x
ca_con_wall_6_desc;The Theodosian Walls were built during the reign of Emperor Theodosius in the 5th century and later expanded by the Ottoman Sultans, they were once some of the most formidable fortifications in the pre-event world. In the modern day however they are a shadow of their former selves and yet even in their pitiful state they are impressive.;;;;;;;;;x
ca_con_wall_7;Improved Theodosian Walls;;;;;;;;;x
ca_con_wall_7_desc;The Theodosian Walls were built during the reign of Emperor Theodosius in the 5th century and later expanded by the Ottoman Sultans, they were once some of the most formidable fortifications in the pre-event world. Now that they have been restored and even improved upon by modern architects they are some of the most impressive fortifications in the known world.;;;;;;;;;x
ct_rep_arsenal_1_desc;A small collection of shipyards and armories centered around the docks of the Republic's capital.;Un petit regroupement de chantiers navals et d'armureries centralisés autour des quais de la capitale de la République.;Eine kleine Auswahl an Werften und Waffenkammern in der Nähe des Hafens der republikanischen Hauptstadt.;;Pequeño conjunto de astilleros y armerías situada alrededor de los muelles de la capital de la República.;;;;;;;;;x
ct_rep_arsenal_1;Arsenal;Arsenal;Arsenal;;Arsenal;;;;;;;;;x
ct_rep_arsenal_2;Arsenal;Arsenal;Arsenal;;Arsenal;;;;;;;;;x
ct_rep_arsenal_3;Arsenal;Arsenal;Arsenal;;Arsenal;;;;;;;;;x
ct_rep_arsenal_2_desc;A heavily fortified collection of shipyards and armories centered around the docks of the Republic's capital.;Un quartier très fortifié de chantiers navals et d'armureries centralisés autour des quais de la capitale de la République.;Eine schwer befestige Ansammlung an Werften und Waffenkammern rund um den Hafen der republikanischen Hauptstadt.;;Conjunto fortificado de astilleros y armerías situado alrededor de los muelles de la capital de la República.;;;;;;;;;x
ct_rep_arsenal_3_desc;This heavily fortified collection of shipyards and armories is nothing less than an industrial complex centered around the docks of the Republic's capital.;Cet important quartier très fortifié de chantiers navals et d'armureries n'est rien d'autre qu'un véritable complexe industriel centralisé autour des quais de la capitale de la République.;Diese schwer befestigte Ansammlung von Werften und Waffenkammern ist nicht weniger als ein industrieller Komplex rund um den Hafen der republikanischen Hauptstadt.;;Este conjunto fortificado de astilleros y armerías es todo un complejo industrial situado en torno a los muelles de la capital de la República.;;;;;;;;;x
usurp_tp;Usurp Trade Posts from Patrician;Usurper les comptoirs des Patriciens;Übernehme Handelsposten von Patrizier;;Usurpar Puestos Comerciales a los patricios;;;;;;;;;x
usurp_tp_desc;As [Root.GetTitle], use the powers of your office to usurp Trade Posts from a rival family.;En tant qu[Root.Get_only_e_Title][Root.GetTitle], utilisez les pouvoirs de votre charge pour usurper les comptoirs d'une famille rivale.;Als [Root.GetTitle], nutzt die Macht Eures Amtes, um Handelsposten rivalisierender Familien zu übernehmen.;;Como [Root.GetTitle], utiliza los poderes de tu posición para usurpar los Puestos Comerciales de una familia rival.;;;;;;;;;x
petition_doge_for_tp;Petition [Root.Liege.GetTitle] for Trade Posts;Demander à votre [Root.Liege.GetTitle] des comptoirs;Bittet [Root.Liege.GetTitle] um Handelsposten;;Solicitar Puestos Comerciales al [Root.Liege.GetTitle];;;;;;;;;x
petition_doge_for_tp_desc;Petition the [Root.Liege.GetTitle] for some Trade Posts in the name of equity.;Présenter une requête à votre [Root.Liege.GetTitle] pour l'acquisition de comptoirs au nom de l'équité;Bittet den [Root.Liege.GetTitle] um einige Handelsposten im Zeichen der Gleichberechtigung.;;Solicitar algunos Puestos Comerciales al [Root.Liege.GetTitle] en nombre de la equidad.;;;;;;;;;x
forbid_daughter_tooltip;You order your daughter to end this disgraceful affair.;Vous ordonnez à votre fille de cesser cette relation ignominieuse.;Ihr befehlt Eurer Tochter, diese unwürdige Affäre zu beenden.;;Ordenas a tu hija que ponga fin a este vergonzoso asunto.;;;;;;;;;x
ESongsOfProsperityDLC;Songs of Prosperity;Musiques de la Prospérité;Songs of Prosperity;;;;;;;;;;;x
