duke_female_americanist;Colonel;;;;;;;;;;;;;x
duchy_of_americanist;District of;;;;;;;;;;;;;x
duchy_americanist;District;;;;;;;;;;;;;x
king_americanist;General;;;;;;;;;;;;;x
king_female_americanist;General;;;;;;;;;;;;;x
kingdom_of_americanist;Department of;;;;;;;;;;;;;x
kingdom_americanist;Department;;;;;;;;;;;;;x
emperor_americanist;Commander-in-Chief;;;;;;;;;;;;;x
emperor_female_americanist;Commander-in-Chief;;;;;;;;;;;;;x
empire_of_americanist;Command of;;;;;;;;;;;;;x
empire_female_americanist;Command;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
job_chancellor_americanist_reformed;Secretary of State;;;;;;;;;;;;;x
job_treasurer_americanist_reformed;Secretary of the Treasury;;;;;;;;;;;;;x
job_marshal_americanist_reformed;Secretary of Defense;;;;;;;;;;;;;x
job_spymaster_americanist_reformed;National Security Advisor;;;;;;;;;;;;;x
job_spiritual_americanist_reformed;Attorney General;;;;;;;;;;;;;x
temple_barony_of_americanist_reformed;Court of;;;;;;;;;;;;;x
temple_baron_americanist_reformed;Judge;;;;;;;;;;;;;x
temple_baron_female_americanist_reformed;Judge;;;;;;;;;;;;;x
temple_baron_americanist_reformeds;Judges;;;;;;;;;;;;;x
temple_county_of_americanist_reformed;County Court of;;;;;;;;;;;;;x
temple_count_americanist_reformed;County Judge;;;;;;;;;;;;;x
temple_count_female_americanist_reformed;County Judge;;;;;;;;;;;;;x
temple_duchy_of_americanist_reformed;District Court of;;;;;;;;;;;;;x
temple_duke_americanist_reformed;District Judge;;;;;;;;;;;;;x
temple_duke_female_americanist_reformed;District Judge;;;;;;;;;;;;;x
temple_kingdom_of_americanist_reformed;Circuit Court of;;;;;;;;;;;;;x
temple_king_americanist_reformed;Circuit Judge;;;;;;;;;;;;;x
temple_king_female_americanist_reformed;Circuit Judge;;;;;;;;;;;;;x
temple_empire_of_americanist_reformed;Supreme Court of;;;;;;;;;;;;;x
temple_emperor_americanist_reformed;Supreme Judge;;;;;;;;;;;;;x
temple_emperor_female_americanist_reformed;Supreme Judge;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
city_count_americanist_reformed;Representative;;;;;;;;;;;;;x
city_count_female_americanist_reformed;Representative;;;;;;;;;;;;;x
city_duke_americanist_reformed;Speaker;;;;;;;;;;;;;x
city_duke_female_americanist_reformed;Speaker;;;;;;;;;;;;;x
city_king_americanist_reformed;Senator;;;;;;;;;;;;;x
city_king_female_americanist_reformed;Senator;;;;;;;;;;;;;x
city_emperor_americanist_reformed;Senate President;;;;;;;;;;;;;x
city_emperor_female_americanist_reformed;Senate President;;;;;;;;;;;;;
;;;;;;;;;;;;;;
baron_americanist_reformed;Sergeant;;;;;;;;;;;;;x
baron_female_americanist_reformed;Sergeant;;;;;;;;;;;;;x
barony_of_americanist_reformed;Garrison of;;;;;;;;;;;;;x
barony_americanist_reformed;Garrison;;;;;;;;;;;;;x
count_americanist_reformed;Major;;;;;;;;;;;;;x
count_female_americanist_reformed;Major;;;;;;;;;;;;;x
county_of_americanist_reformed;Post of;;;;;;;;;;;;;x
county_americanist_reformed;Post;;;;;;;;;;;;;x
duke_americanist_reformed;Colonel;;;;;;;;;;;;;x
duke_female_americanist_reformed;Colonel;;;;;;;;;;;;;x
duchy_of_americanist_reformed;District of;;;;;;;;;;;;;x
duchy_americanist_reformed;District;;;;;;;;;;;;;x
king_americanist_reformed;General;;;;;;;;;;;;;x
king_female_americanist_reformed;General;;;;;;;;;;;;;x
kingdom_of_americanist_reformed;Department of;;;;;;;;;;;;;x
kingdom_americanist_reformed;Department;;;;;;;;;;;;;x
emperor_americanist_reformed;Commander-in-Chief;;;;;;;;;;;;;x
emperor_female_americanist_reformed;Commander-in-Chief;;;;;;;;;;;;;x
empire_of_americanist_reformed;Command of;;;;;;;;;;;;;x
empire_female_americanist_reformed;Command;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
temple_county_occultist;Great Temple;;;;;;;;;;;;;x
temple_duchy_occultist;Theurgy;;;;;;;;;;;;;x
temple_kingdom_occultist;Hierophancy;;;;;;;;;;;;;x
temple_county_occultist_reformed;Great Temple;;;;;;;;;;;;;x
temple_duchy_occultist_reformed;Theurgy;;;;;;;;;;;;;x
temple_kingdom_occultist_reformed;Hierophancy;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
temple_baron_occultist_reformed;Adept;;;;;;;;;;;;;x
temple_baron_female_occultist_reformed;Adept;;;;;;;;;;;;;x
temple_baron_occultist_reformeds;Adepts;;;;;;;;;;;;;x
temple_barony_of_occultist_reformed;Temple of;;;;;;;;;;;;;x
temple_count_occultist_reformed;Mystagogue;;;;;;;;;;;;;x
temple_count_female_occultist_reformed;Mystagogue;;;;;;;;;;;;;x
temple_county_of_occultist_reformed;Great Temple of;;;;;;;;;;;;;x
temple_duke_occultist_reformed;Theurge;;;;;;;;;;;;;x
temple_duke_female_occultist_reformed;Theurge;;;;;;;;;;;;;x
temple_duchy_of_occultist_reformed;Theurgy of;;;;;;;;;;;;;x
temple_king_occultist_reformed;Hierophant;;;;;;;;;;;;;x
temple_king_female_occultist_reformed;Hierophant;;;;;;;;;;;;;x
temple_kingdom_of_occultist_reformed;Hierophancy of;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
baron_brethren;Lieutenant;;;;;;;;;;;;;x
baron_female_brethren;Lieutenant;;;;;;;;;;;;;x
barony_of_brethren;Lieutenancy of;;;;;;;;;;;;;x
