String_The_Flying_Dutchman;The Flying Dutchman;;;;;;;;;;;;;x
String_Barbossa;Barbossa;;;;;;;;;;;;;x
String_The_Crawling_Chaos;The Crawling Chaos;;;;;;;;;;;;;x
String_Randall_Flag;Flagg;;;;;;;;;;;;;x
String_The_Beast;The Beast;;;;;;;;;;;;;x
String_Attenborough;Attenborough;;;;;;;;;;;;;x
String_The_Family;The Family;;;;;;;;;;;;;x
String_redcoat;redcoat;;;;;;;;;;;;;x
String_redcoats;redcoats;;;;;;;;;;;;;x
Glory_to_The_Tyrant;Glory to the Tyrant!;;;;;;;;;;;;;x
String_The_Tyrant;The Tyrant;;;;;;;;;;;;;x
String_stuarts;Stuarts;;;;;;;;;;;;;x
String_Communism;Communism;;;;;;;;;;;;;x
String_tsarists;Tsarists;;;;;;;;;;;;;x
String_Ikuchi;Ikuchi;;;;;;;;;;;;;x
String_Orochi;Orochi;;;;;;;;;;;;;x
String_oni;oni;;;;;;;;;;;;;x
String_Glory_to_Orochi;Glory to Orochi!;;;;;;;;;;;;;x
String_jacobitism;Jacobitism;;;;;;;;;;;;;x
String_The_King_in_Yellow;The King in Yellow;;;;;;;;;;;;;x
String_Deneb;Deneb;;;;;;;;;;;;;x
String_dark_one;dark one;;;;;;;;;;;;;x
String_dark_ones;dark ones;;;;;;;;;;;;;x
String_Glory_to_Deneb;Glory to Deneb!;;;;;;;;;;;;;x
String_Glory_to_The_Feaster;Glory to The Feaster!;;;;;;;;;;;;;x
String_Mechenyi;Mechenyi;;;;;;;;;;;;;x
String_The_Feaster;The Feaster;;;;;;;;;;;;;x
String_Black_Helicopter;Black Helicopter;;;;;;;;;;;;;x
String_Bolshevik;Bolshevik;;;;;;;;;;;;;x
String_Inspector;Inspector;;;;;;;;;;;;;x
String_Youkai;Youkai;;;;;;;;;;;;;x
String_Odinochki;Odinochki;;;;;;;;;;;;;x
String_MiGo;Mi-Go;;;;;;;;;;;;;x
String_Carcosan;Carcosan;;;;;;;;;;;;;x
String_Wendigo;Wendigo;;;;;;;;;;;;;x
String_The_Rainbow_Warrior;Rainbow Warrior;;;;;;;;;;;;;x
String_Aum;Aum;;;;;;;;;;;;;x
String_Jahs_blessing_upon_you;Jah's blessing upon you;;;;;;;;;x
String_Fords_blessings;Ford's blessings;;;;;;;;;x
String_the_Queens_blessings;The Queen's blessings;;;;;;;;;x
String_Ah;Ah;;;;;;;;;x
String_Sol_Invictas_blessings;Eréndira's blessings;;;;;;;;;x
String_Kukulans_blessings;Kuklan's blessings;;;;;;;;;x
String_Hunab_Kus_blessings;Hunab Ku's blessings;;;;;;;;;x
String_The_Founders_blessings;The Founders' blessings;;;;;;;;;x
String_The_Dollars_blessings;The Dollar's blessings;;;;;;;;;x
String_The_Elements_blessings;The Elements' blessings;;;;;;;;;x
String_The_Emperors_blessings;The Emperor's blessings;;;;;;;;;x
String_Gaias_blessings;Gaia's blessings;;;;;;;;;x
String_Greetings_Stalker;Greetings, Stalker;;;;;;;;;x
String_Neptunes_blessings;Neptune's blessings;;;;;;;;;x
String_Go_with_Jah;Go with Jah;;;;;;;;;x
String_May_Sol_Invicta_illuminate_your_path;May Eréndira illuminate your path;;;;;;;;;x
String_May_the_Founders_protect_you;May the Founders protect you;;;;;;;;;x
String_May_the_Invisible_Hand_guide_you;May the Invisible Hand guide you;;;;;;;;;x
String_May_Atomos_protect_you;May the Elements protect you;;;;;;;;;x
String_May_the_Emperor_protect_you;May the Emperor protect you;;;;;;;;;x
String_May_Gaia_protect_you;May Gaia protect you;;;;;;;;;x
String_Praise_the_Monolith;Praise the Monolith;;;;;;;;;x
String_May_you_be_protected;May you be protected;;;;;;;;;x
String_May_Neptune_guide_you;May Neptune guide you;;;;;;;;;x
String_gear_amulet;gear amulet;;;;;;;;;x
String_totem;totem;;;;;;;;;x
String_serpent_amulet;serpent amulet;;;;;;;;;x
String_cowrie_shell;cowrie shell;;;;;;;;;x
String_torii_symbol;torii symbol;;;;;;;;;x
String_trefoil;trefoil;;;;;;;;;x
String_dollar_sign;dollar sign;;;;;;;;;x
String_skull_and_crossbones;skull and crossbones;;;;;;;;;x
String_flag_pin;flag pin;;;;;;;;;x
String_Danus_blessings;Danu's blessings;;;;;;;;;;;;;x
String_Arawn_watch_over_you;Arawn watch over you;;;;;;;;;;;;;x
GetHouseOfWorship_Celtic;Sacred Grove;;;;;;;;;;;;;x
String_Endless_Fight;endless fight;;;;;;;;;;;;;x
String_Holy_Mission;holy mission;;;;;;;;;;;;;x
String_Mighty_Battles;mighty battles;;;;;;;;;;;;;x
String_Sacred_Wars;sacred wars;;;;;;;;;;;;;x
String_For_RandomGod;for [This.Religion.GetRandomGodName];;;;;;;;;;;;;x
String_For_OurFaith;for our faith;;;;;;;;;;;;;x
String_For_ReligionHead;for the [This.RelHead.GetTitle];;;;;;;;;;;;;x
String_Against_The_Infidel;against the infidel;;;;;;;;;;;;;x
String_Against_Works_Of_RandomEvilGod;against the works of [Root.GetRandomEvilGodName];;;;;;;;;;;;;x
String_Against_The_Heretic;against the heretic;;;;;;;;;;;;;x
String_ReligionsHolyOrder;the [Root.Religion.GetName] Holy Order;;;;;;;;;;;;;x
tooltip_cultural_pirate_corsair;Corsair;;;;;;;;;;;;;x
tooltip_cultural_pirate_buccaneer;Buccaneer;;;;;;;;;;;;;x
