#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x,,,,,,,
e_ottoman_adj;Ottoman;Ottoman;Ottoman;;Ottoman;;;;;;;;;x,,,,,,,
d_grand_est;Grand Est;Grand Est;Grand Est;;Grand Est;;;;;;;;;x,,,,,,,
d_grand_est_adj;Grand Est;Grand Est;Grand Est;;Grand Est;;;;;;;;;x,,,,,,,
d_orleanais;Orleanais;Orleanais;Orleanais;;Orleanais;;;;;;;;;x,,,,,,,
d_orleanais_adj;Orleanais;Orleanais;Orleanais;;Orleanais;;;;;;;;;x,,,,,,,
d_hauts-de-france;Hauts-de-France;Hauts-de-France;Hauts-de-France;;Hauts-de-France;;;;;;;;;x,,,,,,,
d_hauts-de-france_adj;Hauts-de-France;Hauts-de-France;Hauts-de-France;;Hauts-de-France;;;;;;;;;x,,,,,,,
d_poitiers;Poitiers;Poitiers;Poitiers;;Poitiers;;;;;;;;;x,,,,,,,
d_poitiers_adj;Poitiers;Poitiers;Poitiers;;Poitiers;;;;;;;;;x,,,,,,,
d_schwaben;Swabia;Swabia;Swabia;;Swabia;;;;;;;;;x,,,,,,,
d_schwaben_adj;Swabia;Swabia;Swabia;;Swabia;;;;;;;;;x,,,,,,,
k_britannia;Britain;Britain;Britain;;Britain;;;;;;;;;x,,,,,,,
k_britannia_adj;British;British;British;;British;;;;;;;;;x,,,,,,,
e_commonwealth;Commonwealth;Commonwealth;Commonwealth;;Commonwealth;;;;;;;;;x,,,,,,,
e_commonwealth_adj;Commonwealth;Commonwealth;Commonwealth;;Commonwealth;;;;;;;;;x,,,,,,,
GOD_THE_KAISER;The Kaiser;The Kaiser;The Kaiser;;The Kaiser;;;;;;;;;x,,,,,,,
THE_POPE;The Pope;The Pope;The Pope;;The Pope;;;;;;;;;x,,,,,,,
d_prussianist;The Kaizerreich;The Kaizerreich;The Kaizerreich;;The Kaizerreich;;;;;;;;;x,,,,,,,
KAISER_PRU;Kaizer;Kaizer;Kaizer;;Kaizer;;;;;;;;;x,,,,,,,
KAISER_PRU_FOA;Majesty;Majesty;Majesty;;Majesty;;;;;;;;;x,,,,,,,
prussianist;Prussianist;Prussianist;Prussianist;;Prussianist;;;;;;;;;x,,,,,,,
k_lutheran;World Lutheran Council;World Lutheran Council;World Lutheran Council;World Lutheran Council;;;;;;;;;x,,,,,,,
COUNCIL_PRESIDENT;Council President;Council President;Council President;;Council President;;;;;;;;;x,,,,,,,
COUNCIL_PRESIDENT_FOA;Your Holiness;Your Holiness;Your Holiness;;Your Holiness;;;;;;;;;x,,,,,,,
k_calvinist;Grand Consistory;Grand Consistory;Grand Consistory;Grand Consistory;;;;;;;;;x,,,,,,,
ELDER;Elder;Elder;Elder;;Elder;;;;;;;;;x,,,,,,,
ELDER_FOA;Your Eminence;Your Eminence;Your Eminence;;Your Eminence;;;;;;;;;x,,,,,,,
prussianist_FEATURES;§Y*§! Members can train to strengthen themselves and increase their leadership skills;;;;;;;;;x,,,,,,,
prussianist_DESC;Prussianism is a heretical branch that grew out of the Lutheran church in east Germany. The Church retains many Christian doctrines,but have added extra doctrines out of step with mainstream Protestantism (and Christianity more generally). They believe that,in addition to the Prophets of old,God later sent a prophet to the Germans,known as 'The Kaiser'. They believe that the Kaiser saved the German people from the assualt of the heretical Pope,who had seceded from the true Church for political reasons. In-game,the Prussianists are far more militant and aggressive than mainstream Lutherans,believing in the importance of martial skill and valor.;;;;;;;;;x
prussianist_training;Prussian Discipline;;;;;;;;;x,,,,,,,
prussianistevents1Desc;As a Prussianist, you have the duty to work hard and improve your skill in warfare. What aspect of war do you wish to focus on?;;;;;;;;;x,,,,,,
EVTOPTA_prussianistevents1;I want to strengthen my body;;;;;;;;;x,,,,,,,
EVTOPTB_prussianistevents1;I want to focus on my style of command;;;;;;;;;x,,,,,,,
EVTOPTC_prussianistevents1;I want to focus on troop types and terrain;;;;;;;;;x,,,,,,,
prussianistevents2Desc;What kind of command style do you prefer?;;;;;;;;;x,,,,,,,
EVTOPTA_prussianistevents2;Prussians slaughter their foes without mercy!;;;;;;;;;x,,,,,,,
EVTOPTB_prussianistevents2;Prussia was famous for its organisation!;;;;;;;;;x,,,,,,,
EVTOPTC_prussianistevents2;Every Prussian will prefer death to defeat!;;;;;;;;;x,,,,,,,
EVTOPTD_prussianistevents2;My specialty lies elsewhere;;;;;;;;;x,,,,,,,
prussianistevents3Desc;What kind of command style do you prefer?;;;;;;;;;x,,,,,,,
"EVTOPTA_prussianistevents3;As Clausewitx says, morale determines victory;;;;;;;;;x",,,,,,,
EVTOPTB_prussianistevents3;The forts of our enemies will fall before us!;;;;;;;;;x,,,,,,,
EVTOPTC_prussianistevents3;Hold the line and the war will be won;;;;;;;;;x,,,,,,,
EVTOPTD_prussianistevents3;My specialty lies elsewhere;;;;;;;;;x,,,,,,,
prussianistevents4Desc;What kind of command style do you prefer?;;;;;;;;;x,,,,,,,
EVTOPTA_prussianistevents4;Light Troops will always be the most numerous;;;;;;;;;x,,,,,,,
EVTOPTB_prussianistevents4;Heavily Armored Troops;;;;;;;;;x,,,,,,,
EVTOPTC_prussianistevents4;German Knights are the greatest in the world!;;;;;;;;;x,,,,,,,
EVTOPTD_prussianistevents4;My specialty lies elsewhere;;;;;;;;;x,,,,,,,
prussianistevents5Desc;What kind of command style do you prefer?;;;;;;;;;x,,,,,,,
EVTOPTA_prussianistevents5;Upon the plains our enemies will fall!;;;;;;;;;x,,,,,,,
EVTOPTB_prussianistevents5;Trees and Hills are our home!;;;;;;;;;x,,,,,,,
EVTOPTC_prussianistevents5;The mountains must be conquered!;;;;;;;;;x,,,,,,,
EVTOPTD_prussianistevents5;My specialty lies elsewhere;;;;;;;;;x,,,,,,,
become_prussian;Adopt the Prussian Culture;;;;;;;;;x,,,,,,,
