k_rhineland;Rhineland;Rhineland;Rhineland;;Rhineland;;;;;;;;;x
k_rhineland_adj;Rhinelandian;Rhinelandien;Rhinelandier;;Rhinelandiano;;;;;;;;;x
k_bavarja;Bavaria;Bavaria;Bavaria;;Bavaria;;;;;;;;;x
k_bavarja_adj;Bavarian;Bavariaien;Bavariaier;;Bavariaiano;;;;;;;;;x
k_prussia;Prussia;Prussia;Prussia;;Prussia;;;;;;;;;x
k_prussia_adj;Prussian;Prussiaien;Prussiaier;;Prussiaiano;;;;;;;;;x
k_bohemia;Czechia;Czechia;Czechia;;Czechia;;;;;;;;;x
k_bohemia_adj;Czech;Czechiaien;Czechiaier;;Czechiaiano;;;;;;;;;x
k_palmarian_pope;Palmarian Papacy;;;;;;;;;x
k_palmarian_pope_adj;palmarian;;;;;;;;;x
k_serbia_triumvirate;The Triumvirate;;;;;;;;;x
k_serbia_triumvirate_adj;triumviratan;;;;;;;;;x
k_gondor;Gondor;;;;;;;;;x
k_arnor_adj;Arnorian;;;;;;;;;x
k_arnor;Arnor;;;;;;;;;x
k_gondor_adj;Gondorian;;;;;;;;;x
k_lebanon;Lebanon;Lebanon;Lebanon;;Lebanon;;;;;;;;;x
k_lebanon_adj;Lebanese;;;;;;;;;x
d_british_france;French Expedition;;;;;;;;;x
d_british_france_adj;British;;;;;;;;;x
LORD_GENERAL;Lord General;;;;;;;;;x
THE;The;;;;;;;;;x
d_portugal;Portugal;Portugal;Portugal;;Portugal;;;;;;;;;x
d_portugal_adj;Portugalian;Portugalien;Portugalier;;Portugaliano;;;;;;;;;x
d_basque;Basque;Basque;Basque;;Basque;;;;;;;;;x
d_basque_adj;Basqan;Basqueien;Basqueier;;Basqueiano;;;;;;;;;x
d_hauts-de-france;Hauts de France;Hauts de France;Hauts de France;;Hauts de France;;;;;;;;;x
d_hauts-de-france_adj;Hauts de France;Hauts de Fracne;Hauts de France;;Hauts de France;;;;;;;;;x
d_grand_est;Grand Est;Grand Est;Grand Est;;Grand Est;;;;;;;;;x
d_grand_est_adj;Grand Est;Grand Est;Grand Est;;Grand Est;;;;;;;;;x
d_toulouse;Occitania;Occitania;Occitania;;Occitania;;;;;;;;;x
d_toulouse_adj;Occitaniaian;Occitaniaien;Occitaniaier;;Occitaniaiano;;;;;;;;;x
d_aquitaine;Limousin;Limousin;Limousin;;Limousin;;;;;;;;;x
d_aquitaine_adj;Limousinian;Limousinien;Limousinier;;Limousiniano;;;;;;;;;x
d_lichtenstein;Lichtenstein;Lichtenstein;Lichtenstein;;Lichtenstein;;;;;;;;;x
d_lichtenstein_adj;Lichtensteinian;Lichtensteinien;Lichtensteinier;;Lichtensteiniano;;;;;;;;;x
c_schwyz;Vaduz;Vaduz;Vaduz;;Vaduz;;;;;;;;;x
c_schwyz_adj;Vaduzian;Vaduzien;Vaduzier;;Vaduziano;;;;;;;;;x
d_loen;Leon;Leon;Leon;;Leon;;;;;;;;;x
d_loen_adj;Leonian;Leonien;Leonier;;Leoniano;;;;;;;;;x
d_arturias;Asturias;Asturias;Asturias;;Asturias;;;;;;;;;x
d_arturias_adj;Asturiasian;Asturiasien;Asturiasier;;Asturiasiano;;;;;;;;;x
d_extremadura;Extremadura;Extremadura;Extremadura;;Extremadura;;;;;;;;;x
d_extremadura_adj;Extremaduraian;Extremaduraien;Extremaduraier;;Extremaduraiano;;;;;;;;;x
d_mallorka;Mallorca;Mallorca;Mallorca;;Mallorca;;;;;;;;;x
d_mallorka_adj;Mallorcan;Mallorcaien;Mallorcaier;;Mallorcaiano;;;;;;;;;x
d_savoia;Savoia;Savoia;Savoia;;Savoia;;;;;;;;;x
d_savoia_adj;Savoian;Savoian;Savoian;;Savoian;;;;;;;;;x
d_dauphin;Dauphin;Dauphin;Dauphin;;Dauphin;;;;;;;;;x
d_dauphin_adj;Dauphinian;Dauphinian;Dauphinian;;Dauphinian;;;;;;;;;x
d_french_comte;French Comte;;French Comte;;French Comte;;;French Comte;;;;;;;;;x
d_french_comte_adj;Comte French;Comte French;Comte French;;Comte French;;;;;;;;;x
d_upper_switzerland;Upper Switzerland;Upper Switzerland;Upper Switzerland;;Upper Switzerland;;;;;;;;;x
d_upper_switzerland_adj;Upper Swiss;Upper Swiss;Upper Swiss;;Upper Swiss;;;;;;;;;x
d_provance;Provance;Provance;Provance;;Provance;;;;;;;;;x
d_provance_adj;Provancian;Provanceien;Provanceier;;Provanceiano;;;;;;;;;x
d_flander;Flanders;Flanders;Flanders;;Flanders;;;;;;;;;x
d_flander_adj;Flandersian;Flandersien;Flandersier;;Flandersiano;;;;;;;;;x
d_trabant;Traband;Traband;Traband;;Traband;;;;;;;;;x
d_trabant_adj;Trabandian;Trabandien;Trabandier;;Trabandiano;;;;;;;;;x
d_holand;Holland;Holland;Holland;;Holland;;;;;;;;;x
d_holand_adj;Dutch;Dutchien;Dutchier;;Dutchiano;;;;;;;;;x
d_gellre;Gelre;Gelre;Gelre;;Gelre;;;;;;;;;x
d_gellre_adj;Gelreian;Gelreien;Gelreier;;Gelreiano;;;;;;;;;x
d_new_luxemburg;New Luxemburg;New Luxemburg;New Luxemburg;;New Luxemburg;;;;;;;;;x
d_new_luxemburg_adj;New Luxemburgian;New Luxemburgien;New Luxemburgier;;New Luxemburgiano;;;;;;;;;x
d_luxemburg_proper;Luxemburg Proper;Luxemburg Proper;Luxemburg Proper;;Luxemburg Proper;;;;;;;;;x
d_luxemburg_proper_adj;Luxemburgian;Luxemburgien;Luxemburgier;;Luxemburgiano;;;;;;;;;x
d_grand_est;Grand Est;Grand Est;Grand Est;;Grand Est;;;;;;;;;x
d_grand_est_adj;Grand Est;Grand Est;Grand Est;;Grand Est;;;;;;;;;x
d_orleanais;Orleanais;Orleanais;Orleanais;;Orleanais;;;;;;;;;x
d_orleanais_adj;Orleanais;Orleanais;Orleanais;;Orleanais;;;;;;;;;x
d_hauts-de-france;Pas-de-Calais;HPas-de-Calais;Pas-de-Calais;;Pas-de-Calais;;;;;;;;;x
d_hauts-de-france_adj;Pas-de-Calais;Pas-de-Calais;Pas-de-Calais;;Pas-de-Calais;;;;;;;;;x
d_poitiers;Poitiers;Poitiers;Poitiers;;Poitiers;;;;;;;;;x
d_poitiers_adj;Poitiers;Poitiers;Poitiers;;Poitiers;;;;;;;;;x
d_schwaben;Swabia;Swabia;Swabia;;Swabia;;;;;;;;;x
d_schwaben_adj;Swabia;Swabia;Swabia;;Swabia;;;;;;;;;x
d_munster_deutschland;Niedersaxony;;;;;;;;;x
d_munster_deutschland_adj;Niedersaxon;;;;;;;;;x
d_bremenn;Bremenland;;;;;;;;;x
d_bremenn_adj;Bremenland;;;;;;;;;x
d_radyobandits;Radyobandits;;;;;;;;;x
d_radyobandits_adj;Radyobandit;;;;;;;;;x
d_babyagan;Babyagan;;;;;;;;;x
d_babyagan_adj;Babyagan;;;;;;;;;x
HIGH_KING;High King;;;;;;;;;x
HIGH_QUEEN;High Queen;;;;;;;;;x
HIGH_KING_FOA;Your Magnificence;;;;;;;;;x
HIGH_KINGDOM_OF;Kingdom of;;;;;;;;;x
JACOBINIST_REVOLUTION;The Revolution;;;;;;;;;x
d_defenders_of_the_people;Defenders of the People;;;;;;;;;x
d_defenders_of_the_people_adj;Communist;;;;;;;;;x
CITIZEN;Citizen;;;;;;;;;x
k_alania;Dagestan;;;;;;;;;x
k_alania_ad;Dagestani;;;;;;;;;x
d_caspian_steppe;Kalmykia;;;;;;;;;x
d_caspian_steppe_ad;Kalmyk;;;;;;;;;x
d_derbent;Dagestan;;;;;;;;;x
d_derbent_ad;Dagestani;;;;;;;;;x
c_durdzukia;Chechnya;;;;;;;;;x
c_durdzukia;Chechen;;;;;;;;;x
