ancient_1911_desc;As much of a ceremony piece as a weapon, this compact handgon was a status symbol of the elite in the pre-event army. Though that doesnt mean it wasnt any less dangerous.;;;;;;;;;;;;;x
ancient_shotgun;Rare Relic Handgon;;;;;;;;;;;;;x
ancient_shotgun_desc;Uncommon compared to other pre-event handgons found, it has apparent an entirely different design and structure, perhaps denoting a different origin. Yet all the same it was a powerful weapon.;;;;;;;;;;;;;x
officer_insignia;Officer Jewellery;;;;;;;;;;;;;x
officer_insignia_desc;The Officers of the pre-event were numerous, it's hard to believe so many young noblemen were available to form the backbone of a force able to conquer so much. Their icons are something to respect, both in deed and design.;;;;;;;;;;;;;x
ancient_grenade;Relic Firework;;;;;;;;;;;;;x
ancient_grenade_desc;This device here from the pre-event is shrouded in mystery, some argue it was a festival device used to celebrate various occasions. Others have raised up claims it was a weapon of war, in any case, it is a rare find.;;;;;;;;;;;;;x
ancient_helmet;Antedeluvian Helm;;;;;;;;;;;;;x
ancient_helmet_desc;This armor piece from the ancient Amriqi is a provocative design, unrestrictive and rather exposing, one wonders if they had found the perfect balance of armored and light infantry.;;;;;;;;;;;;;x
ancient_dagger;Relic Dagger;;;;;;;;;;;;;x
ancient_dagger_desc;This dagger was a standard issue amongst the Men-at-Arms of the Amriqi, alongside the handgon it made for a well rounded warrior able to fight at multiple ranges effectively.;;;;;;;;;;;;;x
relic_sword;Relic Sword;;;;;;;;;;;;;x
relic_sword_desc;A Mamluk design, with engravings lost to sand and time. This was the mark of an ancient officer, the prestige it carries are known by allies and the bite it gives is felt by the foe.;;;;;;;;;;;;;x
relic_armor;Relic Armour;;;;;;;;;;;;;x
relic_armor_desc;This armour is a combination of a local design and materials with antedeluvian plates extracted from chariots. It is the perfect combination of these two materials to produce an excellent suit of armour.;;;;;;;;;;;;;x
sword_of_attila;Sword of Attila;;;;;;;;;;;;;x
sword_of_attila_desc;This is the legendary Sword of Attila, also known as the Sword of God and the Sword of Mars.;;;;;;;;;;;;;x
romanov_head;Skull of a Tzar;;;;;;;;;;;;;x
romanov_head_desc;A skull of an ancient member of Romanov dynasty, believed to reside in Heaven now.;;;;;;;;;;;;;x
romanov_hand;Hand of a Tzar;;;;;;;;;;;;;x
romanov_hand_desc;A hand of an ancient member of Romanov dynasty, believed to reside in Heaven now.;;;;;;;;;;;;;x
romanov_arm;Arm of a Tzar;;;;;;;;;;;;;x
romanov_arm_desc;An arm of an ancient member of Romanov dynasty, believed to reside in Heaven now.;;;;;;;;;;;;;x
romanov_foot;Foot of a Tzar;;;;;;;;;;;;;x
romanov_foot_desc;A foot of an ancient member of Romanov dynasty, believed to reside in Heaven now.;;;;;;;;;;;;;x
romanov_blood;Tzar Blood;;;;;;;;;;;;;x
romanov_blood_desc;A handkerchief with blood of martyred Tzar Alexander II, murdered by organisation "Narodnaya Volya", believed to be progenitors of modern Stalinist church;;;;;;;;;;;;;x
black_sword;The Black Sword;;;;;;;;;;;;;x
black_sword_desc;The ancestral sword of the Tsoy Dynasty, said to have slain many foes in combat in the hands of Leonid Tsoy, the Restorer of Il San. the black sheen of the weapon terrifies those who stand against it even today.;;;;;;;;;;;;;x
gold_bar;Antideluvian Gold Bar;;;;;;;;;;;;;x
gold_bar_desc;An antideluvian gold bar discovered in the ruins of an ancient city, it is worth both it's value in gold and value in age to collectors. It can be quite prestigious to own.;;;;;;;;;;;;;x
pottery;Antideluvian Pottery;;;;;;;;;;;;;x
pottery_desc;Pottery produced before the apocolypse is generally of higher quality and easier to clean meaning that using it can prevent disease.;;;;;;;;;;;;;x
record_1;Antideluvian Disc;;;;;;;;;;;;;x
record_1_desc;This Disc is believed to somehow contain thoughts and knowledge however the means by which this is accomplished is largely a mystery.;;;;;;;;;;;;;x
silver_bar;Antideluvian Silver Bar;;;;;;;;;;;;;x
silver_bar_desc;An antideluvian silver bar discovered in the ruins of an ancient city, it is worth both it's value in silver and value in age to collectors. It can be quite prestigious to own.;;;;;;;;;;;;;x
sword_durandal;Durandal;;;;;;;;;;;;;x
sword_durandal_desc;The white blade of D'Artagnan will always help Numenor in their time of need. It's been restored to it's former glory, gaining it's owner a place of great renown in the Novel.;;;;;;;;;;;;;x
durandal_sheath;Sheath of Durandal;;;;;;;;;;;;;x
durandal_sheath_desc;The Sheath of Durendal was sold by Aragorn Napoleon to Sinbad the Merchant. It was retrieved from a Merchant in a great Arabian city.;;;;;;;;;;;;;x
durandal_pommel;Pommel of Durandal;;;;;;;;;;;;;x
durandal_pommel_desc;A great thief stole the pommel of D'Artagnan's blade, selling it to the Tzar. It was recovered from the ancient treasury of the Tzars.;;;;;;;;;;;;;x
durandal_hilt;The Hilt of Durandal;;;;;;;;;;;;;x
durandal_hilt_desc;The Hilt of Durendal was hidden by Aragon Napoleon's descendant to be preserved. It was found in the catachombs of Notre Dame.;;;;;;;;;;;;;x 
durandal_blade;Blade of Durandal;;;;;;;;;;;;;x
durandal_blade_desc;The Blade of the Sword Durendal, the weapon forged for the Valar D'Artagnan by the titan Gargantua. Lost at the battle of Waterloo in the bowels of the Beast of Gevedaun, all Novelists pray to see it restored to its glory.;;;;;;;;;;;;;x

sell_gold;Sell Antideluvian Gold Bar;;;;;;;;;;;;;x
sell_gold_desc;Sell an Antideluvian Gold Bar to local merchants for it's gold value and collector value.;;;;;;;;;;;;;x
sell_silver;Sell Antideluvian Silver Bar;;;;;;;;;;;;;x
sell_silver_desc;Sell an Antideluvian Silver Bar to local merchants for it's silver value and collector value.;;;;;;;;;;;;;x
reforge_durandal;Reforge Durandal;;;;;;;;;;;;;x
reforge_durandal_desc;Now that i have gathered all parts of the legendary blade it is time to reforge it.;;;;;;;;;;;;;x

EVTDESC_ART_1800;[relic_hunter.GetTitledFirstName] returns from [relic_hunter.GetHerHis] search, followed by holding a small, sealed iron box in his hands, shaking ever so slightly. Bowing, your [relic_hunter.GetJobTitle] proclaims: 'My search is concluded. I have brought home with me an Antideluvian Gold Bar.;;;;;;;;;;x
EVTDESC_ART_1801;[relic_hunter.GetTitledFirstName] returns from [relic_hunter.GetHerHis] search, followed by holding a small, sealed iron box in his hands, shaking ever so slightly. Bowing, your [relic_hunter.GetJobTitle] proclaims: 'My search is concluded. I have brought home with me an Antideluvian Pottery.;;;;;;;;;;x
EVTDESC_ART_1802;[relic_hunter.GetTitledFirstName] returns from [relic_hunter.GetHerHis] search, followed by holding a small, sealed iron box in his hands, shaking ever so slightly. Bowing, your [relic_hunter.GetJobTitle] proclaims: 'My search is concluded. I have brought home with me an Antideluvian Record.;;;;;;;;;;x
EVTDESC_ART_1802;[relic_hunter.GetTitledFirstName] returns from [relic_hunter.GetHerHis] search, followed by holding a small, sealed iron box in his hands, shaking ever so slightly. Bowing, your [relic_hunter.GetJobTitle] proclaims: 'My search is concluded. I have brought home with me an Antideluvian Silver Bar.;;;;;;;;;;x

EXCAVEOPTA;Excellent! I'll pay for it.;;;;;;;;;;;;;x
EXCAVEOPTB;Im not paying that! Not for some junk.;;;;;;;;;;;;;x
EXCAVEOPTC;Lets donate it to the Dhakhira.;;;;;;;;;;;;;x
EXCAVEOPTD;Excellent! I'll pay for it.;;;;;;;;;;;;;x
EXCAVEOPTE;I cant afford to pay for that.;;;;;;;;;;;;;x
EXCAVEOPTF;Lets donate it to the Dhakhira.;;;;;;;;;;;;;x
EVTDESC_EXCAVE_2;News from the excavation site! The diggers have uncovered a Relic Handgon from the sands. An ancient gon even more advanced than those from the Thunder Dragon itself. Now, the diggers must be paid for their discovery otherwise they will be forced to sell it to foreign merchants, unless you have another idea?;;;;;;;;;;;;;x
EVTDESC_EXCAVE_3;News from the excavation site! The diggers have uncovered a Officer's Handgon from the sands. A mostly ceremonial weapon used by the noble officers of old Al-Sunta'kum, however it was still just as deadly a gon as it's larger cousins. Now, the diggers must be paid for their discovery otherwise they will be forced to sell it to foreign merchants, unless you have another idea?;;;;;;;;;;;;;x
EVTDESC_EXCAVE_4;News from the excavation site! The diggers have uncovered a very rare style of Handgon from the sands. Seemingly designed for a completely different purpose to the other large Handgons we have uncovered, its method of usage is still yet unknown. Now, the diggers must be paid for their discovery otherwise they will be forced to sell it to foreign merchants, unless you have another idea?;;;;;;;;;;;;;x
EVTDESC_EXCAVE_5;News from the excavation site! The diggers have uncovered Officer's Jewellery from the sands. These were a type of jewellery worn by the officer's of their armies to signify their power over their inferiors. Now, the diggers must be paid for their discovery otherwise they will be forced to sell it to foreign merchants, unless you have another idea?;;;;;;;;;;;;;x
EVTDESC_EXCAVE_6;News from the excavation site! The diggers have uncovered a relic firework from the sands. It is believed that these were used for festivals in the antedeluvian age, though some believe they were used for war. Now, the diggers must be paid for their discovery otherwise they will be forced to sell it to foreign merchants, unless you have another idea?;;;;;;;;;;;;;x
EVTDESC_EXCAVE_7;News from the excavation site! The diggers have uncovered a antedeluvian helmet from the sands. Believed to have been widely used by the ancient legionaries of AL-Sunta'kum it is strangely open and visorless. Now, the diggers must be paid for their discovery otherwise they will be forced to sell it to foreign merchants, unless you have another idea?;;;;;;;;;;;;;x
EVTDESC_EXCAVE_8;News from the excavation site! The diggers have uncovered a relic dagger from the sands. Believed to have been carried by all amriqi legionaries in the antedeluvian age to supplement their gons, it has been repaired and is usable once more. Now, the diggers must be paid for their discovery and the price of repairs otherwise they will be forced to sell it to foreign merchants, unless you have another idea?;;;;;;;;;;;;;x
EVTDESC_EXCAVE_9;News from the excavation site! The diggers have uncovered a relic sword sword from the sands. Made in the mamluk style it is believed that only the highest of nobles among the ancient amriqi were permitted to carry this blade,it has been repaired and is usable once more. Now, the diggers must be paid for their discovery and the price of repairs otherwise they will be forced to sell it to foreign merchants, unless you have another idea?;;;;;;;;;;;;;x

EVTDESC_EXCAVE_100;News from the forges! They have managed to create a wonderous design of armour which incorporates antedeluvian plates into it's design, it will provide a great deal of protection while also being moderately light. However the smiths will require payment for such a masterpiece, unless you have another idea?;;;;;;;;;;;;;x

EXCAVEOPTG;Excellent! I'll pay for their work.;;;;;;;;;;;;;x
EXCAVEOPTH;I'll take the artifact by force.;;;;;;;;;;;;;x
EXCAVEOPTI;Let them leave.;;;;;;;;;;;;;x
EVTDESC_EXCAVE_1001;News from your county! A group of peasants have found a Telescope buried in the Tells. You can choose to either pay them for it, take it by force or let them leave.;;;;;;;;;;;;;x
EVTDESC_EXCAVE_1002;News from your county! A group of peasants have found several textbooks buried in the Tells. You can choose to either pay them for it, take it by force or let them leave.;;;;;;;;;;;;;x
EVTDESC_EXCAVE_1003;News from your county! A group of peasants have found a Compass buried in the Tells. You can choose to either pay them for it, take it by force or let them leave.;;;;;;;;;;;;;x
EVTDESC_EXCAVE_1004;News from your county! A group of peasants have found a Typewriter buried in the Tells. You can choose to either pay them for it, take it by force or let them leave.;;;;;;;;;;;;;x
EVTDESC_EXCAVE_1005;News from your county! A group of peasants have found a Calculator buried in the Tells. You can choose to either pay them for it, take it by force or let them leave.;;;;;;;;;;;;;x
EVTDESC_EXCAVE_1006;News from your county! A group of peasants have found a Watch buried in the Tells. You can choose to either pay them for it, take it by force or let them leave.;;;;;;;;;;;;;x
EVTDESC_EXCAVE_1007;News from your county! A group of peasants have found a Record buried in the Tells. You can choose to either pay them for it, take it by force or let them leave.;;;;;;;;;;;;;x
EVTDESC_EXCAVE_1008;News from your county! A group of peasants have found Pottery buried in the Tells. You can choose to either pay them for it, take it by force or let them leave.;;;;;;;;;;;;;x
EVTDESC_EXCAVE_1009;News from your county! A group of peasants have found a Antideluvian Gold Bar buried in the Tells. You can choose to either pay them for it, take it by force or let them leave.;;;;;;;;;;;;;x
EVTDESC_EXCAVE_1010;News from your county! A group of peasants have found a Fire-Arm buried in the Tells. You can choose to either pay them for it, take it by force or let them leave.;;;;;;;;;;;;;x
EVTDESC_EXCAVE_1011;News from your county! A group of peasants have found a Teapot buried in the Tells. You can choose to either pay them for it, take it by force or let them leave.;;;;;;;;;;;;;x
EVTDESC_EXCAVE_1012;News from your county! A group of peasants have found a Teacup buried in the Tells. You can choose to either pay them for it, take it by force or let them leave.;;;;;;;;;;;;;x
EVTDESC_EXCAVE_1013;News from your county! A group of peasants have found a Teaset buried in the Tells. You can choose to either pay them for it, take it by force or let them leave.;;;;;;;;;;;;;x
EVTDESC_EXCAVE_1014;News from your county! A group of peasants have found a Antideluvian Silver Bar buried in the Tells. You can choose to either pay them for it, take it by force or let them leave.;;;;;;;;;;;;;x
mona_lisa;Mona Lisa;;;;;;;;;;;;;x
mona_lisa_desc;This ancient painting depicts a woman with an enigmatic smile. Many men have wondered who she is, but all answers have been lost in the Event. For the Novelist, the painting might depict some lady of tales, and often claim her true name to be that of Beatrice from the Divine Comedy or Lucia from The Betrothed.;;;;;;;;;;;;;x

#Darken's little library
divine_comedy_1;The Divine Comedy: Inferno;;;;;;;;;;;;;x
divine_comedy_1_desc;This text describes the adventures of italian poet Dante Alighieri through the Nine Circles of Hell. Accompanied by ancient poet Virgil, Dante experiences many eye-opening encounters that tell us about the time before the Event.;;;;;;;;;;;;;x
divine_comedy_2;The Divine Comedy: Purgatorio;;;;;;;;;;;;;x
divine_comedy_2_desc;This text describes the adventures of italian poet Dante Alighieri through the Nine Circles of Purgatory. Accompanied by ancient poet Virgil, Dante experiences many eye-opening encounters that tell us about the time before the Event.;;;;;;;;;;;;;x
divine_comedy_3;The Divine Comedy: Paradiso;;;;;;;;;;;;;x
divine_comedy_3_desc;This text describes the adventures of italian poet Dante Alighieri through the Heavenly Skies of Paradise. Accompanied by his lost beloved Beatrice, Dante experiences many eye-opening encounters and comes face to face with the Almighty Christian God. Novelists believe this actually rapresents Eru, the Author, and the few Italian Novelists often depict Eru with eagle-like wings.;;;;;;;;;;;;;x
promessi_sposi;I Promessi Sposi (The Betrothed);;;;;;;;;;;;;x
promessi_sposi_desc;This text describes the tale of italian betrothed Lorenzo Tramaglino and Lucia Mondella. The two try to marry despite the opposition of the dreadful spaniard lord Don Rodrigo, with the help of the wise Fra Cristoforo (identified by the Novelists as Gandalf the Grey).;;;;;;;;;;;;;x
il_principe;Il Principe (The Prince);;;;;;;;;;;;;x
il_principe_desc;Written by italian writer Niccolò Machiavelli, The Prince is a detailed guide for any noble that wishes to become a great ruler. Despite it's age, the book still enjoys great popularity.;;;;;;;;;;;;;x
lotr_fellowship_ruined;The Fellowship of the Ring;;;;;;;;;;;;;x
lotr_fellowship_ruined_desc;This ancient text survived, ruined but still partially readable, the test of time. After the Event, the Novelist faith aknowledged the journey of the Hobbit to destroy the One Ring as a central part of the past history of the world.;;;;;;;;;;;;;x
lotr_towers_ruined;The Two Towers;;;;;;;;;;;;;x
lotr_towers_ruined_desc;This ancient text survived, ruined but still partially readable, the test of time. After the Event, the Novelist faith aknowledged the journey of the Hobbit to destroy the One Ring as a central part of the past history of the world.;;;;;;;;;;;;;x
lotr_return_ruined;The Return of the King;;;;;;;;;;;;;x
lotr_return_ruined_desc;This ancient poem survived, ruined but still readable, the test of time. After the Event, the Novelist faith considers the return of King Aragorn a key event in the history of the world, as important as the destruction of the One Ring.;;;;;;;;;;;;;x
lotr_fellowship_novelist;The Fellowship of the Ring;;;;;;;;;;;;;x
lotr_fellowship_novelist_desc;Restoring an ancient text, the Novelist have pieced back together part of the Novel's plot. The book details the departure of Tintin, the Ringbearer, along with his companions, his meeting with Kuhjung Luke the Lucky, his encounter with Aragorn Napoleon Bonaparte, the formation of the Fellowship with Edmond Dantés, Asterix and the Pevensie Siblings, and the death of Edmond Dantés after his corruption from the power of the One Ring, the Fellowship breaking as a result.;;;;;;;;;;;;;x
lotr_towers_novelist;The Two Towers;;;;;;;;;;;;;x
lotr_towers_novelist_desc;Restoring an ancient text, the Novelist have pieced back together part of the Novel's plot. The book details the adventure of Tintin and Samsagace Haddock to bring the Ring to Mount Vesuvius guided by Sméagol, as well as the tales of the rest of the Fellowship, traveling to try and save Meriadoc and Peppin from the forces of the Witcher King of Angmar, and their return in glory to Paris with the help of Gandalf the White.;;;;;;;;;;;;;x
lotr_return_novelist;The Return of the King;;;;;;;;;;;;;x
