ghaznivinashakastra;Ghaznivinashakastra;;;;;;;;;;;;;x,,,,,,
ghaznivinashakastra_desc;A powerful weapon used by the gods to slay the demon named Ghazni, and save India from destruction.;;;;;;;;;;;;;x,,,,,,
,,,,,,
mansifid;Blood of the Hindu-Hammer;;;;;;;;;x,,,,,,,,,
mansifid_desc;A mighty warrior and staunch defender of Islam, he defeated the armies of three Hindu Kings at once, saving Bengal from the heathen hordes.;;;;;;;;;x,,,,,,,
yunakshetra_bloodline;Yukonama Bloodline;;;;;;;;;;;;;x,,,,,,
yama_bloodline;Bloodline of Yama;;;;;;;;;;;;;x,,,,,,
purandara_bloodline;Blood of The Unifier;;;;;;;;;;;;;x,,,,,,
laskandar_bloodline;Blood of Laskandar;;;;;;;;;;;;;x,,,,,,
gangaraja_bloodline;Blood of the Golden Emperor;;;;;;;;;;;;;x,,,,,,
yunakshetra_bloodline_desc;A ruler descended from the prestigious Yukonama dynasty, who re-conquered Yunakshetra.;;;;;;;;;;;;;x,,,,,,
yama_bloodline_desc;One of Laskandar's former commanders, he managed to carve out a realm far bigger than that of the great yunani conqeror.;;;;;;;;;;;;;x,,,,,,
purandara_bloodline_desc;A minor king who subjugated the warring states of Southern India and united the chaotic region under one massive empire.;;;;;;;;;;;;;x,,,,,,
laskandar_bloodline_desc;The great yunani conqueror who established a realm stretching from Gujarat to the Indus River. He claimed descent from Ioannes Karasci himself.;;;;;;;;;;;;;x,,,,,,
gangaraja_bloodline_desc;The greatest ruler of the Sharma dynasty that once dominated north India. His reign is widely regarded as a golden age that brought stability and prosperity to the realm.;;;;;;;;;;;;;x,,,,,,
,,,,,,
,,,,,,
,,,,,,
yoonaanee_opinion;Yunani Opinion;;;;;;;;;;;;;x,,,,,,
successor_opinion;Laskandar Successor Opinion;;;;;;;;;;;;;x,,,,,,
rajput_opinion;Rajput Opinion;;;;;;;;;;;;;x,,,,,,
hindustani_opinion;Hindustani Opinion;;;;;;;;;;;;;x,,,,,,
gujurati_opinion;Gujarati Opinion;;;;;;;;;;;;;x,,,,,,
,,,,,,
,,,,,,
,,,,,,
GANGES_EMPEROR_TITLE;Swarnasamraat;;;;;;;;;;;;;x,,,,,,
GANGES_EMPEROR_TITLE_FEMALE;Swarnasamraagyi;;;;;;;;;;;;;x,,,,,,
ADMIRAL_TITLE;Admiral;;;;;;;;;;;;;x,,,,,,
ADMIRAL_FOA;Great Ruler of the Seas;;;;;;;;;;;;;x,,,,,,
nick_the_human;The Human;;;;;;;;;;;;;x,,,,,,
nick_the_magician;The Magician;;;;;;;;;;;;;x,,,,,,
nick_the_deathbringer;Deathbringer;;;;;;;;;;;;;x,,,,,,
nick_breaker_of_chains;Breaker of Bondage;;;;;;;;;;;;;x,,,,,,
,,,,,,
,,,,,,
,,,,,,
#CASSUS BELLI,,,,,,
CB_NAME_BRITISH_INVASION;British Invasion;;;;;;;;;;;;;x,,,,,,
WAR_NAME_BRITISH_INVASION;British Invasion;;;;;;;;;;;;;x,,,,,,
british_invasion_desc;We can wage a war to bring the Indian lands under the Queen's authority;;;;;;;;;;;;;x,,,,,,
CB_NAME_YAMA_CONQUEST;Yama's Conquest;;;;;;;;;;;;;x,,,,,,
WAR_NAME_YAMA_CONQUEST;Yama's Conquest;;;;;;;;;;;;;x,,,,,,
yama_conquest_desc;We can wage a war to establish an empire rivaling that of Lashkandra himself;;;;;;;;;;;;;x,,,,,,
,,,,,,
#CULTURES,,,,,,
tamil;Tamizh;;;;;;;;;;;;;x,,,,,,
yoonaanee;Yunani;;;;;;;;;;;;;x,,,,,,
malayalam;Malayalam;;;;;;;;;;;;;x,,,,,,
lankan_tamil;Ilankaitamizh;;;;;;;;;;;;;x,,,,,,
brytwysher;Brytwysher;;;;;;;;;;;;;x,,,,,,
dhivehi;Dhivehi;;;;;;;;;;;;;x,,,,,,
konkani;Konkani;;;;;;;;;;;;;x,,,,,,
parsi;Parsi;;;;;;;;;;;;;x,,,,,,
bengali;Bangla;;;;;;;;;;;;;x
assamese;Asamiya;;;;;;;;;;;;;x
panjabi;Punjabi;;;;;;;;;;;;;x
rajput;Rajasthani;;;;;;;;;;;;;x
hindustani;Hindustani;;;;;;;;;;;;;x
,,,,,,
###DE_JURE_TITLES,,,,,,
b_navi_mumbai;Navi Mumbai;;;;;;;;;;;;;x,,,,,,
b_pondicherry;Pondicherry;;;;;;;;;;;;;x,,,,,,
PROV1235;Kolkata;;;;;;;;;x,,,,,,,,,
c_tamralipti;Kolkata;;;;;;;;;x,,,,,,,,,
d_maldives;Maldives;;;;;;;;;;;;;x,,,,,,
d_indian_navy;Warriors of Varuna;;;;;;;;;;;;;x,,,,,,
d_jaguar;Jaguar;;;;;;;;;;;;;x,,,,,,
d_kerala_titular_1;Northern Kerala;;;;;;;;;;;;;x,,,,,,
d_kerala_titular_2;Central Kerala;;;;;;;;;;;;;x,,,,,,
d_kerala_titular_3;Southern Kerala;;;;;;;;;;;;;x,,,,,,
k_mishras;Uttar Rajya;;;;;;;;;x,,,,,,,,,
k_kerala;Kerala;;;;;;;;;;;;;x,,,,,,
k_madhya_pradesh;Madhya Pradesh;;;;;;;;;;;;;x,,,,,,
k_yunan;Yunakshetra;;;;;;;;;;;;;x,,,,,,
k_mumbai;Mumbai;;;;;;;;;;;;;x,,,,,,
d_ganges;Gangetic Realm;;;;;;;;;;;;;x,,,,,,
e_ganges;Gangetic Empire;;;;;;;;;;;;;x,,,,,,
e_magadha;Magadha;;;;;;;;;;;;;x,,,,,,
e_laskandar;Yona Rajya;;;;;;;;;;;;;x,,,,,,
e_himalayas;Himalayan Empire;;;;;;;;;;;;;x,,,,,,
e_konkani;Konkani Empire;;;;;;;;;x
e_konkani_adj;Konkani;;;;;;;;;x
e_rajastan;Aryavarta;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
e_rajastan_adj;Arya;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
,,,,,,
unite_the_ganges;Form Gangetic Empire;;;;;;;;;;;;;x,,,,,,
unite_the_ganges_desc;Reform the ancient empire of the Sharma dynasty, centred around the Ganges river.;;;;;;;;;;;;;x,,,,,
integrate_yunan;Proclaim Sovereignty over the Yunani;;;;;;;;;;;;;x,,,,,,
integrate_yunan_desc;The coastal regions of Maharashtra had been conquered by the Yunani of Mumbai centuries ago. However, a strong Maharashtrian king can bring these regions back into the folds of the kingdom.;;;;;;;;;;;;;x,,,,,
form_madhya_pradesh;Form Madhya Pradesh;;;;;;;;;;;;;x,,,,,,
form_madhya_pradesh_desc;Unite central India into one kingdom.;;;;;;;;;;;;;x,,,,,,
form_himalayas;Form Himalayan Empire;;;;;;;;;;;;;x,,,,,,
form_himalayas_desc;Become the emperor of the mountains.;;;;;;;;;;;;;x,,,,,,
expand_mughalstan;Mughal Restoration;;;;;;;;;;;;;x,,,,,,
expand_mughalstan_desc;It is said that the emperors of ancient Mughalstan ruled a realm stretching from the Indus in the west to Bengal in the east. By controlling these regions,the newly-reestablished empire of Mughalstan can claim sovereignty over these lands.;;;;;;;;;;;;;x,,,,,
unite_the_ganges_TOOLTIP;Control all counties bordering the Ganges river;;;;;;;;;;;;;x,,,,,,
form_laskandar_empire;Reunite Laskandar's Empire;;;;;;;;;;;;;x,,,,,,
form_laskandar_empire_desc;Reunite the lands once conquered by Laskandar.;;;;;;;;;;;;;x,,,,,,
form_laskandar_empire_tt;To be recognized as a true successor of Laskandar, you must unite Rajasthan, Gujarat and the Sindh under your rule before 2655. However, if you were to conquer Punjab, Malwa and Yunakshetra, you shall be able to rule these regions as their lawful sovereign.;;;;;;;;;;;;;x,
,,,,,,
EVTDESC_cricket_game_start;The stadium has been prepared and the players have been summoned. It is time for the cricket match to begin!;;;;;;;;;;;;;x,,,,,,
EVTOPTA_cricket_game_start;I will cheer my team on from the stands!;;;;;;;;;;;;;x,,,,,,
TXT_EVTOPTA_cricket_game_start;The game begins...;;;;;;;;;;;;;x,,,,,,
EVTOPTB_cricket_game_start;You know what? I'm going to join them on the pitch!;;;;;;;;;;;;;x,,,,,,
TXT_EVTOPTB_cricket_game_start;You descend from the stands and join the game.;;;;;;;;;;;;;x,,,,,,
EVTDESC_cricket_game_win;After several long and brutal overs, my team finally emerges victorious. As my section of the stands erupts into cheers, I cannot help but join in.;;;;;;;;;;;;;x,,,,
EVTOPTA_cricket_game_win;I knew I was right to support them!;;;;;;;;;;;;;x,,,,,,
EVTDESC_cricket_game_lose;After several long and brutal overs, my team has been soundly defeated. As I hear the other section of the stands cheer in celebration, I bury my head in my hands.;;;;;;;;;;;;;x,,,,
EVTOPTA_cricket_game_lose;Amateurs...;;;;;;;;;;;;;x,,,,,,
EVTDESC_cricket_game_personal_win;After a particularly vicious match, my team finally emerges victorious! My hips are bruised purple, but the cheering from the stands makes the pain evaporate.;;;;;;;;;;;;;x,,,,
EVTOPTA_cricket_game_personal_win;Good game!;;;;;;;;;;;;;x,,,,,,
EVTDESC_cricket_game_personal_lose;Despite trying my absolute hardest to win, my team has been soundly defeated. I collapse onto the floor, holding my head in anguish, as the crowd cheers for my opponents.;;;;;;;;;;;;;x,,,
EVTOPTA_cricket_game_personal_lose;That was a horrible idea...;;;;;;;;;;;;;x,,,,,,
EVTDESCA_cricket_captain_sacrifice;Although the match has ended, the ritual requires one final step. The captain of the other team murmurs a final prayer before being decapitated. His blood will serve as the ultimate offering to the Red King.;;;;;;;;;;;;;x,,,,,
EVTDESCB_cricket_captain_sacrifice;Although the match has ended, the ritual requires one final step. The captain of my team whispers an apology to his family before being decapitated. His blood will serve as a bitter offering to the Red King.;;;;;;;;;;;;;x,,,,,
EVTOPTA_cricket_game_captain_sacrifice;A fitting conclusion to the game.;;;;;;;;;;;;;x,,,,,,
EVTOPTB_cricket_game_captain_sacrifice;It's a shame it had to turn out this way...;;;;;;;;;;;;;x,,,,,,
EVTDESC_cricket_game_conclusion;The game has finally concluded, and the attendees begin to return home. The people must surely have been pleased, and it is thanks in large part to my own wealth and diligence.;;;;;;;;;;;;;x,,,,
EVTOPTA_cricket_game_conclusion;Until next time!;;;;;;;;;;;;;x,,,,,,
recent_cricket_game;Recent Cricket Game;;;;;;;;;;;;;x,,,,,,
recent_cricket_game_desc;This character has recently held a game of cricket;;;;;;;;;;;;;x,,,,,,
organize_cricket_match;Organize Cricket Match;;;;;;;;;;;;;x,,,,,,
organize_cricket_match_desc;Organize a game of cricket,a prestigious sport beloved of the masses;;;;;;;;;;;;;x,,,,,
cricketer;Cricketer;;;;;;;;;;;;;x,,,,,,
cricketer_desc;This character is an experienced cricket player;;;;;;;;;;;;;x,,,,,,
,,,,,,
parabrahmanist5Desc;Which school of thought shall I follow?;;;;;;;;;;;;;x,,,,,,
EVTOPTA_parabrahmanist5;I shall follow the path of Great kings;;;;;;;;;;;;;x,,,,,,
EVTOPTB_parabrahmanist5;Perhaps I should study the Vedas;;;;;;;;;;;;;x,,,,,,
EVTOPTC_parabrahmanist5;All gods are but one, after all.;;;;;;;;;;;;;x,,,,,
EVTOPTA_parabrahmanist6;I shall become a devotee of Vishnu;;;;;;;;;;;;;x,,,,,,
EVTOPTB_parabrahmanist6;I will worship the Three-Eyed Lord;;;;;;;;;;;;;x,,,,,,
neoved1Desc;Which school of thought shall I follow?;;;;;;;;;;;;;x,,,,,,
parabrahmanist6Desc;Which school of thought shall I follow?;;;;;;;;;;;;;x,,,,,,
EVTOPTA_neoved1;I shall follow the path of the Mahatma;;;;;;;;;;;;;x,,,,,,
EVTOPTB_neoved1;I will venerate Kubera, the giver of wealth;;;;;;;;;;;;;x,,,,,,
EVTOPTC_neoved1;I wish to spread the glory of the Trimurti.;;;;;;;;;;;;;x,,,,,
EVTOPTA_neoved2;Smartism is the way to go;;;;;;;;;;;;;x,,,,,,
EVTOPTB_neoved2;I shall become a devotee of Shakti;;;;;;;;;;;;;x,,,,,,
EVTOPTC_neoved2;I wish to delve into the Novelist texts;;;;;;;;;;;;;x,,,,,,
EVTOPTC_parabrahmanist6;I shall worship the embodiment of Rain and Thunder, Parjanya;;;;;;;;;;;;;x,,,,,
EVTOPT_more;Something else perhaps?;;;;;;;;;;;;;x,,,,,,
,,,,,,
vaishnavist_hindu_desc;The Vaishnava are those who chiefly worship Vishnu, the protector of the world and preserver of Dharma.;;;;;;;;x,,
shaivist_hindu_desc;The Shaiva worship Shiva, the three-eyed lord, the destroyer, and the diety of dieties.;;;;;;;;x,,
shaktist_hindu_desc;The Shakta venerate Shakti, the great divine mother, and the embodiment of power or energy.;;;;;;;;x,,
smartist_hindu_desc;The Smarta worship Shiva, Vishnu, Surya, Gandhi and Shakti, and hold them all in equal regard.;;;;;;;;x,,
,,,,,,
,,,,,,
,,,,,,
GOD_SHAKTI;Shakti;;;;;;;;;;;;;x,,,,,,
GOD_RED_KING;The Red King;;;;;;;;;;;;;x,,,,,,
GOD_BRAHMAN;Para Brahman;;;;;;;;;;;;;x,,,,,,
GOD_VISHNU;Vishnu;;;;;;;;;;;;;x,,,,,,
GOD_AUM;Aum;;;;;;;;;;;;;x,,,,,,
GOD_TRIMURTI;The Trimurti;;;;;;;;;;;;;x,,,,,,
GOD_ASURAS;The Asuras;;;;;;;;;;;;;x,,,,,,
GOD_JAGANNATH;Jagannath;;;;;;;;;;;;;x,,,,,,
NEO_VEDA;The Fifth Veda;;;;;;;;;;;;;x,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
#POST-CENTRALIZATION PURANDARA TITLES,,,,,,
e_deccan_sangama;Vijayanagar;;;;;;;;;;;;;x,,,,,,
e_deccan_hyderabadi;Deccan;;;;;;;;;;;;;x,,,,,,
e_deccan_purandara;Karnata;;;;;;;;;;;;;x,,,,,,
e_deccan_angrezi;Mysore;;;;;;;;;;;;;x,,,,,,
,,,,,,
,,,,,,
#Dharmic religions
ADHARMA;Adharma;;;;;;;;;;;;;x,,,,,,
GOD_BHARATA;King Bharata;;;;;;;;;;;;;x,,,,,,
GOD_KUBERA;Kubera;;;;;;;;;;;;;x,,,,,,
GOD_LAKSHMI;Lakshmi;;;;;;;;;;;;;x,,,,,,
GOD_KALKI;Kalki;;;;;;;;;;;;;x,,,,,,
GOD_ANGREZI;Angrezi;;;;;;;;;;;;;x,,,,,,
GOD_MUGHAL;Mughal;;;;;;;;;;;;;x,,,,,,
GOD_GHAZNI;Ghazni;;;;;;;;;;;;;x,,,,,,
GOD_RAMA;Rama;;;;;;;;;;;;;x,,,,,,
GOD_INDRA;Indra;;;;;;;;;;;;;x,,,,,,
GOD_AGNI;Agni;;;;;;;;;;;;;x,,,,,,
GOD_SURYA;Surya;;;;;;;;;;;;;x,,,,,,
GOD_VARUNA;Varuna;;;;;;;;;;;;;x,,,,,,
GOD_MITRA;Mitra;;;;;;;;;;;;;x,,,,,,
GOD_SOMA;Soma;;;;;;;;;;;;;x,,,,,,
GOD_VRITRA;Vritra;;;;;;;;;;;;;x,,,,,,
GOD_DANAVAS;The Danavas;;;;;;;;;;;;;x,,,,,,
GOD_DEVAS;The Devas;;;;;;;;;;;;;x,,,,,,
GOD_RUDRA;Rudra;;;;;;;;;;;;;x,,,,,,
GOD_CORRUPTION;Corruption;;;;;;;;;;;;;x,,,,,,
GOD_BALARAMA;Balarama;;;;;;;;;;;;;x,,,,,,
GOD_SUBHADRA;Subhadra;;;;;;;;;;;;;x,,,,,,
old_hindu;Old Hindu;;;;;;;;;;;;;x,,,,,,
old_hindu_DESC;Hinduism is a blanket term for a variety of related traditions and practices found in the Indian subcontinent, with a history going back millenia before the event. Post-event hindus worship various dieties, or 'Devas' out of which Vishnu, Shiva, Brahma, and Shakti used to be prominent, but local and minor gods have increased in importance over time, and the goddess Lakshmi has seen an especial increase in importance. Gandhi began to be revered as a god, while worship of Brahma was dropped altogether. Adherents of the faith hold that the event was caused by the god Kalki, an incarnation of Vishnu, who destroyed the world because of its impious and decadent ways. The religion is based on a collection of religious scriptures known as a Vedas, as well as various other post-vedic texts and a few post-event ones. They also believe that they reincarnate after death. A prominent aspect of the religion is adherence to the varna system, where society is divided into four castes: The Brahmins (Priests), Kshatriyas (Rulers), Vaishyas (Skilled Laborers), and Shudras (Unskilled Laborers).;;;;;;;;;;;;;x,,,,,,
neovedic;Neovedic;;;;;;;;;;;;;x,,,,,,
neovedic;Neovedic;;;;;;;;;;;;;x,,,,,,
neovedic_DESC;A mysterious faith still not completely documented or understood by scholars of the subcontinent. Among other things, neovedics believe that several aeons ago, the evil lord of the Danavas, Vritra, was slain by Indra. Vritra's brother, Allah, swore revenge on all the gods, and sent four Danavas, one by one, to destroy the earth which they held so dear. The first three were successfully killed by the devas, but over time, the inhabitants of the world began to forget the devas and their rituals, and began to worship false gods. Thus, in order to punish them, when the last Danava Kalki attacked, the gods watched the world burn, and did nothing to save it. To rectify humanity's great error, the Neovedic faithful worship the old gods and perform rituals outlined in the Fifth Veda, a collection of religious texts believed to be revealed by the gods themselves. Adherents of the faith show no hesitation in raiding or even invading realms of heathen rulers.;;;;;;;;;;;;;x
maunaxite;Maunaxite;;;;;;;;x,,,,,,,,,,,,,
maunaxite_DESC;Formed from a blend of native Indian tribal beliefs and a belief system that arrived to the subcontinent before the Event, the Maunaxites have always been an insular group, used to withstanding contempt and attacks from outsiders. The faith chiefly reveres Maushiva, who inevitably rises up to destroy corrupt rulers. Other deities worshipped include Vishnu, the Heavenly Jade Chairman, as in every other part of India, the omnipresent Cult of Gandhi, the great Avatar of Vishnu. They principally believe that the event was caused by the rulers of the world growing too corrupt and thus Maushiva struck down the Proud mankind as punishment for his corrption.;;;;;;;;x,,,;
maunaxite_reformed;Reformed Maunaxite;;;;;;;;x,,,,,,,,,,,,,
maunaxite_reformed_DESC;Formed from a blend of native Indian tribal beliefs and a belief system that arrived to the subcontinent before the Event, the Maunaxites have always been an insular group, used to withstanding contempt and attacks from outsiders. The faith chiefly reveres Maushiva, who inevitably rises up to destroy corrupt rulers. The faith has now been reformed, adding a priestly hierarchy and formalised texts, enabling it to more effectively resist the encroachment of other faiths. They principally believe that the event was caused by the rulers of the world growing too corrupt and thus Maushiva struck down the Proud mankind as punishment for his corrption.;;;;;;;;x,,,,,,,;
neovedantic;Neo-Vedantic;;;;;;;;;x,,,,,,,,,,,,,
neovedantic_DESC;Neo-Vedanticism is a hindu school of thought that advocates for the rejection of the varna system and abhors discrimination on the basis of social class. They consider themselves the successors of a pre-event movement, while other dharmics think they emerged some time after the event. The word 'Neo-Vedantic' was originally used by their opponents to disparage them, with the implication that they represented a break from tradition and hence were not authentically hindu. Neovedantics also differ in another crucial aspect: They consider Brahma, Vishnu and Shiva as the three most important deities of hinduism (The Trimurti), while other devas are relegated to a more minor role. Kubera, the god of wealth, has been elevated in status by neovedantics, and is widely worshipped by many of them.;;;;;;;;x,,,,,,,,,,,,,
parabrahmanist;Parabrahmanist;;;;;;;;;x,,,,,,,,,,,,,
parabrahmanist_DESC;The Parabrahmanist religion came to dominate many parts of India in the chaos following the Event. It is a highly dogmatic religion born out of hinduism, focused on the belief that India, is a holy land belonging only to the Hindu dieties. Like pre-event hindus, they venerate various gods, but they view all gods as aspects of one, the Para Brahman, it is from this distinctive idea that the sect gains their name. The Parabrahmanist deify what they believe to be great indian rulers of the ancient past, such as the legendary King Bharata and Gandhi. They believe that at various points in history, the Asuras sent many kings and their armies to destroy India, such as Ghazni, Mughal, and Angrezi. Each of them was stopped by various legendary rulers, except for the final Asura king, Kalki, who almost managed to destroy the subcontinent, and plunged it into an age of darkness. They call for the unification of all Indians under the aegis of a Parabrahmanist ruler, to protect india from being annihilated by the next Asura. They are one of the most aggressive religions in their part of the world due to their zealotry in the defense of their indian holyland.;;;;;;;;;x,,,,,,,,,,,
,,,,,,
GOD_PARA_BRAHMAN;Para Brahman;;;;;;;;;;;;;x,,,,,,
,,,,,,
,,,,,,
form_delhi;Form Delhi;;;;;;;;;;;;;x,,,,,,
form_delhi_desc;Establish the Delhi sultanate.;;;;;;;;;;;;;x,,,,,,
form_magadha;Form Magadha;;;;;;;;;;;;;x,,,,,,
form_magadha_desc;Re-establish the empire of Magadha.;;;;;;;;;;;;;x,,,,,,
k_gandhara;Gandhara;;;;;;;;;;;;;x,,,,,,
k_annara;Annara;;;;;;;;;;;;;x,,,,,,
e_delhi;Delhi;;;;;;;;;;;;;x,,,,,,
,,,,,,
e_indian_empire;Indian Empire;;;;;;;;;;;;;x,,,,,,
form_indian_empire;Establish an Indian Empire;;;;;;;;;;;;;x,,,,,,
form_indian_empire_desc;Unite the vast lands of India under your rule;;;;;;;;;;;;;x,,,,,,
,,,,,,
EVTDESC_rise_of_yama;Months of meticulous planning and politicking have finally paid off. You have finally managed to garner enough support to consider the possibility of a violent, but quick usurpation of the Lashkandrian throne. The promised support has come in the form of a large contingent of soldiers, waiting for your orders.;;;;;;;;;;;;;x,,,,,,
OPT_A_rise_of_yama;It is time.;;;;;;;;;;;;;x,,,,,,
,,,,,,
TITLE_laskandar_restoration_kardi;Yama's Empire;;;;;;;;;;;;;x,,,,,,
EVTDESC_laskandar_restoration_kardi;King of Lashkandria, Ruler of the Punjab, Subjugator of Gujarat, Basileya of the Yunani, Undisputed Sovereign of Western India, King of Kings, Lord of Death, Mahabasileya Yama! Within a few short decades, not only have you remade Laskandar's shattered realm, but managed to far surpass the conqueror and his empire in every possible way. You have managed to subjugate every realm west of the indus and east of the ganges, and it is said that Hindu Rajas, Bengali Sultans and Deccani Emperors alike regard you with fear and awe. Suffice it to say that you and your bloodline shall be immortalized in the history books.;;;;;;;;;;;;;x,,,,,,
OPT_A_laskandar_restoration_kardi;Whoever wrote this needs a raise!;;;;;;;;;;;;;x,,,,,,
,,,,,,
TITLE_laskandar_restoration;Laskandar's Empire;;;;;;;;;;;;;x,,,,,,
EVTDESC_laskandar_restoration;In the grand scheme of things, the Mumbaikar dynasty were nothing. A lowly patrician dynasty from Mumbai, they claimed descent from Ioannes Karasci, the so-called "Father of the Yunani", but of course, nobody believed them. But when little Lashkandra was born, the dynasty would forever be etched into the history books in bold letters. His early life was shrouded in mystery, but when he brought down the mighty kingdom of Rajasthan with a heavily outnumbered army, the eyes of the entire subcontinent were on him. Gujarat, Sindh, Ajmer, kingdoms fell to his armies like dominoes. When he died, however, it all seemed pointless, as his son Laskandar was clearly too young to rule, and the realm of the great conqueror shattered like glass. But now....now, it is clear that Lashkandra still lives in the blood of his descendants.;;;;;;;;;;;;;x,,,,,,
OPT_A_laskandar_restoration;The empire is united once more.;;;;;;;;;;;;;x,,,,,,
,,,,,,
TITLE_yunakshetra_restoration;Return of the Yukonama Kings;;;;;;;;;;;;;x,,,,,,
EVTDESC_yunakshetra_restoration;In the distant past, the forefathers of the Yunani people revolted against their pagan hindu overlords under the leadership of Ioannes Karasci, and surprisingly, won, conquering a realm that would come to be known as Yunakshetra, homeland of the yunani people. After him, various kings would come and go, without managing to establish stable rule for their dynasty. Nothing lasts forever, and under a tyrant king, the realm collapsed into squabbling states. Isaakiya, a minor ruler belonging to the Yukonama family, managed to re-unify Yunakshetra and end the era of anarchy, establishing the longest reigning yunani dynasty in history. Nothing lasts forever, so the Yukonama dynasty fell to another pagan invasion, leaving only a bastard son who fled to Gujarat. However, his line has now managed to re-unite Yunakshetra, proving to the world that the light of Yunakshetra still shines bright.;;;;;;;;;;;;;x,,,,,,
OPT_A_yunakshetra_restoration;We can only hope that history does not repeat itself.;;;;;;;;;;;;;x,,,,,,
,,,,,,
TITLE_mumbai_triumphant;Mumbai, Triumphant;;;;;;;;;;;;;x,,,,,,
EVTDESC_mumbai_triumphant;Ever since Yunakshetra was conquered by Yunaneshwar Desai, Mumbai has remained the final bastion of the Yunani. The nobles that still remained after the war with the pagan king fled to the city, and elected a new ruler to be their protector against further incursions. Partly due to its location in the middle of a major trade route, the ruling class soon turned to more mercantile pursuits, and Mumbai grew rich. Of course, the newly crowned Desai king, son of the conquering Yunaneshwar and a victor in a brief civil war, thought that this wealth would be better off in his hands. The protector of Mumbai was out of options, so he negotiated an annual tribute to the King in return for leaving them alone. But now, everything has changed. Mumbai has come to rule the erstwhile lands of Yunakshetra, and it can finally claim to be a worthy successor to the Yunani kingdom.;;;;;;;;;;;;;x,,,,,,
OPT_A_mumbai_triumphant;The Yunani have returned!;;;;;;;;;;;;;x,,,,,,
,,,,,,
,,,,,,
