secret_religious_society_evangelical_desc_REAL;Though having roots in the Old World, the Evangelical faith is now mostly an American faith. Derived from antediluvian Protestantism, it believes in the doctrine of salvation by grace alone and focusses on the centrality of the conversion experience to Christian life (traditionally known as 'being born again'). In its long isolation across the sea, however, it has become more hierarchical and more deeply bound with the political order of the Americas than it had historically been, with the Evangelicals of America ultimately answering to the Emperor of the Southrons.;;;;;;;;;;;;;x
secret_religious_society_batenburger_desc_REAL;Though they claim to be Christians, the Batenburgers possess beliefs that mark them as being well outside the traditional Christian mainstream, believing in their unrestricted right to not only take violent vengeance upon unbelievers, but also to plunder and pillage them by force. Their highly combative nature makes them adept at war, but earns them the ire of their neighbours.;;;;;;;;;;;;;x

secret_religious_society_thelemic_reformed_desc_REAL;The Thelema faith was founded by the great prophet Aleister Crowley long before the Event. However, only after it the faith truly became widely accepted. And once the Lord Protector of Britain converted, the faith truly rose to it's modern power, ascending to national religion of the British Empire.;;;;;;;;;;;;;x
secret_religious_society_summer_queen_desc_REAL;Followers of the Summer Queen believe that long ago in Avalon the Queen married a mighty and noble Knight. The Queen was given dominion over the Summer, and the knight became the King of winter.;;;;;;;;;;;;;x
secret_religious_society_thelemic_desc_REAL;The Old Thelema faith, abandoned centuries ago by most inhabitants of the British Empire in favour of the current Thelema faith. Old Thelema focused more on the personal will of the individual, and for this was considered the ultimate cause of the Civil War in the 23rd century. Since then, only pockets of Old Thelemites have survived, while the new faith and the Summer Queen hold the country. However, some Lodges still survive, hidden deep in the countryside of Britain.;;;;;;;;;;;;;x
secret_religious_society_nousthreskeia_reformed_desc_REAL;Nousthreskia is a religion from far Siberia, focused on something referred to as 'the Noosphere', a psychic field that connects all human beings on Earth. It is believed that this field is capable of influencing both human consciousness and physical reality. The religion has been reformed and codified, with a unified set of beliefs and rituals.;;;;;;;;;;;;;x
secret_religious_society_nousthreskeia_desc_REAL;Originating in the distant and unknowable snowlands east of Russia, Nousthreskia is a religion focussed on the belief in something called 'The Noosphere', a phenomenon by which all human consciousness is thought to be linked. Nousthreskists believe that this Noosphere is capable of altering both human consciousness and physical reality, and that the Event was caused by an accident that misaligned it..;;;;;;;;;;;;;x




secret_religious_society_REAL_catholic;The Society of Jesus;Société de Jésus;Anhänger von Jesus;;la sociedad de Jesús;;;;;;;;;x
secret_religious_society_REAL_orthodox;The Old Christians;Anciens Chrétiens;Alte Christen;;los antiguos cristianos;;;;;;;;;x
secret_religious_society_REAL_cathar;The Good Christians;Bons Chrétiens;die guten Christen;;los Buenos hombres;;;;;;;;;x
secret_religious_society_REAL_fraticelli;The Fraticelli Faithful;Fidèles fraticelles;die Fratizellen;;los fieles fraticelli;;;;;;;;;x
secret_religious_society_REAL_lollard;The Lollard Faithful;Fidèles lollards;die Lollarden;;los fieles lolardos;;;;;;;;;x
secret_religious_society_REAL_waldensian;The Waldesian Faithful;Fidèles vaudois;die Waldenser;;los fieles waldesianos;;;;;;;;;x
secret_religious_society_REAL_bogomilist;The Bogomilist Faithful;Fidèles bogomiles;die Bogomilen;;el fiel bogomilo;;;;;;;;;x
secret_religious_society_REAL_monothelite;The Monothelite Faithful;Fidèles monothélites;die Anhänger des Monotheletismus;;los fieles monotelitas;;;;;;;;;x
secret_religious_society_REAL_iconoclast;The Breakers of Icons;Briseurs d'icônes;die Ikonenzerstörer;;los rompedores de imágenes;;;;;;;;;x
secret_religious_society_REAL_paulician;The Paulician Faithful;Fidèles pauliciens;die Paulikianer;;los fieles paulicianos;;;;;;;;;x
secret_religious_society_REAL_miaphysite;The Miaphysite Faithful;Fidèles miaphysites;die Miaphysiten;;los fieles miafisitas;;;;;;;;;x
secret_religious_society_REAL_monophysite;The Monophysite Faithful;Fidèles monophysites;die Monophysiten;;los fieles monofisitas;;;;;;;;;x
secret_religious_society_REAL_nestorian;The Nestorian Faithful;Fidèles nestoriens;die Nestorianer;;los fieles nestorianos;;;;;;;;;x
secret_religious_society_REAL_messalian;The Messalian Faithful;Fidèles messaliens;die Messalianer;;los fieles mesalianos;;;;;;;;;x

secret_religious_society_catholic_desc_REAL;Ever since its humble roots, Christians have marked themselves by their refusal to abandon their faith in the face of persecution. So it is that a rich tradition of martyrs and underground parishes can give hope to groups of believers in even the darkest of times, no matter what they are outwardly forced to profess. To each other they can profess their true faith in God, and their God is love.;Dès leurs humbles origines, les chrétiens ont refusé d'abandonner leur foi face à la persécution. Ainsi, une riche tradition de martyrs et de paroisses secrètes peut donner de l'espoir à des groupes de croyants, même dans les périodes les plus difficiles, peu importe la religion qu'ils sont obligés de professer publiquement. Entre eux, ils peuvent professer leur vraie foi en Dieu, et leur Dieu est amour.;Seit ihren bescheidenen Anfängen haben sich Christen durch ihre beharrliche Weigerung hervorgetan, angesichts der Verfolgung von ihrem Glauben abzulassen. Daher kann eine lange Tradition von Märtyrern und Untergrundgemeinden Gruppen von Gläubigen selbst in den finstersten Zeiten Hoffnung geben, ganz gleich, was sie durch Zwang nach außen hin bekennen müssen. Untereinander können sie ihren wahren Glauben an Gott bekennen, und ihr Gott heißt Liebe.;;Desde sus humildes orígenes, los cristianos se han caracterizado por su negativa a abandonar su fe ante la opresión. Tanto es así, que una nutrida tradición de mártires y parroquias clandestinas consigue dar esperanza a grupos de creyentes incluso en los tiempos más oscuros, sin importar qué otra fe les obligan a profesar en público. Entre ellos pueden mostrar su verdadera fe en Dios, y su Dios es amor.;;;;;;;;;x
secret_religious_society_orthodox_desc_REAL;Seeing themselves as walking in the footsteps of the Apostles who first built the Church in the name of Christ, there are Christians who will not give up their faith, even when circumstance has forced them to renounce their words. They continue the good work, building their faith and their church, knowing in their hearts that they are doing God's will.;Pensant suivre les pas des apôtres qui ont construit l'Église au nom du Christ, certains chrétiens ne renoncent pas à leur foi, même quand les circonstances les forcent à ne pas l'exprimer publiquement. Ils poursuivent cette oeuvre, renforçant leur foi et leur Église, sachant au fond d'eux qu'ils exaucent la volonté de Dieu.;Sie sehen sich selbst als Nachfolger der Apostel, die zu Beginn im Namen von Jesus Christus die Kirche aufgebaut haben, und wenden sich auch dann nicht von ihrem Glauben ab, wenn sie durch äußere Umstände dazu gezwungen werden, ihre Lehren zu verleugnen. Sie setzen ihr gutes Werk und den Aufbau ihres Glaubens und ihrer Kirche fort, da sie in ihren Herzen wissen, dass sie den Willen von Gott ausführen.;;Hay cristianos que se ven a sí mismos siguiendo los pasos de los apóstoles que fundaron la Iglesia en nombre de Cristo, y que no renunciarán a su fe, aun cuando las circunstancias los han forzado a callar sus plegarias. Continúan con su buena labor, construyendo su fe y su iglesia, sabiendo en lo hondo de su alma que están siguiendo la voluntad de Dios.;;;;;;;;;x
secret_religious_society_cathar_desc_REAL;Catharism is a Gnostic sect centered around a dualistic doctrine. The Good Christians', as the Cathar faithful calls themselves, believe in two Gods - the good God who is the creator of the heavenly spiritual realm and the evil God who created the physical world with all its temptations and suffering.;Le catharisme est une secte gnostique centrée autour d'une doctrine dualiste. Les bons chrétiens, comme s'appellent eux-mêmes les cathares, croient en deux dieux: le bon Dieu qui est le créateur du royaume spirituel céleste et le Dieu malin qui a créé le monde physique avec toutes ses tentations et ses souffrances.;Der Katharismus ist eine gnostische Sekte mit einer dualistischen Doktrin. Die guten Christen, wie sich die Katharer selbst nennen, glauben an zwei Götter: den guten Gott, der das spirituelle Himmelreich erschaffen hat, und den bösen Gott, der die physische Welt mit ihren Versuchungen und ihrem Leiden erschaffen hat.;;El catarismo es una secta gnóstica en torno a dos realidades opuestas. Los «Buenos hombres», como los fieles catáros se llaman a sí mismos, creen en dos dioses: el buen Dios, creador del mundo espiritual, y el dios malo, creador del mundo físico con todas sus tentaciones y sufrimiento.;;;;;;;;;x
secret_religious_society_fraticelli_desc_REAL;Ever since its humble roots, Christians have marked themselves by their refusal to abandon their faith in the face of persecution. So it is that a rich tradition of martyrs and underground parishes can give hope to groups of believers in even the darkest of times, no matter what they are outwardly forced to profess. To each other they can profess their true faith in God, and their God is love.;Dès leurs humbles origines, les chrétiens ont refusé d'abandonner leur foi face à la persécution. Ainsi, une riche tradition de martyrs et de paroisses secrètes peut donner de l'espoir à des groupes de croyants, même dans les périodes les plus difficiles, peu importe la religion qu'ils sont obligés de professer publiquement. Entre eux, ils peuvent professer leur vraie foi en Dieu, et leur Dieu est amour.;Seit ihren bescheidenen Anfängen haben sich Christen durch ihre beharrliche Weigerung hervorgetan, angesichts der Verfolgung von ihrem Glauben abzulassen. Daher kann eine lange Tradition von Märtyrern und Untergrundgemeinden Gruppen von Gläubigen selbst in den finstersten Zeiten Hoffnung geben, ganz gleich, was sie durch Zwang nach außen hin bekennen müssen. Untereinander können sie ihren wahren Glauben an Gott bekennen, und ihr Gott heißt Liebe.;;Desde sus humildes orígenes, los cristianos se han caracterizado por su negativa a abandonar su fe ante la opresión. Tanto es así, que una nutrida tradición de mártires y parroquias clandestinas consigue dar esperanza a grupos de creyentes incluso en los tiempos más oscuros, sin importar qué otra fe les obliguen a profesar en público. Entre ellos pueden mostrar su verdadera fe en Dios, y su Dios es amor.;;;;;;;;;x
secret_religious_society_lollard_desc_REAL;Ever since its humble roots, Christians have marked themselves by their refusal to abandon their faith in the face of persecution. So it is that a rich tradition of martyrs and underground parishes can give hope to groups of believers in even the darkest of times, no matter what they are outwardly forced to profess. To each other they can profess their true faith in God, and their God is love.;Dès leurs humbles origines, les chrétiens ont refusé d'abandonner leur foi face à la persécution. Ainsi, une riche tradition de martyrs et de paroisses secrètes peut donner de l'espoir à des groupes de croyants, même dans les périodes les plus difficiles, peu importe la religion qu'ils sont obligés de professer publiquement. Entre eux, ils peuvent professer leur vraie foi en Dieu, et leur Dieu est amour.;Seit ihren bescheidenen Anfängen haben sich Christen durch ihre beharrliche Weigerung hervorgetan, angesichts der Verfolgung von ihrem Glauben abzulassen. Daher kann eine lange Tradition von Märtyrern und Untergrundgemeinden Gruppen von Gläubigen selbst in den finstersten Zeiten Hoffnung geben, ganz gleich, was sie durch Zwang nach außen hin bekennen müssen. Untereinander können sie ihren wahren Glauben an Gott bekennen, und ihr Gott heißt Liebe.;;Desde sus humildes orígenes, los cristianos se han caracterizado por su negativa a abandonar su fe ante la opresión. Tanto es así, que una nutrida tradición de mártires y parroquias clandestinas consigue dar esperanza a grupos de creyentes incluso en los tiempos más oscuros, sin importar qué otra fe les obliguen a profesar en público. Entre ellos pueden mostrar su verdadera fe en Dios, y su Dios es amor.;;;;;;;;;x
secret_religious_society_waldensian_desc_REAL;Ever since its humble roots, Christians have marked themselves by their refusal to abandon their faith in the face of persecution. So it is that a rich tradition of martyrs and underground parishes can give hope to groups of believers in even the darkest of times, no matter what they are outwardly forced to profess. To each other they can profess their true faith in God, and their God is love.;Dès leurs humbles origines, les chrétiens ont refusé d'abandonner leur foi face à la persécution. Ainsi, une riche tradition de martyrs et de paroisses secrètes peut donner de l'espoir à des groupes de croyants, même dans les périodes les plus difficiles, peu importe la religion qu'ils sont obligés de professer publiquement. Entre eux, ils peuvent professer leur vraie foi en Dieu, et leur Dieu est amour.;Seit ihren bescheidenen Anfängen haben sich Christen durch ihre beharrliche Weigerung hervorgetan, angesichts der Verfolgung von ihrem Glauben abzulassen. Daher kann eine lange Tradition von Märtyrern und Untergrundgemeinden Gruppen von Gläubigen selbst in den finstersten Zeiten Hoffnung geben, ganz gleich, was sie durch Zwang nach außen hin bekennen müssen. Untereinander können sie ihren wahren Glauben an Gott bekennen, und ihr Gott heißt Liebe.;;Desde sus humildes orígenes, los cristianos se han caracterizado por su negativa a abandonar su fe ante la opresión. Tanto es así, que una nutrida tradición de mártires y parroquias clandestinas consigue dar esperanza a grupos de creyentes incluso en los tiempos más oscuros, sin importar qué otra fe les obliguen a profesar en público. Entre ellos pueden mostrar su verdadera fe en Dios, y su Dios es amor.;;;;;;;;;x
secret_religious_society_bogomilist_desc_REAL;Bogomilism is a Gnostic sect centered around a dualistic doctrine. Its members believe in two Gods - the good God who is the creator of the heavenly spiritual realm and the evil God who created the physical world with all its temptations and suffering.;Le bogomilisme est une secte gnostique centrée autour d'une doctrine dualiste. Ses membres croient en deux dieux: le bon Dieu qui est le créateur du royaume spirituel céleste et le Dieu malin qui a créé le monde physique avec toutes ses tentations et ses souffrances.;Die Bogomilen sind eine gnostische Sekte mit einer dualistischen Doktrin. Die Anhänger dieser Sekte glauben an zwei Götter: den guten Gott, der das spirituelle Himmelreich erschaffen hat, und den bösen Gott, der die physische Welt mit ihren Versuchungen und ihrem Leiden erschaffen hat.;;El bogomilismo es una secta gnóstica en torno a una doctrina dualista. Sus miembros creen en dos dioses: el buen Dios, creador del mundo espiritual, y el dios malo, creador del mundo físico con todas sus tentaciones y sufrimiento.;;;;;;;;;x
secret_religious_society_monothelite_desc_REAL;Seeing themselves as walking in the footsteps of the Apostles who first built the Church in the name of Christ, there are Christians who will not give up their faith, even when circumstance has forced them to renounce their words. They continue the good work, building their faith and their church, knowing in their hearts that they are doing God's will.;Pensant suivre les pas des apôtres qui ont construit l'Église au nom du Christ, certains chrétiens ne renoncent pas à leur foi, même quand les circonstances les forcent à ne pas l'exprimer publiquement. Ils poursuivent cette oeuvre, renforçant leur foi et leur Église, sachant au fond d'eux qu'ils exaucent la volonté de Dieu.;Sie sehen sich selbst als Nachfolger der Apostel, die zu Beginn im Namen von Jesus Christus die Kirche aufgebaut haben, und wenden sich auch dann nicht von ihrem Glauben ab, wenn sie durch äußere Umstände dazu gezwungen werden, ihre Lehren zu verleugnen. Sie setzen ihr gutes Werk und den Aufbau ihres Glaubens und ihrer Kirche fort, da sie in ihren Herzen wissen, dass sie den Willen von Gott verrichten.;;Hay cristianos que se ven a sí mismos siguiendo los pasos de los apóstoles que fundaron la Iglesia en nombre de Cristo, y que no renunciarán a su fe, aun cuando las circunstancias los han forzado a callar sus plegarias. Continúan con su buena labor, construyendo su fe y su iglesia, sabiendo en lo más profundo de su alma que están siguiendo la voluntad de Dios.;;;;;;;;;x
secret_religious_society_iconoclast_desc_REAL;Seeing themselves as walking in the footsteps of the Apostles who first built the Church in the name of Christ, there are Christians who will not give up their faith, even when circumstance has forced them to renounce their words. They continue the good work, building their faith and their church, knowing in their hearts that they are doing God's will.;Pensant suivre les pas des apôtres qui ont construit l'Église au nom du Christ, certains chrétiens ne renoncent pas à leur foi, même quand les circonstances les forcent à ne pas l'exprimer publiquement. Ils poursuivent cette oeuvre, renforçant leur foi et leur Église, sachant au fond d'eux qu'ils exaucent la volonté de Dieu.;Sie sehen sich selbst als Nachfolger der Apostel, die zu Beginn im Namen von Jesus Christus die Kirche aufgebaut haben, und wenden sich auch dann nicht von ihrem Glauben ab, wenn sie durch äußere Umstände dazu gezwungen werden, ihre Lehren zu verleugnen. Sie setzen ihr gutes Werk und den Aufbau ihres Glaubens und ihrer Kirche fort, da sie in ihren Herzen wissen, dass sie den Willen von Gott verrichten.;;Hay cristianos que se ven a sí mismos siguiendo los pasos de los apóstoles que fundaron la Iglesia en nombre de Cristo, y que no renunciarán a su fe, aun cuando las circunstancias los han forzado a callar sus plegarias. Continúan con su buena labor, construyendo su fe y su iglesia, sabiendo en lo hondo de su alma que están siguiendo la voluntad de Dios.;;;;;;;;;x
secret_religious_society_paulician_desc_REAL;Paulicianism is a Gnostic sect centered around a dualistic doctrine. Its members believe in two Gods - the goeirod God who is the creator of the heavenly spiritual realm and the evil God who created the physical world with all its temptations and suffering.;Le paulicisme est une secte gnostique centrée autour d'une doctrine dualiste. Ses membres croient en deux dieux: le bon Dieu qui est le créateur du royaume spirituel céleste et le Dieu malin qui a créé le monde physique avec toutes ses tentations et ses souffrances.;Die Paulikianer sind eine gnostische Sekte mit einer dualistischen Doktrin. Die Anhänger dieser Sekte glauben an zwei Götter: den guten Gott, der das spirituelle Himmelreich erschaffen hat, und den bösen Gott, der die physische Welt mit ihren Versuchungen und ihrem Leiden erschaffen hat.;;El paulicianismo es una secta gnóstica en torno a una doctrina dualista. Sus miembros creen en dos dioses: el buen Dios, creador del mundo espiritual, y el dios malo, creador del mundo físico con todas sus tentaciones y sufrimiento.;;;;;;;;;x
secret_religious_society_miaphysite_desc_REAL;Seeing themselves as walking in the footsteps of the Apostles who first built the Church in the name of Christ, there are Christians who will not give up th faith, even when circumstance has forced them to renounce their words. They continue the good work, building their faith and their church, knowing in their hearts that they are doing God's will.;Pensant suivre les pas des apôtres qui ont construit l'Église au nom du Christ, certains chrétiens ne renoncent pas à leur foi, même quand les circonstances les forcent à ne pas l'exprimer publiquement. Ils poursuivent cette oeuvre, renforçant leur foi et leur Église, sachant au fond d'eux qu'ils exaucent la volonté de Dieu.;Sie sehen sich selbst als Nachfolger der Apostel, die zu Beginn im Namen von Jesus Christus die Kirche aufgebaut haben, und wenden sich auch dann nicht von ihrem Glauben ab, wenn sie durch äußere Umstände dazu gezwungen werden, ihre Lehren zu verleugnen. Sie setzen ihr gutes Werk und den Aufbau ihres Glaubens und ihrer Kirche fort, da sie in ihren Herzen wissen, dass sie den Willen von Gott verrichten.;;Hay cristianos que se ven a sí mismos siguiendo los pasos de los apóstoles que fundaron la Iglesia en nombre de Cristo, y que no renunciarán a su fe, aun cuando las circunstancias los han forzado a callar sus plegarias. Continúan con su buena labor, construyendo su fe y su iglesia, sabiendo en lo hondo de su alma que están siguiendo la voluntad de Dios.;;;;;;;;;x
secret_religious_society_monophysite_desc_REAL;Seeing themselves as walking in the footsteps of the Apostles who first built the Church in the name of Christ, there are Christians who will not give up their faith, even when circumstance has forced them to renounce their words. They continue the good work, building their faith and their church, knowing in their hearts that they are doing God's will.;Pensant suivre les pas des apôtres qui ont construit l'Église au nom du Christ, certains chrétiens ne renoncent pas à leur foi, même quand les circonstances les forcent à ne pas l'exprimer publiquement. Ils poursuivent cette oeuvre, renforçant leur foi et leur Église, sachant au fond d'eux qu'ils exaucent la volonté de Dieu.;Sie sehen sich selbst als Nachfolger der Apostel, die zu Beginn im Namen von Jesus Christus die Kirche aufgebaut haben, und wenden sich auch dann nicht von ihrem Glauben ab, wenn sie durch äußere Umstände dazu gezwungen werden, ihre Lehren zu verleugnen. Sie setzen ihr gutes Werk und den Aufbau ihres Glaubens und ihrer Kirche fort, da sie in ihren Herzen wissen, dass sie den Willen von Gott verrichten.;;Hay cristianos que se ven a sí mismos siguiendo los pasos de los apóstoles que fundaron la Iglesia en nombre de Cristo, y que no renunciarán a su fe, aun cuando las circunstancias los han forzado a callar sus plegarias. Continúan con su buena labor, construyendo su fe y su iglesia, sabiendo en lo hondo de su alma que están siguiendo la voluntad de Dios.;;;;;;;;;x
secret_religious_society_nestorian_desc_REAL;Seeing themselves as walking in the footsteps of the Apostles who first built the Church in the name of Christ, there are Christians who will not give up their faith, even when circumstance has forced them to renounce their words. They continue the good work, building their faith and their church, knowing in their hearts that they are doing God's will.;Pensant suivre les pas des apôtres qui ont construit l'Église au nom du Christ, certains chrétiens ne renoncent pas à leur foi, même quand les circonstances les forcent à ne pas l'exprimer publiquement. Ils poursuivent cette oeuvre, renforçant leur foi et leur Église, sachant au fond d'eux qu'ils exaucent la volonté de Dieu.;Sie sehen sich selbst als Nachfolger der Apostel, die zu Beginn im Namen von Jesus Christus die Kirche aufgebaut haben, und wenden sich auch dann nicht von ihrem Glauben ab, wenn sie durch äußere Umstände dazu gezwungen werden, ihre Lehren zu verleugnen. Sie setzen ihr gutes Werk und den Aufbau ihres Glaubens und ihrer Kirche fort, da sie in ihren Herzen wissen, dass sie den Willen von Gott verrichten.;;Hay cristianos que se ven a sí mismos siguiendo los pasos de los apóstoles que fundaron la Iglesia en nombre de Cristo, y que no renunciarán a su fe, aun cuando las circunstancias los han forzado a callar sus plegarias. Continúan con su buena labor, construyendo su fe y su iglesia, sabiendo en lo hondo de su alma que están siguiendo la voluntad de Dios.;;;;;;;;;x
secret_religious_society_messalian_desc_REAL;The Messalians, 'the ones who pray', are a Christian sect. They believe that perfection can only be attained by perceiving God as He reveals Himself to the carnal senses. To bring forth such revelations, the only path is prayer - neither the church, baptism or any other sacrament can drive the desires from the soul and invite God.;Les messaliens, « ceux qui prient », sont une secte chrétienne. Ils croient que la perfection ne peut être atteinte qu'en percevant Dieu lorsqu'il se révèle aux cinq sens. Pour faire naître ces révélations, le seul chemin est la prière - ni l'Église, ni le baptême, ni aucun autre sacrement ne peut chasser les désirs de l'âme et inviter Dieu.;Die Messalianer (die Betenden) sind eine christliche Sekte. Sie glauben, dass Perfektion nur durch die Wahrnehmung Gottes, wie er sich den fleischlichen Sinnen offenbart, erlangt werden kann. Der einzige Weg zur Hervorrufung solcher Offenbarungen ist das Gebet und weder die Kirche noch die Taufe noch ein anderes Sakrament kann die Begierden aus der Seele treiben und Gott herbeirufen.;;Los mesalianos, «quienes no rezan», son una secta cristiana. Creen que la perfección solo puede alcanzarse percibiendo a Dios por sus revelaciones a través de los sentidos carnales. El único camino para que se produzcan esas revelaciones es la oración: ni la Iglesia, ni el bautismo ni ningún otro sacramento puede impulsar los deseos del alma e invitar a Dios.;;;;;;;;;x
