garde#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
liberian;Liberian;;;;;;;;;;x;;;
cornish;Kernowyon;;;;;;;;;;x;;;
frisian;Friisk;;;;;;;;;;x;;;
llanito;Llanito;;;;;;;;;;x;;;
newfie;Newfie;;;;;;;;;;x;;;
beta_israeli;Betah Yisraeli;;;;;;;;;;x;;;
wendish;Sorbjen;;;;;;;;;;x;;;
atlantian;Atlantean;;;;;;;;;;x;;;
central_slavic;Ruthenian;;;;;;;;;;x;;;
guinean;Guinean;;;;;;;;;;x;;;
oglallan;Clydbraek;;;;;;;;;;x;;;
romansch;Romansch;;;;;;;;;;x;;;
alpinian;Miscellophone;;;;;;;;;;x;;;
burgundian;Bourguignons;;;;;;;;;;x;;;
norman;Normaunds;;;;;;;;;;x;;;
gottonsk;Gottonske;;;;;;;;;;x;;;
amriqi;Amriqi;;;;;;;;;;x;;;
anglish;Anglische;;;;;;;;;;x;;;
kaliningrader;Kaliningradetz;;;;;;;;;;x;;;
;;;;;;;;;;;;;;
quebecois;Quebecois;;;;;;;;;;;;;x
acadien;Acadian;;;;;;;;;;;;;x
nahuatl;Nahuatl;;;;;;;;;;;;;x
beltway;Beltway;;;;;;;;;;;;;x
gothamite;Gothamite;;;;;;;;;;;;;x
hudsonian;Hudsonian;;;;;;;;;;;;;x
delawarean;Delawarean;;;;;;;;;;;;;x
yankee;Yankee;;;;;;;;;;;;;x
maritimer;Martimer;;;;;;;;;;;;;x
southron;Southron;;;;;;;;;;;;;x
dixie;Dixie;;;;;;;;;;;;;x
appalachian;Appalachian;;;;;;;;;;;;;x
ontarian;Ontarian;;;;;;;;;;;;;x
laurentian;Laurentine;;;;;;;;;;;;;x
lacustrine;Lucastrine;;;;;;;;;;;;;x
crimean;Krymchanin;;;;;;;;;;;;;x
hessian;Hessisch;;;;;;;;;;;;;x
kashubian;Kaszëbi;;;;;;;;;;;;x,,,
high_american;High American;;;;;;;;;;;;x,,,
federalist;Federalist;;;;;;;;;;;;x,,,
laurentian;Laurentian;;;;;;;;;;;;x,,,
lakelanders;Lakelander;;;;;;;;;;;;x,,,
mississippians;Mississippians;;;;;;;;;;;;x,,,
cajun;Cajun;;;;;;;;;;;;x,,,
southron;Southron;;;;;;;;;;;;x,,,
low_american;Low American;;;;;;;;;;;;x,,,
newfindler;Newfindler;;;;;;;;;;;;x,,,
cadian;'Cadian;;;;;;;;;;;;x,,,
appalachn;Appalach'n;;;;;;;;;;;;x,,,
diksah;Diksah;;;;;;;;;;;;x,,,
gullah;Gullah;;;;;;;;;;;;x,,,
floridano;Floridano;;;;;;;;;;;;x,,,
laikmahn;Laikmahn;;;;;;;;;;;;x,,,
ontaryo;Ontaryo;;;;;;;;;;;;x,,,
uppstatir;Uppstatir;;;;;;;;;;;;x,,,
quebecois;Quebecois;;;;;;;;;;;;x,,,
scotian;Scotian;;;;;;;;;;;;x,,,
cajun;Cajun;;;;;;;;;;;;x,,,
arhavi;Arhavi;;;;;;;;;;;;x,,,
yiddish;Yiddish;;;;;;;;;;;;x,,,
;;;;;;;;;;;;;;
gallomerican;Gallomerican;;;;;;;;;;;;;x
south_anglo;South Anglo;;;;;;;;;;;;;x
north_atlantic;North Atlantic;;;;;;;;;;;;;x
brazilian;Brasileiro;;;;;;;;;;;;;x
baiano;Baiano;;;;;;;;;;;;;x
azorean;Açoriano;;;;;;;;;;;;;x
verdean;Cabo Verdiano;;;;;;;;;;;;;x
lusophone;Lusophone;;;;;;;;;;;;;x
hispanophone;Hispanophone;;;;;;;;;;;;;x
hong_konger;Hong Konger;;;;;;;;;;;;;x
prinsesser;Prinsesser;;;;;;;;;;;;;x
japan_group;Japonic;;;;;;;;;;;;;x
weeb;Amejo;;;;;;;;;;;;;x
afroatlantic;Afro-Atlantic;;;;;;;;;;;;;x
babylonian;Bavelaya;;;;;;;;;;;;;x
myanmarese;Myanmarese;;;;;;;;;;;;;x
albanian;Albanian;;;;;;;;;;;;;x
moghol;Moghol;;;;;;;;;;;;;x
oirat;Oirat;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
FERO_GOV_TITLE;Gowyrnor;;;;;;;;;x;;;;
FERO_GOV_FEMALE;Gowyrness;;;;;;;;;x;;;;
FERO_GOV_prefix;Gowyrnorate of;;;;;;;;;x;;;;
duke_british;Dduke;Duke;Dduke;;Dduke;;;;;;;;;x
duke_female_british;Dduchess;Duchess;Dduchess;;Dduchess;;;;;;;;;x
duchy_of_british;Dduke of;Dduke of;Dduke of;;Dduke of;;;;;;;;;x
duke_eastlander;Dduke;Duke;Dduke;;Dduke;;;;;;;;;x
duke_female_eastlander;Dduchess;Duchess;Dduchess;;Dduchess;;;;;;;;;x
duchy_of_eastlander;Duchi of;Duchi of;Duchi of;;Duchi of;;;;;;;;;x
duke_southener;Dduke;Duke;Dduke;;Dduke;;;;;;;;;x
duke_female_southener;Dduchess;Duchess;Dduchess;;Dduchess;;;;;;;;;x
duchy_of_southener;Duchi of;Duchi of;Duchi of;;Duchi of;;;;;;;;;x
duke_scouse;Dduke;Duke;Dduke;;Dduke;;;;;;;;;x
duke_female_scouse;Dduchess;Duchess;Dduchess;;Dduchess;;;;;;;;;x
duchy_of_scouse;Duchi of;Duchi of;Duchi of;;Duchi of;;;;;;;;;x
duke_westlander;Dduke;Duke;Dduke;;Dduke;;;;;;;;;x
duke_female_westlander;Dduchess;Duchess;Dduchess;;Dduchess;;;;;;;;;x
duchy_of_westlander;Duchi of;Duchi of;Duchi of;;Duchi of;;;;;;;;;x
duke_prinsesser;Dduke;Duke;Dduke;;Dduke;;;;;;;;;x
duke_female_prinsesser;Dduchess;Duchess;Dduchess;;Dduchess;;;;;;;;;x
duchy_of_prinsesser;Duchi of;Duchi of;Duchi of;;Duchi of;;;;;;;;;x
duke_brytwysher;Dduke;Duke;Dduke;;Dduke;;;;;;;;;x
duke_female_brytwysher;Dduchess;Duchess;Dduchess;;Dduchess;;;;;;;;;x
duchy_of_brytwysher;Duchi of;Duchi of;Duchi of;;Duchi of;;;;;;;;;x
duke_norflander;Dduke;Duke;Dduke;;Dduke;;;;;;;;;x
duke_female_norflander;Dduchess;Duchess;Dduchess;;Dduchess;;;;;;;;;x
duchy_of_norflander;Duchi of;Duchi of;Duchi of;;Duchi of;;;;;;;;;x
duke_scots;Dduke;Duke;Dduke;;Dduke;;;;;;;;;x
duke_female_scots;Dduchess;Duchess;Dduchess;;Dduchess;;;;;;;;;x
duchy_of_scots;Duchi of;Duchi of;Duchi of;;Duchi of;;;;;;;;;x
duke_ulsterite;Dduke;Duke;Dduke;;Dduke;;;;;;;;;x
duke_female_ulsterite;Dduchess;Duchess;Dduchess;;Dduchess;;;;;;;;;x
duchy_of_ulsterite;Duchi of;Duchi of;Duchi of;;Duchi of;;;;;;;;;x
count_british;Earhl;Earhl;Earhl;;Earhl;;;;;;;;;x
count_female_british;Countess;Countess;Countess;;Countess;;;;;;;;;x
count_of_british;Earldom of;Earldom of;Earldom of;;Earldom of;;;;;;;;
count_southener;Earl;Earl;Earl;;Earl;;;;;;;;;x
count_female_southener;Kountess;Kountess;Kountess;;Kountess;;;;;;;;;x
county_of_southener;Earldom of;Earldom of;Earldom of;;Earldom of;;;;;;;;
count_scouse;Earll;Earl;Earll;;Earll;;;;;;;;;x
count_female_scouse;Countess;Countess;Countess;;Countess;;;;;;;;;x
county_of_scouse;Earlldom of;Earlldom of;Earlldom of;;Earlldom of;;;;;;;;
count_eastlander;Earl;Earl;Earl;;Earl;;;;;;;;;x
count_female_eastlander;Countess;Countess;Countess;;Countess;;;;;;;;;x
county_of_eastlander;Earldom of;Earldom of;Earldom of;;Earldom of;;;;;;;;
count_westlander;Earl;Earl;Earl;;Earl;;;;;;;;;x
count_female_westlander;Countess;Countess;Countess;;Countess;;;;;;;;;x
county_of_westlander;Earldom of;Earldom of;Earldom of;;Earldom of;;;;;;;;
count_norflander;Earl;Earl;Earl;;Earl;;;;;;;;;x
count_female_norflander;Countess;Countess;Countess;;Countess;;;;;;;;;x
county_of_norflander;Earldom of;Earldom of;Earldom of;;Earldom of;;;;;;;;
count_scots;Earl;Earl;Earl;;Earl;;;;;;;;;x
count_female_scots;Countess;Countess;Countess;;Countess;;;;;;;;;x
county_of_scots;Earldom of;Earldom of;Earldom of;;Earldom of;;;;;;;;
count_ulsterite;Earl;Earl;Earl;;Earl;;;;;;;;;x
count_female_ulsterite;Countess;Countess;Countess;;Countess;;;;;;;;;x
county_of_ulsterite;Earldom of;Earldom of;Earldom of;;Earldom of;;;;;;;;
king_british;Gowyrhnor;Gowyrhnor;Gowyrhnor;;Gowyrhnor;;;;;;;;;x
king_female_british;Gowyrhness;Gowyrhness;Gowyrhness;;Gowyrhness;;;;;;;;;x
kingdom_of_british;Gowyrhnorate of;Gowyrhnorate of;Gowyrhnorate of;;Gowyrhnorate of;;;;;;;;;x
king_southener;Gowyrnor;Gowyrnor;Gowyrnor;;Gowyrnor;;;;;;;;;x
king_female_southener;Gowyrness;Gowyrness;Gowyrness;;Gowyrness;;;;;;;;;x
kingdom_of_southener;Gowyrnorate of;Gowyrnorate of;Gowyrnorate of;;Gowyrnorate of;;;;;;;;;x
king_scouse;Gowyrnor;Gowyrnor;Gowyrnor;;Gowyrnor;;;;;;;;;x
king_female_scouse;Gowyrness;Gowyrness;Gowyrness;;Gowyrness;;;;;;;;;x
kingdom_of_scouse;Gowyrnorate of;Gowyrnorate of;Gowyrnorate of;;Gowyrnorate of;;;;;;;;;x
king_eastlander;Gowyrnor;Gowyrnor;Gowyrnor;;Gowyrnor;;;;;;;;;x
king_female_eastlander;Gowyrness;Gowyrness;Gowyrness;;Gowyrness;;;;;;;;;x
kingdom_of_eastlander;Gowyrnorate of;Gowyrnorate of;Gowyrnorate of;;Gowyrnorate of;;;;;;;;;x
king_westlander;Gowyrnor;Gowyrnor;Gowyrnor;;Gowyrnor;;;;;;;;;x
king_female_westlander;Gowyrness;Gowyrness;Gowyrness;;Gowyrness;;;;;;;;;x
kingdom_of_westlander;Gowyrnorate of;Gowyrnorate of;Gowyrnorate of;;Gowyrnorate of;;;;;;;;;x
king_norflander;Gowyrnor;Gowyrnor;Gowyrnor;;Gowyrnor;;;;;;;;;x
king_female_norflander;Gowyrness;Gowyrness;Gowyrness;;Gowyrness;;;;;;;;;x
kingdom_of_norflander;Gowyrnorate of;Gowyrnorate of;Gowyrnorate of;;Gowyrnorate of;;;;;;;;;x
king_scots;Gowyrnor;Gowyrnor;Gowyrnor;;Gowyrnor;;;;;;;;;x
king_female_scots;Gowyrness;Gowyrness;Gowyrness;;Gowyrness;;;;;;;;;x
kingdom_of_scots;Gowyrnorate of;Gowyrnorate of;Gowyrnorate of;;Gowyrnorate of;;;;;;;;;x
king_ulsterite;Gowyrnor;Gowyrnor;Gowyrnor;;Gowyrnor;;;;;;;;;x
king_female_ulsterite;Gowyrness;Gowyrness;Gowyrness;;Gowyrness;;;;;;;;;x
kingdom_of_ulsterite;Gowyrnorate of;Gowyrnorate of;Gowyrnorate of;;Gowyrnorate of;;;;;;;;;x
king_swiss;Konigroi;;;;;;;;;;;;;x
king_female_swiss;Konignregina;;;;;;;;;;;;;x
kingdom_of_swiss;Konigrreich of;;;;;;;;;;;;;x
duke_swiss;Duq;;;;;;;;;;;;;x
duke_female_swiss;Duqessa;;;;;;;;;;;;;x
duchy_of_swiss;Duqreich of;;;;;;;;;;;;;x
count_swiss;Graffe;;;;;;;;;;;;;x
count_female_swiss;Graffessa;;;;;;;;;;;;;x
county_of_swiss;Graffreich of;;;;;;;;;;;;;x
count_stalinist;Commissar;;;;;;;;;;;;;x
baron_castle_oglallan;Earl;;;;;;;;;;;;;x
baron_castle_female_oglallans;Earless;;;;;;;;;;;;;x
count_oglallans;Coint;;;;;;;;;;;;;x
count_female_oglallans;Cointess;;;;;;;;;;;;;x
duke_oglallans;Laird;;;;;;;;;;;;;x
duke_female_oglallans;Lairdy;;;;;;;;;;;;;x
king_oglallans;Wairdon;;;;;;;;;;;;;x
king_female_oglallans;Maitron;;;;;;;;;;;;;x
emperor_oglallans;Augghtokrator;;;;;;;;;;;;;x
emperor_female_oglallans;Augghkrateira;;;;;;;;;;;;;x
baron_castle_kuhjungs;Sergeant;;;;;;;;;;;;;x
baron_castle_female_kuhjungs;Sergeant;;;;;;;;;;;;;x
count_female_stalinist;Commissaress;;;;;;;;;;;;;x
county_of_stalinist;Commissariate of;;;;;;;;;;;;;x
duke_stalinist;High Commissar;;;;;;;;;;;;;x
duke_female_stalinist;High Commissaress;;;;;;;;;;;;x;
duchy_of_stalinist;High Commissariate of;;;;;;;;;;;;x;
king_stalinist;Chairman;Chairman;Chairman;;Chairman;;;;;;;;;x
king_female_stalinist;Chairlady;Chairlady;Chairlady;;Chairlady;;;;;;;;;x
kingdom_of_stalinist;SSR of;;;;;;;;;;;;;x
kingdom_of_ugricbaltic;Freecountry of;;;;;;;;;;;;;x
kingdom_of_zarist;Principality of;;;;;;;;;;;;;x
empire_of_zarist;Grand Principality of;;;;;;;;;;;;;x
emperor_prussian;Kaiser;Kaiser;Kaiser;;Kaiser;;;;;;;;;x
emperor_swiss;Kaiseratore;Kaiser;Kaiser;;Kaiser;;;;;;;;;x
empire_of_swiss;Kaiserreich of;Kaiser;Kaiser;;Kaiser;;;;;;;;;x
emperor_brandenburger;Kaiser;Kaiser;Kaiser;;Kaiser;;;;;;;;;x
emperor_low_german;Kaiser;Kaiser;Kaiser;;Kaiser;;;;;;;;;x
emperor_swabian;Kaiser;Kaiser;Kaiser;;Kaiser;;;;;;;;;x
emperor_bavarian;Kaiser;Kaiser;Kaiser;;Kaiser;;;;;;;;;x
emperor_rheinlander;Kaiser;Kaiser;Kaiser;;Kaiser;;;;;;;;;x
emperor_austrian;Kaiser;Kaiser;Kaiser;;Kaiser;;;;;;;;;x
emperor_hessian;Kaiser;Kaiser;Kaiser;;Kaiser;;;;;;;;;x
emperor_saxon;Kaiser;Kaiser;Kaiser;;Kaiser;;;;;;;;;x
emperor_female_prussian;Kasierina;Kasierina;Kasierina;;Kasierina;;;;;;;;;x
emperor_female_swiss;Kaiseratrice;Kaiseratrice;Kaiseratrice;;Kaiseratrice;;;;;;;;;x
emperor_female_brandenburger;Kasierina;Kasierina;Kasierina;;Kasierina;;;;;;;;;x
emperor_female_low_german;Kasierina;Kasierina;Kasierina;;Kasierina;;;;;;;;;x
emperor_female_swabian;Kasierina;Kasierina;Kasierina;;Kasierina;;;;;;;;;x
emperor_female_bavarian;Kasierina;Kasierina;Kasierina;;Kasierina;;;;;;;;;x
emperor_female_rheinlander;Kasierina;Kasierina;Kasierina;;Kasierina;;;;;;;;;x
emperor_female_austrian;Kasierina;Kasierina;Kasierina;;Kasierina;;;;;;;;;x
