secret_religious_society_americanist_reformed_desc_REAL;The Romuva faith was defeated centuries ago, or so the story goes. In reality, Romuva survives again, in small villages and behind closed doors. Ready to once again see the faith resurface in triumph and cast down the hated Christians that dared to insult the glory of Perkunas and the Dievas. Of this, the Children will make sure.;;;;;;;;x
secret_religious_society_REAL_baltic_pagan;The Children of Dievas;;;;;;;;;;;;;x
secret_religious_society_baltic_pagan_desc_REAL;The Romuva faith was defeated centuries ago, or so the story goes. In reality, Romuva survives again, in small villages and behind closed doors. Ready to once again see the faith resurface in triumph and cast down the hated Christians that dared to insult the glory of Perkunas and the Dievas. Of this, the Children will make sure.;;;;;;;;x

secret_religious_society_REAL_celtic_pagan;The Hidden Circle;;;;;;;;;;;;x
secret_religious_society_celtic_pagan_desc_REAL;The followers of the Druidic faith have long known persecution, especially from Christian hands. As always, they persevere, even if they must use deception. Though they utter empty prayers to foreign gods, they secretly meet in private chambers and secluded groves to offer devotion and sacrifice to Danu, the Mother and source of life. They keep their faith knowing that some day mighty Taranis the Thunderer will strike down those who have persecuted the faithful.;;;;;;;;x
secret_religious_society_REAL_celtic_pagan_reformed;The Hidden Circle;;;;;;;;;;;;x
secret_religious_society_celtic_pagan_reformed_desc_REAL;The followers of the Druidic faith have long known persecution, especially from Christian hands. As always, they persevere, even if they must use deception. Though they utter empty prayers to foreign gods, they secretly meet in private chambers and secluded groves to offer devotion and sacrifice to Danu, the Mother and source of life. They keep their faith knowing that some day mighty Taranis the Thunderer will strike down those who have persecuted the faithful.;;;;;;;;x

secret_religious_society_REAL_novelist;The Court of Miracles;;;;;;;;;;;;x
secret_religious_society_novelist_desc_REAL;The Court of Miracles is a secret society dedicated to the growth of the Novelist faith. Hiding from those that wish to capture the Novelists and chain them, first of all the evil deity Javert the Persecutor, the Novelist meet in secret in The Court of Miracles and invite only those they trust to join them.;;;;;;;;x
secret_religious_society_REAL_novelist_reformed;The Court of Miracles;;;;;;;;;;;;x
secret_religious_society_novelist_reformed_desc_REAL;The Court of Miracles is a secret society dedicated to the growth of the Novelist faith. Hiding from those that wish to capture the Novelists and chain them, first of all the evil deity Javert the Persecutor, the Novelist meet in secret in The Court of Miracles and invite only those they trust to join them.;;;;;;;;x

secret_religious_society_REAL_folklorist;The Winter Shadows;;;;;;;;;;;;x
secret_religious_society_folklorist_desc_REAL;The Winter Shadows believe in the spread of Folklorism through secrecy. They will close on their target and slowly convince him to join the faith, ensuring the expansion of Folklorism.;;;;;;;;x
secret_religious_society_REAL_folklorist_reformed;The Winter Shadows;;;;;;;;;;;;x
secret_religious_society_folklorist_reformed_desc_REAL;he Winter Shadows believe in the spread of Folklorism through secrecy. They will close on their target and slowly convince him to join the faith, ensuring the expansion of Folklorism.;;;;;;;;x

secret_religious_society_REAL_finnish_pagan_reformed;The Singers of Vainamoinen;;;;;;;;;;;;;x
secret_religious_society_finnish_pagan_reformed_desc_REAL;Even under the rule of another religion, the Suomenusko faith lives strong in some people. Communing with nature, they find their gods in the quiet places of the world. Among the trees, the brooks and the light of the moon, where they worship their divine kings in secret. But silence does not last forever, and it will soon be shattered by the song of Vainamoinen and the Kantele, his sweet and powerful music striking the faithless to their very heart.;;;;;;;;;;;;;x
secret_religious_society_REAL_finnish_pagan;The Singers of Vainamoinen;;;;;;;;;;;;;x
secret_religious_society_finnish_pagan_desc_REAL;Even under the rule of another religion, the Suomenusko faith lives strong in some people. Communing with nature, they find their gods in the quiet places of the world. Among the trees, the brooks and the light of the moon, where they worship their divine kings in secret. But silence does not last forever, and it will soon be shattered by the song of Vainamoinen and the Kantele, his sweet and powerful music striking the faithless to their very heart.;;;;;;;;;;;;;x

secret_religious_society_REAL_hellenic_pagan_reformed;The Whispers of Alexander;;;;;;;;;;;;;x
secret_religious_society_hellenic_pagan_reformed_desc_REAL;Alexander Anaxorgos conquered the Olympus with the sword, and it is the duty of the Hellenic faithful that they do the same. However, some believe that it is wise to prepare the terrain for this conquest, by ensuring many of the supposed enemies already trust the faith. Those that follow this idea founded the Whispers, a group dedicated to expand the faith in secret.;;;;;;;;;;;;;x
secret_religious_society_REAL_hellenic_pagan;The Whispers of Alexander;;;;;;;;;;;;;x
secret_religious_society_hellenic_pagan_desc_REAL;Alexander Anaxorgos conquered the Olympus with the sword, and it is the duty of the Hellenic faithful that they do the same. However, some believe that it is wise to prepare the terrain for this conquest, by ensuring many of the supposed enemies already trust the faith. Those that follow this idea founded the Whispers, a group dedicated to expand the faith in secret.;;;;;;;;;;;;;x

secret_religious_society_REAL_maunaxite_reformed;The Punishers of Corruption;;;;;;;;;;;;;x
secret_religious_society_maunaxite_reformed_desc_REAL;To ensure the success of Maushiva's teachings, the Corruption Punishers believe they must convert as many as they can in the war against the powers of the corrupt. They seek to bring an end to all corruption in across the world, and this is the mission of this society.;;;;;;;;;;;;;x
secret_religious_society_REAL_maunaxite;The Punishers of Corruption;;;;;;;;;;;;;x
secret_religious_society_maunaxite_desc_REAL;To ensure the success of Maushiva's teachings, the Corruption Punishers believe they must convert as many as they can in the war against the powers of the corrupt. They seek to bring an end to all corruption in across the world, and this is the mission of this society.;;;;;;;;;;;;;x

secret_religious_society_REAL_inuit_pagan_reformed;The Trinitarians of the Sea;;;;;;;;;;;;;x
secret_religious_society_inuit_pagan_reformed_desc_REAL;Following a syncretic mix of Inuit and Christian beliefs, the Tatik faithful believe in the trinity of Arakuagsak, Sassuma Arnaa and Nerrivik as the three rulers of the sea. Due to their polytheistic beliefs, they are shunned as heathens by Christians, but they hold strong to the faith of their ancestors.;;;;;;;;;;;;;x
secret_religious_society_REAL_inuit_pagan;The Trinitarians of the Sea;;;;;;;;;;;;;x
secret_religious_society_inuit_pagan_desc_REAL;Following a syncretic mix of Inuit and Christian beliefs, the Tatik faithful believe in the trinity of Arakuagsak, Sassuma Arnaa and Nerrivik as the three rulers of the sea. Due to their polytheistic beliefs, they are shunned as heathens by Christians, but they hold strong to the faith of their ancestors.;;;;;;;;;;;;;x

########

secret_religious_society_REAL_brethren;The Albatross' Followers;;;;;;;;;;;;;x
secret_religious_society_brethren_desc_REAL;To guide the ships through the dangers of the sea, to avoid the ship of Nightmare Life in Death, to dodge the ambushes of the Ghost Fleet and the Flying Dutchman, a seaman needs a guide. And as thought to them by the Mariner, the Albatross' Followers intend to be that guide.;;;;;;;;;;;;;x

########

secret_religious_society_REAL_zoroastrian;The Flame Keepers;;;;;;;;;;;;;x
secret_religious_society_zoroastrian_desc_REAL;Believing themselves to be the protectors of understanding and knowledge in a world under the spell of Ahriman's ignorance, Zoroastrians organizing in secret spread the truth and light of Ahura Mazda's wisdom. Charged by their prophet with protecting the water, earth, fire and air, they enlighten others about the struggle between destructive chaos and the good of creation. Even when forced into secrecy there is yet hope, for Zoroaster told of the inevitability of Ahura Mazda's victory.;;;;;;;;;;;;;x

#########

secret_religious_society_REAL_palmarian;The Virgin Mary Faithful;;;;;;;;;;;;;x
secret_religious_society_palmarian_desc_REAL;Before the Event, the Virgin Mary sent a vision to a great Saint of the Palmarian faith, showing him that the home of Christianity was not to be Rome, but El Palmar de Troya. In secret, The Virgin Mary Faithful practice their religion and seek to convert fellow Christians to be followers of the True Pope;;;;;;;;;;;;;x

secret_religious_society_REAL_transatlantic;The Legatino Councilmen;;;;;;;;;;;;;x
secret_religious_society_transatlantic_desc_REAL;After a wayward group of Palmarian adventurers found the true Papacy in Mexico, they believe that both the Papacy of Rome and the Papacy of El Palmar de Troya are heretical and should submit to the Papacy of Mexico. This belief has relegated them to the fringes of Catholicism but they hold fast until all true Catholics realize their righteousness.;;;;;;;;;;;;;x

secret_religious_society_REAL_cadaverist;The Cadaver Society;;;;;;;;;;;;;x
secret_religious_society_cadaverist_desc_REAL;Cadaverists are a small heretic sect that believe that one of the last Antedeluvian Popes is not in fact dead, but can still miraculously speak to members of the higher Cadaverist clergy. The Cadaver Society seeks to communicate with the immortal spirit of the Pope;;;;;;;;;;;;;x

secret_religious_society_REAL_prussianist;Tradition und Leben;;;;;;;;;;;;;x
secret_religious_society_prussianist_desc_REAL;Prussianism grew out of the Lutheran Church in days long lost to time. While they still retain many Lutheran doctrines, they believe the ultimate authority of the Kaiser over the Archdiocese of Lund. This belief had them branded as heretics by the Liturgical Lutherans, but the Prussianists hold strong to their faith of a formation of a united Germany under the Kaiser, free from the influence of the Pope.;;;;;;;;;;;;;x

secret_religious_society_REAL_lutheran;Society of Luther;;;;;;;;;;;;;x
secret_religious_society_lutheran_desc_REAL;Lutherans are all too familiar with being oppressed by the Pope and his allies, forming secret organizations to maintain their faith in face of that. The Society of Luther is committed to the formalized doctrines of Lutheranism, as dictated by the Archdiocese of Lund.;;;;;;;;;;;;;x

secret_religious_society_REAL_mainline;Protestant Union;;;;;;;;;;;;;x
secret_religious_society_mainline_desc_REAL;Protestants across America mostly fall under the Mainline union of Protestant churches, following a myriad of differing doctrines. Protestants have found themselves oppressed in the old world, and have resolved to keep their faith strong.;;;;;;;;;;;;;x

secret_religious_society_REAL_columbian;American Catholic Community;;;;;;;;;;;;;x
secret_religious_society_columbian_desc_REAL;Catholics across the United States have found themselves disorganized and leaderless after the event, due to lack of communication with the Papacy. Since then, the federal government has propped up the Latin Patriarchate of Washington as the spiritual leader of Catholics in America. They hold strong to their faith, no matter where they go, even across the sea.;;;;;;;;;;;;;x

secret_religious_society_REAL_baptist;Baptist World Alliance;;;;;;;;;;;;;x
secret_religious_society_baptist_desc_REAL;Born in antiquity, Baptism is a strain of Protestantism that is highly charismatic and vigorous. It believes in believer's baptism, meaning that only adult believers should be baptised, and that by full bodily immersion in water. They reject most of the Catholic sacraments and follow a Congregational model of Church governance.;;;;;;;;;;;;;x

secret_religious_society_REAL_xinjiao;Three-Self Patriotic Movement;;;;;;;;;;;;;x
secret_religious_society_xinijao_desc_REAL;In the time since the event chinese protestantism has been relatively isolated from the rest of the Christian world and while yes remaining a undoubtably christian faith has adopted some ideas from older Chinese philosophies and adapted them to suit a Christian faith. For example, these Christians pray to their pious ancestors for guidance in a similar way as the Catholics of the west and believe that their God maintains a Celestial Order to the world. ;;;;;;;;;;;;;x

secret_religious_society_REAL_old_believer;Zealots of Piety;;;;;;;;;;;;;x
secret_religious_society_old_believer_desc_REAL;Originating from a pre-Event split within the Russian Orthodox Church, the reasons for the Old Believers' existence is lost in the mists of time. They maintain that the Russian Church, under the influence of the demon Nikon, tried to pervert and destroy Christ's Church, creating the Zarist faith. However, their ancestors escaped into the wild, where they hid until eventually the wrath of God destroyed the apostate Russia, no longer deserving the title of 'Holy'.;;;;;;;;;;;;;x

secret_religious_society_REAL_calvinist;World Reformed Fellowship;;;;;;;;;;;;;x
secret_religious_society_calvinist_desc_REAL;Born before the Event on the mountains of Switzerland, some say from a great sage born in the depth of the Alps, the Calvinist faith has greatly grown after the Event. Under rulers chosen by heaven itself (for no ruler that is not chosen could ever be King of the Calvinists for long) the Calvinist faith is prepared to fight to expand the true Christian way;;;;;;;;;;;;;x

secret_religious_society_REAL_jugoslavist;Society of Saint Tito;;;;;;;;;;;;;x
secret_religious_society_jugoslavist_desc_REAL;The youngest of all Christian churches, the Yugoslavist faith was born when the Car of Yugoslavia, hard pressed in keeping his diverse Empire united, made a desperate attempt, calling a great Council of all holy men in his lands, fusing all faiths in his domains in a single religion and forcing them all to accept it or lose their heads.;;;;;;;;;;;;;x

secret_religious_society_REAL_chaldean;Christians of the East;;;;;;;;;;;;;x
secret_religious_society_chaldean_desc_REAL;The Levant has long been home to several Christian denominations,such as the Assyrian Church, Chaldean Catholics, and Oriental Orthodox. These churches had few or no theological differences, and were mostly distinguished by which Rite they used to celebrate the Liturgy. However, after the Event, these differences no longer seemed as significant as the need for cohesion and survival in the face of societal collapse, and so the Syriac Orthodox and Chaldean Catholic Churches joined together. This 'new' old Church is led by the Patriarch of Antioch and All the East;;;;;;;;;;;;;x

secret_religious_society_REAL_nasrini;Syrian Christians of India;;;;;;;;;;;;;x
secret_religious_society_nasrini_desc_REAL;First spread to India by Saint Thomas the Apostle over 25 centuries ago, the Nasranis have always been a minority in India. With the chaos of the Event cutting India off from most outside communication,the various Nasrani Churches (both those in communion with the Pope and those in communion with the Eastern Church) united together for the sake of convenience. The example of several holy men has caused the Nasranis to grow in popularity over the last few decades, to the point where they are a majority in a few parts of India,though they are still a minority overall;;;;;;;;;;;;;x

secret_religious_society_REAL_koptic;The Coptic Faithful;;;;;;;;;;;;;x
secret_religious_society_koptic_desc_REAL;The Coptic faith is an ancient Christian church, dating back to millennia before the Event according to its practicioners. After the Event, it's still practiced in parts of Africa. While weak, the faith has proved resilient over the centuries, and might still survive beyond the 26th century;;;;;;;;;;;;;x

secret_religious_society_REAL_anglican;Society of the Sacred Mission;;;;;;;;;;;;;x
