PROV2073;Kogalym;;;;;;;;;x
PROV2074;Noyabrsk;;;;;;;;;x
PROV2075;Turukhansk;;;;;;;;;x
PROV2076;Dudinka;;;;;;;;;x
PROV2077;Ilimpiysk;;;;;;;;;x
PROV2078;Baykitsk;;;;;;;;;x
PROV2079;Tungussko;;;;;;;;;x
PROV2080;Taseev;;;;;;;;;x
PROV2081;Kodinsk;;;;;;;;;x
PROV2082;Ustudinsk;;;;;;;;;x
PROV2083;Ijimsk;;;;;;;;;x
PROV2084;Tayshet;;;;;;;;;x
PROV2085;Zhigalovsk;;;;;;;;;x
PROV2086;Irkutsk;;;;;;;;;x
PROV2087;Olhon;;;;;;;;;x
PROV2088;Hoyto Baygalay;;;;;;;;;x
PROV2089;Katangsk;;;;;;;;;x
PROV2090;Pribaykalsk;;;;;;;;;x
PROV2091;Bichursk;;;;;;;;;x
PROV2092;Yeravninsk;;;;;;;;;x
PROV2093;Muysk;;;;;;;;;x
PROV2094;Vuktyl;;;;;;;;;x
PROV2095;Bratsk;;;;;;;;;x
PROV1652;Kirishi;;;;;;;;;x
PROV1660;Sjasstroy;;;;;;;;;x
PROV1935;Usak;;;;;;;;;x
PROV1805;Balanjar;;;;;;;;;x
PROV675;Tarumovka;;;;;;;;;x
PROV603;Pyatigorsk;;;;;;;;;x
PROV1810;Budyonnovsk;;;;;;;;;x
PROV1811;Oktyabrsky;;;;;;;;;x
PROV1805;Makhachkala;;;;;;;;;x
PROV1668;Rzhev;;;;;;;;;x
PROV2100;Solovtsy;;;;;;;;;x
PROV2101;Jan-Mayen;;;;;;;;;x
PROV2102;Fuerteventura;;;;;;;;;x
PROV2103;Gran Canaria;;;;;;;;;x
PROV849;Lanzarote;;;;;;;;;x
PROV2118;Kythera;;;;;;;;;x
PROV2119;Adamantas;;;;;;;;;x
PROV2120;Santorini;;;;;;;;;x
PROV2121;Kea;;;;;;;;;x
PROV2122;Andros;;;;;;;;;x
PROV2123;Kos;;;;;;;;;x
PROV2124;Samos;;;;;;;;;x
PROV2125;Limnos;;;;;;;;;x
PROV1938;Kerry;;;;;;;;;x
PROV2126;Corinth Canal;;;;;;;;;x
PROV2127;Gibraltar;;;;;;;;;x
PROV2128;Ibiza;;;;;;;;;x
PROV2129;Pantelleria;;;;;;;;;x
PROV2130;Korcula;;;;;;;;;x
PROV2131;Hvar;;;;;;;;;x
PROV2132;Krk;;;;;;;;;x
PROV2133;Goidheo;;;;;;;;;x
PROV2134;Faodhippolhu;;;;;;;;;x
PROV2135;Ari;;;;;;;;;x
PROV2136;Male';;;;;;;;;x
PROV2137;Oleron;;;;;;;;;x
PROV2138;Belle ile;;;;;;;;;x
PROV2139;Scilly;;;;;;;;;x
PROV2140;Aran Islands;;;;;;;;;x
PROV2141;Romo;;;;;;;;;x
PROV2142;Fano;;;;;;;;;x
PROV2143;Arran Island;;;;;;;;;x
PROV2144;Islay;;;;;;;;;x
PROV2145;Uist;;;;;;;;;x
PROV2146;Outer Hebrides;;;;;;;;;x
PROV2147;Suduroy;;;;;;;;;x
PROV2148;Gozo;;;;;;;;;x
PROV1215;Colombo;;;;;;;;;x 
PROV1279;Badulla;;;;;;;;;x 
PROV1195;Mannar;;;;;;;;;x
PROV1414;Batticaloa;;;;;;;;;x
PROV1194;Jaffna;;;;;;;;;x
PROV2151;Nordoyar;;;;;;;;;x
PROV2152;Eysturoy;;;;;;;;;x
PROV2153;Vagar;;;;;;;;;x
PROV2154;Sandoy;;;;;;;;;x
PROV653;Qatar;;;;;;;;;x
PROV1531;Bahrain;;;;;;;;;x
PROV2155;North Ossetia;;;;;;;;;x
PROV2156;South Ossetia;;;;;;;;;x
PROV2157;Riyadh;;;;;;;;;x
PROV2158;Hatiya;;;;;;;;;x
PROV2159;Sandwip;;;;;;;;;x
PROV2160;Upper Lake Nasser;;;;;;;;;x
PROV2161;Upper Lake Nasser;;;;;;;;;x
PROV2162;Middle Lake Nasser;;;;;;;;;x
PROV2163;Lower Lake Nasser;;;;;;;;;x
PROV2164;Lower Lake Nasser;;;;;;;;;x
PROV2165;Buthidaung;x
PROV2166;Paletwa;x
PROV2167;Hakha;x
PROV2168;Matupi;x
PROV2169;Tedim;x
PROV2170;Tamu;x
PROV2171;Mawlaik;x
PROV2172;Homalin;x
PROV2173;Nawngmun;x
PROV2174;The Deadlands;x
PROV2175;Icelandic Glaciers;x
PROV2176;Keflavik;x
PROV2177;Saudakrokur;x
PROV2178;Isafjordur;x
PROV387;Varzuga;x
PROV2179;Apatity;x
PROV2180;Ostrovnoy;x
PROV2181;Murmansk;x
PROV2182;Inari;x
PROV2183;Sodankyla;x
PROV2184;Posio;x
PROV2185;Kittila;x
PROV382;Turku;x
PROV383;Hameenlinna;x
PROV384;Pori;x
PROV2186;Gordbole;x
PROV2187;Parkano;x
PROV2188;Sastamala;x
PROV2189;Hameenkoski;x
PROV2190;Heinola;x
PROV2191;Salo;x
PROV299;Mahirood;x
PROV632;Bojnurd;x
PROV2192;Meshed;x
PROV2193;Qaen;x
PROV2194;Kashmar;x
PROV2195;Ferdous;x
PROV2196;Bardaskan;x
PROV2197;Bargaz;x
PROV2198;Farah;x
PROV2199;Zabol;x
PROV2200;Shuru;x
PROV2201;Gwadar;x
PROV2202;Iranshahr;x
PROV2203;Khash;x
PROV2204;Sirkan;x
PROV2205;Nayband;x
PROV2206;Shendi;x
PROV2207;Hamashkoraib;x
PROV2208;Oleb;x
PROV2209;Laasqoray;x
PROV2210;Raas Xaafuun;x
PROV2211;Bandar Beyla;x
PROV2212;Garoowe;x
PROV2213;Bokh;x
PROV2214;Salahley;x
PROV2215;Degehabur;x
PROV2216;Fiq;x
PROV2217;Bir Tawil;x
PROV2218;Danube Swamps;x
PROV2219;Nistrenian Swamps;x
PROV2220;Caucasian Swamps;x
PROV2221;Latium Swamps;x
PROV2222;Provence Swamps;x
PROV2223;Austrian Swamps;x
PROV2224;Czech Swamps;x
PROV2225;Polish Swamps;x
PROV2226;Rhone;x
PROV2227;Rhone;x
PROV2228;Po;x
PROV2229;Po;x
PROV2230;Oder;x
PROV2231;Oder;x
PROV2232;Oder;x
PROV2233;Neman;x
PROV2234;Neman;x
PROV2235;Neman;x
PROV2236;Tigris and Euphrates;x
PROV2237;Tigris;x
PROV2238;Tigris;x
PROV2239;Tigris;x
PROV2240;Euphrates;x
PROV2241;Euphrates;x
PROV2242;Euphrates;x
PROV2243;Euphrates;x
PROV2244;Euphrates;x
PROV2245;Lusatia;x
PROV2246;Kaszuby;x
PROV2247;Chojnice;x
PROV2248;Ostrow;x
PROV2249;Wroclaw;x
PROV2250;Opole;x
PROV2251;Lubliniec;x
PROV2252;Katowice;x
PROV2253;Goralszczyzna;x
PROV433;Rybnik;x
PROV427;Masuria;x
PROV370;Warmia;x
PROV369;Powisle;x
PROV435;Jelenia Gora;x
PROV2254;Kerewan;x
PROV2255;Charmen;x
PROV2256;Basse Santa Su;x
PROV2257;Mamud Fana;x
PROV2258;Soulabali;x
PROV2259;Tankon;x
PROV2260;Bignona;x
PROV2261;Banjul;x
PROV1765;Karantaba;x
PROV2262;Dakar;x
PROV2263;Thies;x
PROV2264;Kebemer;x
PROV2265;Saint Louis;x
PROV2266;Makhana;x
PROV2267;Touba;x
PROV2268;Kaolack;x
PROV2269;Toubakouta;x
PROV2270;Tieole;x
PROV2271;Haere Lao;x
PROV2272;Boulel;x
PROV2273;Velingara;x
PROV2274;Kelkome;x
PROV2275;Thilogne;x
PROV2276;Mboune;x
PROV2277;Koumpentoum;x
PROV2278;Tambacounda;x
PROV2279;Gouloumbou;x
PROV2280;Ballou;x
PROV2281;Wassadougou;x
PROV2282;Bankou;x
PROV2283;Salemata;x
PROV2284;Sanela;x
PROV2285;Keniekenieba;x
PROV2286;Santa Cruz;x
PROV2287;Valle Gran Rey;x
PROV2288;La Frontera;x
PROV2289;La Palma;x
PROV926;Goudiri;x
PROV2290;Coast of Mediera;x
PROV2291;Atlantic Ocean;x
PROV2292;Coast of the Azores;x
PROV2293;Coast of the Azores;x
PROV2294;Saharan Coast;x
PROV2295;Saharan Coast;x
PROV2296;Sahel Coast;x
PROV2297;Senegalese Coast;x
PROV2298;Sengal Estuary;x
PROV2299;Senegalese Coast;x
PROV2300;Senegalese Coast;x
PROV2301;Guinean Coast;x
PROV2302;Atlantic Ocean;x
PROV2303;Atlantic Ocean;x
PROV2304;Verdean Coast;x
PROV2305;Verdean Coast;x
PROV2306;Verdean Coast;x
PROV2307;Madeira;x
PROV2308;Santa Maria;x
PROV2309;Sao Miguel;x
PROV2310;Terceira;x
PROV2311;Graciosa;x
PROV2312;Sao Jorge;x
PROV2313;Pico;x
PROV2314;Faial;x
PROV2315;Flores;x
PROV2316;Maio;x
PROV2317;Praia;x
PROV2318;Fogo;x
PROV2319;Brava;x
PROV2320;Boa Vista;x
PROV2321;Sal;x
PROV2322;Ribeira Brava;x
PROV2323;Santa Luzia;x
PROV2324;Sao Vicente;x
PROV2325;Santo Antao;x
PROV2326;Bissau;x
PROV2327;Buba;x
PROV2328;Boke;x
PROV2329;Conakry;x
PROV2330;Guinea Islands;x
PROV2331;Gambia;x
PROV2332;Gambia;x
PROV2333;Senegal;x
PROV2334;Senegal;x
PROV2335;Senegal;x
PROV2336;Senegal;x
PROV2337;Telimele;x
PROV2338;Tougue;x
PROV2339;Kindia;x
PROV2340;Kamakwie;x
PROV2341;Mamou;x
PROV2342;Kalia;x
PROV2343;Keur Macene;x
PROV2344;Nouakchott;x
PROV2345;Tekane;x
PROV2346;Bu Tilimit;x
PROV2347;Akjoujt;x
PROV2348;Iouik;x
PROV2349;Bughi;x
PROV2350;Alak;x
PROV2351;Aujift;x
PROV2352;Atar;x
PROV2353;Kaedi;x
PROV2354;Barkijul;x
PROV2355;Kifa;x
PROV2356;Zemzem;x
PROV2357;Sankrafa;x
PROV2358;Tijikja;x
PROV2359;Jraif;x
PROV2360;Reguibat;x
PROV2361;Oulad Delim;x
PROV2362;Larossien;x
PROV2363;Oulad Tidrarin;x
PROV2364;Tekna;x
PROV2365;Kaltat Zammur;x
PROV2366;Kangare;x
PROV2367;Bougouni;x
PROV2368;Diema;x
PROV2369;Mahina;x
PROV2370;Kayes;x
PROV1763;Bamako;x
PROV1761;Balea;x
PROV1760;Niantanso;x
PROV1764;Sandare;x
PROV925;Saladou;x
PROV2371;Gogui;x
PROV2372;Ujun-al-Atrus;x
PROV2373;Tishit;x
PROV2374;Walata;x
PROV2375;Timbadgha;x
PROV2376;Nouadhibou;x
PROV912;Tidjikja;x
PROV913;Abu Kadum;x
PROV1758;Gaoua;x
PROV1880;Korhogo;x
PROV2377;Odienne;x
PROV2378;Bobo Dioulasso;x
PROV2379;Dedougou;x
PROV2380;Koudougou;x
PROV2381;Wa;x
PROV2382;Ouahigouya;x
PROV2383;Tamale;x
PROV2384;Yawgu;x
PROV2385;Djougou;x
PROV2386;Tambiga;x
PROV2387;Kaya;x
PROV1757;Yako;x
PROV1756;Markoye;x
PROV928;Kantchari;x
PROV2388;Sikasso;x
PROV2389;Zangasso;x
PROV2390;Dioila;x
PROV2391;Koutiala;x
PROV2392;Yangasso;x
PROV2393;Bandiagara;x
PROV2394;Niono;x
PROV2395;Banamba;x
PROV2396;Nara;x
PROV2397;Mopti;x
PROV2398;Hombori;x
PROV2399;Bourem;x
PROV1768;Gargando;x
PROV915;Diabaly;x
PROV911;Timbuktu;x
PROV2400;Tera;x
PROV2401;Ouallam;x
PROV2402;Filingue;x
PROV2403;Dosso;x
PROV2404;Sanam;x
PROV2405;Dogondoutchi;x
PROV2406;Tilia;x
PROV2407;Tasara;x
PROV2408;Abalak;x
PROV1754;Niamey;x
PROV1755;Koure;x
PROV927;Luma;x
PROV1736;Maliari;x
PROV1737;Fachi;x
PROV1738;Dannet;x
PROV1743;Maiduguri;x
PROV1744;Chetimari;x
PROV1745;Darazo;x
PROV1746;Kaduna;x
PROV1747;Kano;x
PROV1748;Sakke;x
PROV1750;Buruku;x
PROV1751;Zaria;x
PROV1752;Yelwa;x
PROV1753;Gesheru;x
PROV2409;Agadez;x
PROV2410;Tanout;x
PROV2411;Bermo;x
PROV2412;Maradi;x
PROV2413;Garazou;x
PROV2414;Kelle;x
PROV2415;Keling;x
PROV2416;Djibri;x
PROV2417;Zinder;x
PROV2418;Zermou;x
PROV2419;Matsena;x
PROV2420;Assamaka;x
PROV2421;Logobou;x
PROV2422;Borogourou;x
PROV2423;Kandi;x
PROV2424;Guene;x
PROV2425;Shanga;x
PROV2426;Sokoto;x
PROV2427;Gusau;x
PROV2428;Katsina;x
PROV2429;Daura;x
PROV2430;Misau;x
PROV2431;Potiskum;x
PROV2432;Gamawa;x
PROV2433;Gombe;x
PROV2434;Fika;x
PROV2435;Mabaraka;x
PROV2436;Ngourti;x
PROV2437;Jega;x
PROV2438;Maroua;x
PROV2439;Bol;x
PROV2440;Tipsi;x
PROV2441;Kaouda;x
PROV2442;Nokou;x
PROV2443;Melfi;x
PROV2444;Abou Deia;x
PROV2445;Moussoro;x
PROV2446;Salal;x
PROV2447;Faya;x
PROV2448;Koro Toro;x
PROV2449;Salma;x
PROV2450;Am Timan;x
PROV2451;Goz Beida;x
PROV2452;Adre;x
PROV2453;Marmana;x
PROV2454;Oum Hadjer;x
PROV2455;Ati;x
PROV2456;Djedaa;x
PROV2457;Biltine;x
PROV2458;Guereda;x
PROV2459;Lotour;x
PROV2460;Iriba;x
PROV2461;Ounianga;x
PROV2462;Zouar;x
PROV1769;Bokoro;x
PROV1770;Al Kaba;x
PROV1739;Oudrou;x
PROV1740;Massenya;x
PROV1741;Ndjamena;x
PROV1742;Garoua;x
PROV1772;El Daein;x
PROV2463;Birao;x
PROV2464;Um Dafuq;x
PROV2465;Gereida;x
PROV2466;Nyala;x
PROV2467;Zalinje;x
PROV2468;Geneina;x
PROV2469;Karnoi;x
PROV2470;Al Fashir;x
PROV2471;Babanusa;x
PROV2472;Badr;x
PROV2473;An Nuhud;x
PROV2474;Kadukli;x
PROV2475;El Obeid;x
PROV2476;Qadisiyah;x
PROV2477;Magrur;x
PROV2478;Ruwaba;x
PROV2479;Fadwa;x
PROV2480;Habos;x
PROV2481;Malakal;x
PROV2482;Ghaat;x
