PROV2077;Ilimpiysk;;;;;;;;;x
PROV2078;Baykitsk;;;;;;;;;x
PROV2079;Tungussko;;;;;;;;;x
PROV2080;Taseev;;;;;;;;;x
PROV2081;Kodinsk;;;;;;;;;x
PROV2082;Ustudinsk;;;;;;;;;x
PROV2083;Ijimsk;;;;;;;;;x
PROV2084;Tayshet;;;;;;;;;x
PROV2085;Zhigalovsk;;;;;;;;;x
PROV2086;Irkutsk;;;;;;;;;x
PROV2087;Olhon;;;;;;;;;x
PROV2088;Hoyto Baygalay;;;;;;;;;x
PROV2089;Katangsk;;;;;;;;;x
PROV2090;Pribaykalsk;;;;;;;;;x
PROV2091;Bichursk;;;;;;;;;x
PROV2092;Yeravninsk;;;;;;;;;x
PROV2093;Muysk;;;;;;;;;x
PROV2094;Vuktyl;;;;;;;;;x
PROV2095;Bratsk;;;;;;;;;x
PROV1652;Kirishi;;;;;;;;;x
PROV1660;Sjasstroy;;;;;;;;;x
PROV1935;Usak;;;;;;;;;x
PROV1805;Balanjar;;;;;;;;;x
PROV675;Tarumovka;;;;;;;;;x
PROV603;Pyatigorsk;;;;;;;;;x
PROV1810;Budyonnovsk;;;;;;;;;x
PROV1811;Oktyabrsky;;;;;;;;;x
PROV1805;Makhachkala;;;;;;;;;x
PROV1668;Rzhev;;;;;;;;;x
PROV2100;Solovtsy;;;;;;;;;x
PROV2101;Jan-Mayen;;;;;;;;;x
PROV2102;Fuerteventura;;;;;;;;;x
PROV2103;Gran Canaria;;;;;;;;;x
PROV849;Lanzarote;;;;;;;;;x
PROV2118;Kythera;;;;;;;;;x
PROV2119;Adamantas;;;;;;;;;x
PROV2120;Santorini;;;;;;;;;x
PROV2121;Kea;;;;;;;;;x
PROV2122;Andros;;;;;;;;;x
PROV2123;Kos;;;;;;;;;x
PROV2124;Samos;;;;;;;;;x
PROV2125;Limnos;;;;;;;;;x
PROV1938;Kerry;;;;;;;;;x
PROV2126;Corinth Canal;;;;;;;;;x
PROV2127;Gibraltar;;;;;;;;;x
PROV2128;Ibiza;;;;;;;;;x
PROV2129;Pantelleria;;;;;;;;;x
PROV2130;Korcula;;;;;;;;;x
PROV2131;Hvar;;;;;;;;;x
PROV2132;Krk;;;;;;;;;x
PROV2133;Goidheo;;;;;;;;;x
PROV2134;Faodhippolhu;;;;;;;;;x
PROV2135;Ari;;;;;;;;;x
PROV2136;Male';;;;;;;;;x
PROV2137;Oleron;;;;;;;;;x
PROV2138;Belle ile;;;;;;;;;x
PROV2139;Scilly;;;;;;;;;x
PROV2140;Aran Islands;;;;;;;;;x
PROV2141;Romo;;;;;;;;;x
PROV2142;Fano;;;;;;;;;x
PROV2143;Arran Island;;;;;;;;;x
PROV2144;Islay;;;;;;;;;x
PROV2145;Uist;;;;;;;;;x
PROV2146;Outer Hebrides;;;;;;;;;x
PROV2147;Suduroy;;;;;;;;;x
PROV2148;Gozo;;;;;;;;;x
